event_id,horizon,severity_return_component,severity_mfe_component,severity_efficiency_component,severity_score
F039,30,-0.20638113752812182,-0.643424274632115,-0.16842707452255135,-0.3394108288942627
F038,30,-0.17669966845188997,-0.4042276394689201,-0.07800313170860332,-0.21964347987647112
F019,30,-0.3375098549204942,-0.43897897958570054,-0.3336813156419499,-0.37005671671604823
F044,30,-0.38023879759886614,-0.4131889464633466,-0.4100727809045802,-0.40116684165559763
F043,30,-0.3844048693502575,-0.3180428271151553,-0.41441830716112577,-0.37228866787551285
F031,30,-0.8341162171713097,-0.533727626852675,-0.9958703781364368,-0.7879047407201405
F007,30,-0.627198286599645,0.21131979503499018,-0.6101220710256627,-0.3420001875301059
F010,30,-0.16931734028211606,0.262590316191191,-0.1405809054701564,-0.01576930985369382
M09,30,0.2649112730537317,0.41436955997872815,0.3035803443488065,0.3276203924604221
M10,30,0.028384295191062833,-0.16712585028638768,0.1953226097187186,0.01886035154113125
M11,30,0.4515865109081746,0.4388631603438145,0.365452912733597,0.4186341946618621
M12,30,0.6295625245525726,0.45791084096324425,0.3279820575143126,0.4718184743433765
M13,30,3.624394108849761,7.227396258400116,0.6597069720020198,3.837165779750632
M14,30,1.1591960319524939,1.0921617690483496,0.7695790936497476,1.0069789648835303
M15,30,1.2790647214853565,1.122668976454713,0.573167491150632,0.9916337296969004
F040,30,-0.02281324786077054,-0.28719293913882865,-0.050699253840869214,-0.1202351469468228
F028,30,-0.23927597675085732,-0.602100858008625,-0.255061192395047,-0.3654793423848431
F006,30,-0.25508129276367203,-0.5869597927408113,-0.2691991627131265,-0.3704134160725366
F005,30,0.1495351107586216,-0.33460037569033296,0.14297538042364452,-0.014029961502688945
F029,30,0.27104926758381925,-0.28744914245627057,0.3692194571988865,0.11760652744214506
F004,30,-0.05592001735726044,-0.6607027413682388,0.037232703646843376,-0.2264633516928853
F034,30,0.5222484288645743,0.07652526806607829,0.4675741258146528,0.35544927424843514
F023,30,0.34911183242889954,0.3217307697608546,0.14322916755246368,0.2713572565807392
F024,30,-0.3169169901764222,0.054863541065973395,-0.35676173635706343,-0.20627172848917075
F032,30,-0.5248559179322495,0.08291303458122579,-0.5485708804068858,-0.33017125458596985
F045,30,0.025672840324034496,0.5259361070235551,0.03501833752518879,0.19554242829092613
F014,30,-2.1039944088022473,-0.9291872066286894,-1.5387347980840065,-1.5239721378383144
F013,30,-0.6246779865766079,-1.0576522789086649,-0.6411034376711479,-0.7744779010521402
F022,30,-0.9188746268676,-1.1597680875686587,-0.9657241828503211,-1.0147889657621934
F021,30,-0.22441964519284693,-0.48480332476061133,-0.20179605889527075,-0.303673009616243
F037,30,-0.5023901699416241,-0.5621723930280116,-0.5220970616739201,-0.528886541547852
F015,30,-0.8662934564550974,-0.9379171953017692,-0.7758092392376701,-0.8600066303315123
F042,60,0.4878293499540058,0.07440729416524315,0.8353591282622287,0.4658652574604925
F041,60,0.46640424007910425,-0.009074554310539796,0.8332550862780347,0.430194924015533
F030,60,-0.030796892582010436,-0.48254006444150743,0.17416994007018186,-0.11305567231777869
F033,60,-0.2841751873123389,-0.11121275205205726,-0.37180788750336646,-0.25573194228925417
F009,60,-0.44224956320719044,-0.2776634820049764,-0.590177227608978,-0.43669675760704835
F002,60,-1.574168091880038,-0.7429739401598593,-1.1936030986318518,-1.170248376890583
