r2,spearman,mae,rmse,median_absolute_error,test,removed_count,remaining_count
-0.06954511253447415,0.20483467629897198,0.694248846196497,0.954534633583805,0.5073369717454935,none,0,60
0.01857003913464339,0.2681472822910579,0.6236457116302626,0.7834822599571354,0.535803985632888,top1,1,59
0.024606868372660684,0.22491573761991185,0.5707915641881188,0.726569058701367,0.5179648637293909,top3,3,57
0.03671269615956896,0.35862977602108037,0.6342994092887275,0.797647802281726,0.592784514496913,major_removed,15,45
