r2,spearman,mae,rmse,median_absolute_error,iteration,model
-0.03768278567331218,-0.020727979994442904,0.7158885657421296,0.9402090841873987,0.5169559553278048,60,pre_net_return_only
-0.008670289289173683,-0.05095859961100307,0.7191961531537959,0.926972288454829,0.5581646158311901,61,pre_net_return_only
-0.07415211408581901,-0.4241178105029176,0.7101346552443553,0.9565882249284273,0.501386940541508,62,pre_net_return_only
-0.051753885139879996,-0.32614615170880806,0.7104773994043811,0.9465622915108384,0.5510887940209237,63,pre_net_return_only
-0.06115231055095638,-0.19272020005557106,0.7171222570345204,0.9507821044932532,0.4726300622160068,64,pre_net_return_only
-0.04999303480799644,-0.28813559322033905,0.7054514143065096,0.9457695905020809,0.48894280874356577,65,pre_net_return_only
-0.08326615588286113,-0.2095026396221173,0.7253521251987104,0.960637916495497,0.5344640909402731,66,pre_net_return_only
-0.04380255313681425,-0.07702139483189777,0.7048400210139353,0.942977465127371,0.5309383623608573,67,pre_net_return_only
-0.037707661643241464,-0.19749930536260074,0.7089333613990388,0.9402203537550636,0.4668779676477166,68,pre_net_return_only
-0.08056251126113012,-0.47429841622672975,0.7193281581144773,0.9594383746734337,0.5366690082377374,69,pre_net_return_only
-0.03925846330831795,0.03739927757710476,0.7070411343051106,0.9409226473721699,0.5598801064919854,70,pre_net_return_only
-0.0733105695015801,-0.1393164767991109,0.7152819415324015,0.956213431934547,0.49738429903637116,71,pre_net_return_only
-0.043840792179854704,-0.18566268407891084,0.7127499774336611,0.9429947376591957,0.5000121545703329,72,pre_net_return_only
-0.05519268431774971,-0.3181994998610726,0.7106907549471101,0.9481084618462436,0.49534456403286964,73,pre_net_return_only
-0.044824037978890896,-0.39616560155598785,0.7130457135063131,0.9434387600527759,0.5277930490752145,74,pre_net_return_only
-0.06885197372257301,-0.31936649069185896,0.7149966160688425,0.95422528140059,0.5131292214324522,75,pre_net_return_only
-0.10977066100587574,-0.5026396221172549,0.7334243865841522,0.9723189644616982,0.5083791069565258,76,pre_net_return_only
-0.0414346757249302,-0.31347596554598506,0.7108619318683969,0.9419072805483008,0.4920827363102417,77,pre_net_return_only
-0.10703928312670774,-0.4391775493192554,0.724588354371252,0.971121687078088,0.5258543995299664,78,pre_net_return_only
-0.015056010548596621,-0.013559322033898306,0.7085076370634797,0.9299019115396022,0.5451621278011741,79,pre_net_return_only
-0.09321759094904714,-0.34826340650180615,0.7379048367972967,0.9650402837890354,0.5362917925182145,80,pre_net_return_only
-0.07705993292606239,-0.3641011392053349,0.7262286615380049,0.9578821316640728,0.5366185667058057,81,pre_net_return_only
-0.05349043364192774,-0.01989441511530981,0.7006417992768241,0.947343402668899,0.579913044971252,82,pre_net_return_only
-0.061795150383908704,-0.36182272853570446,0.7033046180999915,0.9510700499963366,0.5038334974385985,83,pre_net_return_only
-0.06114477258341067,-0.24517921644901366,0.7178884008592583,0.9507787275146125,0.47297526735647866,84,pre_net_return_only
-0.1127733054920359,-0.5196999166435122,0.7218650132692283,0.9736334504838616,0.4870239161818195,85,pre_net_return_only
-0.048316913260619154,-0.23923312031119762,0.7174636563919322,0.9450144150520462,0.5415858099508815,86,pre_net_return_only
-0.04221874402731607,-0.29558210614059466,0.7152175270633763,0.942261782231919,0.51145498191899,87,pre_net_return_only
-0.019323301310913976,-0.004890247290914144,0.7154526084262727,0.9318545131723073,0.5135658753528659,88,pre_net_return_only
-0.01789489831721225,0.023339816615726594,0.7021388785247721,0.9312013688682513,0.4354972360603365,89,pre_net_return_only
-0.1106559594699501,-0.32375659905529314,0.7126013021273255,0.9727067116396934,0.4990463880854921,90,pre_net_return_only
-0.08875655395271442,-0.29297026951931093,0.723897626406814,0.9630692757716743,0.5482782364082432,91,pre_net_return_only
-0.09365401556913011,-0.39066407335370945,0.7191731229103971,0.9652328919749175,0.5069985392430022,92,pre_net_return_only
-0.0493163146911102,-0.09758266185051405,0.7085290928537106,0.9454647673064838,0.5423113528682367,93,pre_net_return_only
-0.009355032796560137,-0.005168102250625175,0.7053617529679883,0.9272868761724955,0.5393906588202717,94,pre_net_return_only
-0.02215730916431058,-0.06435120866907476,0.696927193863869,0.9331490239283905,0.5082111952692452,95,pre_net_return_only
-0.05779486911004783,-0.33164767991108646,0.7111326311409163,0.9492767954991871,0.4936884901797325,96,pre_net_return_only
-0.08027035204653132,-0.26924145595998894,0.7208764626864794,0.9593086608859853,0.5098115675400001,97,pre_net_return_only
-0.009328248163757102,0.08908030008335652,0.685389773963861,0.9272745726705325,0.5120332333294895,98,pre_net_return_only
-0.07263512890899726,-0.2960266740761323,0.7218435227412269,0.9559125092430394,0.512971445406126,99,pre_net_return_only
