r2,spearman,mae,rmse,median_absolute_error,model,feature_count
-0.06121360203238413,-0.6161227411544438,0.7143617672424999,0.950809562381091,0.4834245164421872,mean,57
-0.15590026317237982,-0.163601000277855,0.7532931390189648,0.9923213106757889,0.6293056703882374,linear,57
-0.15558559771664338,-0.163601000277855,0.7532051502272006,0.9921862339304809,0.6289909635976256,ridge,57
-0.500339335818256,0.1771047513198111,0.7607197838972741,1.1305424778842186,0.5227199462904379,lasso,57
-0.09445492534010946,-0.18143928869130319,0.7176075983157184,0.9655862592015337,0.5202867259491215,huber,57
-0.006055270155951753,0.1762156154487358,0.6850064505870596,0.9257699017837902,0.47839009882627737,forest,57
-0.06954511253447415,0.20483467629897198,0.694248846196497,0.954534633583805,0.5073369717454935,pre_net_return_only,1
-0.06784833380863842,0.10664073353709365,0.7242439039170148,0.9537771728104881,0.510006668523248,volatility_only,3
-0.9007853445981844,-0.09291469852736872,0.8515648486768256,1.2725025880451803,0.5664050587582267,last5_only,9
