event_id,horizon,signed_close_return_atr,signed_close_return_pct,MFE_atr,MAE_atr,signed_efficiency,net_to_path_ratio,directional_persistence,longest_directional_run,time_to_MFE,time_to_MAE,path_length_atr,high_low_range_atr,number_of_sign_changes,number_of_local_pivots,reversal_after_MFE
M04,10,2.9944557922381096,0.09208542713567842,5.2249781149693595,-0.2818791946308686,0.4205393000573725,0.4205393000573725,0.5,2,6,1,7.120513568718994,5.506857309600228,6,6,1
M04,20,4.534578348409686,0.1394472361809045,6.830463962649546,-0.2818791946308686,0.3247513165593913,0.3247513165593913,0.5,4,17,1,13.963233148526408,7.1123431572804146,11,11,1
M04,30,7.300262620367669,0.22449748743718603,8.35833090166326,-0.2818791946308686,0.3845491715085002,0.3845491715085002,0.6,4,30,1,18.983950977531368,8.640210096294128,16,16,1
M04,60,6.5118179165450805,0.200251256281407,9.346950685730958,-0.2818791946308686,0.2302137492778739,0.2302137492778739,0.5166666666666667,4,35,1,28.285964400350167,9.628829880361826,30,30,1
M05,10,3.4035087719298236,0.149876390605686,3.473684210526315,-0.5122807017543841,0.8707360861759428,0.8707360861759428,0.8,5,10,1,3.9087719298245593,3.985964912280699,2,2,0
M05,20,3.726315789473683,0.16409147095179227,3.901754385964911,-0.5122807017543841,0.4458438287153653,0.4458438287153653,0.55,5,20,1,8.3578947368421,4.414035087719295,6,6,0
M05,30,3.7824561403508774,0.1665636588380717,4.007017543859648,-0.5122807017543841,0.3316923076923076,0.3316923076923076,0.6333333333333333,7,28,1,11.403508771929827,4.519298245614032,10,10,0
M05,60,7.76842105263158,0.34208899876390614,8.603508771929823,-0.5122807017543841,0.3940904236383056,0.3940904236383056,0.6666666666666666,7,52,1,19.71228070175438,9.115789473684208,26,24,1
M06,10,1.0031152647975066,0.020390070921985786,2.74766355140187,-0.5560747663551396,0.14067278287461726,0.14067278287461726,0.5,2,2,9,7.130841121495343,3.3037383177570097,6,5,1
M06,20,3.336448598130844,0.06781914893617025,4.110591900311529,-0.5560747663551396,0.2838589981447118,0.2838589981447118,0.55,3,18,9,11.75389408099692,4.666666666666669,10,9,1
M06,30,1.6355140186915909,0.03324468085106386,4.110591900311529,-0.5560747663551396,0.10533707865168518,0.10533707865168518,0.5,3,18,9,15.526479750778867,4.666666666666669,16,15,1
M06,60,4.917445482866042,0.09995567375886519,7.654205607476636,-0.5560747663551396,0.15028323892035964,0.15028323892035964,0.55,5,59,9,32.721183800623095,8.210280373831775,33,30,1
M07,10,2.5527950310559047,0.13903924221921526,2.7204968944099406,-0.8633540372670795,0.4981818181818184,0.4981818181818184,0.6,3,10,1,5.124223602484478,3.58385093167702,6,5,0
M07,20,2.726708074534167,0.14851150202977015,3.0434782608695707,-0.8633540372670795,0.358953393295176,0.358953393295176,0.5,3,20,1,7.596273291925478,3.90683229813665,10,9,0
M07,30,3.2173913043478297,0.17523680649526394,3.639751552795037,-0.8633540372670795,0.3337628865979381,0.3337628865979381,0.5333333333333333,4,22,1,9.639751552795044,4.503105590062116,14,13,0
M07,60,2.465838509316773,0.13430311231393782,3.770186335403732,-0.8633540372670795,0.15501757126122603,0.15501757126122603,0.48333333333333334,4,36,1,15.90683229813667,4.6335403726708115,31,30,1
F011,10,3.285464098073553,0.07110639426903685,4.339754816112081,-0.5394045534150562,0.7790697674418617,0.7790697674418617,0.7,4,10,1,4.217162872154106,4.879159369527137,4,4,1
F011,20,1.532399299474607,0.03316529583443887,4.486865148861647,-0.5394045534150562,0.16425755584756938,0.16425755584756938,0.5,4,15,1,9.329246935201384,5.0262697022767036,11,11,1
F011,30,3.604203152364277,0.07800477580260025,4.952714535901924,-0.5394045534150562,0.2534482758620697,0.2534482758620697,0.5,4,27,1,14.220665499124317,5.49211908931698,15,15,1
F011,60,6.509632224168128,0.1408861767046963,8.863397548161123,-0.5394045534150562,0.24709167054443945,0.24709167054443945,0.5833333333333334,8,53,1,26.345008756567417,9.402802101576178,31,31,1
F026,10,0.2248520710059124,0.005396194262993346,1.8106508875739646,-1.3964497041420176,0.03792415169660595,0.03792415169660595,0.6,4,9,4,5.928994082840242,3.207100591715982,6,5,1
F026,20,-0.49704142011834823,-0.011928429423459348,1.8106508875739646,-1.846153846153849,-0.052500000000000525,-0.052500000000000525,0.6,5,9,16,9.467455621301777,3.6568047337278133,9,8,1
F026,30,-2.4497041420118437,-0.05879011644419213,1.8106508875739646,-3.0414201183431993,-0.20679320679320762,-0.20679320679320762,0.4666666666666667,6,9,29,11.846153846153845,4.852071005917164,11,10,1
F026,60,-4.0118343195266375,-0.0962794660607783,1.8106508875739646,-5.822485207100602,-0.15730858468677503,-0.15730858468677503,0.45,6,9,59,25.502958579881707,7.633136094674566,31,30,1
F008,10,-0.22082018927444227,-0.005592841163310812,1.0820189274447995,-1.9100946372239749,-0.05076142131979568,-0.05076142131979568,0.6,4,7,2,4.350157728706622,2.9921135646687747,6,5,1
F008,20,-1.2255520504731874,-0.03104026845637584,1.0820189274447995,-2.3296529968454234,-0.16542473919523112,-0.16542473919523112,0.6,6,7,14,7.40851735015773,3.4116719242902227,8,7,1
F008,30,-2.6498422712933745,-0.06711409395973145,1.0820189274447995,-3.632492113564671,-0.24640657084188908,-0.24640657084188908,0.4666666666666667,6,7,29,10.753943217665613,4.71451104100947,11,10,1
F008,60,-3.7870662460567863,-0.095917225950783,1.0820189274447995,-6.039432176656155,-0.16789035731766996,-0.16789035731766996,0.45,6,7,57,22.5567823343849,7.121451104100955,30,28,1
F025,10,-0.041116005873710636,-0.0011379800853483812,1.6343612334801803,-0.462555066079296,-0.010869565217390124,-0.010869565217390124,0.5,4,5,1,3.7826725403817894,2.096916299559476,4,3,1
F025,20,-0.719530102790016,-0.019914651493598882,1.6343612334801803,-1.5418502202643143,-0.11290322580645182,-0.11290322580645182,0.55,6,5,12,6.372980910425844,3.1762114537444943,6,5,1
F025,30,-2.1277533039647594,-0.0588904694167852,1.6343612334801803,-2.754772393538915,-0.22234156820623005,-0.22234156820623005,0.43333333333333335,6,5,27,9.569750367107194,4.3891336270190955,10,9,1
F025,60,-2.549192364170339,-0.07055476529160737,1.6343612334801803,-4.99559471365639,-0.1236291126620138,-0.1236291126620138,0.4666666666666667,6,5,55,20.61967694566817,6.62995594713657,29,26,1
F027,10,-0.9630702389572782,-0.02676810369118064,1.2671976828385239,-1.8653149891383027,-0.20084566596194542,-0.20084566596194542,0.5,3,3,10,4.795076031860965,3.132512671976827,4,4,1
F027,20,-1.216509775524983,-0.03381234150464923,1.2671976828385239,-1.8653149891383027,-0.21126760563380315,-0.21126760563380315,0.5,6,3,10,5.758146270818243,3.132512671976827,5,5,1
F027,30,-2.0173787110789254,-0.05607213299520984,1.2671976828385239,-3.0615496017378714,-0.2151351351351349,-0.2151351351351349,0.43333333333333335,6,3,25,9.377262853005066,4.328747284576395,11,11,1
F027,60,-2.514120202751628,-0.0698788391096083,1.2671976828385239,-5.271542360608254,-0.12375249500997987,-0.12375249500997987,0.4666666666666667,6,3,53,20.315713251267216,6.5387400434467775,30,28,1
M08,10,3.1466198419666402,0.08178913738019174,3.318700614574192,-1.2414398595259002,0.8888888888888895,0.8888888888888895,0.8,3,10,1,3.5399473222124676,4.560140474100092,4,2,0
M08,20,3.1834942932396824,0.08274760383386574,4.400351185250221,-1.2414398595259002,0.4238952536824875,0.4238952536824875,0.65,3,19,1,7.510096575943812,5.641791044776121,9,7,1
M08,30,4.228270412642669,0.10990415335463255,4.400351185250221,-1.2414398595259002,0.38565022421524625,0.38565022421524625,0.6333333333333333,3,19,1,10.964003511852514,5.641791044776121,16,14,1
M08,60,2.0035118525021933,0.05207667731629387,6.379280070237053,-1.2414398595259002,0.09287749287749272,0.09287749287749272,0.55,6,42,1,21.57155399473224,7.620719929762953,33,31,1
F018,10,0.9528130671506363,0.018391368317802862,2.0199637023593433,-0.19056261343012726,0.2873563218390787,0.2873563218390787,0.5,2,7,2,3.315789473684234,2.210526315789471,6,5,1
F018,20,3.7604355716878435,0.07258460029426193,3.7985480943738645,-0.19056261343012726,0.43023255813953426,0.43023255813953426,0.55,4,20,2,8.740471869328514,3.989110707803992,10,9,0
F018,30,6.212341197822143,0.11991172143207454,8.37205081669692,-0.19056261343012726,0.37242955064737204,0.37242955064737204,0.5333333333333333,4,27,2,16.680580762250475,8.562613430127046,16,15,1
F018,60,5.780399274047187,0.11157430112800389,9.70598911070781,-0.19056261343012726,0.19756838905775054,0.19756838905775054,0.48333333333333334,4,37,2,29.25771324863887,9.896551724137938,30,29,1
