event_id,horizon,signed_close_return_atr,signed_close_return_pct,MFE_atr,MAE_atr,signed_efficiency,net_to_path_ratio,directional_persistence,longest_directional_run,time_to_MFE,time_to_MAE,path_length_atr,high_low_range_atr,number_of_sign_changes,number_of_local_pivots,reversal_after_MFE
F007,20,-1.0873786407766988,-0.01605044425336771,3.7475728155339914,-2.271844660194174,-0.10810810810810796,-0.10810810810810796,0.5,5,5,20,10.058252427184478,6.019417475728166,8,8,1
F007,30,-0.8543689320388386,-0.012611063341931829,3.7475728155339914,-3.4757281553398034,-0.061971830985915695,-0.061971830985915695,0.5,5,5,27,13.786407766990305,7.223300970873795,14,14,1
F007,60,0.6407766990291316,0.009458297506448912,4.291262135922335,-3.4757281553398034,0.022711631108052455,0.022711631108052455,0.55,6,56,27,28.213592233009763,7.766990291262139,26,24,1
F010,10,2.116630669546439,0.039248668348752486,2.449244060475162,-0.0755939524838014,0.56,0.56,0.7,4,6,1,3.77969762419007,2.524838012958963,4,3,0
F010,20,2.4190064794816446,0.04485562097000284,3.8855291576673885,-0.0755939524838014,0.3902439024390244,0.3902439024390244,0.6,4,18,1,6.198704103671714,3.9611231101511897,11,10,1
F010,30,0.6803455723542126,0.012615643397813299,3.8855291576673885,-0.0755939524838014,0.07462686567164176,0.07462686567164176,0.5,4,18,1,9.116630669546451,3.9611231101511897,15,12,1
F010,60,2.0712742980561547,0.03840762545556487,3.8855291576673885,-2.161987041036715,0.08855850032320607,0.08855850032320607,0.48333333333333334,4,18,47,23.38876889848815,6.047516198704103,29,26,1
M09,10,1.1964856230031926,0.03287250384024574,1.8785942492012744,-0.06709265175718726,0.43673469387754815,0.43673469387754815,0.6,2,8,1,2.739616613418543,1.9456869009584616,7,5,1
M09,20,3.4217252396166127,0.09400921658986179,3.5111821086261936,-0.06709265175718726,0.5204081632653043,0.5204081632653043,0.7,4,20,1,6.575079872204495,3.5782747603833807,11,9,0
M09,30,2.135782747603833,0.058678955453149016,4.293929712460059,-0.06709265175718726,0.20384204909284884,0.20384204909284884,0.6333333333333333,5,21,1,10.477635782747633,4.361022364217247,18,16,1
M09,60,0.9169329073482404,0.025192012288786435,4.293929712460059,-0.6485623003194914,0.047619047619047436,0.047619047619047436,0.6,6,21,56,19.255591054313122,4.94249201277955,33,31,1
M10,10,1.6220422084843324,0.08361538461538463,2.3771050948625034,-0.21338733745470026,0.4894191805493023,0.4894191805493023,0.6,3,3,1,3.3142187166915376,2.5904924323172036,4,3,1
M10,20,2.0398635685354947,0.10515384615384618,2.729268812619912,-0.21338733745470026,0.34845781289829236,0.34845781289829236,0.6,5,12,1,5.853975698145384,2.9426561500746127,9,6,1
M10,30,1.342997228735879,0.06923076923076929,2.729268812619912,-0.21338733745470026,0.17234775947912678,0.17234775947912678,0.5333333333333333,5,12,1,7.792368364954177,2.9426561500746127,17,14,1
M10,60,2.868045192922621,0.14784615384615396,6.082285227030487,-0.21338733745470026,0.15239454487789414,0.15239454487789414,0.55,5,41,1,18.81986783201877,6.295672564485187,33,30,1
M11,10,2.5466331525334036,0.18042251673008786,4.359835957137189,-0.022225162058472955,0.4317111459968601,0.4317111459968601,0.5,3,5,1,5.8989284296864675,4.382061119195662,5,5,1
M11,20,2.3780923402566474,0.16848182653195112,4.359835957137189,-0.022225162058472955,0.2516660133281066,0.2516660133281066,0.5,3,5,1,9.449398068527582,4.382061119195662,12,12,1
M11,30,2.7614763857653135,0.19564361632331717,4.359835957137189,-0.022225162058472955,0.22184198779943465,0.22184198779943465,0.4666666666666667,3,5,1,12.44794284958328,4.382061119195662,17,17,1
M11,60,2.016933456806456,0.14289463325022964,4.359835957137189,-0.022225162058472955,0.11442681517284861,0.11442681517284861,0.48333333333333334,7,5,1,17.626405609207566,4.382061119195662,30,30,1
M12,10,2.794793779580797,0.10381504922644152,3.116632860040569,-0.6862745098039255,0.5961635537607264,0.5961635537607264,0.6,3,10,1,4.68796484110886,3.8029073698444944,2,2,0
M12,20,3.386409736308317,0.12579113924050625,4.2028397565922955,-0.6862745098039255,0.2710740670581549,0.2710740670581549,0.55,4,14,1,12.492562542258288,4.889114266396221,6,6,1
M12,30,3.3580121703853965,0.12473628691983116,4.41108857336038,-0.6862745098039255,0.21094098409394973,0.21094098409394973,0.5666666666666667,5,22,1,15.919202163624076,5.097363083164305,13,13,1
M12,60,5.504394861392836,0.20446554149085788,6.668695064232594,-0.6862745098039255,0.21617100371747203,0.21617100371747203,0.5833333333333334,5,57,1,25.463150777552425,7.354969574036519,30,30,1
M13,10,2.574668141592919,0.11223628691983123,3.252212389380528,-0.49170353982301035,0.7348066298342558,0.7348066298342558,0.6,3,10,1,3.50387168141592,3.7439159292035384,4,4,0
M13,20,14.131637168141586,0.6160337552742615,22.626106194690255,-0.49170353982301035,0.47963206307490164,0.47963206307490164,0.5,3,17,1,29.463495575221213,23.117809734513266,7,7,1
M13,30,13.396017699115037,0.5839662447257383,22.626106194690255,-0.49170353982301035,0.3074462413364137,0.3074462413364137,0.5666666666666667,5,17,1,43.57190265486724,23.117809734513266,12,12,1
M13,60,5.919800884955746,0.2580590717299577,22.626106194690255,-0.49170353982301035,0.08911814419770356,0.08911814419770356,0.5,5,17,1,66.42643805309729,23.117809734513266,28,28,1
M14,10,4.5525949953660785,0.2475526942411147,6.117701575532898,-0.6974050046339226,0.6529425447778556,0.6529425447778556,0.6,5,7,1,6.972428174235398,6.8151065801668205,3,3,1
M14,20,3.1723818350324353,0.1725019843019666,6.117701575532898,-0.6974050046339226,0.2697931034482758,0.2697931034482758,0.55,5,7,1,11.758572752548652,6.8151065801668205,8,8,1
M14,30,5.133225208526412,0.27912514331069754,6.117701575532898,-0.6974050046339226,0.3394101876675603,0.3394101876675603,0.5666666666666667,5,7,1,15.123957367933267,6.8151065801668205,14,14,1
M14,60,6.463160333642259,0.3514419260957755,7.908248378127895,-0.6974050046339226,0.29364085181637306,0.29364085181637306,0.5166666666666667,5,49,1,22.010426320667282,8.605653382761817,29,29,1
M15,10,1.871262750615548,0.07306287252451459,4.899753781217024,-0.07879001055223579,0.25537634408602206,0.25537634408602206,0.6,5,8,1,7.32747098135771,4.97854379176926,3,3,1
M15,20,3.4224410833626444,0.13362814843299367,6.199788955328876,-0.07879001055223579,0.2101602661022074,0.2101602661022074,0.55,5,16,1,16.284910306014773,6.278578965881112,9,9,1
M15,30,5.534998241294403,0.21611228609882704,6.199788955328876,-0.07879001055223579,0.28227021597187346,0.28227021597187346,0.5666666666666667,5,16,1,19.608863876187108,6.278578965881112,14,14,1
M15,60,4.870207527259934,0.19015573928090748,7.293000351741116,-0.07879001055223579,0.16491579122894787,0.16491579122894787,0.5333333333333333,5,37,1,29.531480830109015,7.3717903622933525,32,32,1
F040,10,0.30369487485101293,0.011149228130360202,1.2314660309892742,-1.6252681764004753,0.08132260947274365,0.08132260947274365,0.6,3,10,9,3.7344457687723396,2.8567342073897493,6,5,0
F040,20,-0.15017878426698275,-0.00551335456995828,1.5051251489868898,-1.6252681764004753,-0.017681728880156986,-0.017681728880156986,0.5,3,13,9,8.493444576877224,3.130393325387365,12,11,1
F040,30,1.1713945172824796,0.0430041656456751,2.406197854588797,-1.6252681764004753,0.10077519379844975,0.10077519379844975,0.5666666666666667,6,27,9,11.623837902264588,4.0314660309892725,15,14,1
F040,60,2.1592371871275353,0.07926978681695673,3.5642431466030984,-1.6252681764004753,0.09801545220421172,0.09801545220421172,0.5333333333333333,6,49,9,22.029558998808078,5.189511323003574,31,30,1
F028,10,-0.845482425100258,-0.03235182610893461,0.3963198867657469,-2.430761972163246,-0.2644628099173558,-0.2644628099173558,0.5,3,9,8,3.1969804199103447,2.8270818589289926,6,5,1
F028,20,-0.5218211842415675,-0.01996714267660816,0.6671384760556733,-2.430761972163246,-0.06496710526315815,-0.06496710526315815,0.5,3,12,8,8.032083038452452,3.097900448218919,11,10,1
F028,30,0.4458598726114635,0.01706053329963346,1.558858221278604,-2.430761972163246,0.04132231404958669,0.04132231404958669,0.5666666666666667,6,26,8,10.789808917197439,3.9896201934418496,15,14,1
F028,60,1.2814343005425826,0.04903323644635417,2.7048832271762198,-2.430761972163246,0.0609871109713928,0.0609871109713928,0.5166666666666667,6,48,8,21.011559330030643,5.135645199339465,30,29,1
F006,10,-0.06314206965672849,-0.0022793465873116674,0.6524680531195174,-2.637935354547735,-0.01371951219512218,-0.01371951219512218,0.5,3,10,6,4.602355299423689,3.290403407667252,6,5,0
F006,20,-0.30167877724881176,-0.010890211472711223,0.6524680531195174,-2.637935354547735,-0.03815439219165955,-0.03815439219165955,0.55,4,10,6,7.906790278125775,3.290403407667252,9,8,1
F006,30,0.3928839889751939,0.014182600987716839,1.599599097970433,-2.637935354547735,0.0372093023255814,0.0372093023255814,0.5666666666666667,6,24,6,10.558757203708332,4.237534452518168,15,14,1
F006,60,0.8699574041593565,0.03140433075851581,2.8168378852417923,-2.637935354547735,0.03987138263665588,0.03987138263665588,0.5,6,46,6,21.81909295915809,5.454773239789527,28,27,1
F005,10,-0.011188066062865052,-0.0003725782414306594,1.2717101758124683,-2.2264251465103895,-0.0024489795918364726,-0.0024489795918364726,0.4,3,8,4,4.568460309003718,3.4981353223228577,4,4,1
F005,20,1.420884389984019,0.047317436661698985,1.51411827384124,-2.2264251465103895,0.16289012398460906,0.16289012398460906,0.6,6,20,4,8.722962173681404,3.7405434203516297,7,7,0
F005,30,1.7490676611614309,0.0582463984103329,2.2786361214704347,-2.2264251465103895,0.15711892797319968,0.15711892797319968,0.6,6,22,4,11.13212573255194,4.505061267980824,13,13,1
F005,60,1.3537559936068202,0.04508196721311475,3.572722429408633,-2.2264251465103895,0.0593622240392478,0.0593622240392478,0.5,6,44,4,22.805007991475755,5.799147575919022,28,28,1
F029,10,-0.40338983050847316,-0.016850452236401865,1.0677966101694931,-1.0322033898305072,-0.09537166900420722,-0.09537166900420722,0.4,2,3,6,4.229661016949153,2.1000000000000005,5,4,1
F029,20,0.7711864406779672,0.03221409986370961,1.8686440677966127,-1.0322033898305072,0.10998307952622687,0.10998307952622687,0.55,6,17,6,7.011864406779663,2.90084745762712,8,7,1
F029,30,2.1563559322033905,0.0900755792342956,2.405508474576274,-1.0322033898305072,0.22293774915670048,0.22293774915670048,0.6333333333333333,6,30,6,9.672457627118645,3.4377118644067814,13,12,0
F029,60,0.157203389830511,0.006566720356833208,2.897881355932205,-1.0322033898305072,0.008701362666229001,0.008701362666229001,0.4666666666666667,6,39,6,18.066525423728816,3.9300847457627124,27,26,1
F004,10,-0.8019303399076794,-0.035284994183792155,0.07637431808644705,-2.0033571128829193,-0.2497712717291855,-0.2497712717291855,0.5,3,1,4,3.210658833403276,2.079731430969366,3,3,1
F004,20,-0.14393621485522173,-0.006333204084270265,0.8694922366764606,-2.0033571128829193,-0.026133333333332825,-0.026133333333332825,0.55,6,15,4,5.507763323541756,2.8728493495593797,8,8,1
F004,30,1.0604280318925734,0.04665891172289003,1.4011749895090249,-2.0033571128829193,0.12635631781589093,0.12635631781589093,0.6333333333333333,6,28,4,8.392362568191354,3.404532102391944,13,13,0
F004,60,-1.8887956357532503,-0.0831071474731807,1.8887956357532536,-2.0033571128829193,-0.10855985142664176,-0.10855985142664176,0.45,6,37,4,17.398657154846834,3.892152748636173,26,26,1
F034,10,1.6,0.05826906598114821,2.4470588235294124,-0.5109243697478992,0.6102564102564085,0.6102564102564085,0.7,6,9,1,2.621848739495806,2.9579831932773115,3,2,1
F034,20,1.9260504201680653,0.07014322438486952,2.7731092436974776,-0.5109243697478992,0.33925399644760146,0.33925399644760146,0.7,6,18,1,5.6773109243697535,3.2840336134453767,9,8,1
F034,30,2.9983193277310924,0.10919329171257186,3.3848739495798346,-0.5109243697478992,0.251551043429216,0.251551043429216,0.6666666666666666,6,29,1,11.919327731092437,3.8957983193277337,17,16,1
F034,60,1.8722689075630254,0.06818460031827638,3.6134453781512605,-0.8336134453781533,0.0899983842300856,0.0899983842300856,0.5,6,31,55,20.803361344537823,4.447058823529414,26,25,1
F023,10,-0.8206559665038401,-0.022137303992620948,0.8597348220516375,-2.4180041870202373,-0.11200000000000022,-0.11200000000000022,0.6,4,2,6,7.327285415212843,3.2777390090718748,5,4,1
F023,20,0.2930914166085139,0.007906179997364614,0.8597348220516375,-2.4180041870202373,0.029761904761904788,0.029761904761904788,0.7,7,2,6,9.847871598046058,3.2777390090718748,7,6,1
F023,30,2.4180041870202373,0.06522598497825799,4.044661549197488,-2.4180041870202373,0.15719275960622411,0.15719275960622411,0.7,7,30,6,15.382414515003495,6.462665736217725,12,11,1
F023,60,-0.42009769713887213,-0.011332191329556004,4.044661549197488,-2.4180041870202373,-0.01626323751891083,-0.01626323751891083,0.55,7,30,6,25.831123517097016,6.462665736217725,24,23,1
F024,10,-1.9979064898813657,-0.052869700103412534,0.11235170969993417,-3.1360781577110934,-0.2948810382119677,-0.2948810382119677,0.6,5,1,4,6.775296580600146,3.2484298674110277,4,3,1
F024,20,-0.22958827634333218,-0.006075491209927516,0.49825540823447817,-3.1360781577110934,-0.024517475221700193,-0.024517475221700193,0.7,7,19,4,9.364270760642015,3.6343335659455716,7,6,1
F024,30,0.18562456385205997,0.004912099276111719,3.3265875785066337,-3.1360781577110934,0.011735639283508414,0.011735639283508414,0.6666666666666666,7,28,4,15.817166782972796,6.462665736217727,10,9,1
F024,60,-1.5924633635729228,-0.042140641158221255,3.3265875785066337,-3.1360781577110934,-0.06123215627347849,-0.06123215627347849,0.55,7,28,4,26.006978367062132,6.462665736217727,24,23,1
F032,10,-1.1340206185566997,-0.036222339304531045,0.22268041237113237,-2.0536082474226784,-0.3751705320600267,-0.3751705320600267,0.6,5,1,2,3.0226804123711353,2.276288659793811,3,3,1
F032,20,1.4144329896907215,0.045179135932560587,1.4515463917525777,-2.0536082474226784,0.23935799023028612,0.23935799023028612,0.75,7,20,2,5.909278350515463,3.5051546391752564,5,5,0
F032,30,-0.5113402061855656,-0.0163329820864067,3.402061855670104,-2.0536082474226784,-0.0440653873489693,-0.0440653873489693,0.6333333333333333,7,26,2,11.60412371134021,5.455670103092782,8,8,1
F032,60,-0.49072164948453695,-0.01567439409905166,3.402061855670104,-2.0536082474226784,-0.024642783184924456,-0.024642783184924456,0.55,7,26,2,19.913402061855674,5.455670103092782,23,23,1
F045,10,0.9591249280368419,0.03270578535110613,1.0880829015544047,-0.43120322394933946,0.45247148288973366,0.45247148288973366,0.8,4,10,1,2.11974668969487,1.519286125503744,2,2,0
F045,20,2.986183074265972,0.1018276762402088,3.3448474381116835,-0.43120322394933946,0.6528634361233473,0.6528634361233473,0.8,7,18,1,4.573978123200921,3.776050662061023,5,5,0
F045,30,1.3339090385722512,0.04548577710595028,4.594127806563037,-0.43120322394933946,0.12571211545765296,0.12571211545765296,0.6666666666666666,7,23,1,10.610823258491646,5.025331030512376,10,10,1
F045,60,1.1404720782959117,0.03888965232925655,4.594127806563037,-0.43120322394933946,0.06074264863704653,0.06074264863704653,0.5666666666666667,7,23,1,18.775474956822105,5.025331030512376,24,24,1
F014,10,-1.084730403262348,-0.02237048665620095,0.6787494336203022,-2.074309016764837,-0.2352132049518574,-0.2352132049518574,0.3,1,2,10,4.6116900770276334,2.753058450385139,4,3,1
F014,20,-4.002718622564565,-0.08254840397697533,0.6787494336203022,-5.214318078840053,-0.37271116361488443,-0.37271116361488443,0.3,2,2,17,10.739465337562308,5.893067512460355,9,8,1
F014,30,-5.804259175351153,-0.11970172684458388,0.6787494336203022,-7.003171726325329,-0.33212341197822126,-0.33212341197822126,0.3333333333333333,2,2,24,17.476212052560037,7.68192115994563,15,14,1
F014,60,-7.961033076574536,-0.16418105703819982,0.6787494336203022,-9.267784322609883,-0.2509498100379925,-0.2509498100379925,0.4166666666666667,3,2,58,31.723606705935648,9.946533756230185,30,29,1
F013,10,-1.6336858006042307,-0.04360711261642681,0.3330815709969772,-2.886706948640481,-0.28426862925483043,-0.28426862925483043,0.4,2,2,5,5.746978851963738,3.2197885196374583,6,5,1
F013,20,-1.8821752265861,-0.0502399096810612,0.3330815709969772,-2.9025679758308174,-0.20181405895691615,-0.20181405895691615,0.45,3,2,12,9.326283987915392,3.2356495468277946,12,11,1
F013,30,-0.8459214501510577,-0.022579734688117435,0.3330815709969772,-2.9025679758308174,-0.0709849157054128,-0.0709849157054128,0.4666666666666667,3,2,12,11.916918429002994,3.2356495468277946,18,17,1
F013,60,-1.75,-0.046711826136042925,0.3330815709969772,-4.77416918429003,-0.07470097043556771,-0.07470097043556771,0.48333333333333334,4,2,39,23.42673716012081,5.107250755287008,29,28,1
F022,10,-2.313085734120095,-0.06695737797158528,0.05831308573411904,-2.779590419993058,-0.44821092278719393,-0.44821092278719393,0.3,2,1,10,5.160708087469624,2.837903505727177,4,4,1
F022,20,-0.8503991669559157,-0.024616683077788665,0.05831308573411904,-2.779590419993058,-0.09727626459143955,-0.09727626459143955,0.5,3,1,10,8.742103436306826,2.837903505727177,11,11,1
F022,30,-1.8320027768136034,-0.053031368687579065,0.05831308573411904,-2.779590419993058,-0.16542343132953055,-0.16542343132953055,0.43333333333333335,3,1,10,11.07462686567162,2.837903505727177,16,16,1
F022,60,-1.4529677195418214,-0.04205936137290748,0.05831308573411904,-4.499826449149599,-0.06859371415462251,-0.06859371415462251,0.48333333333333334,4,1,37,21.182228392919097,4.558139534883718,29,29,1
F021,10,0.8966849050531072,0.02992031273492712,1.3427743804312815,-0.513678789829421,0.2671140939597319,0.2671140939597319,0.5,3,4,7,3.356935951078211,1.8564531702607023,3,2,1
F021,20,1.2571612487930446,0.0419485791610283,1.8744769874476974,-0.513678789829421,0.21478060046189354,0.21478060046189354,0.5,3,17,7,5.8532346314773,2.3881557772771185,11,10,0
F021,30,0.4956549726424208,0.016538866335889354,1.8744769874476974,-0.513678789829421,0.05681818181818197,0.05681818181818197,0.4666666666666667,3,17,7,8.723527518506582,2.3881557772771185,15,14,1
F021,60,1.3878339233987742,0.046308825740490056,2.271000965561635,-2.108786610878664,0.07386091127098314,0.07386091127098314,0.5,4,59,34,18.789829417444462,4.379787576440299,28,27,0
F037,10,0.9395624768261036,0.026830714497479997,1.666295884315908,-0.5865776789024831,0.28684627575277377,0.28684627575277377,0.6,2,9,5,3.2754912866147543,2.252873563218391,7,7,0
F037,20,-0.49314052651093576,-0.014082419211384456,1.666295884315908,-0.6800148312940306,-0.08016877637130781,-0.08016877637130781,0.45,2,9,20,6.1512791991101095,2.3463107156099383,11,11,1
F037,30,-0.4360400444938803,-0.012451823302697842,1.666295884315908,-2.92250648869114,-0.03636363636363626,-0.03636363636363626,0.5333333333333333,4,9,26,11.991101223581742,4.588802373007048,14,14,1
F037,60,2.6318131256952157,0.07515564779128368,2.9432703003337033,-2.92250648869114,0.12137898012927945,0.12137898012927945,0.55,4,60,26,21.682610307749332,5.865776789024843,30,30,0
F015,10,-1.1907398087569134,-0.024386724386724266,0.6552591847005593,-2.2194262707599366,-0.26530612244897883,-0.26530612244897883,0.4,2,3,8,4.488173125314533,2.874685455460496,3,3,1
F015,20,-2.6774031202818254,-0.05483405483405473,0.6552591847005593,-5.263210870659282,-0.2154195011337867,-0.2154195011337867,0.45,4,3,14,12.428787116255641,5.918470055359841,6,6,1
F015,30,-1.6557624559637614,-0.03391053391053386,0.6552591847005593,-5.263210870659282,-0.11017346460384433,-0.11017346460384433,0.5,4,3,14,15.028686462002993,5.918470055359841,11,11,1
F015,60,-3.8892803220936005,-0.07965367965367953,2.6985405133366873,-5.368897835933561,-0.12174680194089098,-0.12174680194089098,0.4666666666666667,4,48,57,31.945646703573182,8.067438349270247,24,24,1
