section,episode_view,symbol,event_family,side,scale,representation,field,metric,value,event_n,control_n,note
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w4_displacement_atr,mean_event_minus_control,1.108826378,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w4_displacement_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w4_displacement_atr,mean_event_minus_control,1.39116529,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w4_displacement_atr,mean_event_minus_control,-0.540353014,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w4_displacement_atr,equal_symbol_mean_contrast,0.6532128846,3,,same_sign=2; max_abs_share=0.457568
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w8_displacement_atr,mean_event_minus_control,1.892300237,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w8_displacement_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w8_displacement_atr,mean_event_minus_control,1.820394795,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w8_displacement_atr,mean_event_minus_control,0.9297596773,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w8_displacement_atr,equal_symbol_mean_contrast,1.547484903,3,,same_sign=3; max_abs_share=0.407608
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w32_displacement_atr,mean_event_minus_control,2.982543704,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w32_displacement_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w32_displacement_atr,mean_event_minus_control,4.786552448,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w32_displacement_atr,mean_event_minus_control,-3.307987063,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w32_displacement_atr,equal_symbol_mean_contrast,1.487036363,3,,same_sign=2; max_abs_share=0.432113
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w4_range_atr,mean_event_minus_control,0.9630493958,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w4_range_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w4_range_atr,mean_event_minus_control,1.594871196,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w4_range_atr,mean_event_minus_control,-0.348796937,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w4_range_atr,equal_symbol_mean_contrast,0.7363745516,3,,same_sign=2; max_abs_share=0.548685
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w8_range_atr,mean_event_minus_control,1.001916973,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w8_range_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w8_range_atr,mean_event_minus_control,1.247560404,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w8_range_atr,mean_event_minus_control,0.063473002,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w8_range_atr,equal_symbol_mean_contrast,0.7709834596,3,,same_sign=3; max_abs_share=0.539381
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w32_range_atr,mean_event_minus_control,-0.9170449823,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w32_range_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w32_range_atr,mean_event_minus_control,-0.8712136095,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w32_range_atr,mean_event_minus_control,-3.655809366,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,DIRECTION_RUN,w32_range_atr,equal_symbol_mean_contrast,-1.814689319,3,,same_sign=3; max_abs_share=0.671522
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,displacement_atr,mean_event_minus_control,0.08628182575,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,displacement_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,displacement_atr,mean_event_minus_control,-0.511241905,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,displacement_atr,mean_event_minus_control,0.2208763,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,displacement_atr,equal_symbol_mean_contrast,-0.06802792642,3,,same_sign=2; max_abs_share=0.624685
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,range_atr,mean_event_minus_control,0.6530126628,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,range_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,range_atr,mean_event_minus_control,-0.701679553,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,range_atr,mean_event_minus_control,-0.282603084,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,range_atr,equal_symbol_mean_contrast,-0.1104233247,3,,same_sign=2; max_abs_share=0.428560
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,efficiency,mean_event_minus_control,0.00454076575,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,efficiency,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,efficiency,mean_event_minus_control,0.1911009753,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,efficiency,mean_event_minus_control,-0.0327586207,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,efficiency,equal_symbol_mean_contrast,0.05429437343,3,,same_sign=2; max_abs_share=0.836693
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,close_location,mean_event_minus_control,0.04515373888,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,close_location,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,close_location,mean_event_minus_control,0.0190684584,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,close_location,mean_event_minus_control,-0.0096553931,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,close_location,equal_symbol_mean_contrast,0.01818893473,3,,same_sign=2; max_abs_share=0.611197
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,recent_slope_atr,mean_event_minus_control,0.3405305612,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,recent_slope_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,recent_slope_atr,mean_event_minus_control,0.7661152249,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,recent_slope_atr,mean_event_minus_control,-0.7868946614,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,recent_slope_atr,equal_symbol_mean_contrast,0.1065837082,3,,same_sign=2; max_abs_share=0.415568
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,age_bars,mean_event_minus_control,-1.75,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,age_bars,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,age_bars,mean_event_minus_control,-9,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,age_bars,mean_event_minus_control,2,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,age_bars,equal_symbol_mean_contrast,-2.916666667,3,,same_sign=2; max_abs_share=0.705882
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,origin_disagreement_bars,mean_event_minus_control,-1.75,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,origin_disagreement_bars,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,origin_disagreement_bars,mean_event_minus_control,-9,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,origin_disagreement_bars,mean_event_minus_control,2,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,origin_disagreement_bars,equal_symbol_mean_contrast,-2.916666667,3,,same_sign=2; max_abs_share=0.705882
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w4_displacement_atr,mean_event_minus_control,1.108826378,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w4_displacement_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w4_displacement_atr,mean_event_minus_control,1.39116529,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w4_displacement_atr,mean_event_minus_control,-0.540353014,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w4_displacement_atr,equal_symbol_mean_contrast,0.6532128846,3,,same_sign=2; max_abs_share=0.457568
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w8_displacement_atr,mean_event_minus_control,1.892300237,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w8_displacement_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w8_displacement_atr,mean_event_minus_control,1.820394795,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w8_displacement_atr,mean_event_minus_control,0.9297596773,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w8_displacement_atr,equal_symbol_mean_contrast,1.547484903,3,,same_sign=3; max_abs_share=0.407608
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w32_displacement_atr,mean_event_minus_control,2.982543704,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w32_displacement_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w32_displacement_atr,mean_event_minus_control,4.786552448,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w32_displacement_atr,mean_event_minus_control,-3.307987063,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w32_displacement_atr,equal_symbol_mean_contrast,1.487036363,3,,same_sign=2; max_abs_share=0.432113
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w4_range_atr,mean_event_minus_control,0.9630493958,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w4_range_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w4_range_atr,mean_event_minus_control,1.594871196,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w4_range_atr,mean_event_minus_control,-0.348796937,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w4_range_atr,equal_symbol_mean_contrast,0.7363745516,3,,same_sign=2; max_abs_share=0.548685
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w8_range_atr,mean_event_minus_control,1.001916973,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w8_range_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w8_range_atr,mean_event_minus_control,1.247560404,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w8_range_atr,mean_event_minus_control,0.063473002,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w8_range_atr,equal_symbol_mean_contrast,0.7709834596,3,,same_sign=3; max_abs_share=0.539381
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w32_range_atr,mean_event_minus_control,-0.9170449823,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w32_range_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w32_range_atr,mean_event_minus_control,-0.8712136095,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w32_range_atr,mean_event_minus_control,-3.655809366,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,ATR_ORIGIN,w32_range_atr,equal_symbol_mean_contrast,-1.814689319,3,,same_sign=3; max_abs_share=0.671522
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,displacement_atr,mean_event_minus_control,1.957765673,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,displacement_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,displacement_atr,mean_event_minus_control,1.854252733,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,displacement_atr,mean_event_minus_control,-1.559697748,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,displacement_atr,equal_symbol_mean_contrast,0.7507735528,3,,same_sign=2; max_abs_share=0.364458
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,range_atr,mean_event_minus_control,1.052138194,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,range_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,range_atr,mean_event_minus_control,1.294259612,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,range_atr,mean_event_minus_control,-1.225682751,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,range_atr,equal_symbol_mean_contrast,0.373571685,3,,same_sign=2; max_abs_share=0.362327
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,efficiency,mean_event_minus_control,0.2900954699,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,efficiency,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,efficiency,mean_event_minus_control,0.2202206499,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,efficiency,mean_event_minus_control,0.0832615232,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,efficiency,equal_symbol_mean_contrast,0.1978592143,3,,same_sign=3; max_abs_share=0.488724
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,close_location,mean_event_minus_control,0.06507026967,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,close_location,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,close_location,mean_event_minus_control,0.2703216622,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,close_location,mean_event_minus_control,-0.0939808778,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,close_location,equal_symbol_mean_contrast,0.08047035137,3,,same_sign=2; max_abs_share=0.629573
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,recent_slope_atr,mean_event_minus_control,0.3696087927,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,recent_slope_atr,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,recent_slope_atr,mean_event_minus_control,0.5477409676,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,recent_slope_atr,mean_event_minus_control,-0.2889111276,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,recent_slope_atr,equal_symbol_mean_contrast,0.2094795442,3,,same_sign=2; max_abs_share=0.454082
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,age_bars,mean_event_minus_control,-3.25,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,age_bars,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,age_bars,mean_event_minus_control,2,2,2,invalid_or_unmatched=13; total=15
event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,age_bars,mean_event_minus_control,-14,1,1,invalid_or_unmatched=11; total=12
transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,age_bars,equal_symbol_mean_contrast,-5.083333333,3,,same_sign=2; max_abs_share=0.727273
event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,origin_disagreement_bars,mean_event_minus_control,-3.25,4,4,invalid_or_unmatched=6; total=10
event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_EXPANSION_SHOCK,1H,CONFIRMED_DIRECTION_CHANGE,origin_disagreement_bars,mean_event_minus_control,,0,0,invalid_or_unmatched=11; total=11
