symbol,episode_id,event_id,control_timestamp,calendar_month,utc_hour,chronological_third,available_history_status,source_excluded,non_overlapping,control_status,tie_break
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00001,BTCUSDT-F000093,,8,0,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00002,BTCUSDT-F000094,,8,8,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00003,BTCUSDT-F000095,,8,16,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00004,BTCUSDT-F000096,,8,0,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00005,BTCUSDT-F000097,,8,8,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00006,BTCUSDT-F000098,,8,16,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00007,BTCUSDT-F000099,,8,0,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00008,BTCUSDT-F000100,,8,8,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00009,BTCUSDT-F000101,,8,16,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00010,BTCUSDT-F000102,,8,0,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00011,BTCUSDT-F000103,,8,8,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00012,BTCUSDT-F000104,,8,16,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00013,BTCUSDT-F000105,,8,0,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00014,BTCUSDT-F000107,,8,16,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00015,BTCUSDT-F000108,,8,0,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00016,BTCUSDT-F000109,,8,8,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00017,BTCUSDT-F000110,,8,16,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00018,BTCUSDT-F000111,,8,0,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00019,BTCUSDT-F000113,,8,16,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00020,BTCUSDT-F000114,,8,0,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00021,BTCUSDT-F000119,,8,16,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00022,BTCUSDT-F000120,,8,0,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00023,BTCUSDT-F000121,,8,8,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00024,BTCUSDT-F000122,,8,16,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00025,BTCUSDT-F000123,,8,0,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00026,BTCUSDT-F000124,,8,8,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00027,BTCUSDT-F000126,,8,0,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00028,BTCUSDT-F000127,,8,8,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00029,BTCUSDT-F000128,,8,16,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00030,BTCUSDT-F000129,,8,0,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00031,BTCUSDT-F000130,,8,8,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00032,BTCUSDT-F000131,,8,16,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00033,BTCUSDT-F000132,,8,0,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00034,BTCUSDT-F000133,,8,8,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00035,BTCUSDT-F000134,,8,16,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00036,BTCUSDT-F000135,,8,0,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00037,BTCUSDT-F000136,,8,8,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00038,BTCUSDT-F000137,,8,16,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00039,BTCUSDT-F000138,,8,0,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00040,BTCUSDT-F000139,,8,8,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00041,BTCUSDT-F000140,,8,16,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00042,BTCUSDT-F000141,,8,0,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00043,BTCUSDT-F000142,,8,8,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00044,BTCUSDT-F000143,,8,16,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00045,BTCUSDT-F000182,,8,16,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00046,BTCUSDT-F000192,,9,0,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00047,BTCUSDT-F000205,,9,8,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00048,BTCUSDT-F000238,,9,8,1,INSUFFICIENT_HISTORY,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00049,BTCUSDT-F000273,,9,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00050,BTCUSDT-F000275,,9,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00051,BTCUSDT-F000276,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00052,BTCUSDT-F000283,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00053,BTCUSDT-F000285,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00054,BTCUSDT-F000308,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00055,BTCUSDT-F000309,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00056,BTCUSDT-F000311,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00057,BTCUSDT-F000312,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00058,BTCUSDT-F000314,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00059,BTCUSDT-F000315,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00060,BTCUSDT-F000317,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00061,BTCUSDT-F000336,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00062,BTCUSDT-F000337,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00063,BTCUSDT-F000343,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00064,BTCUSDT-F000344,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00065,BTCUSDT-F000345,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00066,BTCUSDT-F000346,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00067,BTCUSDT-F000347,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00068,BTCUSDT-F000348,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00069,BTCUSDT-F000349,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00070,BTCUSDT-F000350,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00071,BTCUSDT-F000351,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00072,BTCUSDT-F000352,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00073,BTCUSDT-F000353,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00074,BTCUSDT-F000354,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00075,BTCUSDT-F000355,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00076,BTCUSDT-F000356,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00077,BTCUSDT-F000357,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00078,BTCUSDT-F000358,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00079,BTCUSDT-F000359,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00080,BTCUSDT-F000360,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00081,BTCUSDT-F000361,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00082,BTCUSDT-F000362,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00083,BTCUSDT-F000363,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00084,BTCUSDT-F000364,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00085,BTCUSDT-F000365,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00086,BTCUSDT-F000366,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00087,BTCUSDT-F000367,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00088,BTCUSDT-F000368,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00089,BTCUSDT-F000369,,11,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00090,BTCUSDT-F000370,,11,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00091,BTCUSDT-F000371,,11,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00092,BTCUSDT-F000372,,11,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00093,BTCUSDT-F000373,,11,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00094,BTCUSDT-F000374,,11,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00095,BTCUSDT-F000375,,11,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00096,BTCUSDT-F000376,,11,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00097,BTCUSDT-F000377,,11,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00098,BTCUSDT-F000378,,11,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00099,BTCUSDT-F000379,,11,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00100,BTCUSDT-F000380,,11,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00101,BTCUSDT-F000381,,11,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00102,BTCUSDT-F000382,,11,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00103,BTCUSDT-F000383,,11,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00104,BTCUSDT-F000384,,11,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00105,BTCUSDT-F000385,,11,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00106,BTCUSDT-F000386,,11,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00107,BTCUSDT-F000387,,11,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00108,BTCUSDT-F000388,,11,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00109,BTCUSDT-F000389,,11,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00110,BTCUSDT-F000390,,11,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00111,BTCUSDT-F000391,,11,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00112,BTCUSDT-F000392,,11,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00113,BTCUSDT-F000393,,11,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00114,BTCUSDT-F000394,,11,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00115,BTCUSDT-F000395,,11,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00116,BTCUSDT-F000396,,11,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00117,BTCUSDT-F000397,,11,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00118,BTCUSDT-F000398,,11,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00119,BTCUSDT-F000399,,11,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00120,BTCUSDT-F000400,,11,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00121,BTCUSDT-F000401,,11,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00122,BTCUSDT-F000402,,11,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00123,BTCUSDT-F000403,,11,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00124,BTCUSDT-F000404,,11,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00125,BTCUSDT-F000405,,11,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
BTCUSDT,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00126,BTCUSDT-F000406,,11,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
