exit_variant,total_return,return_without_top1,return_without_top3,top1_profit_share,top3_profit_share,top5_profit_share,best_block,pf_without_best_block,return_without_best_block,return_without_best_long,return_without_best_short
EXIT_R0,4.390690254426118,2.1419361208816925,0.6259554902169244,0.22892879782364087,0.4895086863720158,0.6060436521100174,2024-Q4 to 2024-12-19,1.695984051638248,0.756481196917159,2.1419361208816925,3.5387366766576385
EXIT_R2,0.9265728987758939,0.6478616116914822,0.2149330242136076,0.09236833204128315,0.2721827711487502,0.4283649211206918,2024-Q2,1.3222567650431167,0.2760851978198873,0.6956091881648865,0.6478616116914822
EXIT_R5,0.85703172786134,0.5791274187543711,0.24766936715951382,0.11486734570764671,0.2780720108946048,0.4317307116446853,2024-Q2,1.4629729277414534,0.34986601102694515,0.5791274187543711,0.6457656323098826
