episode_view,mapping,factor,representation,representative_count,valid_representative_count,invalid_rate,invalid_reasons,age_q25,age_q50,age_q75,unique_ages,age_entropy_bits,cap_hit_rate,minimum_history_rate,origin_disagreement_from_fixed_q50,up_support,down_support,third_1,third_2,third_3,displacement_q50,efficiency_q50,boundary_distance_q50,extreme_distance_q50,rank_displacement_sign,rank_efficiency_sign,frozen_support_entropy_invalidity_pass,episode_robust_candidate
CONNECTED_COMPONENT,5m->15m,1.2,DIRECTION_RUN,7511,7511,0.00000000,,2,3,4,14,2.28452327,0.00000000,0.00000000,-5.00000000,3767,3744,2504,2504,2503,1.35682819,0.43333333,1.70394737,0.19718310,1,1,1,1
CONNECTED_COMPONENT,5m->15m,1.2,ATR_ORIGIN,7511,7495,0.00213021,ATR_1_NOT_REACHED:16,2,3,4,25,2.57100414,0.00000000,0.00000000,-5.00000000,3767,3744,2504,2504,2503,1.30569948,0.40000000,1.87500000,0.24086022,1,-1,1,1
CONNECTED_COMPONENT,5m->15m,1.2,CONFIRMED_DIRECTION_CHANGE,7511,7506,0.00066569,NO_CONFIRMED_CHANGE_32:5,4,6,8,28,3.40470540,0.00000000,0.00000000,-2.00000000,3767,3744,2504,2504,2503,1.67164179,0.29343629,2.50000000,0.27027027,1,-1,1,1
CONNECTED_COMPONENT,5m->15m,1.2,HYBRID_ORIGIN,7511,7495,0.00213021,HYBRID_INVALID:OPPOSITE_CLOSE_STEP;ATR_1_NOT_REACHED:16,2,2,3,6,1.27759844,0.00000000,0.00000000,-6.00000000,3767,3744,2504,2504,2503,1.14285714,0.42622951,1.62318841,0.19649123,1,-1,1,1
PARENT_WINDOW_COMPONENT,15m->1H,0.8,FIXED_8,929,929,0.00000000,,8,8,8,1,-0.00000000,0.00000000,0.00000000,0.00000000,468,461,315,310,304,1.32721713,0.17525773,2.26830849,0.28832952,0,0,0,0
PARENT_WINDOW_COMPONENT,15m->1H,0.8,DIRECTION_RUN,929,929,0.00000000,,2,3,4,9,2.21091624,0.00000000,0.00000000,-5.00000000,468,461,315,310,304,1.14754098,0.38596491,1.54104478,0.21761658,1,-1,1,1
PARENT_WINDOW_COMPONENT,15m->1H,0.8,ATR_ORIGIN,929,909,0.02152853,ATR_1_NOT_REACHED:20,3,4,6,26,3.08838566,0.00215285,0.00000000,-4.00000000,468,461,315,310,304,1.29221608,0.34615385,1.85937500,0.26923077,1,-1,1,1
PARENT_WINDOW_COMPONENT,15m->1H,0.8,CONFIRMED_DIRECTION_CHANGE,929,925,0.00430571,NO_CONFIRMED_CHANGE_32:4,4,6,8,26,3.41828389,0.00000000,0.00000000,-2.00000000,468,461,315,310,304,1.22004357,0.24615385,2.09375000,0.29518072,-1,-1,1,1
PARENT_WINDOW_COMPONENT,15m->1H,0.8,HYBRID_ORIGIN,929,909,0.02152853,HYBRID_INVALID:OPPOSITE_CLOSE_STEP;ATR_1_NOT_REACHED:20,2,2,3,5,1.57085010,0.00215285,0.00000000,-6.00000000,468,461,315,310,304,1.06687403,0.38571429,1.51442308,0.21666667,1,-1,1,1
PARENT_WINDOW_COMPONENT,15m->1H,1.0,FIXED_8,904,904,0.00000000,,8,8,8,1,-0.00000000,0.00000000,0.00000000,0.00000000,459,445,300,308,296,1.43741210,0.18939394,2.35036496,0.27213823,0,0,0,0
PARENT_WINDOW_COMPONENT,15m->1H,1.0,DIRECTION_RUN,904,904,0.00000000,,2,3,4,9,2.24589463,0.00000000,0.00000000,-5.00000000,459,445,300,308,296,1.25931929,0.40776699,1.62049336,0.21621622,1,-1,1,1
PARENT_WINDOW_COMPONENT,15m->1H,1.0,ATR_ORIGIN,904,896,0.00884956,ATR_1_NOT_REACHED:8,2,3,5,22,2.89695162,0.00110619,0.00000000,-5.00000000,459,445,300,308,296,1.27970750,0.36842105,1.85214008,0.25823452,1,-1,1,1
PARENT_WINDOW_COMPONENT,15m->1H,1.0,CONFIRMED_DIRECTION_CHANGE,904,900,0.00442478,NO_CONFIRMED_CHANGE_32:4,4,6,8,25,3.35894740,0.00000000,0.00000000,-2.00000000,459,445,300,308,296,1.32503113,0.26137841,2.15779817,0.28135048,-1,-1,1,1
PARENT_WINDOW_COMPONENT,15m->1H,1.0,HYBRID_ORIGIN,904,896,0.00884956,HYBRID_INVALID:OPPOSITE_CLOSE_STEP;ATR_1_NOT_REACHED:8,2,2,3,6,1.46148933,0.00110619,0.00000000,-6.00000000,459,445,300,308,296,1.10163934,0.40677966,1.54762838,0.21444201,1,-1,1,1
PARENT_WINDOW_COMPONENT,15m->1H,1.2,FIXED_8,829,829,0.00000000,,8,8,8,1,-0.00000000,0.00000000,0.00000000,0.00000000,415,414,269,288,272,1.56535433,0.20098039,2.44444444,0.25752508,0,0,0,0
PARENT_WINDOW_COMPONENT,15m->1H,1.2,DIRECTION_RUN,829,829,0.00000000,,2,3,4,10,2.26062255,0.00000000,0.00000000,-5.00000000,415,414,269,288,272,1.31645570,0.42207792,1.67761194,0.20588235,1,-1,1,1
PARENT_WINDOW_COMPONENT,15m->1H,1.2,ATR_ORIGIN,829,825,0.00482509,ATR_1_NOT_REACHED:4,2,3,5,17,2.70278183,0.00000000,0.00000000,-5.00000000,415,414,269,288,272,1.26888218,0.38190955,1.84299517,0.24137931,1,-1,1,1
PARENT_WINDOW_COMPONENT,15m->1H,1.2,CONFIRMED_DIRECTION_CHANGE,829,826,0.00361882,NO_CONFIRMED_CHANGE_32:3,4,6,8,23,3.37951329,0.00000000,0.00000000,-2.00000000,415,414,269,288,272,1.45201238,0.27127660,2.29629630,0.25925926,-1,-1,1,1
PARENT_WINDOW_COMPONENT,15m->1H,1.2,HYBRID_ORIGIN,829,825,0.00482509,HYBRID_INVALID:OPPOSITE_CLOSE_STEP;ATR_1_NOT_REACHED:4,2,2,3,5,1.32067492,0.00000000,0.00000000,-6.00000000,415,414,269,288,272,1.12190963,0.42355890,1.59864330,0.20588235,1,-1,1,1
PARENT_WINDOW_COMPONENT,3m->15m,0.8,FIXED_8,3798,3798,0.00000000,,8,8,8,1,-0.00000000,0.00000000,0.00000000,0.00000000,1893,1905,1312,1249,1237,1.36818182,0.17813765,2.29668412,0.26923077,0,0,0,0
PARENT_WINDOW_COMPONENT,3m->15m,0.8,DIRECTION_RUN,3798,3798,0.00000000,,2,3,4,11,2.25354500,0.00000000,0.00000000,-5.00000000,1893,1905,1312,1249,1237,1.18787879,0.40000000,1.54583333,0.19310345,1,1,1,1
PARENT_WINDOW_COMPONENT,3m->15m,0.8,ATR_ORIGIN,3798,3718,0.02106372,ATR_1_NOT_REACHED:80,3,4,6,31,3.02458174,0.00026330,0.00000000,-4.00000000,1893,1905,1312,1249,1237,1.28685397,0.36666667,1.85388128,0.24418605,1,-1,1,1
PARENT_WINDOW_COMPONENT,3m->15m,0.8,CONFIRMED_DIRECTION_CHANGE,3798,3791,0.00184308,NO_CONFIRMED_CHANGE_32:7,4,6,8,28,3.49470399,0.00000000,0.00000000,-2.00000000,1893,1905,1312,1249,1237,1.24657534,0.23834197,2.12121212,0.28571429,-1,-1,1,1
PARENT_WINDOW_COMPONENT,3m->15m,0.8,HYBRID_ORIGIN,3798,3718,0.02106372,HYBRID_INVALID:OPPOSITE_CLOSE_STEP;ATR_1_NOT_REACHED:80,2,2,3,6,1.56704271,0.00026330,0.00000000,-6.00000000,1893,1905,1312,1249,1237,1.08108108,0.40000000,1.51546392,0.19083024,1,-1,1,1
PARENT_WINDOW_COMPONENT,3m->15m,1.0,FIXED_8,3676,3676,0.00000000,,8,8,8,1,-0.00000000,0.00000000,0.00000000,0.00000000,1825,1851,1277,1216,1183,1.46268657,0.19023136,2.37735849,0.25261159,0,0,0,0
PARENT_WINDOW_COMPONENT,3m->15m,1.0,DIRECTION_RUN,3676,3676,0.00000000,,2,3,4,11,2.28163458,0.00000000,0.00000000,-5.00000000,1825,1851,1277,1216,1183,1.26553672,0.41269841,1.63375224,0.18421053,1,-1,1,1
PARENT_WINDOW_COMPONENT,3m->15m,1.0,ATR_ORIGIN,3676,3636,0.01088139,ATR_1_NOT_REACHED:40,2,3,5,28,2.83162697,0.00000000,0.00000000,-5.00000000,1825,1851,1277,1216,1183,1.27272727,0.38582677,1.84126984,0.22737819,1,-1,1,1
PARENT_WINDOW_COMPONENT,3m->15m,1.0,CONFIRMED_DIRECTION_CHANGE,3676,3671,0.00136017,NO_CONFIRMED_CHANGE_32:5,4,6,8,28,3.45546094,0.00000000,0.00000000,-2.00000000,1825,1851,1277,1216,1183,1.34246575,0.25581395,2.19767442,0.26515152,-1,-1,1,1
PARENT_WINDOW_COMPONENT,3m->15m,1.0,HYBRID_ORIGIN,3676,3636,0.01088139,HYBRID_INVALID:OPPOSITE_CLOSE_STEP;ATR_1_NOT_REACHED:40,2,2,3,6,1.48781796,0.00000000,0.00000000,-6.00000000,1825,1851,1277,1216,1183,1.10600000,0.41428571,1.56495468,0.18333333,1,-1,1,1
PARENT_WINDOW_COMPONENT,3m->15m,1.2,FIXED_8,3402,3402,0.00000000,,8,8,8,1,-0.00000000,0.00000000,0.00000000,0.00000000,1687,1715,1183,1128,1091,1.56610169,0.20000000,2.45614035,0.23333333,0,0,0,0
PARENT_WINDOW_COMPONENT,3m->15m,1.2,DIRECTION_RUN,3402,3402,0.00000000,,2,3,4,11,2.28391087,0.00000000,0.00000000,-5.00000000,1687,1715,1183,1128,1091,1.32743363,0.42857143,1.67521368,0.17796610,1,-1,1,1
PARENT_WINDOW_COMPONENT,3m->15m,1.2,ATR_ORIGIN,3402,3387,0.00440917,ATR_1_NOT_REACHED:15,2,3,5,24,2.61367311,0.00000000,0.00000000,-5.00000000,1687,1715,1183,1128,1091,1.25964010,0.40196078,1.81679389,0.20588235,1,-1,1,1
PARENT_WINDOW_COMPONENT,3m->15m,1.2,CONFIRMED_DIRECTION_CHANGE,3402,3398,0.00117578,NO_CONFIRMED_CHANGE_32:4,4,6,8,28,3.44211596,0.00000000,0.00000000,-2.00000000,1687,1715,1183,1128,1091,1.44827586,0.27333333,2.28571429,0.24347826,-1,-1,1,1
PARENT_WINDOW_COMPONENT,3m->15m,1.2,HYBRID_ORIGIN,3402,3387,0.00440917,HYBRID_INVALID:OPPOSITE_CLOSE_STEP;ATR_1_NOT_REACHED:15,2,2,3,6,1.35496533,0.00000000,0.00000000,-6.00000000,1687,1715,1183,1128,1091,1.12903226,0.43373494,1.58676028,0.17721519,1,-1,1,1
PARENT_WINDOW_COMPONENT,5m->15m,0.8,FIXED_8,3798,3798,0.00000000,,8,8,8,1,-0.00000000,0.00000000,0.00000000,0.00000000,1893,1905,1312,1249,1237,1.36818182,0.17813765,2.29668412,0.26923077,0,0,0,0
PARENT_WINDOW_COMPONENT,5m->15m,0.8,DIRECTION_RUN,3798,3798,0.00000000,,2,3,4,11,2.25354500,0.00000000,0.00000000,-5.00000000,1893,1905,1312,1249,1237,1.18787879,0.40000000,1.54583333,0.19310345,1,1,1,1
PARENT_WINDOW_COMPONENT,5m->15m,0.8,ATR_ORIGIN,3798,3718,0.02106372,ATR_1_NOT_REACHED:80,3,4,6,31,3.02458174,0.00026330,0.00000000,-4.00000000,1893,1905,1312,1249,1237,1.28685397,0.36666667,1.85388128,0.24418605,1,-1,1,1
PARENT_WINDOW_COMPONENT,5m->15m,0.8,CONFIRMED_DIRECTION_CHANGE,3798,3791,0.00184308,NO_CONFIRMED_CHANGE_32:7,4,6,8,28,3.49470399,0.00000000,0.00000000,-2.00000000,1893,1905,1312,1249,1237,1.24657534,0.23834197,2.12121212,0.28571429,-1,-1,1,1
PARENT_WINDOW_COMPONENT,5m->15m,0.8,HYBRID_ORIGIN,3798,3718,0.02106372,HYBRID_INVALID:OPPOSITE_CLOSE_STEP;ATR_1_NOT_REACHED:80,2,2,3,6,1.56704271,0.00026330,0.00000000,-6.00000000,1893,1905,1312,1249,1237,1.08108108,0.40000000,1.51546392,0.19083024,1,-1,1,1
PARENT_WINDOW_COMPONENT,5m->15m,1.0,FIXED_8,3676,3676,0.00000000,,8,8,8,1,-0.00000000,0.00000000,0.00000000,0.00000000,1825,1851,1277,1216,1183,1.46268657,0.19023136,2.37735849,0.25261159,0,0,0,0
PARENT_WINDOW_COMPONENT,5m->15m,1.0,DIRECTION_RUN,3676,3676,0.00000000,,2,3,4,11,2.28163458,0.00000000,0.00000000,-5.00000000,1825,1851,1277,1216,1183,1.26553672,0.41269841,1.63375224,0.18421053,1,-1,1,1
PARENT_WINDOW_COMPONENT,5m->15m,1.0,ATR_ORIGIN,3676,3636,0.01088139,ATR_1_NOT_REACHED:40,2,3,5,28,2.83162697,0.00000000,0.00000000,-5.00000000,1825,1851,1277,1216,1183,1.27272727,0.38582677,1.84126984,0.22737819,1,-1,1,1
PARENT_WINDOW_COMPONENT,5m->15m,1.0,CONFIRMED_DIRECTION_CHANGE,3676,3671,0.00136017,NO_CONFIRMED_CHANGE_32:5,4,6,8,28,3.45546094,0.00000000,0.00000000,-2.00000000,1825,1851,1277,1216,1183,1.34246575,0.25581395,2.19767442,0.26515152,-1,-1,1,1
PARENT_WINDOW_COMPONENT,5m->15m,1.0,HYBRID_ORIGIN,3676,3636,0.01088139,HYBRID_INVALID:OPPOSITE_CLOSE_STEP;ATR_1_NOT_REACHED:40,2,2,3,6,1.48781796,0.00000000,0.00000000,-6.00000000,1825,1851,1277,1216,1183,1.10600000,0.41428571,1.56495468,0.18333333,1,-1,1,1
PARENT_WINDOW_COMPONENT,5m->15m,1.2,FIXED_8,3402,3402,0.00000000,,8,8,8,1,-0.00000000,0.00000000,0.00000000,0.00000000,1687,1715,1183,1128,1091,1.56610169,0.20000000,2.45614035,0.23333333,0,0,0,0
PARENT_WINDOW_COMPONENT,5m->15m,1.2,DIRECTION_RUN,3402,3402,0.00000000,,2,3,4,11,2.28391087,0.00000000,0.00000000,-5.00000000,1687,1715,1183,1128,1091,1.32743363,0.42857143,1.67521368,0.17796610,1,-1,1,1
PARENT_WINDOW_COMPONENT,5m->15m,1.2,ATR_ORIGIN,3402,3387,0.00440917,ATR_1_NOT_REACHED:15,2,3,5,24,2.61367311,0.00000000,0.00000000,-5.00000000,1687,1715,1183,1128,1091,1.25964010,0.40196078,1.81679389,0.20588235,1,-1,1,1
PARENT_WINDOW_COMPONENT,5m->15m,1.2,CONFIRMED_DIRECTION_CHANGE,3402,3398,0.00117578,NO_CONFIRMED_CHANGE_32:4,4,6,8,28,3.44211596,0.00000000,0.00000000,-2.00000000,1687,1715,1183,1128,1091,1.44827586,0.27333333,2.28571429,0.24347826,-1,-1,1,1
PARENT_WINDOW_COMPONENT,5m->15m,1.2,HYBRID_ORIGIN,3402,3387,0.00440917,HYBRID_INVALID:OPPOSITE_CLOSE_STEP;ATR_1_NOT_REACHED:15,2,2,3,6,1.35496533,0.00000000,0.00000000,-6.00000000,1687,1715,1183,1128,1091,1.12903226,0.43373494,1.58676028,0.17721519,1,-1,1,1
