event,interval,request_or_path,attempt,status,detail,rows,retrieval_time_utc
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1701126000000&limit=1000,1,OK,,1000,2026-07-18T20:22:56Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1700946000000&limit=1000,1,OK,,1000,2026-07-18T20:22:57Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1700766000000&limit=1000,1,OK,,1000,2026-07-18T20:22:57Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1700586000000&limit=1000,1,OK,,1000,2026-07-18T20:22:57Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1700406000000&limit=1000,1,OK,,1000,2026-07-18T20:22:57Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1700226000000&limit=1000,1,OK,,1000,2026-07-18T20:22:58Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1700046000000&limit=1000,1,OK,,1000,2026-07-18T20:22:59Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1699866000000&limit=1000,1,OK,,1000,2026-07-18T20:22:59Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1699686000000&limit=1000,1,OK,,1000,2026-07-18T20:22:59Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1699506000000&limit=1000,1,OK,,1000,2026-07-18T20:23:00Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1699326000000&limit=1000,1,OK,,1000,2026-07-18T20:23:00Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1699146000000&limit=1000,1,OK,,1000,2026-07-18T20:23:01Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1698966000000&limit=1000,1,OK,,1000,2026-07-18T20:23:01Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1698786000000&limit=1000,1,OK,,1000,2026-07-18T20:23:01Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1698606000000&limit=1000,1,OK,,1000,2026-07-18T20:23:02Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1698426000000&limit=1000,1,OK,,1000,2026-07-18T20:23:02Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1698246000000&limit=1000,1,OK,,1000,2026-07-18T20:23:03Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1698066000000&limit=1000,1,OK,,1000,2026-07-18T20:23:03Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1697886000000&limit=1000,1,OK,,1000,2026-07-18T20:23:04Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1697706000000&limit=1000,1,OK,,1000,2026-07-18T20:23:04Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1697526000000&limit=1000,1,OK,,1000,2026-07-18T20:23:04Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1697346000000&limit=1000,1,OK,,1000,2026-07-18T20:23:04Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1697166000000&limit=1000,1,OK,,1000,2026-07-18T20:23:04Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1696986000000&limit=1000,1,OK,,1000,2026-07-18T20:23:05Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1696806000000&limit=1000,1,OK,,1000,2026-07-18T20:23:06Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1696626000000&limit=1000,1,OK,,1000,2026-07-18T20:23:06Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1696446000000&limit=1000,1,OK,,1000,2026-07-18T20:23:06Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1696266000000&limit=1000,1,OK,,1000,2026-07-18T20:23:07Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1696086000000&limit=1000,1,OK,,1000,2026-07-18T20:23:08Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1695906000000&limit=1000,1,OK,,1000,2026-07-18T20:23:08Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1695726000000&limit=1000,1,OK,,1000,2026-07-18T20:23:09Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1695546000000&limit=1000,1,OK,,1000,2026-07-18T20:23:09Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1695366000000&limit=1000,1,OK,,1000,2026-07-18T20:23:09Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1695186000000&limit=1000,1,OK,,1000,2026-07-18T20:23:10Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1695006000000&limit=1000,1,OK,,1000,2026-07-18T20:23:10Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1694826000000&limit=1000,1,OK,,1000,2026-07-18T20:23:10Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1694646000000&limit=1000,1,OK,,1000,2026-07-18T20:23:11Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1694466000000&limit=1000,1,OK,,1000,2026-07-18T20:23:11Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1694286000000&limit=1000,1,OK,,1000,2026-07-18T20:23:12Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1694106000000&limit=1000,1,OK,,1000,2026-07-18T20:23:12Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1693926000000&limit=1000,1,OK,,1000,2026-07-18T20:23:12Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1693746000000&limit=1000,1,OK,,1000,2026-07-18T20:23:12Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1693566000000&limit=1000,1,OK,,1000,2026-07-18T20:23:12Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1693386000000&limit=1000,1,OK,,1000,2026-07-18T20:23:13Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1693206000000&limit=1000,1,OK,,1000,2026-07-18T20:23:13Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1693026000000&limit=1000,1,OK,,1000,2026-07-18T20:23:14Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1692846000000&limit=1000,1,OK,,1000,2026-07-18T20:23:14Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1692666000000&limit=1000,1,OK,,1000,2026-07-18T20:23:14Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1692486000000&limit=1000,1,OK,,1000,2026-07-18T20:23:15Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1692306000000&limit=1000,1,OK,,1000,2026-07-18T20:23:15Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1692126000000&limit=1000,1,OK,,1000,2026-07-18T20:23:15Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1691946000000&limit=1000,1,OK,,1000,2026-07-18T20:23:16Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1691766000000&limit=1000,1,OK,,1000,2026-07-18T20:23:16Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1691586000000&limit=1000,1,OK,,1000,2026-07-18T20:23:17Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1691406000000&limit=1000,1,OK,,1000,2026-07-18T20:23:17Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1691226000000&limit=1000,1,OK,,1000,2026-07-18T20:23:18Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1691046000000&limit=1000,1,OK,,1000,2026-07-18T20:23:18Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1690866000000&limit=1000,1,OK,,1000,2026-07-18T20:23:18Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1690686000000&limit=1000,1,OK,,1000,2026-07-18T20:23:18Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1690506000000&limit=1000,1,OK,,1000,2026-07-18T20:23:19Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1690326000000&limit=1000,1,OK,,1000,2026-07-18T20:23:19Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1690146000000&limit=1000,1,OK,,1000,2026-07-18T20:23:19Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1689966000000&limit=1000,1,OK,,1000,2026-07-18T20:23:20Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1689786000000&limit=1000,1,OK,,1000,2026-07-18T20:23:20Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1689606000000&limit=1000,1,OK,,1000,2026-07-18T20:23:21Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1689426000000&limit=1000,1,OK,,1000,2026-07-18T20:23:21Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1689246000000&limit=1000,1,OK,,1000,2026-07-18T20:23:21Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1689066000000&limit=1000,1,OK,,1000,2026-07-18T20:23:22Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1688886000000&limit=1000,1,OK,,1000,2026-07-18T20:23:22Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1688706000000&limit=1000,1,OK,,1000,2026-07-18T20:23:22Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1688526000000&limit=1000,1,OK,,1000,2026-07-18T20:23:23Z
API,3,category=linear&symbol=ADAUSDT&interval=3&start=1688169600000&end=1688346000000&limit=1000,1,OK,,981,2026-07-18T20:23:23Z
LOCAL,5,/home/nnv/.local/state/msm-orchestrator/runtime/eb71c82e1c35223d23641163945b453d21ea0974a719f47663a1d3333a4f6995/corrector/home/.local/share/msm-market-data/bybit/linear/ADAUSDT/ADAUSDT_5m.csv,0,VALID_CACHE,,158389,
LOCAL,15,/home/nnv/.local/state/msm-orchestrator/runtime/eb71c82e1c35223d23641163945b453d21ea0974a719f47663a1d3333a4f6995/corrector/home/.local/share/msm-market-data/bybit/linear/ADAUSDT/ADAUSDT_15m.csv,0,VALID_CACHE,,52797,
