instrument,child_scale,parent_direction,parent_start,counter_start,balance_start,reassertion_time,end_time,parent_invalidation_boundary,parent_intact,child_counter_motion,counter_progress_decay,balance_or_overlap,failed_counter_extension,parent_reassertion,reassertion_atr,counter_displacement_atr,counter_efficiency,overlap_ratio,alternation_rate,parent_elapsed_bars,child_elapsed_bars,child_parent_amplitude_ratio,child_parent_duration_ratio,parameter_factor,diagnostic_flag,diagnostic_reason,interval_id,parent_magnitude_atr,parent_duration_bars,counter_magnitude_atr,counter_duration_bars,balance_range_atr,balance_duration_bars,reassertion_magnitude_atr,reassertion_duration_bars,balance_end_time,counter_parent_ratio,balance_counter_ratio,reassertion_counter_ratio,reassertion_parent_ratio,counter_speed_ratio,reassertion_counter_speed_ratio,balance_time_ratio,transition_symmetry,invalid_ratio_flags,mechanical_redundancy
ADAUSDT,1H_FALLBACK,DOWN,2024-01-16 08:00:00,2024-01-17 16:00:00,2024-01-18 04:00:00,2024-01-18 08:00:00,2024-01-18 08:00:00,0.5482,1,1,0,1,0,1,0.822917,-0.259852,0.22807,0.760702,1.0,8,4,0.663793,0.5,1.0,0,,ADA_1208,1.0198373983739821,8,0.6596230725299873,3,0.6382978723404253,1,0.8229166666666681,1,2024-01-18 04:00:00,0.6467923941421282,0.9676706272450886,1.24755591630591,0.8069096779336761,1.7247797177123418,3.7426677489177305,0.3333333333333333,0.2145435402304918,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,DOWN,2024-01-16 16:00:00,2024-01-18 00:00:00,2024-01-18 12:00:00,2024-01-18 16:00:00,2024-01-18 16:00:00,0.5482,1,1,1,1,1,1,1.822691,-0.088832,0.060403,0.656749,1.0,8,4,1.219331,0.5,1.0,0,,ADA_1210,1.0458715596330237,8,0.38494077834179474,3,1.2355871886121068,1,1.8226906385616826,1,2024-01-18 12:00:00,0.36805741087066474,3.20981111415276,4.734989746769016,1.7427480666949484,0.9814864289884394,14.204969240307047,0.3333333333333333,0.5554632160421683,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,DOWN,2024-01-17 00:00:00,2024-01-18 08:00:00,2024-01-18 20:00:00,2024-01-19 00:00:00,2024-01-19 00:00:00,0.5395,1,1,0,1,0,1,0.726923,-1.385672,0.538462,0.638363,1.0,8,4,1.788018,0.5,1.0,0,,ADA_1212,0.9133047210300377,8,1.6967411796391012,3,0.8843085106382981,1,0.7269230769230811,1,2024-01-18 20:00:00,1.8578040171800416,0.5211805555555571,0.42842307692308057,0.795926113360333,4.954144045813445,1.2852692307692417,0.3333333333333333,0.2282489198576626,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,DOWN,2024-01-17 12:00:00,2024-01-18 20:00:00,2024-01-19 08:00:00,2024-01-19 12:00:00,2024-01-19 12:00:00,0.5346,1,1,1,1,1,1,1.098392,-0.173607,0.132867,0.631095,0.666667,8,4,0.483376,0.5,1.0,0,,ADA_1215,2.6336875108866007,8,0.27411565069834753,3,0.4253632760898277,1,1.0983922829582031,1,2024-01-19 08:00:00,0.10408055229227618,1.5517657419638606,4.007039657020301,0.4170549005597258,0.2775481394460698,12.021118971060902,0.3333333333333333,0.8745374098307013,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,DOWN,2024-01-20 08:00:00,2024-01-21 16:00:00,2024-01-22 04:00:00,2024-01-22 08:00:00,2024-01-22 08:00:00,0.5205,1,1,0,1,0,1,0.507655,-1.458107,0.817073,0.48752,0.666667,8,4,2.122302,0.5,1.0,0,,ADA_1232,0.16386878176497882,8,1.6213275299238261,3,1.2999178307313028,1,0.5076551168412573,1,2024-01-22 04:00:00,9.89405982311591,0.8017614002966915,0.31311077340746085,3.097936723355508,26.384159528309098,0.9393323202223824,0.3333333333333333,1.1307363167878617,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,DOWN,2024-01-20 16:00:00,2024-01-22 00:00:00,2024-01-22 12:00:00,2024-01-22 16:00:00,2024-01-22 16:00:00,0.5205,1,1,1,1,1,1,1.38259,-0.1115,0.125,0.689821,1.0,8,4,1.635359,0.5,1.0,0,,ADA_1234,0.685071912712852,8,0.3345014335775726,3,1.4588045234248803,1,1.3825896122896857,1,2024-01-22 12:00:00,0.48827200089544315,4.361130856219712,4.133284564740306,2.0181671246960002,1.302058669054515,12.39985369422092,0.3333333333333333,0.7021897354973237,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,DOWN,2024-01-21 04:00:00,2024-01-22 12:00:00,2024-01-23 00:00:00,2024-01-23 04:00:00,2024-01-23 04:00:00,0.5205,1,1,0,1,0,1,0.691589,-1.280426,0.601896,0.783093,0.666667,8,4,0.779037,0.5,1.0,0,,ADA_1237,2.3418276859889886,8,1.7038744058764186,3,0.8413696715583501,1,0.6915887850467302,1,2024-01-23 00:00:00,0.7275831676560127,0.4937979399517868,0.4058918795079846,0.2953200994182721,1.940221780416034,1.2176756385239538,0.3333333333333333,1.2196954281453123,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,DOWN,2024-01-21 08:00:00,2024-01-22 16:00:00,2024-01-23 04:00:00,2024-01-23 08:00:00,2024-01-23 08:00:00,0.5204,1,1,1,1,0,1,1.427714,-0.626696,0.44,0.696843,0.666667,8,4,1.303977,0.5,1.0,0,,ADA_1238,2.3480758184951145,8,0.07596310363537924,3,1.2897196261682267,1,1.427714457108579,1,2024-01-23 04:00:00,0.03235121414608499,16.97823765019982,18.79484103179312,0.6080359270611643,0.08626990438955998,56.384523095379365,0.3333333333333333,0.4975213082006231,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,DOWN,2024-01-22 00:00:00,2024-01-23 08:00:00,2024-01-23 20:00:00,2024-01-24 00:00:00,2024-01-24 00:00:00,0.5063,1,1,1,1,1,1,0.837255,1.414217,0.687273,0.80298,1.0,8,4,0.926254,0.5,1.0,0,,ADA_1242,2.2260738507912583,8,0.3666488508818822,3,1.072493573264782,1,0.8372549019607828,1,2024-01-23 20:00:00,0.16470650816528698,2.9251245999685165,2.2835334133653364,0.3761128147941635,0.43921735510743193,6.85060024009601,0.3333333333333333,0.9778661412488664,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-01-26 00:00:00,2024-01-27 08:00:00,2024-01-27 20:00:00,2024-01-28 00:00:00,2024-01-28 00:00:00,0.463,1,1,1,1,1,1,1.264432,-0.52808,0.555556,0.487687,0.666667,8,4,0.766423,0.5,1.0,0,,ADA_1266,1.0170261066969377,8,0.7393126571668031,3,0.6993524514338594,1,1.264432029795156,1,2024-01-27 20:00:00,0.726935771165125,0.9459495176424013,1.710280511956494,1.2432640828677788,1.9384953897736665,5.130841535869482,0.3333333333333333,0.21774024601107633,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-01-26 20:00:00,2024-01-28 04:00:00,2024-01-28 16:00:00,2024-01-28 20:00:00,2024-01-28 20:00:00,0.4754,1,1,0,1,0,1,0.534949,0.84107,0.55,0.763109,0.666667,8,4,0.819048,0.5,1.0,0,,ADA_1271,1.226358749751146,8,0.16566539231749772,3,1.35820895522388,1,0.5349487418452915,1,2024-01-28 16:00:00,0.1350872184433101,8.198507462686429,3.2290916911605914,0.43620901465728845,0.3602325825154936,9.687275073481773,0.3333333333333333,0.8296337590886573,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-01-27 12:00:00,2024-01-28 20:00:00,2024-01-29 08:00:00,2024-01-29 12:00:00,2024-01-29 12:00:00,0.4814,1,1,1,1,0,1,1.176672,0.301724,0.226415,0.667418,0.666667,8,4,0.760417,0.5,1.0,0,,ADA_1275,0.09892900518935906,8,0.3645833333333344,3,0.6238859180035649,1,1.176672384219549,1,2024-01-29 08:00:00,3.6853027343749085,1.7112299465240586,3.227444253859325,11.894109133790355,9.827473958333089,9.682332761577975,0.3333333333333333,2.4760432467753786,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-01-27 16:00:00,2024-01-29 00:00:00,2024-01-29 12:00:00,2024-01-29 16:00:00,2024-01-29 16:00:00,0.483,1,1,1,1,0,1,2.32656,-0.45292,0.22619,0.555364,0.333333,8,4,2.329545,0.5,1.0,0,,ADA_1276,0.2913038561574154,8,0.715137067938021,3,1.7049742710120093,1,2.3265602322206047,1,2024-01-29 12:00:00,2.45495228718007,2.3841223556317943,3.2533067247218144,7.98671278475412,6.546539432480186,9.759920174165444,0.3333333333333333,2.077779258947374,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-01-29 12:00:00,2024-01-30 20:00:00,2024-01-31 08:00:00,2024-01-31 12:00:00,2024-01-31 12:00:00,0.4836,1,1,0,1,0,1,0.536206,1.004994,0.982906,0.622365,1.0,8,4,0.647834,0.5,1.0,0,,ADA_1287,2.2451204501494617,8,0.08739076154806504,3,1.3763306199123357,1,0.5362058647516426,1,2024-01-31 08:00:00,0.038924754145038085,15.74915466499685,6.135727109515216,0.23883166923892496,0.10379934438676823,18.407181328545647,0.3333333333333333,1.4319962880032588,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,DOWN,2024-01-29 20:00:00,2024-01-31 04:00:00,2024-01-31 16:00:00,2024-01-31 20:00:00,2024-01-31 20:00:00,0.5367,1,1,1,1,1,1,1.125821,-0.024944,0.014493,0.454009,0.666667,8,4,0.871383,0.5,1.0,0,,ADA_1289,1.2579034941763791,8,0.3408955933008666,3,1.1857707509881434,1,1.1258205689277898,1,2024-01-31 16:00:00,0.2710029782722484,3.4783985897453635,3.302537759513267,0.8949975686846537,0.7226746087259958,9.9076132785398,0.3333333333333333,0.11093427726443084,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,DOWN,2024-01-31 16:00:00,2024-02-02 00:00:00,2024-02-02 12:00:00,2024-02-02 16:00:00,2024-02-02 16:00:00,0.5203,1,1,1,1,0,1,0.601885,0.933109,0.948718,0.74135,0.333333,8,4,0.588406,0.5,1.0,0,,ADA_1300,0.36860966869011497,8,0.95832832953044,3,1.1451612903225796,1,0.6018845700824476,1,2024-02-02 12:00:00,2.5998458828710036,1.1949571509418737,0.6280567437439295,1.632850739432024,6.932922354322677,1.8841702312317883,0.3333333333333333,0.4903274071360321,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,DOWN,2024-02-02 20:00:00,2024-02-04 04:00:00,2024-02-04 16:00:00,2024-02-04 20:00:00,2024-02-04 20:00:00,0.5257,1,1,1,1,0,1,0.847706,-0.46334,0.393939,0.677377,0.333333,8,4,0.965909,0.5,1.0,0,,ADA_1313,0.42465391058989194,8,0.11880515953835712,3,0.961641391614634,1,0.8477064220183476,1,2024-02-04 16:00:00,0.2797693758979481,8.094272970562033,7.135266055045861,1.9962289310859946,0.7460516690611949,21.405798165137586,0.3333333333333333,0.6912598662451743,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,DOWN,2024-02-03 12:00:00,2024-02-04 20:00:00,2024-02-05 08:00:00,2024-02-05 12:00:00,2024-02-05 12:00:00,0.5241,1,1,1,1,1,1,1.092559,1.371269,1.0,0.425575,0.333333,8,4,0.665428,0.5,1.0,0,,ADA_1317,1.7668038408779145,8,1.14925373134328,3,0.6905222437137322,1,1.092558983666062,1,2024-02-05 08:00:00,0.6504704737183629,0.6008440302444181,0.9506682065665765,0.6183815986743474,1.7345879299156342,2.8520046196997293,0.3333333333333333,0.4806495384997336,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,DOWN,2024-02-05 00:00:00,2024-02-06 08:00:00,2024-02-06 20:00:00,2024-02-07 00:00:00,2024-02-07 00:00:00,0.5062,1,1,1,1,0,1,1.157233,0.788436,0.405405,0.501993,0.333333,8,4,0.826316,0.5,1.0,0,,ADA_1326,0.5469271081467355,8,1.3666228646517766,3,0.8026315789473677,1,1.1572327044025215,1,2024-02-06 20:00:00,2.4987294363276,0.5873102226720631,0.8467827769714588,2.1158810509938126,6.663278496873599,2.540348330914376,0.3333333333333333,0.7494712983298821,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,DOWN,2024-02-05 04:00:00,2024-02-06 12:00:00,2024-02-07 00:00:00,2024-02-07 04:00:00,2024-02-07 04:00:00,0.5062,1,1,1,1,0,1,0.739481,-1.011861,0.402062,0.387435,0.333333,8,4,1.273684,0.5,1.0,0,,ADA_1327,1.3234662210551396,8,0.1816160118606391,3,1.584905660377359,1,0.739480752014319,1,2024-02-07 00:00:00,0.13722753854332972,8.726684636118524,4.071671569254316,0.5587454672056266,0.3659401027822126,12.215014707762949,0.3333333333333333,0.5820612454709304,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-08 20:00:00,2024-02-10 04:00:00,2024-02-10 16:00:00,2024-02-10 20:00:00,2024-02-10 20:00:00,0.5257,1,1,1,1,0,1,0.994374,-0.688337,0.75,0.420387,0.333333,8,4,1.248963,0.5,1.0,0,,ADA_1349,0.9798925556408248,8,0.3728489483747617,3,0.9068413391557496,1,0.994374120956397,1,2024-02-10 16:00:00,0.3804998274845837,2.432194976299775,2.6669623859497165,1.0147787277617408,1.0146662066255565,8.00088715784915,0.3333333333333333,0.014670586522634421,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-10 12:00:00,2024-02-11 20:00:00,2024-02-12 08:00:00,2024-02-12 12:00:00,2024-02-12 12:00:00,0.5306,1,1,1,1,1,1,1.815291,0.609511,1.0,0.583493,0.333333,8,4,0.778736,0.5,1.0,0,,ADA_1359,0.21226740179186543,8,0.43134628265237196,3,0.9517335146159084,1,1.8152905198776759,1,2024-02-12 08:00:00,2.03208914327467,2.2064256790707613,4.208429730089141,8.551904364748491,5.4189043820657865,12.625289190267422,0.3333333333333333,2.1461539908665412,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,DOWN,2024-02-11 00:00:00,2024-02-12 08:00:00,2024-02-12 20:00:00,2024-02-13 00:00:00,2024-02-13 00:00:00,0.5654,1,1,1,1,1,1,0.746352,2.051375,0.858657,0.58379,1.0,8,4,1.026239,0.5,1.0,0,,ADA_1362,2.4320872008856296,8,1.6208393632416793,3,0.7768691588785018,1,0.7463524130190856,1,2024-02-12 20:00:00,0.6664396583524886,0.4793005257009327,0.4604727833894535,0.3068773244426869,1.7771724222733027,1.3814183501683608,0.3333333333333333,1.181307205903385,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-12 04:00:00,2024-02-13 12:00:00,2024-02-14 00:00:00,2024-02-14 04:00:00,2024-02-14 04:00:00,0.5306,1,1,1,1,0,1,0.502897,-0.503367,0.863014,0.726948,0.333333,8,4,0.585227,0.5,1.0,0,,ADA_1369,1.4560936668440576,8,0.4074877297112287,3,0.695953757225438,1,0.5028968713789095,1,2024-02-14 00:00:00,0.2798499430290216,1.7079134081377967,1.2341399132074324,0.34537398440094164,0.7462665147440577,3.702419739622297,0.3333333333333333,1.0631274363119956,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-13 08:00:00,2024-02-14 16:00:00,2024-02-15 04:00:00,2024-02-15 08:00:00,2024-02-15 08:00:00,0.5338,1,1,0,1,0,1,0.899441,-0.204013,0.220339,0.612867,0.666667,8,4,0.60202,0.5,1.0,0,,ADA_1376,1.614286718695078,8,0.5649590853043369,3,0.9574712643678176,1,0.8994413407821285,1,2024-02-15 04:00:00,0.3499744368590397,1.6947621328224838,1.5920468653010684,0.5571757051369408,0.9332651649574392,4.776140595903205,0.3333333333333333,0.5848746397195647,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-13 12:00:00,2024-02-14 20:00:00,2024-02-15 08:00:00,2024-02-15 12:00:00,2024-02-15 12:00:00,0.5338,1,1,1,1,0,1,0.759124,-0.981932,0.576037,0.549673,0.666667,8,4,0.836364,0.5,1.0,0,,ADA_1377,2.739445864713613,8,0.07855459544383356,3,1.6346368715083741,1,0.7591240875912388,1,2024-02-15 08:00:00,0.02867535966148607,20.80892737430158,9.663649635036458,0.277108628927259,0.07646762576396285,28.990948905109377,0.3333333333333333,1.2833456874780227,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-14 20:00:00,2024-02-16 04:00:00,2024-02-16 16:00:00,2024-02-16 20:00:00,2024-02-16 20:00:00,0.5706,1,1,1,1,1,1,0.602564,0.55928,0.813084,0.672047,0.666667,8,4,0.759524,0.5,1.0,0,,ADA_1385,2.3688981400658013,8,0.5335659840205694,3,0.848678213309023,1,0.6025641025641073,1,2024-02-16 16:00:00,0.22523804421820706,1.5905778080416493,1.1293150624476052,0.254364715971861,0.6006347845818855,3.387945187342816,0.3333333333333333,1.368986152214385,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-17 04:00:00,2024-02-18 12:00:00,2024-02-19 00:00:00,2024-02-19 04:00:00,2024-02-19 04:00:00,0.5687,1,1,1,1,0,1,0.718899,0.11855,0.809524,0.719064,0.333333,8,4,0.340909,0.5,1.0,0,,ADA_1399,2.6839708561019946,8,0.1324965132496522,3,0.6202531645569593,1,0.7188988883006833,1,2024-02-19 00:00:00,0.0493658539355679,4.681279147235125,5.425794767490384,0.2678489919762989,0.13164227716151441,16.27738430247115,0.3333333333333333,1.3173319200510905,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-17 20:00:00,2024-02-19 04:00:00,2024-02-19 16:00:00,2024-02-19 20:00:00,2024-02-19 20:00:00,0.5862,1,1,1,1,1,1,0.653333,0.539957,1.0,0.627202,0.333333,8,4,0.457467,0.5,1.0,0,,ADA_1403,0.6613384229989271,8,0.33117350611950613,3,1.0385964912280659,1,0.653333333333334,1,2024-02-19 16:00:00,0.5007625363996784,3.1361098398169616,1.97278260869568,0.9878956228956228,1.3353667637324758,5.9183478260870395,0.3333333333333333,0.012178231657565597,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,DOWN,2024-02-20 00:00:00,2024-02-21 08:00:00,2024-02-21 20:00:00,2024-02-22 00:00:00,2024-02-22 00:00:00,0.6414,1,1,0,1,0,1,0.597015,0.658595,0.522267,0.782266,1.0,8,4,0.485265,0.5,1.0,0,,ADA_1416,1.9099337748344347,8,0.14805630515644447,3,0.8970482361411108,1,0.5970149253731348,1,2024-02-21 20:00:00,0.0775190779425213,6.058831707256507,4.032350562458626,0.3125840975427998,0.2067175411800568,12.097051687375878,0.3333333333333333,1.1628817338728972,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-21 16:00:00,2024-02-23 00:00:00,2024-02-23 12:00:00,2024-02-23 16:00:00,2024-02-23 16:00:00,0.5747,1,1,1,1,1,1,0.836111,0.464949,0.755102,0.710426,1.0,8,4,0.81982,0.5,1.0,0,,ADA_1426,0.14288968879573644,8,0.10052957544205669,3,0.8368121442125193,1,0.8361111111111118,1,2024-02-23 12:00:00,0.7035467449702802,8.324039373814342,8.317065972222574,5.851444692460271,1.8761246532540807,24.95119791666772,0.3333333333333333,1.766688586731272,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,DOWN,2024-02-21 20:00:00,2024-02-23 04:00:00,2024-02-23 16:00:00,2024-02-23 20:00:00,2024-02-23 20:00:00,0.608,1,1,0,1,0,1,0.566879,0.529771,0.417085,0.695106,1.0,8,4,0.941606,0.5,1.0,0,,ADA_1427,0.6738245094409483,8,0.2936080970183235,3,1.5490740740740747,1,0.5668789808917206,1,2024-02-23 16:00:00,0.43573377475081937,5.275992351046776,1.9307334731178847,0.8412857842794156,1.1619567326688516,5.792200419353654,0.3333333333333333,0.1728238618943928,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-25 16:00:00,2024-02-27 00:00:00,2024-02-27 12:00:00,2024-02-27 16:00:00,2024-02-27 16:00:00,0.5732,1,1,1,1,1,1,0.976228,0.640094,0.464286,0.849513,1.0,8,4,0.463265,0.5,1.0,0,,ADA_1450,2.9513386091934697,8,0.09026963657678702,3,1.4598290598290584,1,0.9762282091917582,1,2024-02-27 12:00:00,0.030585997925007852,16.171872571872697,10.814580031695806,0.33077472240927924,0.08156266113335427,32.44374009508741,0.3333333333333333,1.1063177322671374,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-26 04:00:00,2024-02-27 12:00:00,2024-02-28 00:00:00,2024-02-28 04:00:00,2024-02-28 04:00:00,0.5732,1,1,0,1,0,1,0.752837,-0.277604,0.168142,0.884911,0.666667,8,4,0.392606,0.5,1.0,0,,ADA_1453,3.3170891787677457,8,0.7743686078063075,3,1.01612903225807,1,0.7528367044893947,1,2024-02-28 00:00:00,0.2334482330963363,1.3122032866707247,0.9721942456088063,0.22695702886380142,0.6225286215902301,2.916582736826419,0.3333333333333333,1.4829945795797361,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-26 12:00:00,2024-02-27 20:00:00,2024-02-28 08:00:00,2024-02-28 12:00:00,2024-02-28 12:00:00,0.5753,1,1,1,1,1,1,0.88547,-0.05364,0.038095,0.714032,1.0,8,4,0.641682,0.5,1.0,0,,ADA_1455,1.7575619740732276,8,0.2749042145593865,3,1.596491228070179,1,0.885470085470081,1,2024-02-28 08:00:00,0.15641224526625588,5.807445442875504,3.221013133208244,0.5038058961971992,0.41709932071001565,9.663039399624733,0.3333333333333333,0.6855642116839198,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-27 00:00:00,2024-02-28 08:00:00,2024-02-28 20:00:00,2024-02-29 00:00:00,2024-02-29 00:00:00,0.6073,1,1,1,1,0,1,0.655726,-0.214198,0.08547,0.684107,0.666667,8,4,2.859031,0.5,1.0,0,,ADA_1458,0.5342920353982316,8,0.3534271725826219,3,1.2837108953613836,1,0.6557264957264921,1,2024-02-28 20:00:00,0.6614868820179903,3.632179399169672,1.8553369593369355,1.2272810603245285,1.7639650187146407,5.5660108780108075,0.3333333333333333,0.20480120251702216,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-27 04:00:00,2024-02-28 12:00:00,2024-02-29 00:00:00,2024-02-29 04:00:00,2024-02-29 04:00:00,0.6073,1,1,1,1,0,1,1.680163,-0.141572,0.063457,0.528728,0.333333,8,4,2.730667,0.5,1.0,0,,ADA_1459,0.6862927933928326,8,0.5272334193458359,3,1.2923076923076926,1,1.6801631226332647,1,2024-02-29 00:00:00,0.7682339439109461,2.451111111111131,3.1867538380209752,2.4481724692561984,2.04862385042919,9.560261514062924,0.3333333333333333,0.8953418152959065,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-28 00:00:00,2024-02-29 08:00:00,2024-02-29 20:00:00,2024-03-01 00:00:00,2024-03-01 00:00:00,0.5961,1,1,1,1,1,1,0.609137,1.301359,0.885856,0.664829,0.666667,8,4,0.673828,0.5,1.0,0,,ADA_1464,3.6303372977188526,8,0.5030463990001572,3,1.3595255744996289,1,0.609137055837564,1,2024-02-29 20:00:00,0.1385673995956932,2.702584845457176,1.21089636472554,0.16779076043989616,0.36951306558851515,3.6326890941766203,0.3333333333333333,1.785037549397731,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-28 08:00:00,2024-02-29 16:00:00,2024-03-01 04:00:00,2024-03-01 08:00:00,2024-03-01 08:00:00,0.5961,1,1,1,1,1,1,0.701468,0.430938,0.259259,0.676743,1.0,8,4,0.496007,0.5,1.0,0,,ADA_1466,3.2152657575885466,8,0.13338544974837593,3,0.42117930204572646,1,0.7014681892332779,1,2024-03-01 04:00:00,0.041485046588626374,3.1576105402819965,5.258955834812251,0.21816802781471475,0.11062679090300366,15.776867504436753,0.3333333333333333,1.5224897432912685,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-28 20:00:00,2024-03-01 04:00:00,2024-03-01 16:00:00,2024-03-01 20:00:00,2024-03-01 20:00:00,0.6112,1,1,1,1,0,1,0.913043,-0.878947,0.688776,0.571104,0.666667,8,4,0.595287,0.5,1.0,0,,ADA_1469,1.7387622609554687,8,0.5013253964563076,3,0.6734505087881606,1,0.9130434782608722,1,2024-03-01 16:00:00,0.2883231409570759,1.3433401011569426,1.82125917560701,0.5251111660079077,0.7688617092188691,5.46377752682103,0.3333333333333333,0.6441452940283074,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-02-29 00:00:00,2024-03-01 08:00:00,2024-03-01 20:00:00,2024-03-02 00:00:00,2024-03-02 00:00:00,0.6223,1,1,1,1,0,1,1.206781,-1.105126,0.735931,0.475021,0.333333,8,4,1.178035,0.5,1.0,0,,ADA_1470,0.8141068784493223,8,0.1787704309063877,3,0.99954233409611,1,1.2067812798471833,1,2024-03-01 20:00:00,0.21959086164079875,5.591206157686758,6.750452374750434,1.482337653436624,0.58557563104213,20.251357124251303,0.3333333333333333,0.39362033725014745,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
ADAUSDT,1H_FALLBACK,UP,2024-03-01 08:00:00,2024-03-02 16:00:00,2024-03-03 04:00:00,2024-03-03 08:00:00,2024-03-03 08:00:00,0.6619,1,1,0,1,0,1,0.575444,1.084325,0.954397,0.769219,0.666667,8,4,0.578999,0.5,1.0,0,,ADA_1478,1.4725597229559184,8,0.05181073222310177,3,2.092670157068061,1,0.5754441792627935,1,2024-03-03 04:00:00,0.03518412965899974,40.390669409126104,11.106659847710278,0.3907781601602447,0.09382434575733263,33.319979543130835,0.3333333333333333,0.9396152453284463,NONE,balance_duration_bars=1 and reassertion_duration_bars=1 under committed detector
