timeframe,model,state,start_pos,end_pos,duration_bars
1H,BACKBONE_B,FLATTENING,2406,2414,9
1H,BACKBONE_B,TRANSITION,2415,2415,1
1H,BACKBONE_B,FLATTENING,2416,2430,15
1H,BACKBONE_B,ACTIVE,2431,2697,267
1H,BACKBONE_B,FLATTENING,2698,2705,8
1H,BACKBONE_B,ACTIVE,2706,2999,294
1H,BACKBONE_B,FLATTENING,3000,3009,10
1H,BACKBONE_B,LOST,3010,3018,9
1H,BACKBONE_B,TRANSITION,3019,3019,1
1H,BACKBONE_B,FLATTENING,3020,3028,9
1H,BACKBONE_B,ACTIVE,3029,3033,5
1H,BACKBONE_B,FLATTENING,3034,3036,3
1H,BACKBONE_B,TRANSITION,3037,3037,1
1H,BACKBONE_B,LOST,3038,3042,5
1H,BACKBONE_B,FLATTENING,3043,3046,4
1H,BACKBONE_B,ACTIVE,3047,3086,40
1H,BACKBONE_B,FLATTENING,3087,3096,10
1H,BACKBONE_B,LOST,3097,3097,1
1H,BACKBONE_B,TRANSITION,3098,3098,1
1H,BACKBONE_B,FLATTENING,3099,3109,11
1H,BACKBONE_B,ACTIVE,3110,3113,4
1H,BACKBONE_B,FLATTENING,3114,3118,5
1H,BACKBONE_B,TRANSITION,3119,3119,1
1H,BACKBONE_B,LOST,3120,3124,5
1H,BACKBONE_B,FLATTENING,3125,3135,11
1H,BACKBONE_B,ACTIVE,3136,3185,50
1H,BACKBONE_B,FLATTENING,3186,3192,7
1H,BACKBONE_B,TRANSITION,3193,3193,1
1H,BACKBONE_B,LOST,3194,3194,1
1H,BACKBONE_B,FLATTENING,3195,3212,18
1H,BACKBONE_B,TRANSITION,3213,3213,1
1H,BACKBONE_B,LOST,3214,3216,3
1H,BACKBONE_B,FLATTENING,3217,3229,13
1H,BACKBONE_B,ACTIVE,3230,3321,92
1H,BACKBONE_B,FLATTENING,3322,3329,8
1H,BACKBONE_B,TRANSITION,3330,3330,1
1H,BACKBONE_B,FLATTENING,3331,3342,12
1H,BACKBONE_B,ACTIVE,3343,3354,12
1H,BACKBONE_B,FLATTENING,3355,3360,6
1H,BACKBONE_B,TRANSITION,3361,3361,1
1H,BACKBONE_B,LOST,3362,3365,4
1H,BACKBONE_B,FLATTENING,3366,3388,23
1H,BACKBONE_B,TRANSITION,3389,3389,1
1H,BACKBONE_B,LOST,3390,3391,2
1H,BACKBONE_B,FLATTENING,3392,3401,10
1H,BACKBONE_B,ACTIVE,3402,3423,22
1H,BACKBONE_B,FLATTENING,3424,3430,7
1H,BACKBONE_B,TRANSITION,3431,3431,1
1H,BACKBONE_B,FLATTENING,3432,3444,13
1H,BACKBONE_B,ACTIVE,3445,3816,372
1H,BACKBONE_B,FLATTENING,3817,3824,8
1H,BACKBONE_B,TRANSITION,3825,3825,1
1H,BACKBONE_B,FLATTENING,3826,3840,15
1H,BACKBONE_B,TRANSITION,3841,3841,1
1H,BACKBONE_B,LOST,3842,3845,4
1H,BACKBONE_B,FLATTENING,3846,3849,4
1H,BACKBONE_B,ACTIVE,3850,3850,1
1H,BACKBONE_B,FLATTENING,3851,3863,13
1H,BACKBONE_B,TRANSITION,3864,3864,1
1H,BACKBONE_B,LOST,3865,3868,4
1H,BACKBONE_B,FLATTENING,3869,3873,5
1H,BACKBONE_B,TRANSITION,3874,3874,1
1H,BACKBONE_B,LOST,3875,3880,6
1H,BACKBONE_B,FLATTENING,3881,3882,2
1H,BACKBONE_B,ACTIVE,3883,3984,102
1H,BACKBONE_B,FLATTENING,3985,3995,11
1H,BACKBONE_B,ACTIVE,3996,4016,21
1H,BACKBONE_B,FLATTENING,4017,4034,18
1H,BACKBONE_B,TRANSITION,4035,4035,1
1H,BACKBONE_B,FLATTENING,4036,4043,8
1H,BACKBONE_B,TRANSITION,4044,4044,1
1H,BACKBONE_B,LOST,4045,4048,4
1H,BACKBONE_B,FLATTENING,4049,4052,4
1H,BACKBONE_B,ACTIVE,4053,4086,34
1H,BACKBONE_B,FLATTENING,4087,4091,5
1H,BACKBONE_B,ACTIVE,4092,4096,5
1H,BACKBONE_B,FLATTENING,4097,4099,3
1H,BACKBONE_B,LOST,4100,4102,3
1H,BACKBONE_B,TRANSITION,4103,4103,1
1H,BACKBONE_B,FLATTENING,4104,4114,11
1H,BACKBONE_B,ACTIVE,4115,4172,58
1H,BACKBONE_B,FLATTENING,4173,4175,3
1H,BACKBONE_B,TRANSITION,4176,4176,1
1H,BACKBONE_B,LOST,4177,4177,1
1H,BACKBONE_B,FLATTENING,4178,4186,9
1H,BACKBONE_B,ACTIVE,4187,4198,12
1H,BACKBONE_B,FLATTENING,4199,4211,13
1H,BACKBONE_B,TRANSITION,4212,4212,1
1H,BACKBONE_B,FLATTENING,4213,4217,5
1H,BACKBONE_B,ACTIVE,4218,4391,174
1H,BACKBONE_B,FLATTENING,4392,4396,5
1H,BACKBONE_B,TRANSITION,4397,4397,1
1H,BACKBONE_B,LOST,4398,4399,2
1H,BACKBONE_B,FLATTENING,4400,4409,10
1H,BACKBONE_B,ACTIVE,4410,4440,31
1H,BACKBONE_B,FLATTENING,4441,4453,13
1H,BACKBONE_B,LOST,4454,4463,10
1H,BACKBONE_B,TRANSITION,4464,4464,1
1H,BACKBONE_B,FLATTENING,4465,4475,11
1H,BACKBONE_B,ACTIVE,4476,4801,326
1H,BACKBONE_B,FLATTENING,4802,4807,6
1H,BACKBONE_B,TRANSITION,4808,4808,1
1H,BACKBONE_B,FLATTENING,4809,4828,20
1H,BACKBONE_B,ACTIVE,4829,4835,7
1H,BACKBONE_B,FLATTENING,4836,4846,11
1H,BACKBONE_B,ACTIVE,4847,4895,49
1H,BACKBONE_B,FLATTENING,4896,4903,8
1H,BACKBONE_B,LOST,4904,4905,2
1H,BACKBONE_B,TRANSITION,4906,4906,1
1H,BACKBONE_B,FLATTENING,4907,4920,14
1H,BACKBONE_B,TRANSITION,4921,4921,1
1H,BACKBONE_B,LOST,4922,4926,5
1H,BACKBONE_B,FLATTENING,4927,4929,3
1H,BACKBONE_B,ACTIVE,4930,4977,48
1H,BACKBONE_B,FLATTENING,4978,4990,13
1H,BACKBONE_B,LOST,4991,4991,1
1H,BACKBONE_B,TRANSITION,4992,4992,1
1H,BACKBONE_B,FLATTENING,4993,5007,15
1H,BACKBONE_B,ACTIVE,5008,5063,56
1H,BACKBONE_B,FLATTENING,5064,5070,7
1H,BACKBONE_B,TRANSITION,5071,5071,1
1H,BACKBONE_B,LOST,5072,5072,1
1H,BACKBONE_B,FLATTENING,5073,5079,7
1H,BACKBONE_B,ACTIVE,5080,5386,307
1H,BACKBONE_B,FLATTENING,5387,5397,11
1H,BACKBONE_B,LOST,5398,5400,3
1H,BACKBONE_B,TRANSITION,5401,5401,1
1H,BACKBONE_B,FLATTENING,5402,5408,7
1H,BACKBONE_B,TRANSITION,5409,5409,1
1H,BACKBONE_B,LOST,5410,5415,6
1H,BACKBONE_B,TRANSITION,5416,5416,1
1H,BACKBONE_B,FLATTENING,5417,5417,1
1H,BACKBONE_B,TRANSITION,5418,5418,1
1H,BACKBONE_B,LOST,5419,5422,4
1H,BACKBONE_B,TRANSITION,5423,5423,1
1H,BACKBONE_B,FLATTENING,5424,5430,7
1H,BACKBONE_B,ACTIVE,5431,5469,39
1H,BACKBONE_B,FLATTENING,5470,5477,8
1H,BACKBONE_B,LOST,5478,5488,11
1H,BACKBONE_B,FLATTENING,5489,5492,4
1H,BACKBONE_B,ACTIVE,5493,5512,20
1H,BACKBONE_B,FLATTENING,5513,5513,1
1H,BACKBONE_B,TRANSITION,5514,5514,1
1H,BACKBONE_B,LOST,5515,5515,1
1H,BACKBONE_B,FLATTENING,5516,5522,7
1H,BACKBONE_B,ACTIVE,5523,5709,187
1H,BACKBONE_B,FLATTENING,5710,5724,15
1H,BACKBONE_B,ACTIVE,5725,5726,2
1H,BACKBONE_B,FLATTENING,5727,5728,2
1H,BACKBONE_B,LOST,5729,5729,1
1H,BACKBONE_B,FLATTENING,5730,5730,1
1H,BACKBONE_B,ACTIVE,5731,5824,94
1H,BACKBONE_B,FLATTENING,5825,5832,8
1H,BACKBONE_B,TRANSITION,5833,5833,1
1H,BACKBONE_B,FLATTENING,5834,5840,7
1H,BACKBONE_B,TRANSITION,5841,5841,1
1H,BACKBONE_B,LOST,5842,5846,5
1H,BACKBONE_B,FLATTENING,5847,5849,3
1H,BACKBONE_B,ACTIVE,5850,5930,81
1H,BACKBONE_B,FLATTENING,5931,5935,5
1H,BACKBONE_B,TRANSITION,5936,5936,1
1H,BACKBONE_B,LOST,5937,5937,1
1H,BACKBONE_B,FLATTENING,5938,5952,15
1H,BACKBONE_B,ACTIVE,5953,6172,220
1H,BACKBONE_B,FLATTENING,6173,6184,12
1H,BACKBONE_B,TRANSITION,6185,6185,1
1H,BACKBONE_B,FLATTENING,6186,6195,10
1H,BACKBONE_B,ACTIVE,6196,6225,30
1H,BACKBONE_B,FLATTENING,6226,6236,11
1H,BACKBONE_B,TRANSITION,6237,6237,1
1H,BACKBONE_B,LOST,6238,6238,1
1H,BACKBONE_B,FLATTENING,6239,6270,32
1H,BACKBONE_B,ACTIVE,6271,6276,6
1H,BACKBONE_B,FLATTENING,6277,6286,10
1H,BACKBONE_B,TRANSITION,6287,6287,1
1H,BACKBONE_B,FLATTENING,6288,6291,4
1H,BACKBONE_B,ACTIVE,6292,6295,4
1H,BACKBONE_B,FLATTENING,6296,6297,2
1H,BACKBONE_B,ACTIVE,6298,6303,6
1H,BACKBONE_B,FLATTENING,6304,6310,7
1H,BACKBONE_B,TRANSITION,6311,6311,1
1H,BACKBONE_B,LOST,6312,6313,2
1H,BACKBONE_B,FLATTENING,6314,6334,21
1H,BACKBONE_B,ACTIVE,6335,6514,180
1H,BACKBONE_B,FLATTENING,6515,6520,6
1H,BACKBONE_B,TRANSITION,6521,6521,1
1H,BACKBONE_B,LOST,6522,6523,2
1H,BACKBONE_B,FLATTENING,6524,6533,10
1H,BACKBONE_B,ACTIVE,6534,6549,16
1H,BACKBONE_B,FLATTENING,6550,6553,4
1H,BACKBONE_B,TRANSITION,6554,6554,1
1H,BACKBONE_B,LOST,6555,6555,1
1H,BACKBONE_B,FLATTENING,6556,6566,11
1H,BACKBONE_B,ACTIVE,6567,6799,233
1H,BACKBONE_B,FLATTENING,6800,6809,10
1H,BACKBONE_B,LOST,6810,6810,1
1H,BACKBONE_B,TRANSITION,6811,6811,1
1H,BACKBONE_B,FLATTENING,6812,6821,10
1H,BACKBONE_B,ACTIVE,6822,6901,80
1H,BACKBONE_B,FLATTENING,6902,6905,4
1H,BACKBONE_B,TRANSITION,6906,6906,1
1H,BACKBONE_B,FLATTENING,6907,6917,11
1H,BACKBONE_B,ACTIVE,6918,7106,189
1H,BACKBONE_B,FLATTENING,7107,7113,7
1H,BACKBONE_B,ACTIVE,7114,7119,6
1H,BACKBONE_B,FLATTENING,7120,7123,4
1H,BACKBONE_B,TRANSITION,7124,7124,1
1H,BACKBONE_B,FLATTENING,7125,7134,10
1H,BACKBONE_B,ACTIVE,7135,7154,20
1H,BACKBONE_B,FLATTENING,7155,7167,13
1H,BACKBONE_B,LOST,7168,7173,6
1H,BACKBONE_B,TRANSITION,7174,7174,1
1H,BACKBONE_B,FLATTENING,7175,7183,9
1H,BACKBONE_B,TRANSITION,7184,7184,1
1H,BACKBONE_B,FLATTENING,7185,7197,13
1H,BACKBONE_B,TRANSITION,7198,7198,1
1H,BACKBONE_B,LOST,7199,7199,1
1H,BACKBONE_B,FLATTENING,7200,7203,4
1H,BACKBONE_B,ACTIVE,7204,7240,37
1H,BACKBONE_B,FLATTENING,7241,7258,18
1H,BACKBONE_B,LOST,7259,7264,6
1H,BACKBONE_B,FLATTENING,7265,7269,5
1H,BACKBONE_B,LOST,7270,7270,1
1H,BACKBONE_B,TRANSITION,7271,7271,1
1H,BACKBONE_B,FLATTENING,7272,7279,8
1H,BACKBONE_B,ACTIVE,7280,7288,9
1H,BACKBONE_B,FLATTENING,7289,7290,2
1H,BACKBONE_B,TRANSITION,7291,7291,1
1H,BACKBONE_B,LOST,7292,7295,4
1H,BACKBONE_B,FLATTENING,7296,7299,4
1H,BACKBONE_B,ACTIVE,7300,7408,109
1H,BACKBONE_B,FLATTENING,7409,7417,9
1H,BACKBONE_B,TRANSITION,7418,7418,1
1H,BACKBONE_B,LOST,7419,7419,1
1H,BACKBONE_B,FLATTENING,7420,7434,15
1H,BACKBONE_B,ACTIVE,7435,7599,165
1H,BACKBONE_B,FLATTENING,7600,7603,4
1H,BACKBONE_B,TRANSITION,7604,7604,1
1H,BACKBONE_B,LOST,7605,7605,1
1H,BACKBONE_B,FLATTENING,7606,7616,11
1H,BACKBONE_B,ACTIVE,7617,7696,80
1H,BACKBONE_B,FLATTENING,7697,7709,13
1H,BACKBONE_B,ACTIVE,7710,7868,159
1H,BACKBONE_B,FLATTENING,7869,7872,4
1H,BACKBONE_B,TRANSITION,7873,7873,1
1H,BACKBONE_B,FLATTENING,7874,7890,17
1H,BACKBONE_B,ACTIVE,7891,7941,51
1H,BACKBONE_B,FLATTENING,7942,7950,9
1H,BACKBONE_B,ACTIVE,7951,7964,14
1H,BACKBONE_B,FLATTENING,7965,7970,6
1H,BACKBONE_B,TRANSITION,7971,7971,1
1H,BACKBONE_B,LOST,7972,7976,5
1H,BACKBONE_B,FLATTENING,7977,7979,3
1H,BACKBONE_B,ACTIVE,7980,8386,407
1H,BACKBONE_B,FLATTENING,8387,8396,10
1H,BACKBONE_B,LOST,8397,8400,4
1H,BACKBONE_B,TRANSITION,8401,8401,1
1H,BACKBONE_B,FLATTENING,8402,8416,15
1H,BACKBONE_B,TRANSITION,8417,8417,1
1H,BACKBONE_B,LOST,8418,8421,4
1H,BACKBONE_B,FLATTENING,8422,8431,10
1H,BACKBONE_B,ACTIVE,8432,8442,11
1H,BACKBONE_B,FLATTENING,8443,8451,9
1H,BACKBONE_B,TRANSITION,8452,8452,1
1H,BACKBONE_B,LOST,8453,8454,2
1H,BACKBONE_B,TRANSITION,8455,8455,1
1H,BACKBONE_B,FLATTENING,8456,8456,1
1H,BACKBONE_B,LOST,8457,8459,3
1H,BACKBONE_B,TRANSITION,8460,8462,3
1H,BACKBONE_B,FLATTENING,8463,8480,18
1H,BACKBONE_B,ACTIVE,8481,8490,10
1H,BACKBONE_B,FLATTENING,8491,8496,6
1H,BACKBONE_B,TRANSITION,8497,8497,1
1H,BACKBONE_B,LOST,8498,8499,2
1H,BACKBONE_B,FLATTENING,8500,8511,12
1H,BACKBONE_B,ACTIVE,8512,8520,9
1H,BACKBONE_B,FLATTENING,8521,8521,1
1H,BACKBONE_B,TRANSITION,8522,8522,1
1H,BACKBONE_B,LOST,8523,8523,1
1H,BACKBONE_B,FLATTENING,8524,8530,7
1H,BACKBONE_B,ACTIVE,8531,8595,65
1H,BACKBONE_B,FLATTENING,8596,8604,9
1H,BACKBONE_B,TRANSITION,8605,8605,1
1H,BACKBONE_B,FLATTENING,8606,8615,10
1H,BACKBONE_B,ACTIVE,8616,8700,85
1H,BACKBONE_B,FLATTENING,8701,8708,8
1H,BACKBONE_B,ACTIVE,8709,8721,13
1H,BACKBONE_B,FLATTENING,8722,8733,12
1H,BACKBONE_B,LOST,8734,8737,4
1H,BACKBONE_B,TRANSITION,8738,8738,1
1H,BACKBONE_B,FLATTENING,8739,8745,7
1H,BACKBONE_B,ACTIVE,8746,8948,203
1H,BACKBONE_B,FLATTENING,8949,8963,15
1H,BACKBONE_B,LOST,8964,8968,5
1H,BACKBONE_B,FLATTENING,8969,8972,4
1H,BACKBONE_B,ACTIVE,8973,9044,72
1H,BACKBONE_B,FLATTENING,9045,9053,9
1H,BACKBONE_B,TRANSITION,9054,9054,1
1H,BACKBONE_B,FLATTENING,9055,9066,12
1H,BACKBONE_B,ACTIVE,9067,9149,83
1H,BACKBONE_B,FLATTENING,9150,9157,8
1H,BACKBONE_B,LOST,9158,9159,2
1H,BACKBONE_B,TRANSITION,9160,9160,1
1H,BACKBONE_B,FLATTENING,9161,9173,13
1H,BACKBONE_B,TRANSITION,9174,9174,1
1H,BACKBONE_B,LOST,9175,9180,6
1H,BACKBONE_B,FLATTENING,9181,9183,3
1H,BACKBONE_B,ACTIVE,9184,9196,13
1H,BACKBONE_B,FLATTENING,9197,9201,5
1H,BACKBONE_B,TRANSITION,9202,9202,1
1H,BACKBONE_B,LOST,9203,9205,3
1H,BACKBONE_B,TRANSITION,9206,9206,1
1H,BACKBONE_B,FLATTENING,9207,9212,6
1H,BACKBONE_B,ACTIVE,9213,9456,244
1H,BACKBONE_B,FLATTENING,9457,9467,11
1H,BACKBONE_B,ACTIVE,9468,9509,42
1H,BACKBONE_B,FLATTENING,9510,9512,3
1H,BACKBONE_B,TRANSITION,9513,9513,1
1H,BACKBONE_B,LOST,9514,9515,2
1H,BACKBONE_B,TRANSITION,9516,9516,1
1H,BACKBONE_B,FLATTENING,9517,9523,7
1H,BACKBONE_B,ACTIVE,9524,9684,161
1H,BACKBONE_B,FLATTENING,9685,9702,18
1H,BACKBONE_B,ACTIVE,9703,9720,18
1H,BACKBONE_B,FLATTENING,9721,9723,3
1H,BACKBONE_B,TRANSITION,9724,9724,1
1H,BACKBONE_B,LOST,9725,9726,2
1H,BACKBONE_B,FLATTENING,9727,9732,6
1H,BACKBONE_B,ACTIVE,9733,9884,152
1H,BACKBONE_B,FLATTENING,9885,9896,12
1H,BACKBONE_B,LOST,9897,9900,4
1H,BACKBONE_B,TRANSITION,9901,9901,1
1H,BACKBONE_B,FLATTENING,9902,9912,11
1H,BACKBONE_B,ACTIVE,9913,10182,270
1H,BACKBONE_B,FLATTENING,10183,10191,9
1H,BACKBONE_B,LOST,10192,10192,1
1H,BACKBONE_B,TRANSITION,10193,10193,1
1H,BACKBONE_B,FLATTENING,10194,10203,10
1H,BACKBONE_B,ACTIVE,10204,10260,57
1H,BACKBONE_B,FLATTENING,10261,10267,7
1H,BACKBONE_B,ACTIVE,10268,10362,95
1H,BACKBONE_B,FLATTENING,10363,10367,5
1H,BACKBONE_B,TRANSITION,10368,10368,1
1H,BACKBONE_B,FLATTENING,10369,10378,10
1H,BACKBONE_B,ACTIVE,10379,10441,63
1H,BACKBONE_B,FLATTENING,10442,10447,6
1H,BACKBONE_B,TRANSITION,10448,10448,1
1H,BACKBONE_B,LOST,10449,10450,2
1H,BACKBONE_B,FLATTENING,10451,10460,10
1H,BACKBONE_B,ACTIVE,10461,10715,255
1H,BACKBONE_B,FLATTENING,10716,10726,11
1H,BACKBONE_B,LOST,10727,10727,1
1H,BACKBONE_B,TRANSITION,10728,10728,1
1H,BACKBONE_B,FLATTENING,10729,10744,16
1H,BACKBONE_B,ACTIVE,10745,10874,130
1H,BACKBONE_B,FLATTENING,10875,10895,21
1H,BACKBONE_B,ACTIVE,10896,10985,90
1H,BACKBONE_B,FLATTENING,10986,10996,11
1H,BACKBONE_B,LOST,10997,11000,4
1H,BACKBONE_B,TRANSITION,11001,11001,1
1H,BACKBONE_B,FLATTENING,11002,11015,14
1H,BACKBONE_B,ACTIVE,11016,11032,17
1H,BACKBONE_B,FLATTENING,11033,11036,4
1H,BACKBONE_B,TRANSITION,11037,11037,1
1H,BACKBONE_B,LOST,11038,11040,3
1H,BACKBONE_B,FLATTENING,11041,11046,6
1H,BACKBONE_B,TRANSITION,11047,11047,1
1H,BACKBONE_B,LOST,11048,11053,6
1H,BACKBONE_B,FLATTENING,11054,11055,2
1H,BACKBONE_B,ACTIVE,11056,11105,50
1H,BACKBONE_B,FLATTENING,11106,11107,2
1H,BACKBONE_B,ACTIVE,11108,11108,1
1H,BACKBONE_B,FLATTENING,11109,11118,10
1H,BACKBONE_B,TRANSITION,11119,11119,1
1H,BACKBONE_B,FLATTENING,11120,11127,8
1H,BACKBONE_B,ACTIVE,11128,11162,35
1H,BACKBONE_B,FLATTENING,11163,11173,11
1H,BACKBONE_B,LOST,11174,11186,13
1H,BACKBONE_B,FLATTENING,11187,11188,2
1H,BACKBONE_B,ACTIVE,11189,11197,9
1H,BACKBONE_B,TRANSITION,11198,11198,1
1H,BACKBONE_B,FLATTENING,11199,11206,8
1H,BACKBONE_B,ACTIVE,11207,11268,62
1H,BACKBONE_B,FLATTENING,11269,11274,6
1H,BACKBONE_B,TRANSITION,11275,11275,1
1H,BACKBONE_B,LOST,11276,11277,2
1H,BACKBONE_B,FLATTENING,11278,11290,13
1H,BACKBONE_B,ACTIVE,11291,11399,109
1H,BACKBONE_B,FLATTENING,11400,11411,12
1H,BACKBONE_B,TRANSITION,11412,11412,1
1H,BACKBONE_B,FLATTENING,11413,11423,11
1H,BACKBONE_B,ACTIVE,11424,11465,42
1H,BACKBONE_B,FLATTENING,11466,11473,8
1H,BACKBONE_B,TRANSITION,11474,11474,1
1H,BACKBONE_B,LOST,11475,11475,1
1H,BACKBONE_B,FLATTENING,11476,11485,10
1H,BACKBONE_B,TRANSITION,11486,11486,1
1H,BACKBONE_B,LOST,11487,11492,6
1H,BACKBONE_B,FLATTENING,11493,11493,1
1H,BACKBONE_B,ACTIVE,11494,11519,26
1H,BACKBONE_B,FLATTENING,11520,11524,5
1H,BACKBONE_B,TRANSITION,11525,11525,1
1H,BACKBONE_B,LOST,11526,11526,1
1H,BACKBONE_B,FLATTENING,11527,11536,10
1H,BACKBONE_B,ACTIVE,11537,11596,60
1H,BACKBONE_B,FLATTENING,11597,11598,2
1H,BACKBONE_B,TRANSITION,11599,11599,1
1H,BACKBONE_B,LOST,11600,11600,1
1H,BACKBONE_B,FLATTENING,11601,11612,12
1H,BACKBONE_B,ACTIVE,11613,12391,779
1H,BACKBONE_B,FLATTENING,12392,12396,5
1H,BACKBONE_B,TRANSITION,12397,12397,1
1H,BACKBONE_B,FLATTENING,12398,12406,9
1H,BACKBONE_B,ACTIVE,12407,12460,54
1H,BACKBONE_B,FLATTENING,12461,12466,6
1H,BACKBONE_B,LOST,12467,12467,1
1H,BACKBONE_B,TRANSITION,12468,12468,1
1H,BACKBONE_B,FLATTENING,12469,12488,20
1H,BACKBONE_B,TRANSITION,12489,12489,1
1H,BACKBONE_B,LOST,12490,12494,5
1H,BACKBONE_B,FLATTENING,12495,12506,12
1H,BACKBONE_B,TRANSITION,12507,12507,1
1H,BACKBONE_B,LOST,12508,12514,7
1H,BACKBONE_B,FLATTENING,12515,12515,1
1H,BACKBONE_B,TRANSITION,12516,12516,1
1H,BACKBONE_B,FLATTENING,12517,12524,8
1H,BACKBONE_B,ACTIVE,12525,12570,46
1H,BACKBONE_B,FLATTENING,12571,12580,10
1H,BACKBONE_B,ACTIVE,12581,12588,8
1H,BACKBONE_B,FLATTENING,12589,12597,9
1H,BACKBONE_B,ACTIVE,12598,12935,338
1H,BACKBONE_C,ACTIVE,0,21,22
1H,BACKBONE_C,FLATTENING,22,35,14
1H,BACKBONE_C,LOST,36,38,3
1H,BACKBONE_C,FLATTENING,39,40,2
1H,BACKBONE_C,ACTIVE,41,136,96
1H,BACKBONE_C,FLATTENING,137,148,12
1H,BACKBONE_C,LOST,149,149,1
1H,BACKBONE_C,TRANSITION,150,151,2
1H,BACKBONE_C,FLATTENING,152,161,10
1H,BACKBONE_C,ACTIVE,162,170,9
1H,BACKBONE_C,FLATTENING,171,172,2
1H,BACKBONE_C,TRANSITION,173,173,1
1H,BACKBONE_C,LOST,174,179,6
1H,BACKBONE_C,FLATTENING,180,189,10
1H,BACKBONE_C,ACTIVE,190,223,34
1H,BACKBONE_C,FLATTENING,224,236,13
1H,BACKBONE_C,LOST,237,244,8
1H,BACKBONE_C,TRANSITION,245,246,2
1H,BACKBONE_C,FLATTENING,247,255,9
1H,BACKBONE_C,ACTIVE,256,268,13
1H,BACKBONE_C,FLATTENING,269,276,8
1H,BACKBONE_C,TRANSITION,277,278,2
1H,BACKBONE_C,LOST,279,280,2
1H,BACKBONE_C,FLATTENING,281,295,15
1H,BACKBONE_C,TRANSITION,296,298,3
1H,BACKBONE_C,FLATTENING,299,304,6
1H,BACKBONE_C,ACTIVE,305,364,60
1H,BACKBONE_C,FLATTENING,365,388,24
1H,BACKBONE_C,ACTIVE,389,392,4
1H,BACKBONE_C,FLATTENING,393,397,5
1H,BACKBONE_C,TRANSITION,398,399,2
1H,BACKBONE_C,LOST,400,401,2
1H,BACKBONE_C,FLATTENING,402,407,6
1H,BACKBONE_C,ACTIVE,408,476,69
1H,BACKBONE_C,FLATTENING,477,479,3
1H,BACKBONE_C,TRANSITION,480,481,2
1H,BACKBONE_C,FLATTENING,482,489,8
1H,BACKBONE_C,ACTIVE,490,667,178
1H,BACKBONE_C,FLATTENING,668,679,12
1H,BACKBONE_C,LOST,680,682,3
1H,BACKBONE_C,TRANSITION,683,684,2
1H,BACKBONE_C,FLATTENING,685,698,14
1H,BACKBONE_C,ACTIVE,699,710,12
1H,BACKBONE_C,FLATTENING,711,721,11
1H,BACKBONE_C,TRANSITION,722,723,2
1H,BACKBONE_C,FLATTENING,724,739,16
1H,BACKBONE_C,ACTIVE,740,1035,296
1H,BACKBONE_C,FLATTENING,1036,1047,12
1H,BACKBONE_C,ACTIVE,1048,1144,97
1H,BACKBONE_C,FLATTENING,1145,1159,15
1H,BACKBONE_C,LOST,1160,1165,6
1H,BACKBONE_C,TRANSITION,1166,1167,2
1H,BACKBONE_C,FLATTENING,1168,1170,3
1H,BACKBONE_C,ACTIVE,1171,1188,18
1H,BACKBONE_C,FLATTENING,1189,1198,10
1H,BACKBONE_C,LOST,1199,1204,6
1H,BACKBONE_C,TRANSITION,1205,1206,2
1H,BACKBONE_C,FLATTENING,1207,1217,11
1H,BACKBONE_C,ACTIVE,1218,1395,178
1H,BACKBONE_C,FLATTENING,1396,1407,12
1H,BACKBONE_C,ACTIVE,1408,1551,144
1H,BACKBONE_C,FLATTENING,1552,1561,10
1H,BACKBONE_C,TRANSITION,1562,1563,2
1H,BACKBONE_C,FLATTENING,1564,1572,9
1H,BACKBONE_C,TRANSITION,1573,1573,1
1H,BACKBONE_C,LOST,1574,1578,5
1H,BACKBONE_C,FLATTENING,1579,1593,15
1H,BACKBONE_C,TRANSITION,1594,1594,1
1H,BACKBONE_C,LOST,1595,1598,4
1H,BACKBONE_C,TRANSITION,1599,1600,2
1H,BACKBONE_C,LOST,1601,1610,10
1H,BACKBONE_C,ACTIVE,1611,1643,33
1H,BACKBONE_C,TRANSITION,1644,1644,1
1H,BACKBONE_C,LOST,1645,1648,4
1H,BACKBONE_C,FLATTENING,1649,1658,10
1H,BACKBONE_C,ACTIVE,1659,1705,47
1H,BACKBONE_C,FLATTENING,1706,1712,7
1H,BACKBONE_C,TRANSITION,1713,1714,2
1H,BACKBONE_C,FLATTENING,1715,1725,11
1H,BACKBONE_C,ACTIVE,1726,1885,160
1H,BACKBONE_C,FLATTENING,1886,1889,4
1H,BACKBONE_C,TRANSITION,1890,1890,1
1H,BACKBONE_C,LOST,1891,1892,2
1H,BACKBONE_C,FLATTENING,1893,1901,9
1H,BACKBONE_C,ACTIVE,1902,2101,200
1H,BACKBONE_C,FLATTENING,2102,2118,17
1H,BACKBONE_C,LOST,2119,2121,3
1H,BACKBONE_C,TRANSITION,2122,2123,2
1H,BACKBONE_C,FLATTENING,2124,2136,13
1H,BACKBONE_C,ACTIVE,2137,2311,175
1H,BACKBONE_C,FLATTENING,2312,2314,3
1H,BACKBONE_C,TRANSITION,2315,2315,1
1H,BACKBONE_C,LOST,2316,2317,2
1H,BACKBONE_C,FLATTENING,2318,2335,18
1H,BACKBONE_C,ACTIVE,2336,2342,7
1H,BACKBONE_C,TRANSITION,2343,2343,1
1H,BACKBONE_C,LOST,2344,2346,3
1H,BACKBONE_C,FLATTENING,2347,2357,11
1H,BACKBONE_C,ACTIVE,2358,2405,48
