source_row_id,status,reason,tolerance,absolute_difference,key_section,key_episode_view,key_symbol,key_event_family,key_side,key_scale,key_representation,key_field,key_metric,committed_value,reconstructed_value,committed_event_n,reconstructed_event_n,committed_control_n,reconstructed_control_n
EXP027_TRANSFER_02730,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,FIXED_8,w8_range_atr,mean_event_minus_control,,,0,0,0,0
EXP027_TRANSFER_02731,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,FIXED_8,w8_range_atr,mean_event_minus_control,-0.8754719543,-0.8754719543,4,4,4,4
EXP027_TRANSFER_02732,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,FIXED_8,w8_range_atr,equal_symbol_mean_contrast,0.6432484156,0.6432484156,3,3,,
EXP027_TRANSFER_02733,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,FIXED_8,w32_range_atr,mean_event_minus_control,1.472268386,1.472268386,6,6,6,6
EXP027_TRANSFER_02734,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,FIXED_8,w32_range_atr,mean_event_minus_control,1.391976086,1.391976086,3,3,3,3
EXP027_TRANSFER_02735,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,FIXED_8,w32_range_atr,mean_event_minus_control,,,0,0,0,0
EXP027_TRANSFER_02736,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,FIXED_8,w32_range_atr,mean_event_minus_control,-0.6400362928,-0.6400362928,4,4,4,4
EXP027_TRANSFER_02737,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,FIXED_8,w32_range_atr,equal_symbol_mean_contrast,0.7414027267,0.7414027267,3,3,,
EXP027_TRANSFER_02738,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,displacement_atr,mean_event_minus_control,1.161016243,1.161016243,6,6,6,6
EXP027_TRANSFER_02739,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,displacement_atr,mean_event_minus_control,0.6938773757,0.6938773757,3,3,3,3
EXP027_TRANSFER_02740,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,displacement_atr,mean_event_minus_control,,,0,0,0,0
EXP027_TRANSFER_02741,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,displacement_atr,mean_event_minus_control,0.05767953518,0.05767953518,4,4,4,4
EXP027_TRANSFER_02742,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,displacement_atr,equal_symbol_mean_contrast,0.6375243847,0.6375243847,3,3,,
EXP027_TRANSFER_02743,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,range_atr,mean_event_minus_control,1.518446273,1.518446273,6,6,6,6
EXP027_TRANSFER_02744,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,range_atr,mean_event_minus_control,1.376598811,1.376598811,3,3,3,3
EXP027_TRANSFER_02745,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,range_atr,mean_event_minus_control,,,0,0,0,0
EXP027_TRANSFER_02746,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,range_atr,mean_event_minus_control,0.1008957038,0.1008957038,4,4,4,4
EXP027_TRANSFER_02747,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,range_atr,equal_symbol_mean_contrast,0.9986469294,0.9986469294,3,3,,
EXP027_TRANSFER_02748,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,efficiency,mean_event_minus_control,0.1829020193,0.1829020193,6,6,6,6
EXP027_TRANSFER_02749,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,efficiency,mean_event_minus_control,-0.003946368663,-0.003946368663,3,3,3,3
EXP027_TRANSFER_02750,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,efficiency,mean_event_minus_control,,,0,0,0,0
EXP027_TRANSFER_02751,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,efficiency,mean_event_minus_control,-0.1172047767,-0.1172047767,4,4,4,4
EXP027_TRANSFER_02752,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,efficiency,equal_symbol_mean_contrast,0.02058362466,0.02058362466,3,3,,
EXP027_TRANSFER_02753,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,close_location,mean_event_minus_control,0.1913086454,0.1913086454,6,6,6,6
EXP027_TRANSFER_02754,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,close_location,mean_event_minus_control,0.0139605054,0.0139605054,3,3,3,3
EXP027_TRANSFER_02755,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,close_location,mean_event_minus_control,,,0,0,0,0
EXP027_TRANSFER_02756,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,close_location,mean_event_minus_control,-0.1396966514,-0.1396966514,4,4,4,4
EXP027_TRANSFER_02757,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,close_location,equal_symbol_mean_contrast,0.02185749979,0.02185749979,3,3,,
EXP027_TRANSFER_02758,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,recent_slope_atr,mean_event_minus_control,0.4371938633,0.4371938633,6,6,6,6
EXP027_TRANSFER_02759,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,recent_slope_atr,mean_event_minus_control,0.06878471026,0.06878471026,3,3,3,3
EXP027_TRANSFER_02760,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,recent_slope_atr,mean_event_minus_control,,,0,0,0,0
EXP027_TRANSFER_02761,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,recent_slope_atr,mean_event_minus_control,-0.2726096582,-0.2726096582,4,4,4,4
EXP027_TRANSFER_02762,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,recent_slope_atr,equal_symbol_mean_contrast,0.07778963844,0.07778963844,3,3,,
EXP027_TRANSFER_02763,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,age_bars,mean_event_minus_control,1.166666667,1.166666667,6,6,6,6
EXP027_TRANSFER_02764,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,age_bars,mean_event_minus_control,0.6666666667,0.6666666667,3,3,3,3
EXP027_TRANSFER_02765,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,age_bars,mean_event_minus_control,,,0,0,0,0
EXP027_TRANSFER_02766,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,age_bars,mean_event_minus_control,0.25,0.25,4,4,4,4
EXP027_TRANSFER_02767,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,age_bars,equal_symbol_mean_contrast,0.6944444444,0.6944444444,3,3,,
EXP027_TRANSFER_02768,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,origin_disagreement_bars,mean_event_minus_control,1.166666667,1.166666667,6,6,6,6
EXP027_TRANSFER_02769,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,origin_disagreement_bars,mean_event_minus_control,0.6666666667,0.6666666667,3,3,3,3
EXP027_TRANSFER_02770,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,origin_disagreement_bars,mean_event_minus_control,,,0,0,0,0
EXP027_TRANSFER_02771,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,origin_disagreement_bars,mean_event_minus_control,0.25,0.25,4,4,4,4
EXP027_TRANSFER_02772,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,origin_disagreement_bars,equal_symbol_mean_contrast,0.6944444444,0.6944444444,3,3,,
EXP027_TRANSFER_02773,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_displacement_atr,mean_event_minus_control,1.332154298,1.332154298,6,6,6,6
EXP027_TRANSFER_02774,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_displacement_atr,mean_event_minus_control,0.2302095542,0.2302095542,3,3,3,3
EXP027_TRANSFER_02775,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_displacement_atr,mean_event_minus_control,,,0,0,0,0
EXP027_TRANSFER_02776,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_displacement_atr,mean_event_minus_control,0.5242537131,0.5242537131,4,4,4,4
EXP027_TRANSFER_02777,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_displacement_atr,equal_symbol_mean_contrast,0.6955391884,0.6955391884,3,3,,
EXP027_TRANSFER_02778,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_displacement_atr,mean_event_minus_control,1.298137346,1.298137346,6,6,6,6
EXP027_TRANSFER_02779,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_displacement_atr,mean_event_minus_control,1.393229415,1.393229415,3,3,3,3
EXP027_TRANSFER_02780,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_displacement_atr,mean_event_minus_control,,,0,0,0,0
EXP027_TRANSFER_02781,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_displacement_atr,mean_event_minus_control,-1.311043507,-1.311043507,4,4,4,4
EXP027_TRANSFER_02782,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_displacement_atr,equal_symbol_mean_contrast,0.4601077515,0.4601077515,3,3,,
EXP027_TRANSFER_02783,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_displacement_atr,mean_event_minus_control,3.3206119,3.3206119,6,6,6,6
EXP027_TRANSFER_02784,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_displacement_atr,mean_event_minus_control,2.436923376,2.436923376,3,3,3,3
EXP027_TRANSFER_02785,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_displacement_atr,mean_event_minus_control,,,0,0,0,0
EXP027_TRANSFER_02786,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_displacement_atr,mean_event_minus_control,-0.1184116695,-0.1184116695,4,4,4,4
EXP027_TRANSFER_02787,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_displacement_atr,equal_symbol_mean_contrast,1.879707869,1.879707869,3,3,,
EXP027_TRANSFER_02788,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_range_atr,mean_event_minus_control,1.211548782,1.211548782,6,6,6,6
EXP027_TRANSFER_02789,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_range_atr,mean_event_minus_control,1.059026346,1.059026346,3,3,3,3
EXP027_TRANSFER_02790,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_range_atr,mean_event_minus_control,,,0,0,0,0
EXP027_TRANSFER_02791,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_range_atr,mean_event_minus_control,-1.424134536,-1.424134536,4,4,4,4
EXP027_TRANSFER_02792,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w4_range_atr,equal_symbol_mean_contrast,0.2821468641,0.2821468641,3,3,,
EXP027_TRANSFER_02793,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_range_atr,mean_event_minus_control,1.210030619,1.210030619,6,6,6,6
EXP027_TRANSFER_02794,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_range_atr,mean_event_minus_control,1.595186582,1.595186582,3,3,3,3
EXP027_TRANSFER_02795,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_range_atr,mean_event_minus_control,,,0,0,0,0
EXP027_TRANSFER_02796,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_range_atr,mean_event_minus_control,-0.8754719543,-0.8754719543,4,4,4,4
EXP027_TRANSFER_02797,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w8_range_atr,equal_symbol_mean_contrast,0.6432484156,0.6432484156,3,3,,
EXP027_TRANSFER_02798,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_range_atr,mean_event_minus_control,1.472268386,1.472268386,6,6,6,6
EXP027_TRANSFER_02799,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_range_atr,mean_event_minus_control,1.391976086,1.391976086,3,3,3,3
EXP027_TRANSFER_02800,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_range_atr,mean_event_minus_control,,,0,0,0,0
EXP027_TRANSFER_02801,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_range_atr,mean_event_minus_control,-0.6400362928,-0.6400362928,4,4,4,4
EXP027_TRANSFER_02802,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,DIRECTION_RUN,w32_range_atr,equal_symbol_mean_contrast,0.7414027267,0.7414027267,3,3,,
EXP027_TRANSFER_02803,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,displacement_atr,mean_event_minus_control,-0.02997045417,-0.02997045417,6,6,6,6
EXP027_TRANSFER_02804,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,displacement_atr,mean_event_minus_control,0.69554664,0.69554664,1,1,1,1
EXP027_TRANSFER_02805,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,displacement_atr,mean_event_minus_control,,,0,0,0,0
EXP027_TRANSFER_02806,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,displacement_atr,mean_event_minus_control,-0.2438984787,-0.2438984787,4,4,4,4
EXP027_TRANSFER_02807,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,displacement_atr,equal_symbol_mean_contrast,0.1405592357,0.1405592357,3,3,,
EXP027_TRANSFER_02808,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,range_atr,mean_event_minus_control,0.4129689763,0.4129689763,6,6,6,6
EXP027_TRANSFER_02809,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,range_atr,mean_event_minus_control,1.868027177,1.868027177,1,1,1,1
EXP027_TRANSFER_02810,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,range_atr,mean_event_minus_control,,,0,0,0,0
EXP027_TRANSFER_02811,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,XRPUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,range_atr,mean_event_minus_control,-0.7337678275,-0.7337678275,4,4,4,4
EXP027_TRANSFER_02812,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,transfer_view,8H,POOLED_EQUAL_SYMBOL,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,range_atr,equal_symbol_mean_contrast,0.5157427753,0.5157427753,3,3,,
EXP027_TRANSFER_02813,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,BTCUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,efficiency,mean_event_minus_control,0.07948248015,0.07948248015,6,6,6,6
EXP027_TRANSFER_02814,MATCH,NUMERIC_AND_SUPPORT_WITHIN_FIXED_TOLERANCE,1e-09,0,event_control,8H,ETHUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,efficiency,mean_event_minus_control,-0.1256301473,-0.1256301473,1,1,1,1
EXP027_TRANSFER_02815,MATCH,EMPTY_VALUE_AND_SUPPORT_IDENTICAL,1e-09,,event_control,8H,SOLUSDT,JOINT,FUNDING_LOW|OI_CONTRACTION_SHOCK,15m,ATR_ORIGIN,efficiency,mean_event_minus_control,,,0,0,0,0
