trade_id,combo_id,scope,ref_time,ref_idx,ref_open,ref_close,ref_mid,ref_body_low,ref_body_high
ENTRY_A_STOP_A_EXIT_A_TRAIN_0016,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-12-13 20:00:00,995,0.6449,0.6681,0.6565000000000001,0.6449,0.6681
ENTRY_A_STOP_A_EXIT_A_TRAIN_0016,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-12-13 20:00:00,995,0.6449,0.6681,0.6565000000000001,0.6449,0.6681
ENTRY_A_STOP_A_EXIT_A_TRAIN_0016,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-12-13 20:00:00,995,0.6449,0.6681,0.6565000000000001,0.6449,0.6681
ENTRY_A_STOP_A_EXIT_A_TRAIN_0016,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-12-13 20:00:00,995,0.6449,0.6681,0.6565000000000001,0.6449,0.6681
ENTRY_A_STOP_A_EXIT_A_TRAIN_0019,ENTRY_A_STOP_A_EXIT_A,TRAIN,2023-12-24 16:00:00,1060,0.6157,0.6185,0.6171,0.6157,0.6185
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-17 04:00:00,1201,0.5352,0.5284,0.5318,0.5284,0.5352
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-17 04:00:00,1201,0.5352,0.5284,0.5318,0.5284,0.5352
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-17 12:00:00,1203,0.5326,0.5264,0.5295,0.5264,0.5326
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-17 12:00:00,1203,0.5326,0.5264,0.5295,0.5264,0.5326
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-17 12:00:00,1203,0.5326,0.5264,0.5295,0.5264,0.5326
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-17 12:00:00,1203,0.5326,0.5264,0.5295,0.5264,0.5326
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-18 00:00:00,1206,0.5283,0.5212,0.52475,0.5212,0.5283
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-18 08:00:00,1208,0.5253,0.5174,0.52135,0.5174,0.5253
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-18 08:00:00,1208,0.5253,0.5174,0.52135,0.5174,0.5253
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-18 08:00:00,1208,0.5253,0.5174,0.52135,0.5174,0.5253
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-18 16:00:00,1210,0.5204,0.4993,0.50985,0.4993,0.5204
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-18 16:00:00,1210,0.5204,0.4993,0.50985,0.4993,0.5204
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-18 16:00:00,1210,0.5204,0.4993,0.50985,0.4993,0.5204
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-18 16:00:00,1210,0.5204,0.4993,0.50985,0.4993,0.5204
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-19 12:00:00,1215,0.5009,0.4887,0.4948,0.4887,0.5009
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-19 12:00:00,1215,0.5009,0.4887,0.4948,0.4887,0.5009
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-19 12:00:00,1215,0.5009,0.4887,0.4948,0.4887,0.5009
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-19 12:00:00,1215,0.5009,0.4887,0.4948,0.4887,0.5009
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-19 12:00:00,1215,0.5009,0.4887,0.4948,0.4887,0.5009
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-19 12:00:00,1215,0.5009,0.4887,0.4948,0.4887,0.5009
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-19 12:00:00,1215,0.5009,0.4887,0.4948,0.4887,0.5009
ENTRY_A_STOP_A_EXIT_A_TRAIN_0023,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-01-19 12:00:00,1215,0.5009,0.4887,0.4948,0.4887,0.5009
ENTRY_A_STOP_A_EXIT_A_TRAIN_0024,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-02-07 04:00:00,1327,0.489,0.4832,0.4861,0.4832,0.489
ENTRY_A_STOP_A_EXIT_A_TRAIN_0024,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-02-07 04:00:00,1327,0.489,0.4832,0.4861,0.4832,0.489
ENTRY_A_STOP_A_EXIT_A_TRAIN_0024,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-02-07 04:00:00,1327,0.489,0.4832,0.4861,0.4832,0.489
ENTRY_A_STOP_A_EXIT_A_TRAIN_0024,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-02-07 04:00:00,1327,0.489,0.4832,0.4861,0.4832,0.489
ENTRY_A_STOP_A_EXIT_A_TRAIN_0025,ENTRY_A_STOP_A_EXIT_A,TRAIN,2024-02-14 04:00:00,1369,0.5463,0.5523,0.5493,0.5463,0.5523
