entry_variant,signals,executed_trades,blocked_by_context,blocked_by_late_entry,blocked_by_chop,long_trades,short_trades,profit_factor,total_return,max_drawdown,win_rate,average_trade,median_trade,average_mfe,average_mae,median_mfe,median_mae,mfe_3b,mfe_6b,mfe_12b,mfe_24b,mae_3b,mae_6b,mae_12b,mae_24b,plus1_before_minus1,plus2_before_minus1,bad_entry_share,late_entry_share,good_entry_bad_exit_share,stop_out_rate,average_distance_to_ema27_at_entry,average_move_already_completed_before_entry,top1_profit_share,result_without_top1,cost_mult
ENTRY_A,62,12,1,38,33,6,6,1.1128340590330936,0.008893777988595808,-0.08926072605817792,0.4166666666666667,0.0013046274383577113,-0.011321874352455488,1.2948183703565839,-0.9229387308894363,0.483885178110564,-0.8239311205472958,1.0739155936164766,1.3161802111353365,1.4018028766184727,1.9040093882956892,-0.7513203915885853,-1.0309559835320834,-2.059541495163281,-2.4536863967765288,0.4166666666666667,0.3333333333333333,0.5833333333333334,0.0,0.0,0.4166666666666667,0.14063199003429633,-0.8239150490200129,0.6480910899164787,-0.08288029899797045,1.0
ENTRY_T1,376,60,0,71,220,23,37,1.7612732544256866,0.42136870286911177,-0.14384902885579953,0.4666666666666667,0.007921091677161948,-0.005008481580256876,1.9807972304361787,-0.804984717927274,1.09360960037578,-0.6069727629088921,1.0336197507302676,1.493397988788248,2.519088896040901,3.7281370758076506,-0.7501750315655865,-1.2354810615300698,-1.9007714523808314,-2.620213171345896,0.6,0.4666666666666667,0.4666666666666667,0.0,0.03333333333333333,0.4,0.47437701047011543,-0.20784930484280253,0.4724585687104321,-0.0645817763123705,1.0
ENTRY_T2,295,57,0,76,153,20,37,1.504202782168608,0.2524452428461508,-0.14384902885579964,0.43859649122807015,0.0061224350798271335,-0.004582216616208628,2.0434154123683554,-0.9503106921863719,1.0307784952274066,-0.7872372881355945,0.8999725706536179,1.3628952242558243,1.9509572578989636,3.353954592768141,-0.7844193038196234,-1.327614800464576,-2.069608736475474,-2.963226184275731,0.5087719298245614,0.40350877192982454,0.47368421052631576,0.0,0.03508771929824561,0.3508771929824561,0.726525092549897,0.2068620874790278,0.49825221018243104,-0.175339065397494,1.0
ENTRY_T3,12,1,0,10,9,0,1,999.0,0.0060249140963926084,0.0,1.0,0.006024914096392643,0.006024914096392643,1.69089244851259,-0.10315789473683873,1.69089244851259,-0.10315789473683873,1.69089244851259,1.69089244851259,1.69089244851259,1.69089244851259,-0.10315789473683873,-0.8399999999999966,-2.9864530892448458,-6.254187643020608,1.0,0.0,0.0,0.0,0.0,0.0,1.115761378308525,0.7368421052631579,1.0,0.0,1.0
ENTRY_T4,176,35,0,46,94,13,22,1.8363189349756825,0.30476188444846897,-0.1737633001451271,0.45714285714285713,0.010937827824718803,-0.008266791833796357,2.247549699446194,-1.035480909743717,0.825148894668402,-0.8961495422177008,0.823386076291608,1.1599427606394859,1.9202270451885726,3.300849867253084,-0.9405515424895303,-1.313229424648925,-2.169847209855027,-2.8414139475153255,0.4857142857142857,0.37142857142857144,0.5142857142857142,0.0,0.0,0.4,0.8042334585488148,0.358120728740921,0.6171263897779066,-0.140891658769968,1.0
