scope,entry_variant,avg_distance_to_ema27_atr,median_distance_to_ema27_atr,avg_move5_atr,median_move5_atr
DEVELOPMENT,ENTRY_A,0.14063199003429636,0.15637653223983464,-0.8239150490200129,-0.853360811667734
DEVELOPMENT,ENTRY_T1,0.47437701047011555,0.4741100111335188,-0.20784930484280253,-0.12098557354681641
DEVELOPMENT,ENTRY_T2,0.726525092549897,0.6650287879189541,0.2068620874790278,0.254876462938884
DEVELOPMENT,ENTRY_T3,1.115761378308525,1.115761378308525,0.7368421052631579,0.7368421052631579
DEVELOPMENT,ENTRY_T4,0.8042334585488149,0.8131315657823084,0.3581207287409211,0.34269258459323393
VALIDATION,ENTRY_T1,0.476164498533003,0.46001809435437413,-0.05666038819702475,-0.14702450408401588
VALIDATION,ENTRY_T4,0.7225096989816039,0.662088547780772,0.2316556396317671,0.3708609271523141
