scope,exit_variant,cost_mult,trades,long_trades,short_trades,win_rate,average_trade,median_trade,profit_factor,total_return,max_drawdown,avg_bars_held,median_bars_held,avg_mfe_atr,avg_mae_atr,realized_profit_to_mfe,median_mfe_capture,mean_mfe_capture,giveback_from_mfe_atr,good_entry_bad_exit_share,early_exit_share,late_exit_share,stop_exit_share,ema_exit_share,giveback_exit_share,break_even_exit_share,long_total_return,short_total_return
REUSED_TEMPORAL_TEST,EXIT_R2,3.0,21,7,14,0.38095238095238093,0.003973832822150107,-0.015324406651150264,1.1984422071918184,0.047973988038436444,-0.2073489404265636,7.809523809523809,5.0,1.53521770270765,-1.2852420589090963,-3.978295921205565,-0.7439920184573091,-3.978295921205565,1.4857071895189566,0.0,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855,0.0,-0.0837885234625726,0.14381233467951038
REUSED_TEMPORAL_TEST,EXIT_R3,1.0,21,7,14,0.38095238095238093,-0.0034898635897238524,-0.012601570767621756,0.8140946783219605,-0.08868033153237131,-0.18085143425136174,8.380952380952381,5.0,1.649136697807803,-1.5348432636309948,-4.0332234165011664,-0.7439920184573091,-4.0332234165011664,2.0016454733243165,0.047619047619047616,0.0,0.0,0.6190476190476191,0.0,0.38095238095238093,0.0,-0.0574531306210142,-0.0331306611117721
REUSED_TEMPORAL_TEST,EXIT_R3,2.0,21,7,14,0.38095238095238093,-0.00548986358972385,-0.014601570767621756,0.7256489100679968,-0.12639601815841062,-0.19419547825232575,8.380952380952381,5.0,1.649136697807803,-1.5348432636309948,-4.0332234165011664,-0.7439920184573091,-4.0332234165011664,2.0016454733243165,0.047619047619047616,0.0,0.0,0.6190476190476191,0.0,0.38095238095238093,0.0,-0.07070074750150257,-0.05993254649368007
REUSED_TEMPORAL_TEST,EXIT_R3,3.0,21,7,14,0.3333333333333333,-0.007489863589723851,-0.016601570767621754,0.6486925117876275,-0.16262231823841222,-0.20734894042656338,8.380952380952381,5.0,1.649136697807803,-1.5348432636309948,-4.0332234165011664,-0.7439920184573091,-4.0332234165011664,2.0016454733243165,0.047619047619047616,0.0,0.0,0.6190476190476191,0.0,0.38095238095238093,0.0,-0.0837885234625726,-0.08604322996888325
REUSED_TEMPORAL_TEST,EXIT_R4,1.0,21,7,14,0.2857142857142857,-0.005297631191775726,-0.01260743181939387,0.7141022735295103,-0.12158847208019374,-0.178257185430999,11.047619047619047,6.0,1.8216995048240354,-1.2413820634811046,-3.9775588575136283,-0.7439920184573091,-3.9775588575136283,2.1022227812207848,0.09523809523809523,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,-0.09121356611391052,-0.03342359088305935
REUSED_TEMPORAL_TEST,EXIT_R4,2.0,21,7,14,0.2857142857142857,-0.007297631191775723,-0.01460743181939387,0.6343576056857033,-0.15800211634688044,-0.190018090896382,11.047619047619047,6.0,1.8216995048240354,-1.2413820634811046,-3.9775588575136283,-0.7439920184573091,-3.9775588575136283,2.1022227812207848,0.09523809523809523,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,-0.10404502379890479,-0.06022299555359045
REUSED_TEMPORAL_TEST,EXIT_R4,3.0,21,7,14,0.2857142857142857,-0.009297631191775723,-0.01660743181939387,0.5652662499695028,-0.19297540713848194,-0.2151646284177755,11.047619047619047,6.0,1.8216995048240354,-1.2413820634811046,-3.9775588575136283,-0.7439920184573091,-3.9775588575136283,2.1022227812207848,0.09523809523809523,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,-0.11672092268158707,-0.08633113408323789
REUSED_TEMPORAL_TEST,EXIT_R5,1.0,21,7,14,0.38095238095238093,0.004493766599945881,-0.011324406651150264,1.2677650020121944,0.07085762671748519,-0.1442461845215448,7.666666666666667,5.0,1.5822806372017424,-1.1437899792008481,-3.874751656171407,-0.7439920184573091,-3.874751656171407,1.6132137037443872,0.0,0.0,0.0,0.47619047619047616,0.19047619047619047,0.3333333333333333,0.0,-0.015333587258153814,0.08753341523616687
REUSED_TEMPORAL_TEST,EXIT_R5,2.0,21,7,14,0.38095238095238093,0.0024937665999458817,-0.013324406651150264,1.1383842393956367,0.026859501142485476,-0.15811055001420604,7.666666666666667,5.0,1.5822806372017424,-1.1437899792008481,-3.874751656171407,-0.7439920184573091,-3.874751656171407,1.6132137037443872,0.0,0.0,0.0,0.47619047619047616,0.19047619047619047,0.3333333333333333,0.0,-0.029085571695071533,0.05762101294058253
REUSED_TEMPORAL_TEST,EXIT_R5,3.0,21,7,14,0.38095238095238093,0.000493766599945882,-0.015324406651150264,1.0256386360805059,-0.015413767038586657,-0.1717779816704582,7.666666666666667,5.0,1.5822806372017424,-1.1437899792008481,-3.874751656171407,-0.7439920184573091,-3.874751656171407,1.6132137037443872,0.0,0.0,0.0,0.47619047619047616,0.19047619047619047,0.3333333333333333,0.0,-0.04267267525904961,0.028473968637465763
