case_id,start_time,end_time,direction,duration_bars,net_return_pct,start_first1_direction_score,start_first3_direction_score,start_first5_direction_score,start_directional_candle_share_5,start_avg_body,start_max_body,start_avg_body_vs_prev10,start_max_body_vs_prev10,start_consecutive_directional_closes_5,start_updates_prev10_extreme,start_first_pullback_depth_pct,start_acceleration,start_compression,dev_impulse_expansions,dev_pullback_count,dev_avg_pullback_depth_pct,dev_max_pullback_depth_pct,dev_extreme_update_count,dev_directional_bar_share,dev_tempo_change_ratio,end_first_strong_counter_time,end_active_reference_time,end_first_reference_overlap_time,end_max_reference_overlap_ratio,end_full_reference_body_overlap,end_failed_continuation_attempts,end_extreme_lost_after_end,end_type,abs_net_return_pct,cluster_id,cluster_distance,cluster_margin_to_next,borderline,norm_duration_bars,norm_net_return_pct,norm_abs_net_return_pct,norm_start_first1_direction_score,norm_start_first3_direction_score,norm_start_first5_direction_score,norm_start_avg_body_vs_prev10,norm_start_max_body_vs_prev10,norm_start_consecutive_directional_closes_5,norm_start_updates_prev10_extreme,norm_start_first_pullback_depth_pct,norm_start_acceleration,norm_start_compression,norm_dev_impulse_expansions,norm_dev_pullback_count,norm_dev_avg_pullback_depth_pct,norm_dev_max_pullback_depth_pct,norm_dev_extreme_update_count,norm_dev_directional_bar_share,norm_dev_tempo_change_ratio,norm_end_max_reference_overlap_ratio,norm_end_full_reference_body_overlap,norm_end_failed_continuation_attempts,norm_end_extreme_lost_after_end
31,2023-10-20 08:00,2023-10-21 12:00,UP,8,4.717700,1.000000,1.000000,0.600000,0.600000,0.000820,0.002000,0.616541,1.503759,2,1,0.362903,1,0,4,1,0.362903,0.362903,2,0.750000,3.090909,2023-10-23 04:00,2023-10-21 12:00,2023-10-21 20:00,1.393939,0,1,0,pause,4.717700,3,3.475479,1.174668,0,0.529209,0.264654,-0.463812,0.252646,1.390829,-0.806419,-0.956697,-0.637684,-0.085592,0.816497,-0.625572,0.403473,-0.850963,1.027032,-0.770154,-0.779253,-0.847298,-1.232710,0.155436,0.691296,-0.465723,-1.333333,-1.415030,-0.500000
32,2023-07-17 04:00,2023-07-18 08:00,DOWN,8,-4.589800,1.000000,0.666667,0.600000,0.600000,0.002680,0.005200,1.026820,1.992337,1,1,0.565860,1,0,1,2,0.550141,0.565860,3,0.750000,0.862069,2023-07-18 20:00,2023-07-18 08:00,2023-07-18 12:00,10.629630,1,3,1,counter_impulse,4.589800,5,3.165033,1.125749,0,0.529209,-0.749392,-0.485667,0.252646,-0.305303,-0.806419,-0.378938,-0.427149,-1.155493,0.816497,-0.408967,0.403473,-0.850963,-0.973680,0.980196,-0.565612,-0.644422,-0.524256,0.155436,-0.453904,1.806989,0.750000,-0.027746,2.000000
33,2023-07-04 12:00,2023-07-05 12:00,DOWN,7,-4.787600,1.000000,0.666667,0.400000,0.400000,0.001600,0.002900,0.769231,1.394231,1,0,1.078894,0,0,2,1,1.078894,1.078894,3,0.571429,2.279412,,2023-07-05 12:00,2023-07-05 16:00,3.228571,1,3,0,pause,4.787600,5,4.436786,0.212878,1,-0.863446,-0.770942,-0.451868,0.252646,-0.305303,-2.299789,-0.741678,-0.684881,-1.155493,-1.224745,0.138566,-2.478479,-0.850963,-0.306776,-0.770154,0.037702,-0.131594,-0.524256,-1.752536,0.274341,-0.014258,0.750000,-0.027746,-0.500000
34,2023-12-19 04:00,2023-12-20 00:00,DOWN,6,-5.157200,1.000000,1.000000,1.000000,1.000000,0.006860,0.014800,0.729787,1.574468,4,0,0.000000,1,0,1,1,0.458415,0.458415,3,0.833333,0.297203,2023-12-20 04:00,2023-12-19 16:00,2023-12-20 04:00,17.777778,1,4,1,counter_impulse,5.157200,5,5.455394,1.389771,0,-2.256101,-0.811210,-0.388713,0.252646,1.390829,2.180319,-0.797223,-0.607214,2.054210,-1.224745,-1.012878,0.403473,-0.850963,-0.973680,-0.770154,-0.670272,-0.751824,-0.524256,1.045822,-0.744137,3.566000,0.750000,0.665896,2.000000
35,2023-12-01 16:00,2023-12-02 20:00,UP,8,4.378600,1.000000,0.666667,0.800000,0.800000,0.001740,0.003500,1.094340,2.201258,3,1,0.104877,1,0,4,1,0.104877,0.104877,6,0.875000,1.916667,2023-12-03 12:00,2023-12-02 20:00,2023-12-03 00:00,2.302326,1,1,0,pause,4.378600,3,3.355729,1.438130,0,0.529209,0.227709,-0.521756,0.252646,-0.305303,0.686950,-0.283856,-0.337123,0.984309,0.816497,-0.900948,0.403473,-0.850963,1.027032,-0.770154,-1.073664,-1.105221,1.601106,1.491020,0.087959,-0.242188,0.750000,-1.415030,-0.500000
36,2023-08-31 12:00,2023-09-01 16:00,DOWN,8,-4.336300,1.000000,0.666667,0.600000,0.600000,0.002580,0.006300,1.535714,3.750000,1,1,0.678733,1,1,3,1,1.357466,1.357466,1,0.625000,0.531746,,2023-08-31 16:00,2023-09-01 20:00,0.622222,0,5,0,pause,4.336300,6,3.124348,1.339448,0,0.529209,-0.721773,-0.528984,0.252646,-0.305303,-0.806419,0.337691,0.330249,-1.155493,0.816497,-0.288504,0.403473,1.175139,0.360128,-0.770154,0.355556,0.146867,-1.941164,-1.180147,-0.623627,-0.655626,-1.333333,1.359538,-0.500000
37,2023-10-31 00:00,2023-11-01 00:00,DOWN,7,-4.617400,1.000000,0.666667,0.600000,0.600000,0.004880,0.011300,2.681319,6.208791,1,1,1.352243,1,0,4,2,1.269789,1.352243,3,0.571429,1.350000,2023-11-01 16:00,2023-10-31 12:00,2023-11-01 16:00,3.557522,1,2,1,pause,4.617400,6,4.014616,1.392546,0,-0.863446,-0.752399,-0.480951,0.252646,-0.305303,-0.806419,1.950943,1.389772,-1.155493,0.816497,0.430296,0.403473,-0.850963,1.027032,0.980196,0.255516,0.141646,-0.524256,-1.752536,-0.203200,0.066690,0.750000,-0.721388,2.000000
38,2023-07-23 08:00,2023-07-24 12:00,DOWN,8,-4.241800,1.000000,0.666667,0.600000,0.600000,0.001880,0.005300,1.220779,3.441558,1,0,0.823045,1,0,3,2,0.902184,0.981323,5,0.625000,5.048780,,2023-07-24 12:00,2023-07-24 16:00,1.432432,0,5,0,pause,4.241800,6,3.283910,1.579591,0,0.529209,-0.711477,-0.545131,0.252646,-0.305303,-0.806419,-0.105803,0.197338,-1.155493,-1.224745,-0.134488,0.403473,-0.850963,0.360128,0.980196,-0.163926,-0.229126,0.892652,-1.180147,1.697269,-0.456250,-1.333333,1.359538,-0.500000
39,2023-12-03 16:00,2023-12-04 20:00,UP,8,4.222100,0.000000,0.666667,0.600000,0.600000,0.004700,0.008400,2.227488,3.981043,3,1,1.177073,1,0,5,1,2.789150,2.789150,4,0.625000,1.068783,,2023-12-04 04:00,2023-12-05 00:00,2.245283,1,2,0,gradual,4.222100,3,5.846257,0.101673,1,0.529209,0.210658,-0.548498,-3.958114,-0.305303,-0.806419,1.311854,0.429809,0.984309,0.816497,0.243347,0.403473,-0.850963,1.693936,-0.770154,1.989126,1.577977,0.184198,-1.180147,-0.347692,-0.256225,0.750000,-0.721388,-0.500000
40,2023-08-21 04:00,2023-08-22 08:00,DOWN,8,-4.219100,1.000000,1.000000,0.800000,0.800000,0.002820,0.006100,1.630058,3.526012,2,1,1.221318,1,0,3,1,1.221318,1.221318,3,0.875000,0.451613,2023-08-22 20:00,2023-08-22 08:00,2023-08-22 12:00,4.307692,1,3,0,sharp,4.219100,3,3.030817,1.223547,0,0.529209,-0.709004,-0.549010,0.252646,1.390829,0.686950,0.470547,0.233730,-0.085592,0.816497,0.290567,0.403473,-0.850963,0.360128,-0.770154,0.200210,0.010773,-0.524256,1.491020,-0.664800,0.251291,0.750000,-0.027746,-0.500000
41,2023-07-31 00:00,2023-08-01 00:00,DOWN,7,-4.469100,1.000000,0.666667,0.800000,0.800000,0.001720,0.002400,0.891192,1.243523,2,0,0.348653,0,0,1,1,0.348653,0.348653,5,0.857143,2.160714,2023-08-01 20:00,2023-08-01 00:00,2023-08-01 04:00,1.842105,1,5,0,gradual,4.469100,5,3.492648,1.368176,0,-0.863446,-0.736242,-0.506292,0.252646,-0.305303,0.686950,-0.569931,-0.749822,-0.085592,-1.224745,-0.640780,-2.478479,-0.850963,-0.973680,-0.770154,-0.795512,-0.861542,0.892652,1.300224,0.213353,-0.355438,0.750000,1.359538,-0.500000
42,2023-09-28 08:00,2023-09-29 12:00,UP,8,4.042500,1.000000,0.666667,0.600000,0.600000,0.001260,0.002800,1.105263,2.456140,1,1,0.163332,1,0,2,2,0.244998,0.326664,6,0.625000,1.562500,2023-09-29 16:00,2023-09-29 12:00,2023-09-29 16:00,2.027778,1,6,0,sharp,4.042500,6,3.521958,0.868711,0,0.529209,0.191091,-0.579187,0.252646,-0.305303,-0.806419,-0.268474,-0.227291,-1.155493,0.816497,-0.838563,0.403473,-0.850963,-0.306776,0.980196,-0.913784,-0.883522,1.601106,-1.180147,-0.094015,-0.309748,0.750000,2.053181,-0.500000
43,2023-08-29 20:00,2023-08-31 00:00,DOWN,8,-4.027600,1.000000,1.000000,1.000000,1.000000,0.002580,0.005500,0.826923,1.762821,4,0,0.000000,1,0,1,1,0.907112,0.907112,4,0.750000,0.424779,,2023-08-30 12:00,2023-08-31 04:00,2.437500,1,3,0,gradual,4.027600,3,3.811905,1.088857,0,0.529209,-0.688140,-0.581733,0.252646,1.390829,2.180319,-0.660435,-0.526051,2.054210,-1.224745,-1.012878,0.403473,-0.850963,-0.973680,-0.770154,-0.158303,-0.303307,0.184198,0.155436,-0.678587,-0.208924,0.750000,-0.027746,-0.500000
44,2023-10-27 08:00,2023-10-28 00:00,UP,5,5.037200,1.000000,0.666667,0.600000,0.600000,0.003800,0.006800,0.909091,1.626794,1,0,0.851366,1,1,2,1,0.851366,0.851366,3,0.600000,0.625850,,2023-10-28 00:00,2023-10-28 08:00,1.205882,0,4,0,gradual,5.037200,6,4.746483,0.775572,0,-3.648756,0.299463,-0.409218,0.252646,-0.305303,-0.806419,-0.544725,-0.584666,-1.155493,-1.224745,-0.104262,0.403473,1.175139,-0.306776,-0.770154,-0.221910,-0.359031,-0.524256,-1.447264,-0.575275,-0.512000,-1.333333,0.665896,-0.500000
45,2023-08-15 04:00,2023-08-16 08:00,DOWN,8,-3.973700,0.000000,0.666667,0.600000,0.600000,0.002080,0.006800,1.664000,5.440000,3,1,0.241880,1,1,1,1,0.241880,0.241880,3,0.750000,0.474227,2023-08-17 16:00,2023-08-15 16:00,,0.000000,0,0,0,pause,3.973700,3,4.852340,1.499097,0,0.529209,-0.682268,-0.590943,-3.958114,-0.305303,-0.806419,0.518345,1.058491,0.984309,0.816497,-0.754733,0.403473,1.175139,-0.973680,-0.770154,-0.917342,-0.968272,-0.524256,0.155436,-0.653180,-0.808742,-1.333333,-2.108672,-0.500000
46,2023-09-20 16:00,2023-09-21 20:00,DOWN,8,-3.923100,1.000000,0.666667,0.800000,0.800000,0.001640,0.004000,1.012346,2.469136,3,1,0.235386,1,1,1,2,0.196155,0.235386,5,0.750000,0.818182,,2023-09-21 20:00,2023-09-22 00:00,0.857143,0,2,0,pause,3.923100,3,2.990396,1.288671,0,0.529209,-0.676755,-0.599589,0.252646,-0.305303,0.686950,-0.399321,-0.221691,0.984309,0.816497,-0.761663,0.403473,1.175139,-0.973680,0.980196,-0.969514,-0.974764,0.892652,0.155436,-0.476453,-0.597817,-1.333333,-0.721388,-0.500000
47,2023-07-02 20:00,2023-07-04 00:00,UP,8,3.633200,1.000000,0.666667,0.800000,0.800000,0.001560,0.003200,1.114286,2.285714,2,1,0.242215,1,0,4,2,0.380623,0.519031,3,0.750000,1.069444,2023-07-04 04:00,2023-07-04 00:00,2023-07-04 04:00,7.000000,1,5,1,counter_impulse,3.633200,5,3.419439,0.958297,0,0.529209,0.146498,-0.649126,0.252646,-0.305303,0.686950,-0.255768,-0.300730,-0.085592,0.816497,-0.754375,0.403473,-0.850963,1.027032,0.980196,-0.759034,-0.691233,-0.524256,0.155436,-0.347352,0.913813,0.750000,1.359538,2.000000
48,2023-09-18 08:00,2023-09-19 12:00,UP,8,3.588700,1.000000,0.666667,0.600000,0.600000,0.002240,0.005700,1.709924,4.351145,1,1,0.967742,1,0,3,2,0.887097,0.967742,3,0.625000,1.132530,2023-09-20 16:00,2023-09-19 08:00,2023-09-20 00:00,2.085714,1,2,0,gradual,3.588700,6,2.427244,1.443542,0,0.529209,0.141650,-0.656730,0.252646,-0.305303,-0.806419,0.583015,0.589290,-1.155493,0.816497,0.019939,0.403473,-0.850963,0.360128,0.980196,-0.181141,-0.242701,-0.524256,-1.180147,-0.314938,-0.295491,0.750000,-0.721388,-0.500000
49,2023-07-07 08:00,2023-07-08 12:00,UP,8,3.437200,1.000000,0.666667,0.600000,0.600000,0.001680,0.002700,0.708861,1.139241,1,0,0.501253,0,0,0,2,0.429646,0.501253,4,0.750000,1.057143,2023-07-09 04:00,2023-07-08 12:00,2023-07-08 16:00,3.612903,1,2,1,pause,3.437200,5,3.224049,2.277873,0,0.529209,0.125144,-0.682617,0.252646,-0.305303,-0.806419,-0.826691,-0.794759,-1.155493,-1.224745,-0.477918,-2.478479,-0.850963,-1.640583,0.980196,-0.703098,-0.709003,0.184198,0.155436,-0.353673,0.080318,0.750000,-0.721388,2.000000
50,2023-10-09 08:00,2023-10-10 12:00,DOWN,8,-3.430800,1.000000,0.666667,0.600000,0.600000,0.001860,0.005700,1.771429,5.428571,1,1,0.740741,1,1,3,1,0.740741,0.740741,2,0.625000,0.604396,,2023-10-10 12:00,2023-10-10 16:00,1.058824,0,3,0,pause,3.430800,6,2.809554,1.087467,0,0.529209,-0.623120,-0.683711,0.252646,-0.305303,-0.806419,0.669627,1.053566,-1.155493,0.816497,-0.222326,0.403473,1.175139,0.360128,-0.770154,-0.348135,-0.469611,-1.232710,-1.180147,-0.586298,-0.548188,-1.333333,-0.027746,-0.500000
