trade_id,scope,direction,entry_regime,diagnostic_type,net_return,exit_reason,mfe_atr_48,mae_atr_48,net_atr,future_after_exit_atr_12,mfe_giveback_ratio,late_entry_pre_move_atr,late_entry_post_24_move_atr,quick_opposite_regime
ENTRY_A_STOP_A_EXIT_B_TRAIN_0029,TRAIN,SHORT,BEAR_REGIME,MIXED,0.0213301206421666,EMA27_TWO_CLOSES,3.9922476303317485,-0.8679419431279611,1.6440735616113693,1.0905775401069466,0.5881834711052856,-1.7470888625592444,3.61073104265402,False
ENTRY_A_STOP_A_EXIT_B_TRAIN_0030,TRAIN,SHORT,BEAR_REGIME,EARLY_EXIT,0.1157661199020565,EMA27_TWO_CLOSES,12.926958019375677,-0.5606630785791109,7.686315082884837,4.215643086816708,0.4054041893410545,-7.553128094725514,6.416731969860065,False
ENTRY_A_STOP_A_EXIT_B_TRAIN_0031,TRAIN,SHORT,BEAR_REGIME,GOOD_ENTRY_BAD_EXIT,-0.0102972101601554,STOP,2.852113475177305,-5.389021276595743,-0.2703673475177234,2.0840973901973183,1.0947954384952778,-3.7578156028368808,2.852113475177305,False
ENTRY_A_STOP_A_EXIT_B_TRAIN_0032,TRAIN,SHORT,BEAR_REGIME,BAD_ENTRY,-0.0257631294848754,EMA27_TWO_CLOSES,0.1891426907396652,-7.491695981362843,-0.7571202772277188,0.5837771047849802,5.002905289477003,-2.102062900407687,0.1891426907396652,False
ENTRY_A_STOP_A_EXIT_B_TRAIN_0033,TRAIN,LONG,BULL_REGIME,GOOD_ENTRY_BAD_EXIT,-0.0103704977117159,EMA27_TWO_CLOSES,1.798435303514388,-5.9172196485622885,-0.5031874744408912,2.7274061264822125,1.2797918131709238,2.283034345047915,1.798435303514388,False
ENTRY_A_STOP_A_EXIT_B_TRAIN_0034,TRAIN,SHORT,BEAR_REGIME,GOOD_ENTRY_BAD_EXIT,-0.0144623380392483,STOP,2.630460258780037,-0.9665822550831772,-0.6370400332717043,2.711359017781534,1.242178162983216,-2.0534584103512015,2.630460258780037,False
ENTRY_A_STOP_A_EXIT_B_TRAIN_0035,TRAIN,SHORT,BEAR_REGIME,LATE_EXIT,0.0008701144147328,EMA27_TWO_CLOSES,2.6148487690504054,-8.447284876905028,0.047988356389222775,0.963129999999981,0.9816477507390801,-3.3265345838218012,2.6148487690504054,False
ENTRY_A_STOP_A_EXIT_B_TRAIN_0036,TRAIN,SHORT,BEAR_REGIME,MIXED,0.0787195970866789,EMA27_TWO_CLOSES,4.762338009352037,-0.7553640614562459,2.604804649298596,0.268268518518513,0.4530407870706756,-3.308470273881095,2.7235938543754186,False
ENTRY_A_STOP_A_EXIT_B_TRAIN_0037,TRAIN,LONG,BULL_REGIME,MIXED,0.1075899119307734,EMA27_TWO_CLOSES,10.806973557692304,-1.0896610576923025,6.364951687499998,0.028282608695648876,0.4110329174471345,1.5271610576923007,9.797358173076919,False
ENTRY_A_STOP_A_EXIT_B_TRAIN_0038,TRAIN,LONG,BULL_REGIME,MIXED,0.6269691088024184,EMA27_TWO_CLOSES,6.303543687589162,-1.358011233951495,9.334743499643373,1.2157482993197268,-0.48087234138191826,4.0666417617689,5.569592189728962,False
