dt,open,high,low,close,ema27,ema200,ema27_slope_pct,ema27_angle_deg,ema27_angle_change_deg,ema27_speed_pct,ema27_speed_change_pct,ema200_slope_pct,ema200_angle_deg,ema200_angle_change_deg,ema200_speed_pct,ema200_speed_change_pct,ema27_gt_ema200,ema_relation,ema_distance_pct,ema_distance_change_pct,ema_distance_change_state,price_to_ema27_pct,price_to_ema200_pct,abs_price_to_ema27_pct,abs_price_to_ema200_pct,main_direction,active_correction_id,active_correction_duration,active_correction_depth_pct,last_correction_duration,last_correction_depth_pct,last_correction_updated_extreme,last_correction_bars_to_update_extreme,state
2023-07-01 08:00:00,0.2863,0.2888,0.285,0.2879,0.28616224489795916,0.2860228459691592,0.04673430654851263,2.6757316392500075,2.1033652698010403,0.04673430654851263,0.03674429655851075,0.006596366124056452,0.37793845746991933,0.29820322798590015,0.006596366124056452,0.0052047229413432206,True,EMA27_GT_EMA200,0.04873699103566346,0.040138743885275545,FLAT,0.607262185359387,0.6562951377118921,0.607262185359387,0.6562951377118921,1,,0,0.0,0.0,0.0,0.0,21.0,1
2023-07-01 12:00:00,0.288,0.2938,0.2874,0.2885,0.2863292274052478,0.2860474942679736,0.05835238934059905,3.339558668698014,0.6638270294480066,0.05835238934059905,0.011618082792086426,0.008617597916305009,0.4937397681892528,0.11580131071933347,0.008617597916305009,0.0020212317922485568,True,EMA27_GT_EMA200,0.09849173403709889,0.04975474300143543,INCREASING,0.7581386693995577,0.857377107358554,0.7581386693995577,0.857377107358554,1,,0,0.0,0.0,0.0,0.0,21.0,1
2023-07-01 16:00:00,0.2884,0.2896,0.2867,0.2881,0.28645571116201585,0.28606791721058084,0.04417423883487093,2.5293530746987387,-0.8102055939992754,0.04417423883487093,-0.014178150505728127,0.00713970337671288,0.40906791976002105,-0.08467184842923176,0.00713970337671288,-0.0014778945395921284,True,EMA27_GT_EMA200,0.1355600988801369,0.03706836484303801,FLAT,0.5740115396247716,0.7103497691156072,0.5740115396247716,0.7103497691156072,1,1.0,1,0.13864818024261905,0.0,0.0,0.0,21.0,1
2023-07-01 20:00:00,0.288,0.2925,0.2878,0.2924,0.28688030322187186,0.28613092300948056,0.14822258496214324,8.431142296226476,5.901789221527737,0.14822258496214324,0.10404834612727232,0.022024769332440464,1.2617223373909336,0.8526544176309125,0.022024769332440464,0.014885065955727583,True,EMA27_GT_EMA200,0.2619011620657524,0.12634106318561553,INCREASING,1.924041740104837,2.190981989846554,1.924041740104837,2.190981989846554,1,,0,0.0,0.0,0.0,0.0,21.0,1
2023-07-02 00:00:00,0.2924,0.2939,0.2879,0.2889,0.2870245672774524,0.28615847601436134,0.05028719433168849,2.87881897868916,-5.552323317537316,0.05028719433168849,-0.09793539063045476,0.00962950966325593,0.5517132099191305,-0.7100091274718031,0.00962950966325593,-0.012395259669184533,True,EMA27_GT_EMA200,0.30266140467130387,0.040760242605551444,FLAT,0.6534049472966194,0.958043956559603,0.6534049472966194,0.958043956559603,1,2.0,1,1.1969904240766085,1.0,0.13864818024261905,1.0,2.0,1
2023-07-02 04:00:00,0.2889,0.2908,0.2879,0.2893,0.2871870981862058,0.28618973495949207,0.05662613144759021,3.240977214426738,0.3621582357375783,0.05662613144759021,0.006338937115901722,0.010923648170790834,0.6258540442923162,0.07414083437318564,0.010923648170790834,0.0012941385075349032,True,EMA27_GT_EMA200,0.3484972047844068,0.045835800113102954,INCREASING,0.7357230972904779,1.0867842765038953,0.7357230972904779,1.0867842765038953,1,,0,0.0,1.0,0.13864818024261905,1.0,2.0,1
2023-07-02 08:00:00,0.2893,0.2906,0.2868,0.2905,0.28742373403004823,0.2862326231688504,0.08239779758107968,4.71040500477003,1.4694277903432922,0.08239779758107968,0.025771666133489468,0.01498593559423611,0.8585665936543866,0.23271254936207042,0.01498593559423611,0.004062287423445277,True,EMA27_GT_EMA200,0.41613385924049157,0.06763665445608474,INCREASING,1.0702894736000297,1.4908771697320577,1.0702894736000297,1.4908771697320577,1,,0,0.0,1.0,1.1969904240766085,1.0,5.0,1
2023-07-02 12:00:00,0.2905,0.2916,0.2853,0.2891,0.28754346731361624,0.2862611542815982,0.04165741008552715,2.385414586326331,-2.3249904184436994,0.04165741008552715,-0.04074038749555253,0.009967806056465633,0.5710943044392629,-0.2874722892151237,0.009967806056465633,-0.005018129537770477,True,EMA27_GT_EMA200,0.44795216285497436,0.03181830361448279,FLAT,0.5413208308732371,0.9916978520980927,0.5413208308732371,0.9916978520980927,1,3.0,1,0.4819277108433587,1.0,1.1969904240766085,1.0,5.0,1
2023-07-02 16:00:00,0.2891,0.2913,0.287,0.2893,0.2876689339340722,0.28629139155242805,0.043633966588818573,2.498457309714595,0.11304272338826404,0.043633966588818573,0.0019765565032914267,0.010562827116977758,0.6051829067774125,0.03408860233814959,0.010562827116977758,0.0005950210605121242,True,EMA27_GT_EMA200,0.4811679366865989,0.03321577383162455,FLAT,0.5669941636108625,1.0508902944156413,0.5669941636108625,1.0508902944156413,1,,0,0.0,1.0,1.1969904240766085,1.0,5.0,1
2023-07-02 20:00:00,0.2893,0.2934,0.2881,0.2916,0.2879497243673528,0.28634421352703077,0.09760888304501947,5.574916805255565,3.0764594955409703,0.09760888304501947,0.053974916456200894,0.018450423645743896,1.0570114740582566,0.4518285672808441,0.018450423645743896,0.007887596528766139,True,EMA27_GT_EMA200,0.5606926085728117,0.07952467188621276,INCREASING,1.2676781131383885,1.8354784991920625,1.2676781131383885,1.8354784991920625,1,,0,0.0,1.0,0.4819277108433587,1.0,1.0,1
