correction_id,direction,start_i,end_i,start_time,end_time,duration_bars,max_depth_pct,min_abs_distance_to_ema27_pct,min_abs_distance_to_ema200_pct,changed_ema27_slope,changed_ema200_slope,bars_to_update_extreme,updated_extreme
170,UP_TREND_PULLBACK,798,798,2023-11-11 00:00:00+00:00,2023-11-11 00:00:00+00:00,1,3.0318735423685004,3.1533566998478766,23.613525326606236,False,False,3.0,True
171,UP_TREND_PULLBACK,803,804,2023-11-11 20:00:00+00:00,2023-11-12 00:00:00+00:00,2,2.483994878361072,2.8501126890023496,23.869343287434408,False,False,,False
172,UP_TREND_PULLBACK,806,808,2023-11-12 08:00:00+00:00,2023-11-12 16:00:00+00:00,3,1.8819283320443487,1.7534526683976326,22.587806990388742,False,False,,False
173,UP_TREND_PULLBACK,810,810,2023-11-13 00:00:00+00:00,2023-11-13 00:00:00+00:00,1,1.7736045905060065,0.468234356143981,20.764051456911524,False,False,19.0,True
174,UP_TREND_PULLBACK,812,812,2023-11-13 08:00:00+00:00,2023-11-13 08:00:00+00:00,1,2.4396711747547033,1.7619205235330355,17.521794216074444,True,False,16.0,True
175,UP_TREND_PULLBACK,825,825,2023-11-15 12:00:00+00:00,2023-11-15 12:00:00+00:00,1,0.188070929607732,1.2083177175184259,16.441320659786378,False,False,1.0,True
176,UP_TREND_PULLBACK,830,832,2023-11-16 08:00:00+00:00,2023-11-16 16:00:00+00:00,3,7.370015143866734,1.6291591757309092,13.515073371102101,True,False,,False
177,UP_TREND_PULLBACK,835,835,2023-11-17 04:00:00+00:00,2023-11-17 04:00:00+00:00,1,2.0266666666666655,1.4081193144228221,13.145592001357182,True,False,11.0,True
178,UP_TREND_PULLBACK,837,837,2023-11-17 12:00:00+00:00,2023-11-17 12:00:00+00:00,1,4.6405579399141725,4.289509212470434,9.218468530205845,True,False,7.0,True
179,UP_TREND_PULLBACK,846,848,2023-11-19 00:00:00+00:00,2023-11-19 08:00:00+00:00,3,0.6892895015906657,1.148301166598579,13.528895597028228,False,False,2.0,True
180,UP_TREND_PULLBACK,852,852,2023-11-20 00:00:00+00:00,2023-11-20 00:00:00+00:00,1,0.5468749999999977,2.3139633023998987,15.035431332018003,False,False,1.0,True
181,UP_TREND_PULLBACK,855,857,2023-11-20 12:00:00+00:00,2023-11-20 20:00:00+00:00,3,3.0333928116237487,0.750418829132588,13.65767885293886,False,False,,False
182,UP_TREND_PULLBACK,859,861,2023-11-21 04:00:00+00:00,2023-11-21 12:00:00+00:00,3,2.3128898128898037,0.049368829634684676,11.714728757503895,True,False,15.0,True
183,UP_TREND_PULLBACK,870,870,2023-11-23 00:00:00+00:00,2023-11-23 00:00:00+00:00,1,0.15768725361366345,1.2133323977148158,11.905234894389752,False,False,6.0,True
184,UP_TREND_PULLBACK,873,873,2023-11-23 12:00:00+00:00,2023-11-23 12:00:00+00:00,1,1.254246145806107,0.40147325090970465,10.918541469327668,False,False,3.0,True
185,UP_TREND_PULLBACK,877,878,2023-11-24 04:00:00+00:00,2023-11-24 08:00:00+00:00,2,1.19017472777918,2.5916624983628034,13.744752926155687,False,False,,False
186,UP_TREND_PULLBACK,880,880,2023-11-24 16:00:00+00:00,2023-11-24 16:00:00+00:00,1,1.5553289138194786,1.1950307344106266,12.250980134871895,False,False,3.0,True
187,UP_TREND_PULLBACK,884,884,2023-11-25 08:00:00+00:00,2023-11-25 08:00:00+00:00,1,1.1710794297352325,1.2024891324356934,12.27914816653937,False,False,1.0,True
188,UP_TREND_PULLBACK,887,888,2023-11-25 20:00:00+00:00,2023-11-26 00:00:00+00:00,2,1.0129146619397185,1.2554043757566977,12.454030326278307,False,False,,False
189,UP_TREND_PULLBACK,890,891,2023-11-26 08:00:00+00:00,2023-11-26 12:00:00+00:00,2,2.22784810126583,0.19544670780131307,10.69570911146985,True,False,,False
190,UP_TREND_PULLBACK,894,894,2023-11-27 00:00:00+00:00,2023-11-27 00:00:00+00:00,1,0.85205267234701,0.6799707137396368,9.726351035654083,True,False,,False
191,UP_TREND_PULLBACK,905,906,2023-11-28 20:00:00+00:00,2023-11-29 00:00:00+00:00,2,0.5943152454780425,0.4642281086756484,8.877684447592875,False,False,2.0,True
192,UP_TREND_PULLBACK,908,909,2023-11-29 08:00:00+00:00,2023-11-29 12:00:00+00:00,2,1.4789828749351424,0.26672748253196704,7.195845092771948,True,False,1.0,True
193,UP_TREND_PULLBACK,911,911,2023-11-29 20:00:00+00:00,2023-11-29 20:00:00+00:00,1,1.03734439834025,0.368576097240922,7.555604140422139,True,False,15.0,True
194,UP_TREND_PULLBACK,921,921,2023-12-01 12:00:00+00:00,2023-12-01 12:00:00+00:00,1,0.2094240837696395,0.14422009586213452,6.770005793554263,False,False,1.0,True
195,UP_TREND_PULLBACK,923,923,2023-12-01 20:00:00+00:00,2023-12-01 20:00:00+00:00,1,0.07798284377436106,0.8427973098891863,7.502208745526199,False,False,1.0,True
196,UP_TREND_PULLBACK,930,930,2023-12-03 00:00:00+00:00,2023-12-03 00:00:00+00:00,1,0.22635814889336317,2.9122334817220694,10.240330161333686,False,False,5.0,True
197,UP_TREND_PULLBACK,932,934,2023-12-03 08:00:00+00:00,2023-12-03 16:00:00+00:00,3,1.663725737332996,0.7216600501974751,8.018456233372575,False,False,1.0,True
198,UP_TREND_PULLBACK,938,939,2023-12-04 08:00:00+00:00,2023-12-04 12:00:00+00:00,2,2.668952007835447,1.4753464657027404,9.470704807380669,False,False,7.0,True
199,UP_TREND_PULLBACK,942,943,2023-12-05 00:00:00+00:00,2023-12-05 04:00:00+00:00,2,1.8928220255653847,1.1337379845306952,9.438576526562157,False,False,3.0,True
200,UP_TREND_PULLBACK,948,948,2023-12-06 00:00:00+00:00,2023-12-06 00:00:00+00:00,1,0.09396288466056175,5.9801257080993055,15.839555496013386,False,False,1.0,True
201,UP_TREND_PULLBACK,952,953,2023-12-06 16:00:00+00:00,2023-12-06 20:00:00+00:00,2,1.7088326675543684,6.994287453373365,19.45040498345755,False,False,1.0,True
202,UP_TREND_PULLBACK,956,956,2023-12-07 08:00:00+00:00,2023-12-07 08:00:00+00:00,1,2.5095227425498514,3.726796387108058,16.6858639995993,False,False,2.0,True
203,UP_TREND_PULLBACK,964,964,2023-12-08 16:00:00+00:00,2023-12-08 16:00:00+00:00,1,2.917046490428444,17.78598860173277,39.520054473751024,False,False,1.0,True
204,UP_TREND_PULLBACK,968,971,2023-12-09 08:00:00+00:00,2023-12-09 20:00:00+00:00,4,7.254964766175529,13.621949448146545,46.24169553700398,False,False,,False
205,UP_TREND_PULLBACK,973,974,2023-12-10 04:00:00+00:00,2023-12-10 08:00:00+00:00,2,0.30390005065001247,12.283150858408296,46.97991436577594,False,False,3.0,True
206,UP_TREND_PULLBACK,977,982,2023-12-10 20:00:00+00:00,2023-12-11 16:00:00+00:00,6,11.081441922563402,0.45659614225481904,28.575791213502725,True,False,4.0,True
207,UP_TREND_PULLBACK,986,988,2023-12-12 08:00:00+00:00,2023-12-12 16:00:00+00:00,3,3.3895446880269824,3.2944564868567996,35.188498951732235,False,False,5.0,True
208,UP_TREND_PULLBACK,990,990,2023-12-13 00:00:00+00:00,2023-12-13 00:00:00+00:00,1,3.8208852005532514,0.004342992767124563,30.396926236308385,True,False,2.0,True
209,UP_TREND_PULLBACK,996,997,2023-12-14 00:00:00+00:00,2023-12-14 04:00:00+00:00,2,1.737827715355797,11.784928596137513,49.007823512556776,False,False,,False
210,UP_TREND_PULLBACK,999,999,2023-12-14 12:00:00+00:00,2023-12-14 12:00:00+00:00,1,3.2562385879488702,6.870117189420712,43.113539115522535,False,False,,False
211,UP_TREND_PULLBACK,1002,1003,2023-12-15 00:00:00+00:00,2023-12-15 04:00:00+00:00,2,2.145188869889637,3.936135959473551,39.325227473071564,False,False,1.0,True
212,UP_TREND_PULLBACK,1005,1007,2023-12-15 12:00:00+00:00,2023-12-15 20:00:00+00:00,3,5.95238095238094,0.8914457898954169,30.98481337895167,True,False,,False
213,UP_TREND_PULLBACK,1009,1009,2023-12-16 04:00:00+00:00,2023-12-16 04:00:00+00:00,1,0.5685510071475078,0.4260236652105051,32.646447540012126,False,False,1.0,True
214,UP_TREND_PULLBACK,1012,1012,2023-12-16 16:00:00+00:00,2023-12-16 16:00:00+00:00,1,1.8327974276527277,0.03852363174861855,31.021852942330785,True,False,,False
215,UP_TREND_PULLBACK,1015,1015,2023-12-17 04:00:00+00:00,2023-12-17 04:00:00+00:00,1,3.3685923515052973,2.603787460833049,26.301238387642954,True,False,11.0,True
216,UP_TREND_PULLBACK,1027,1028,2023-12-19 04:00:00+00:00,2023-12-19 08:00:00+00:00,2,2.7677694071405217,0.4560409352187763,22.565264147416315,True,False,14.0,True
217,UP_TREND_PULLBACK,1036,1037,2023-12-20 16:00:00+00:00,2023-12-20 20:00:00+00:00,2,1.8811386715498546,0.3154617075598899,19.494800629936854,True,False,3.0,True
218,UP_TREND_PULLBACK,1041,1041,2023-12-21 12:00:00+00:00,2023-12-21 12:00:00+00:00,1,2.0983606557377104,0.48294956192134736,20.05961166122676,False,False,1.0,True
219,UP_TREND_PULLBACK,1044,1045,2023-12-22 00:00:00+00:00,2023-12-22 04:00:00+00:00,2,3.2435836876082433,2.1380244209539283,22.327649715879666,False,False,,False
220,UP_TREND_PULLBACK,1048,1048,2023-12-22 16:00:00+00:00,2023-12-22 16:00:00+00:00,1,0.3713270907329624,2.0112158150242516,22.013539726519113,False,False,1.0,True
221,UP_TREND_PULLBACK,1050,1050,2023-12-23 00:00:00+00:00,2023-12-23 00:00:00+00:00,1,3.646000642467082,0.9650429996148008,18.125149962634868,True,False,6.0,True
222,UP_TREND_PULLBACK,1057,1058,2023-12-24 04:00:00+00:00,2023-12-24 08:00:00+00:00,2,0.8074935400516804,1.044401311087554,19.103783046583597,False,False,9.0,True
223,UP_TREND_PULLBACK,1061,1061,2023-12-24 20:00:00+00:00,2023-12-24 20:00:00+00:00,1,4.2233009708737885,2.6200876379138656,14.173913200612073,True,False,4.0,True
224,UP_TREND_PULLBACK,1068,1069,2023-12-26 00:00:00+00:00,2023-12-26 04:00:00+00:00,2,3.1880807433514944,0.9359380588164237,14.966255671030716,True,False,9.0,True
225,UP_TREND_PULLBACK,1071,1071,2023-12-26 12:00:00+00:00,2023-12-26 12:00:00+00:00,1,0.9610685779442932,0.34810034654365574,15.299653744594663,True,False,1.0,True
226,UP_TREND_PULLBACK,1074,1074,2023-12-27 00:00:00+00:00,2023-12-27 00:00:00+00:00,1,3.055692459339586,2.842748282502836,11.474180774064402,True,False,2.0,True
227,UP_TREND_PULLBACK,1079,1079,2023-12-27 20:00:00+00:00,2023-12-27 20:00:00+00:00,1,0.5182974713365919,3.5561151597847687,18.663405222736735,False,False,1.0,True
228,UP_TREND_PULLBACK,1082,1083,2023-12-28 08:00:00+00:00,2023-12-28 12:00:00+00:00,2,6.7271352985638675,0.5027502195310053,14.647179690798865,True,False,,False
229,UP_TREND_PULLBACK,1085,1085,2023-12-28 20:00:00+00:00,2023-12-28 20:00:00+00:00,1,1.5507593924860004,0.7040423358164404,14.078116761399656,True,False,,False
230,UP_TREND_PULLBACK,1089,1089,2023-12-29 12:00:00+00:00,2023-12-29 12:00:00+00:00,1,2.8787391444194315,2.2814479290207004,11.291166738909396,True,False,,False
231,UP_TREND_PULLBACK,1111,1113,2024-01-02 04:00:00+00:00,2024-01-02 12:00:00+00:00,3,2.6023484608060885,0.23878707029379767,10.264353693884129,False,False,,False
232,UP_TREND_PULLBACK,1115,1115,2024-01-02 20:00:00+00:00,2024-01-02 20:00:00+00:00,1,1.5619915392125043,1.1379317383710787,8.4785483698921,True,False,3.0,True
233,DOWN_TREND_PULLBACK,1139,1139,2024-01-06 20:00:00+00:00,2024-01-06 20:00:00+00:00,1,0.13409961685824404,5.618355244221065,6.049517314631551,False,False,1.0,True
234,DOWN_TREND_PULLBACK,1141,1141,2024-01-07 04:00:00+00:00,2024-01-07 04:00:00+00:00,1,1.0552570990022927,4.186757317304674,5.221282470053132,False,False,1.0,True
235,DOWN_TREND_PULLBACK,1144,1144,2024-01-07 16:00:00+00:00,2024-01-07 16:00:00+00:00,1,0.5444293214077435,4.810313260089792,6.758067053801888,False,False,1.0,True
236,DOWN_TREND_PULLBACK,1147,1150,2024-01-08 04:00:00+00:00,2024-01-08 16:00:00+00:00,4,14.388185654008447,2.4477296954274537,1.692111332749233,True,False,,False
237,DOWN_TREND_PULLBACK,1153,1153,2024-01-09 04:00:00+00:00,2024-01-09 04:00:00+00:00,1,0.5126257831782867,0.08002032577944562,3.9143754155138364,False,False,1.0,True
238,DOWN_TREND_PULLBACK,1157,1158,2024-01-09 20:00:00+00:00,2024-01-10 00:00:00+00:00,2,1.5235457063711992,2.1534416593396135,6.5542178432906315,False,False,2.0,True
239,DOWN_TREND_PULLBACK,1160,1160,2024-01-10 08:00:00+00:00,2024-01-10 08:00:00+00:00,1,1.380942986782404,1.6426965467022017,6.277819649748349,False,False,1.0,True
240,DOWN_TREND_PULLBACK,1162,1163,2024-01-10 16:00:00+00:00,2024-01-10 20:00:00+00:00,2,11.90193752471331,0.49738031965260704,3.324251456300213,True,True,,False
241,UP_TREND_PULLBACK,1173,1175,2024-01-12 12:00:00+00:00,2024-01-12 20:00:00+00:00,3,5.7649285837205255,0.7979332118326923,0.6145462738728298,True,True,,False
242,DOWN_TREND_PULLBACK,1185,1185,2024-01-14 12:00:00+00:00,2024-01-14 12:00:00+00:00,1,0.23883887562005657,0.7933885403570343,0.9093324700893083,False,False,1.0,True
243,DOWN_TREND_PULLBACK,1188,1188,2024-01-15 00:00:00+00:00,2024-01-15 00:00:00+00:00,1,2.4185869358217356,1.6040069335821139,2.232891623364652,False,False,5.0,True
244,DOWN_TREND_PULLBACK,1192,1192,2024-01-15 16:00:00+00:00,2024-01-15 16:00:00+00:00,1,1.7721036585365804,1.6476573850587237,2.787144394109906,False,False,1.0,True
245,DOWN_TREND_PULLBACK,1194,1194,2024-01-16 00:00:00+00:00,2024-01-16 00:00:00+00:00,1,1.5542077331311783,1.0535994648653255,2.4154978561064766,False,False,10.0,True
246,DOWN_TREND_PULLBACK,1196,1197,2024-01-16 08:00:00+00:00,2024-01-16 12:00:00+00:00,2,1.8215962441314633,0.27099529366844505,1.1880156770082173,True,False,4.0,True
247,DOWN_TREND_PULLBACK,1202,1202,2024-01-17 08:00:00+00:00,2024-01-17 08:00:00+00:00,1,0.7571455612341479,1.1663677854129761,2.86562977526594,False,False,1.0,True
248,DOWN_TREND_PULLBACK,1204,1205,2024-01-17 16:00:00+00:00,2024-01-17 20:00:00+00:00,2,0.3610108303249122,1.5229703442814995,3.5067836058156012,False,False,1.0,True
249,DOWN_TREND_PULLBACK,1207,1207,2024-01-18 04:00:00+00:00,2024-01-18 04:00:00+00:00,1,0.7674597083653115,1.751869706500799,3.970816649053538,False,False,1.0,True
250,DOWN_TREND_PULLBACK,1209,1209,2024-01-18 12:00:00+00:00,2024-01-18 12:00:00+00:00,1,0.5799342741156008,2.2728815689965067,4.769829546710016,False,False,1.0,True
251,DOWN_TREND_PULLBACK,1211,1211,2024-01-18 20:00:00+00:00,2024-01-18 20:00:00+00:00,1,0.660925295413584,4.824439899081477,7.857829877443953,False,False,1.0,True
252,DOWN_TREND_PULLBACK,1213,1214,2024-01-19 04:00:00+00:00,2024-01-19 08:00:00+00:00,2,1.2537917087967723,4.11068587571454,7.970929474810587,False,False,2.0,True
253,DOWN_TREND_PULLBACK,1216,1220,2024-01-19 16:00:00+00:00,2024-01-20 08:00:00+00:00,5,5.649948822927332,0.028063871151187757,4.738722931884289,False,False,12.0,True
254,DOWN_TREND_PULLBACK,1223,1223,2024-01-20 20:00:00+00:00,2024-01-20 20:00:00+00:00,1,1.0575793184488758,0.09237274683453138,4.604932870086508,True,False,6.0,True
255,DOWN_TREND_PULLBACK,1231,1231,2024-01-22 04:00:00+00:00,2024-01-22 04:00:00+00:00,1,0.3021148036253779,2.763183687765903,7.514836355900771,False,False,1.0,True
256,DOWN_TREND_PULLBACK,1233,1233,2024-01-22 12:00:00+00:00,2024-01-22 12:00:00+00:00,1,0.4052684903748737,2.790755465844581,7.830119816574421,False,False,1.0,True
257,DOWN_TREND_PULLBACK,1236,1236,2024-01-23 00:00:00+00:00,2024-01-23 00:00:00+00:00,1,0.8775595486836568,4.2120444959693195,9.912880145024383,False,False,1.0,True
258,DOWN_TREND_PULLBACK,1239,1239,2024-01-23 12:00:00+00:00,2024-01-23 12:00:00+00:00,1,2.0069808027923304,5.846926006419196,12.416705348492078,False,False,,False
259,DOWN_TREND_PULLBACK,1241,1241,2024-01-23 20:00:00+00:00,2024-01-23 20:00:00+00:00,1,3.021800129505723,3.1935327955703396,10.38862088977761,False,False,11.0,True
260,DOWN_TREND_PULLBACK,1243,1244,2024-01-24 04:00:00+00:00,2024-01-24 08:00:00+00:00,2,2.150075252633844,2.747213666281437,10.491247606298318,False,False,8.0,True
261,DOWN_TREND_PULLBACK,1247,1247,2024-01-24 20:00:00+00:00,2024-01-24 20:00:00+00:00,1,0.8679085520745115,1.8789478543739968,9.942294309978347,False,False,2.0,True
262,DOWN_TREND_PULLBACK,1249,1250,2024-01-25 04:00:00+00:00,2024-01-25 08:00:00+00:00,2,1.6539440203562283,0.8667771122887408,9.120860436865543,False,False,1.0,True
263,DOWN_TREND_PULLBACK,1252,1252,2024-01-25 16:00:00+00:00,2024-01-25 16:00:00+00:00,1,0.4498714652956278,2.6023644439853504,10.911823319328452,False,False,1.0,True
264,DOWN_TREND_PULLBACK,1254,1254,2024-01-26 00:00:00+00:00,2024-01-26 00:00:00+00:00,1,0.578654093441916,2.1432723029388248,10.63957323237797,False,False,,False
265,DOWN_TREND_PULLBACK,1256,1256,2024-01-26 08:00:00+00:00,2024-01-26 08:00:00+00:00,1,3.3561351004702846,0.9231214195284634,7.76361753023484,True,False,,False
266,DOWN_TREND_PULLBACK,1262,1262,2024-01-27 08:00:00+00:00,2024-01-27 08:00:00+00:00,1,0.4169272461955392,0.21535805574712177,7.691134605823378,True,False,,False
267,DOWN_TREND_PULLBACK,1287,1287,2024-01-31 12:00:00+00:00,2024-01-31 12:00:00+00:00,1,1.2746464847639836,0.7489772972614298,1.8563373989307759,True,False,2.0,True
268,DOWN_TREND_PULLBACK,1293,1295,2024-02-01 12:00:00+00:00,2024-02-01 20:00:00+00:00,3,3.887070376432082,0.2681409305668898,1.6945441664187755,True,False,19.0,True
269,DOWN_TREND_PULLBACK,1310,1310,2024-02-04 08:00:00+00:00,2024-02-04 08:00:00+00:00,1,0.5953562214725149,0.4429051205501528,1.7825745874670678,False,False,2.0,True
270,DOWN_TREND_PULLBACK,1314,1316,2024-02-05 00:00:00+00:00,2024-02-05 08:00:00+00:00,3,2.1280907985407396,0.4132945503960157,2.1893488377811936,False,False,2.0,True
271,DOWN_TREND_PULLBACK,1319,1320,2024-02-05 20:00:00+00:00,2024-02-06 00:00:00+00:00,2,0.2025521571804629,1.6593818687008204,3.8239365204092017,False,False,1.0,True
272,DOWN_TREND_PULLBACK,1323,1324,2024-02-06 12:00:00+00:00,2024-02-06 16:00:00+00:00,2,2.112533008328259,0.2613101079116695,2.133952484220641,True,False,2.0,True
273,DOWN_TREND_PULLBACK,1329,1331,2024-02-07 12:00:00+00:00,2024-02-07 20:00:00+00:00,3,5.5707378599957895,0.8904520811921316,1.9126781738624528,True,False,,False
274,UP_TREND_PULLBACK,1341,1341,2024-02-09 12:00:00+00:00,2024-02-09 12:00:00+00:00,1,0.23923444976075964,5.112998802061657,5.488552379333676,False,False,1.0,True
275,UP_TREND_PULLBACK,1343,1343,2024-02-09 20:00:00+00:00,2024-02-09 20:00:00+00:00,1,0.2950396459524333,4.125650618905814,5.104340138290242,False,False,1.0,True
276,UP_TREND_PULLBACK,1345,1346,2024-02-10 04:00:00+00:00,2024-02-10 08:00:00+00:00,2,1.624215577703935,1.9834643827630456,3.4775999913859623,False,False,3.0,True
277,UP_TREND_PULLBACK,1351,1354,2024-02-11 04:00:00+00:00,2024-02-11 16:00:00+00:00,4,3.91250222301263,1.1173230532744458,4.369989339386999,False,False,6.0,True
278,UP_TREND_PULLBACK,1356,1358,2024-02-12 00:00:00+00:00,2024-02-12 08:00:00+00:00,3,1.2005910602142502,0.056374148772221806,3.1688551327798806,True,False,1.0,True
279,UP_TREND_PULLBACK,1360,1360,2024-02-12 16:00:00+00:00,2024-02-12 16:00:00+00:00,1,0.35964754540550287,3.00449221119624,6.722775084565128,False,False,1.0,True
280,UP_TREND_PULLBACK,1362,1362,2024-02-13 00:00:00+00:00,2024-02-13 00:00:00+00:00,1,1.6988555078683947,1.7608454603503119,5.733241622491052,False,False,8.0,True
281,UP_TREND_PULLBACK,1364,1365,2024-02-13 08:00:00+00:00,2024-02-13 12:00:00+00:00,2,3.538241601143681,0.4546513250892434,3.6455235171158553,True,False,5.0,True
282,UP_TREND_PULLBACK,1375,1375,2024-02-15 04:00:00+00:00,2024-02-15 04:00:00+00:00,1,0.7898351648351731,4.045180962501705,10.059747043538882,False,False,1.0,True
283,UP_TREND_PULLBACK,1380,1381,2024-02-16 00:00:00+00:00,2024-02-16 04:00:00+00:00,2,1.774273040906856,4.54975983582217,12.935367686438076,False,False,2.0,True
284,UP_TREND_PULLBACK,1383,1384,2024-02-16 12:00:00+00:00,2024-02-16 16:00:00+00:00,2,1.6196359993321159,2.2992645359742263,10.901295296164177,False,False,7.0,True
285,UP_TREND_PULLBACK,1386,1386,2024-02-17 00:00:00+00:00,2024-02-17 00:00:00+00:00,1,1.2195121951219468,2.2029109235034317,11.033166548263244,False,False,5.0,True
286,UP_TREND_PULLBACK,1388,1389,2024-02-17 08:00:00+00:00,2024-02-17 12:00:00+00:00,2,2.313017052169516,0.2262033979903275,8.329085127544827,True,False,2.0,True
287,UP_TREND_PULLBACK,1395,1397,2024-02-18 12:00:00+00:00,2024-02-18 20:00:00+00:00,3,2.3802017654476675,3.7203183144215646,14.57771816563141,False,False,7.0,True
288,UP_TREND_PULLBACK,1400,1402,2024-02-19 08:00:00+00:00,2024-02-19 16:00:00+00:00,3,1.191989828353457,2.650131011334777,14.153913926525,False,False,1.0,True
289,UP_TREND_PULLBACK,1404,1404,2024-02-20 00:00:00+00:00,2024-02-20 00:00:00+00:00,1,0.8402029169308943,2.753981850230409,14.503937685928548,False,False,2.0,True
290,UP_TREND_PULLBACK,1407,1407,2024-02-20 12:00:00+00:00,2024-02-20 12:00:00+00:00,1,3.192503176620077,0.3153651819086656,11.11569761454178,True,False,,False
291,UP_TREND_PULLBACK,1410,1410,2024-02-21 00:00:00+00:00,2024-02-21 00:00:00+00:00,1,1.5122265122265242,0.05821590661485927,11.196402648021595,True,False,,False
292,UP_TREND_PULLBACK,1434,1436,2024-02-25 00:00:00+00:00,2024-02-25 08:00:00+00:00,3,1.2732450996816786,0.14758202750665195,5.330571176196976,True,False,7.0,True
293,UP_TREND_PULLBACK,1447,1447,2024-02-27 04:00:00+00:00,2024-02-27 04:00:00+00:00,1,0.9016261471582576,2.895457624383805,9.197372377633354,False,False,7.0,True
294,UP_TREND_PULLBACK,1449,1449,2024-02-27 12:00:00+00:00,2024-02-27 12:00:00+00:00,1,1.080645161290329,2.0963283916652524,8.60494808265308,False,False,1.0,True
295,UP_TREND_PULLBACK,1451,1452,2024-02-27 20:00:00+00:00,2024-02-28 00:00:00+00:00,2,1.500399042298478,1.99916269029575,8.948509547407028,False,False,2.0,True
296,UP_TREND_PULLBACK,1454,1454,2024-02-28 08:00:00+00:00,2024-02-28 08:00:00+00:00,1,0.5254777070063646,2.7573690097726957,10.059705720398505,False,False,1.0,True
297,UP_TREND_PULLBACK,1456,1456,2024-02-28 16:00:00+00:00,2024-02-28 16:00:00+00:00,1,3.3463643471462046,1.2023883248361231,8.665119288032697,False,False,3.0,True
298,UP_TREND_PULLBACK,1462,1463,2024-02-29 16:00:00+00:00,2024-02-29 20:00:00+00:00,2,5.4857802800635245,3.2463639976057244,13.768723080612356,False,False,6.0,True
299,UP_TREND_PULLBACK,1465,1465,2024-03-01 04:00:00+00:00,2024-03-01 04:00:00+00:00,1,1.2932956741489416,3.9435488546534647,15.01728454514231,False,False,1.0,True
300,UP_TREND_PULLBACK,1467,1467,2024-03-01 12:00:00+00:00,2024-03-01 12:00:00+00:00,1,0.889861415025528,5.3652547288333565,17.262012408675133,False,False,1.0,True
301,UP_TREND_PULLBACK,1471,1473,2024-03-02 04:00:00+00:00,2024-03-02 12:00:00+00:00,3,3.348332451032305,8.21493073265635,24.19845229460284,False,False,10.0,True
302,UP_TREND_PULLBACK,1476,1477,2024-03-03 00:00:00+00:00,2024-03-03 04:00:00+00:00,2,4.045307443365699,3.1813705681128903,19.857107004691432,False,False,5.0,True
303,UP_TREND_PULLBACK,1479,1479,2024-03-03 12:00:00+00:00,2024-03-03 12:00:00+00:00,1,0.6051437216338825,4.060066073811007,21.196454816703888,False,False,1.0,True
304,UP_TREND_PULLBACK,1486,1489,2024-03-04 16:00:00+00:00,2024-03-05 04:00:00+00:00,4,4.315816197004306,3.0795946649941848,23.132123404692422,False,False,,False
305,UP_TREND_PULLBACK,1491,1492,2024-03-05 12:00:00+00:00,2024-03-05 16:00:00+00:00,2,17.322219327949988,2.5397327451379943,3.164546248665413,True,False,,False
306,UP_TREND_PULLBACK,1496,1497,2024-03-06 08:00:00+00:00,2024-03-06 12:00:00+00:00,2,2.790571660796526,0.8025002913595494,15.738444524123157,True,False,3.0,True
307,UP_TREND_PULLBACK,1501,1501,2024-03-07 04:00:00+00:00,2024-03-07 04:00:00+00:00,1,0.040705563093618315,1.4492525001248926,17.968908603715708,False,False,2.0,True
308,UP_TREND_PULLBACK,1505,1507,2024-03-07 20:00:00+00:00,2024-03-08 04:00:00+00:00,3,2.793296089385477,0.07804999070591334,15.766140676337226,True,False,20.0,True
309,UP_TREND_PULLBACK,1509,1509,2024-03-08 12:00:00+00:00,2024-03-08 12:00:00+00:00,1,2.405544985050292,1.7266184602884074,13.414114595911034,True,False,4.0,True
310,UP_TREND_PULLBACK,1514,1514,2024-03-09 08:00:00+00:00,2024-03-09 08:00:00+00:00,1,0.8281292424653806,0.059589102157437325,14.533774335487179,False,False,2.0,True
311,UP_TREND_PULLBACK,1518,1518,2024-03-10 00:00:00+00:00,2024-03-10 00:00:00+00:00,1,0.8360302049622416,0.4592756399847592,14.597875725779403,False,False,9.0,True
312,UP_TREND_PULLBACK,1520,1520,2024-03-10 08:00:00+00:00,2024-03-10 08:00:00+00:00,1,1.2079261672095574,0.5680167855193023,13.112904956253516,True,False,5.0,True
313,UP_TREND_PULLBACK,1530,1533,2024-03-12 00:00:00+00:00,2024-03-12 12:00:00+00:00,4,3.6497291720402365,0.8725716943268534,13.954640075818487,False,False,10.0,True
314,UP_TREND_PULLBACK,1538,1539,2024-03-13 08:00:00+00:00,2024-03-13 12:00:00+00:00,2,2.201834862385326,0.16214773442846647,12.845206230998194,False,False,4.0,True
315,UP_TREND_PULLBACK,1542,1542,2024-03-14 00:00:00+00:00,2024-03-14 00:00:00+00:00,1,0.5629746006808172,1.5771704517787397,14.359712499483656,False,False,1.0,True
316,UP_TREND_PULLBACK,1545,1545,2024-03-14 12:00:00+00:00,2024-03-14 12:00:00+00:00,1,5.987421383647809,0.7439519800930322,11.98504583274321,True,False,,False
317,DOWN_TREND_PULLBACK,1578,1580,2024-03-20 00:00:00+00:00,2024-03-20 08:00:00+00:00,3,4.22919508867666,6.374500329437301,8.488938441317712,False,False,2.0,True
318,DOWN_TREND_PULLBACK,1582,1583,2024-03-20 16:00:00+00:00,2024-03-20 20:00:00+00:00,2,6.849315068493138,1.164677457191844,4.048153209181225,False,False,,False
