correction_id,direction,start_i,end_i,start_time,end_time,duration_bars,max_depth_pct,min_abs_distance_to_ema27_pct,min_abs_distance_to_ema200_pct,changed_ema27_slope,changed_ema200_slope,bars_to_update_extreme,updated_extreme
21,UP_TREND_PULLBACK,111,111,2023-07-19 12:00:00+00:00,2023-07-19 12:00:00+00:00,1,1.2630249447426598,0.4075827998537399,4.930628146066456,True,False,1.0,True
22,UP_TREND_PULLBACK,113,113,2023-07-19 20:00:00+00:00,2023-07-19 20:00:00+00:00,1,0.49352251696483357,2.323908433066629,8.070384190691739,False,False,1.0,True
23,UP_TREND_PULLBACK,115,118,2023-07-20 04:00:00+00:00,2023-07-20 16:00:00+00:00,4,3.3567287152883765,0.04879995851991978,5.679663756103259,True,False,,False
24,UP_TREND_PULLBACK,134,134,2023-07-23 08:00:00+00:00,2023-07-23 08:00:00+00:00,1,0.4746835443037979,0.0678035762233374,4.230454995607349,True,False,2.0,True
25,UP_TREND_PULLBACK,138,138,2023-07-24 00:00:00+00:00,2023-07-24 00:00:00+00:00,1,1.60832544938505,0.8761231043909632,3.224757027679333,True,False,,False
26,UP_TREND_PULLBACK,140,140,2023-07-24 08:00:00+00:00,2023-07-24 08:00:00+00:00,1,2.700127064803052,2.5007782232222695,1.2840075760840448,True,False,,False
27,UP_TREND_PULLBACK,159,160,2023-07-27 12:00:00+00:00,2023-07-27 16:00:00+00:00,2,1.1904761904762022,0.19529306211185143,1.3665058847000013,True,False,9.0,True
28,UP_TREND_PULLBACK,163,163,2023-07-28 04:00:00+00:00,2023-07-28 04:00:00+00:00,1,0.19455252918287597,0.06992644804402222,1.5479588988860875,True,False,1.0,True
29,UP_TREND_PULLBACK,167,167,2023-07-28 20:00:00+00:00,2023-07-28 20:00:00+00:00,1,0.4497269514937399,0.3814542601390054,2.1391967357457813,False,False,2.0,True
30,UP_TREND_PULLBACK,169,170,2023-07-29 04:00:00+00:00,2023-07-29 08:00:00+00:00,2,0.7069408740359833,0.006254709783879134,1.774660280394444,True,False,2.0,True
31,UP_TREND_PULLBACK,176,178,2023-07-30 08:00:00+00:00,2023-07-30 16:00:00+00:00,3,1.7476962186209106,0.48234878497090267,1.6044361040547923,True,False,2.0,True
32,UP_TREND_PULLBACK,180,181,2023-07-31 00:00:00+00:00,2023-07-31 04:00:00+00:00,2,1.0139416983523386,0.3209030091937365,2.5566485848833365,False,False,,False
33,UP_TREND_PULLBACK,183,184,2023-07-31 12:00:00+00:00,2023-07-31 16:00:00+00:00,2,1.307814992025516,0.04451039401931256,1.503762160733687,True,False,,False
34,UP_TREND_PULLBACK,192,192,2023-08-02 00:00:00+00:00,2023-08-02 00:00:00+00:00,1,0.9345794392523408,0.5395444515947748,0.8185946020751398,True,False,,False
35,DOWN_TREND_PULLBACK,204,204,2023-08-04 00:00:00+00:00,2023-08-04 00:00:00+00:00,1,0.6160164271047119,2.7938005507802415,3.3564677309659388,False,False,,False
36,DOWN_TREND_PULLBACK,206,207,2023-08-04 08:00:00+00:00,2023-08-04 12:00:00+00:00,2,1.0928961748633814,1.585289153862848,2.601880609538574,False,False,1.0,True
37,DOWN_TREND_PULLBACK,209,209,2023-08-04 20:00:00+00:00,2023-08-04 20:00:00+00:00,1,0.06818956699624205,2.086236329946346,3.358340425187898,False,False,1.0,True
38,DOWN_TREND_PULLBACK,212,212,2023-08-05 08:00:00+00:00,2023-08-05 08:00:00+00:00,1,0.2061147372037064,2.169880180980353,3.8399610553058983,False,False,1.0,True
39,DOWN_TREND_PULLBACK,214,216,2023-08-05 16:00:00+00:00,2023-08-06 00:00:00+00:00,3,1.3736263736263747,0.5834507487297712,2.5588710385258127,False,False,9.0,True
40,DOWN_TREND_PULLBACK,218,218,2023-08-06 08:00:00+00:00,2023-08-06 08:00:00+00:00,1,0.10186757215620457,0.6131776422940676,2.638077039992997,False,False,1.0,True
41,DOWN_TREND_PULLBACK,220,222,2023-08-06 16:00:00+00:00,2023-08-07 00:00:00+00:00,3,1.0989010989010923,0.3990455618424731,2.6403151656431016,False,False,3.0,True
42,DOWN_TREND_PULLBACK,224,224,2023-08-07 08:00:00+00:00,2023-08-07 08:00:00+00:00,1,0.17094017094017108,0.7422295340788809,3.0421427999350414,False,False,1.0,True
43,DOWN_TREND_PULLBACK,227,228,2023-08-07 20:00:00+00:00,2023-08-08 00:00:00+00:00,2,0.7955724662746346,0.860814312770164,3.421442039298815,False,False,,False
44,DOWN_TREND_PULLBACK,230,231,2023-08-08 08:00:00+00:00,2023-08-08 12:00:00+00:00,2,1.51202749140894,0.06983723831758938,2.015018668505084,True,False,,False
45,DOWN_TREND_PULLBACK,247,248,2023-08-11 04:00:00+00:00,2023-08-11 08:00:00+00:00,2,0.16880486158001365,0.032751225423326605,1.4042272748130757,True,False,1.0,True
46,DOWN_TREND_PULLBACK,253,253,2023-08-12 04:00:00+00:00,2023-08-12 04:00:00+00:00,1,0.3411804844762693,0.5372500134675282,2.152983664250248,False,False,3.0,True
47,DOWN_TREND_PULLBACK,257,257,2023-08-12 20:00:00+00:00,2023-08-12 20:00:00+00:00,1,0.10288065843620266,1.0305922652906194,2.7868637877775413,False,False,1.0,True
48,DOWN_TREND_PULLBACK,261,262,2023-08-13 12:00:00+00:00,2023-08-13 16:00:00+00:00,2,0.8950086058519956,0.2443172231544697,2.2443066960698883,False,False,1.0,True
49,DOWN_TREND_PULLBACK,264,264,2023-08-14 00:00:00+00:00,2023-08-14 00:00:00+00:00,1,0.38009675190048026,0.950546741483618,3.0482297636515687,False,False,10.0,True
50,DOWN_TREND_PULLBACK,267,267,2023-08-14 12:00:00+00:00,2023-08-14 12:00:00+00:00,1,0.48225973131243965,0.37723052223127523,2.5632022833440136,False,False,1.0,True
51,DOWN_TREND_PULLBACK,269,269,2023-08-14 20:00:00+00:00,2023-08-14 20:00:00+00:00,1,0.24146257330115006,0.6340925631051809,2.872034641701149,False,False,5.0,True
52,DOWN_TREND_PULLBACK,271,271,2023-08-15 04:00:00+00:00,2023-08-15 04:00:00+00:00,1,0.17259233690024176,0.6541044182905483,2.9463655749093287,False,False,1.0,True
53,DOWN_TREND_PULLBACK,275,275,2023-08-15 20:00:00+00:00,2023-08-15 20:00:00+00:00,1,0.2132196162046871,2.83195969200202,5.514449697186179,False,False,4.0,True
54,DOWN_TREND_PULLBACK,280,280,2023-08-16 16:00:00+00:00,2023-08-16 16:00:00+00:00,1,0.6217995610826756,3.867473854786346,7.507504459993113,False,False,1.0,True
55,DOWN_TREND_PULLBACK,282,282,2023-08-17 00:00:00+00:00,2023-08-17 00:00:00+00:00,1,0.7280669821623595,2.8204233513544112,6.834815283820597,False,False,5.0,True
56,DOWN_TREND_PULLBACK,286,286,2023-08-17 16:00:00+00:00,2023-08-17 16:00:00+00:00,1,1.8973214285714264,2.830564166118013,7.493401824401722,False,False,1.0,True
57,DOWN_TREND_PULLBACK,288,290,2023-08-18 00:00:00+00:00,2023-08-18 08:00:00+00:00,3,4.386995691343512,3.6870978438153337,9.577270617544889,False,False,,False
58,DOWN_TREND_PULLBACK,292,293,2023-08-18 16:00:00+00:00,2023-08-18 20:00:00+00:00,2,0.4948610582413488,3.6579919777924914,10.141770736102307,False,False,1.0,True
59,DOWN_TREND_PULLBACK,295,297,2023-08-19 04:00:00+00:00,2023-08-19 12:00:00+00:00,3,2.517162471395879,1.0275985373189616,8.14731709779002,False,False,12.0,True
60,DOWN_TREND_PULLBACK,299,299,2023-08-19 20:00:00+00:00,2023-08-19 20:00:00+00:00,1,0.22371364653243453,0.8727520275578412,7.99703135078752,False,False,1.0,True
61,DOWN_TREND_PULLBACK,302,304,2023-08-20 08:00:00+00:00,2023-08-20 16:00:00+00:00,3,2.3719879518072187,0.4759207742357551,6.562333348947594,True,False,4.0,True
62,DOWN_TREND_PULLBACK,310,310,2023-08-21 16:00:00+00:00,2023-08-21 16:00:00+00:00,1,1.2241775057383246,1.6200567506491046,8.62919633469851,False,False,4.0,True
63,DOWN_TREND_PULLBACK,317,317,2023-08-22 20:00:00+00:00,2023-08-22 20:00:00+00:00,1,2.0102483247930603,2.285683097156781,9.991838381220298,False,False,,False
64,DOWN_TREND_PULLBACK,319,319,2023-08-23 04:00:00+00:00,2023-08-23 04:00:00+00:00,1,0.6578947368420972,1.5093988733117012,9.363218381357274,False,False,19.0,True
65,DOWN_TREND_PULLBACK,321,322,2023-08-23 12:00:00+00:00,2023-08-23 16:00:00+00:00,2,3.3500192529842288,0.3073350888226425,6.246202067866205,True,False,12.0,True
66,DOWN_TREND_PULLBACK,328,329,2023-08-24 16:00:00+00:00,2023-08-24 20:00:00+00:00,2,1.2566641279512663,0.07896953021813932,6.684457127346918,True,False,1.0,True
67,DOWN_TREND_PULLBACK,332,332,2023-08-25 08:00:00+00:00,2023-08-25 08:00:00+00:00,1,0.45854031333589396,0.6041880407075569,7.522609371309407,False,False,1.0,True
68,DOWN_TREND_PULLBACK,335,335,2023-08-25 20:00:00+00:00,2023-08-25 20:00:00+00:00,1,0.5001923816852512,0.9522836001079695,7.893179927481289,False,False,3.0,True
69,DOWN_TREND_PULLBACK,337,337,2023-08-26 04:00:00+00:00,2023-08-26 04:00:00+00:00,1,0.038417210910505,1.0820578226649902,8.026074046446537,False,False,1.0,True
70,DOWN_TREND_PULLBACK,339,341,2023-08-26 12:00:00+00:00,2023-08-26 20:00:00+00:00,3,0.7333076032419964,0.5787907316604288,7.522576066440452,False,False,,False
71,DOWN_TREND_PULLBACK,343,343,2023-08-27 04:00:00+00:00,2023-08-27 04:00:00+00:00,1,0.9205983889528245,0.25139824930137455,6.645379593648418,True,False,6.0,True
72,DOWN_TREND_PULLBACK,347,347,2023-08-27 20:00:00+00:00,2023-08-27 20:00:00+00:00,1,0.38109756097561004,0.29881063663583246,6.295085019555651,True,False,1.0,True
73,DOWN_TREND_PULLBACK,350,351,2023-08-28 08:00:00+00:00,2023-08-28 12:00:00+00:00,2,2.1931512120046106,0.6756294132049186,5.256345527758403,True,False,18.0,True
74,DOWN_TREND_PULLBACK,357,357,2023-08-29 12:00:00+00:00,2023-08-29 12:00:00+00:00,1,4.904214559386964,3.8178449071622453,2.038555444726008,True,False,12.0,True
75,DOWN_TREND_PULLBACK,364,365,2023-08-30 16:00:00+00:00,2023-08-30 20:00:00+00:00,2,0.9509319132750103,0.13874129689360673,4.7198313996484575,True,False,4.0,True
76,DOWN_TREND_PULLBACK,367,367,2023-08-31 04:00:00+00:00,2023-08-31 04:00:00+00:00,1,0.22667170381563637,0.10211201846039421,4.663930437194914,True,False,2.0,True
77,DOWN_TREND_PULLBACK,371,372,2023-08-31 20:00:00+00:00,2023-09-01 00:00:00+00:00,2,0.6677140612725763,2.473401689445041,7.571170322275559,False,False,,False
78,DOWN_TREND_PULLBACK,374,374,2023-09-01 08:00:00+00:00,2023-09-01 08:00:00+00:00,1,0.8199921905505626,1.4605849879404782,6.751874999381469,False,False,1.0,True
79,DOWN_TREND_PULLBACK,377,378,2023-09-01 20:00:00+00:00,2023-09-02 00:00:00+00:00,2,1.0638297872340348,1.4571649794300345,7.080749417195223,False,False,,False
80,DOWN_TREND_PULLBACK,381,381,2023-09-02 12:00:00+00:00,2023-09-02 12:00:00+00:00,1,0.5492349941153224,1.1755024096525333,6.948873069609106,False,False,1.0,True
81,DOWN_TREND_PULLBACK,383,383,2023-09-02 20:00:00+00:00,2023-09-02 20:00:00+00:00,1,0.2739726027397176,1.0308240382374978,6.85400994527509,False,False,4.0,True
82,DOWN_TREND_PULLBACK,385,385,2023-09-03 04:00:00+00:00,2023-09-03 04:00:00+00:00,1,0.03912363067292214,1.054606888049319,6.905762116712133,False,False,1.0,True
83,DOWN_TREND_PULLBACK,388,390,2023-09-03 16:00:00+00:00,2023-09-04 00:00:00+00:00,3,1.3774104683195605,0.0106001360608756,5.894979903630014,True,False,5.0,True
84,DOWN_TREND_PULLBACK,393,393,2023-09-04 12:00:00+00:00,2023-09-04 12:00:00+00:00,1,0.11741682974560567,0.5750509115715632,6.37455813515677,False,False,1.0,True
85,DOWN_TREND_PULLBACK,395,395,2023-09-04 20:00:00+00:00,2023-09-04 20:00:00+00:00,1,0.11727912431585884,0.38783383765256285,6.147314185191816,False,False,1.0,True
86,DOWN_TREND_PULLBACK,397,397,2023-09-05 04:00:00+00:00,2023-09-05 04:00:00+00:00,1,0.5870841487279849,0.00613171849616328,5.70376122154087,True,False,9.0,True
87,DOWN_TREND_PULLBACK,401,401,2023-09-05 20:00:00+00:00,2023-09-05 20:00:00+00:00,1,0.46765393608728717,0.28262458942927143,5.2026628391352565,True,False,2.0,True
88,DOWN_TREND_PULLBACK,404,404,2023-09-06 08:00:00+00:00,2023-09-06 08:00:00+00:00,1,0.03907776475185189,0.3989017228191397,5.7102518502770385,False,False,1.0,True
89,DOWN_TREND_PULLBACK,406,407,2023-09-06 16:00:00+00:00,2023-09-06 20:00:00+00:00,2,1.019208153665226,0.031722772604673134,4.929272143687704,True,False,3.0,True
90,DOWN_TREND_PULLBACK,411,413,2023-09-07 12:00:00+00:00,2023-09-07 20:00:00+00:00,3,1.5354330708661474,0.19259669912328842,4.5511091357090265,True,False,3.0,True
91,DOWN_TREND_PULLBACK,417,417,2023-09-08 12:00:00+00:00,2023-09-08 12:00:00+00:00,1,0.1576665352778918,0.9164661603848885,5.761714862226511,False,False,9.0,True
92,DOWN_TREND_PULLBACK,419,421,2023-09-08 20:00:00+00:00,2023-09-09 04:00:00+00:00,3,0.788954635108482,0.18412715047882455,5.033924523901198,False,False,5.0,True
93,DOWN_TREND_PULLBACK,428,428,2023-09-10 08:00:00+00:00,2023-09-10 08:00:00+00:00,1,0.2806736166800234,1.6833360225272154,6.64803631485685,False,False,6.0,True
94,DOWN_TREND_PULLBACK,430,431,2023-09-10 16:00:00+00:00,2023-09-10 20:00:00+00:00,2,0.4437273093989471,1.6516881466724815,6.857498718579026,False,False,3.0,True
95,DOWN_TREND_PULLBACK,437,438,2023-09-11 20:00:00+00:00,2023-09-12 00:00:00+00:00,2,3.7379252414951667,0.9520909664033554,7.054963544132972,False,False,,False
96,DOWN_TREND_PULLBACK,440,441,2023-09-12 08:00:00+00:00,2023-09-12 12:00:00+00:00,2,1.179341195607965,0.10756882997352268,6.1901300301112085,False,False,3.0,True
97,DOWN_TREND_PULLBACK,445,446,2023-09-13 04:00:00+00:00,2023-09-13 08:00:00+00:00,2,1.7191977077363936,0.1281849242503571,5.973829467879807,True,False,,False
98,DOWN_TREND_PULLBACK,449,449,2023-09-13 20:00:00+00:00,2023-09-13 20:00:00+00:00,1,0.4037141703673803,0.19633594784320102,5.729962839985281,True,False,1.0,True
99,DOWN_TREND_PULLBACK,452,452,2023-09-14 08:00:00+00:00,2023-09-14 08:00:00+00:00,1,0.646725949878735,0.31408207036398833,5.451213477406363,True,False,7.0,True
100,DOWN_TREND_PULLBACK,461,461,2023-09-15 20:00:00+00:00,2023-09-15 20:00:00+00:00,1,1.1712439418416856,0.506848770600313,4.480102339092118,True,False,12.0,True
101,DOWN_TREND_PULLBACK,467,467,2023-09-16 20:00:00+00:00,2023-09-16 20:00:00+00:00,1,0.6838294448914058,0.2836850844591828,4.302221659596762,True,False,1.0,True
102,DOWN_TREND_PULLBACK,470,470,2023-09-17 08:00:00+00:00,2023-09-17 08:00:00+00:00,1,0.6841046277665913,0.2624889982298471,4.208224003310599,True,False,2.0,True
103,DOWN_TREND_PULLBACK,474,474,2023-09-18 00:00:00+00:00,2023-09-18 00:00:00+00:00,1,0.9307972480777112,0.048490065652562316,4.332560502234697,True,False,,False
104,DOWN_TREND_PULLBACK,476,476,2023-09-18 08:00:00+00:00,2023-09-18 08:00:00+00:00,1,2.255336286749908,1.7454840487415275,2.5354767464203585,True,False,18.0,True
105,DOWN_TREND_PULLBACK,491,491,2023-09-20 20:00:00+00:00,2023-09-20 20:00:00+00:00,1,0.23894862604539607,0.23189703486973254,3.029905667648418,False,False,1.0,True
106,DOWN_TREND_PULLBACK,495,495,2023-09-21 12:00:00+00:00,2023-09-21 12:00:00+00:00,1,0.08058017727639231,1.243287636481909,4.154270406346006,False,False,2.0,True
107,DOWN_TREND_PULLBACK,498,498,2023-09-22 00:00:00+00:00,2023-09-22 00:00:00+00:00,1,0.48999591670069687,1.7255584874683376,4.898906839574154,False,False,1.0,True
108,DOWN_TREND_PULLBACK,503,503,2023-09-22 20:00:00+00:00,2023-09-22 20:00:00+00:00,1,0.5749486652977464,1.4982881394834193,5.11005896047235,False,False,12.0,True
109,DOWN_TREND_PULLBACK,505,506,2023-09-23 04:00:00+00:00,2023-09-23 08:00:00+00:00,2,0.817661488143909,0.5746542917207119,4.314237394638854,False,False,9.0,True
110,DOWN_TREND_PULLBACK,508,508,2023-09-23 16:00:00+00:00,2023-09-23 16:00:00+00:00,1,0.4074979625101878,0.5389102655846337,4.304962302330257,False,False,6.0,True
111,DOWN_TREND_PULLBACK,511,512,2023-09-24 04:00:00+00:00,2023-09-24 08:00:00+00:00,2,0.24489795918368049,0.6361395557949084,4.441970051191654,False,False,1.0,True
112,DOWN_TREND_PULLBACK,516,517,2023-09-25 00:00:00+00:00,2023-09-25 04:00:00+00:00,2,0.9888751545117483,0.4702492768368112,4.404369555942181,False,False,,False
113,DOWN_TREND_PULLBACK,519,519,2023-09-25 12:00:00+00:00,2023-09-25 12:00:00+00:00,1,0.7812500000000052,0.354707202440219,4.313933443079461,False,False,13.0,True
114,DOWN_TREND_PULLBACK,521,522,2023-09-25 20:00:00+00:00,2023-09-26 00:00:00+00:00,2,0.5714285714285765,0.0011400651016655215,3.6910875254931987,True,False,4.0,True
115,DOWN_TREND_PULLBACK,527,528,2023-09-26 20:00:00+00:00,2023-09-27 00:00:00+00:00,2,0.4905968928863364,0.01733471124396934,3.6977205454704376,True,False,3.0,True
116,DOWN_TREND_PULLBACK,530,530,2023-09-27 08:00:00+00:00,2023-09-27 08:00:00+00:00,1,1.1437908496732012,0.7218485465131128,2.9244824926125412,True,False,1.0,True
117,DOWN_TREND_PULLBACK,532,533,2023-09-27 16:00:00+00:00,2023-09-27 20:00:00+00:00,2,0.16380016380016849,0.38686442198520815,3.98247282545437,False,False,,False
118,DOWN_TREND_PULLBACK,535,536,2023-09-28 04:00:00+00:00,2023-09-28 08:00:00+00:00,2,1.1480114801147998,0.12565637726007964,3.0512386083442764,True,False,,False
119,UP_TREND_PULLBACK,561,563,2023-10-02 12:00:00+00:00,2023-10-02 20:00:00+00:00,3,2.9588014981273476,0.7932288800662506,1.6424077073941519,False,False,,False
120,UP_TREND_PULLBACK,565,566,2023-10-03 04:00:00+00:00,2023-10-03 08:00:00+00:00,2,0.722708254089012,1.1304298993991606,2.3010127726426712,False,False,1.0,True
121,UP_TREND_PULLBACK,568,568,2023-10-03 16:00:00+00:00,2023-10-03 16:00:00+00:00,1,0.8785332314743962,0.41389541792577983,1.6695589255534111,False,False,16.0,True
122,UP_TREND_PULLBACK,570,570,2023-10-04 00:00:00+00:00,2023-10-04 00:00:00+00:00,1,1.992337164750951,1.0111413235909614,0.19546234767617207,True,False,9.0,True
123,UP_TREND_PULLBACK,576,576,2023-10-05 00:00:00+00:00,2023-10-05 00:00:00+00:00,1,0.3862495171881038,0.011607359717808801,0.9793452681883976,True,False,2.0,True
124,UP_TREND_PULLBACK,579,579,2023-10-05 12:00:00+00:00,2023-10-05 12:00:00+00:00,1,0.459418070444096,0.6609365054170704,1.7508614333835326,False,False,1.0,True
125,UP_TREND_PULLBACK,581,581,2023-10-05 20:00:00+00:00,2023-10-05 20:00:00+00:00,1,0.6491027109583943,0.5921392783230172,1.7855940672940285,False,False,1.0,True
126,UP_TREND_PULLBACK,587,589,2023-10-06 20:00:00+00:00,2023-10-07 04:00:00+00:00,3,1.9578313253011983,0.14793034726528176,1.6247864820943085,True,False,,False
127,DOWN_TREND_PULLBACK,610,611,2023-10-10 16:00:00+00:00,2023-10-10 20:00:00+00:00,2,0.4437273093989471,2.055825520374728,2.6528877938024618,False,False,1.0,True
128,DOWN_TREND_PULLBACK,614,614,2023-10-11 08:00:00+00:00,2023-10-11 08:00:00+00:00,1,0.7736156351791469,2.0354984438594195,3.1324718564214,False,False,1.0,True
129,DOWN_TREND_PULLBACK,616,617,2023-10-11 16:00:00+00:00,2023-10-11 20:00:00+00:00,2,0.6082725060827143,1.3747900369391841,2.8039667336933283,False,False,3.0,True
130,DOWN_TREND_PULLBACK,623,623,2023-10-12 20:00:00+00:00,2023-10-12 20:00:00+00:00,1,0.9437833401723417,1.3306766143918423,3.4085455102603532,False,False,,False
131,DOWN_TREND_PULLBACK,625,625,2023-10-13 04:00:00+00:00,2023-10-13 04:00:00+00:00,1,0.4484304932735498,0.9816385159591631,3.185033262851214,False,False,,False
132,DOWN_TREND_PULLBACK,627,627,2023-10-13 12:00:00+00:00,2023-10-13 12:00:00+00:00,1,0.2032520325203254,0.7995791440668164,3.0834961394098337,False,False,4.0,True
133,DOWN_TREND_PULLBACK,630,630,2023-10-14 00:00:00+00:00,2023-10-14 00:00:00+00:00,1,0.2034174125305128,0.685193053455441,3.0685498350594793,False,False,1.0,True
134,DOWN_TREND_PULLBACK,632,633,2023-10-14 08:00:00+00:00,2023-10-14 12:00:00+00:00,2,1.019991840065269,0.03476852590882421,2.4693345265538027,False,False,18.0,True
135,DOWN_TREND_PULLBACK,635,637,2023-10-14 20:00:00+00:00,2023-10-15 04:00:00+00:00,3,0.2835155933576259,0.013272830316768522,2.3688168381060644,True,False,1.0,True
136,DOWN_TREND_PULLBACK,640,642,2023-10-15 16:00:00+00:00,2023-10-16 00:00:00+00:00,3,0.934579439252335,0.020823575444737064,1.929688740771632,True,False,9.0,True
137,DOWN_TREND_PULLBACK,655,656,2023-10-18 04:00:00+00:00,2023-10-18 08:00:00+00:00,2,0.32533550223667956,0.5752850668926065,2.387228679633547,False,False,1.0,True
138,DOWN_TREND_PULLBACK,661,663,2023-10-19 04:00:00+00:00,2023-10-19 12:00:00+00:00,3,1.7849730178497294,0.38469295381072094,2.734059979188604,False,False,,False
139,DOWN_TREND_PULLBACK,665,665,2023-10-19 20:00:00+00:00,2023-10-19 20:00:00+00:00,1,0.8578431372549095,0.32043781389515946,2.011697946164501,True,False,,False
140,UP_TREND_PULLBACK,685,685,2023-10-23 04:00:00+00:00,2023-10-23 04:00:00+00:00,1,1.2007504690431654,3.074059633108269,4.160362529526504,False,False,3.0,True
141,UP_TREND_PULLBACK,687,687,2023-10-23 12:00:00+00:00,2023-10-23 12:00:00+00:00,1,0.22650056625143256,2.957974339895076,4.459278060284025,False,False,1.0,True
142,UP_TREND_PULLBACK,691,691,2023-10-24 04:00:00+00:00,2023-10-24 04:00:00+00:00,1,0.8147360963513881,6.75255132216503,10.233920039636242,False,False,2.0,True
143,UP_TREND_PULLBACK,693,693,2023-10-24 12:00:00+00:00,2023-10-24 12:00:00+00:00,1,3.104290198814098,4.823913285099696,9.127700451822264,False,False,6.0,True
144,UP_TREND_PULLBACK,697,697,2023-10-25 04:00:00+00:00,2023-10-25 04:00:00+00:00,1,0.7137758743754467,3.572653438269459,8.87503038942012,False,False,2.0,True
145,UP_TREND_PULLBACK,700,700,2023-10-25 16:00:00+00:00,2023-10-25 16:00:00+00:00,1,2.773925104022194,3.302215581700016,9.390846513456534,False,False,2.0,True
146,UP_TREND_PULLBACK,704,706,2023-10-26 08:00:00+00:00,2023-10-26 16:00:00+00:00,3,3.9268788083953963,2.386722646545877,9.93878370264776,False,False,8.0,True
147,UP_TREND_PULLBACK,708,709,2023-10-27 00:00:00+00:00,2023-10-27 04:00:00+00:00,2,1.8802228412256323,1.125890453171768,8.832932624903469,False,False,2.0,True
148,UP_TREND_PULLBACK,712,713,2023-10-27 16:00:00+00:00,2023-10-27 20:00:00+00:00,2,0.85675119945168,2.8284922224611595,11.222375465000612,False,False,1.0,True
149,UP_TREND_PULLBACK,715,716,2023-10-28 04:00:00+00:00,2023-10-28 08:00:00+00:00,2,1.24957784532252,3.0179161252388247,11.983961257925134,False,False,7.0,True
150,UP_TREND_PULLBACK,718,718,2023-10-28 16:00:00+00:00,2023-10-28 16:00:00+00:00,1,1.0576595018765087,1.7939901517914834,10.809061991452094,False,False,4.0,True
151,UP_TREND_PULLBACK,720,720,2023-10-29 00:00:00+00:00,2023-10-29 00:00:00+00:00,1,0.17188037126160208,1.6516884513615573,10.719488316595061,False,False,1.0,True
152,UP_TREND_PULLBACK,724,727,2023-10-29 16:00:00+00:00,2023-10-30 04:00:00+00:00,4,1.0785305021907772,1.442987381499623,10.974189159905324,False,False,1.0,True
153,UP_TREND_PULLBACK,730,730,2023-10-30 16:00:00+00:00,2023-10-30 16:00:00+00:00,1,0.23201856148493002,3.1973363087513813,13.34608060604809,False,False,1.0,True
154,UP_TREND_PULLBACK,732,733,2023-10-31 00:00:00+00:00,2023-10-31 04:00:00+00:00,2,2.14450676344441,1.1359215307469388,11.265036199641793,False,False,10.0,True
155,UP_TREND_PULLBACK,735,735,2023-10-31 12:00:00+00:00,2023-10-31 12:00:00+00:00,1,3.7246425008314077,1.3603069644298365,8.37213864678557,True,False,8.0,True
156,UP_TREND_PULLBACK,745,745,2023-11-02 04:00:00+00:00,2023-11-02 04:00:00+00:00,1,0.9360877985797332,3.7804409545979674,13.697461669941639,False,False,2.0,True
157,UP_TREND_PULLBACK,747,747,2023-11-02 12:00:00+00:00,2023-11-02 12:00:00+00:00,1,3.253865979381443,1.1038891155761177,10.964209412726927,False,False,1.0,True
158,UP_TREND_PULLBACK,749,750,2023-11-02 20:00:00+00:00,2023-11-03 00:00:00+00:00,2,2.40592227020357,4.836804084640939,16.271515659706807,False,False,5.0,True
159,UP_TREND_PULLBACK,752,752,2023-11-03 08:00:00+00:00,2023-11-03 08:00:00+00:00,1,1.4551083591331213,4.5709046878869675,16.558234662520462,False,False,3.0,True
160,UP_TREND_PULLBACK,756,757,2023-11-04 00:00:00+00:00,2023-11-04 04:00:00+00:00,2,1.2150668286755781,4.645525715561071,17.994554832624544,False,False,4.0,True
161,UP_TREND_PULLBACK,759,759,2023-11-04 12:00:00+00:00,2023-11-04 12:00:00+00:00,1,1.106330669944698,2.968576808451389,16.35974895267475,False,False,2.0,True
162,UP_TREND_PULLBACK,765,765,2023-11-05 12:00:00+00:00,2023-11-05 12:00:00+00:00,1,0.43719032352083975,6.5902888389071785,22.043884440671928,False,False,1.0,True
163,UP_TREND_PULLBACK,767,767,2023-11-05 20:00:00+00:00,2023-11-05 20:00:00+00:00,1,0.8123005512039526,5.649913422500609,21.60568998339466,False,False,3.0,True
164,UP_TREND_PULLBACK,769,769,2023-11-06 04:00:00+00:00,2023-11-06 04:00:00+00:00,1,0.20254629629630608,5.604998711030389,22.12145460979088,False,False,1.0,True
165,UP_TREND_PULLBACK,773,777,2023-11-06 20:00:00+00:00,2023-11-07 12:00:00+00:00,5,7.531266992930941,0.5322068736134986,18.136203732120084,False,False,10.0,True
166,UP_TREND_PULLBACK,779,779,2023-11-07 20:00:00+00:00,2023-11-07 20:00:00+00:00,1,0.08534850640112858,3.2647941512025556,21.46169102617247,False,False,1.0,True
167,UP_TREND_PULLBACK,782,782,2023-11-08 08:00:00+00:00,2023-11-08 08:00:00+00:00,1,0.2526670409882122,3.5407239241904387,22.05306885824825,False,False,2.0,True
168,UP_TREND_PULLBACK,790,790,2023-11-09 16:00:00+00:00,2023-11-09 16:00:00+00:00,1,4.160042395336511,2.4587126618033577,21.88930701087763,False,False,7.0,True
169,UP_TREND_PULLBACK,795,795,2023-11-10 12:00:00+00:00,2023-11-10 12:00:00+00:00,1,2.906976744186049,2.338381007842012,22.29139268231913,False,False,2.0,True
