section_id,episode_id,recovery_attempt_id,recovery_effective_open_time,recovery_detection_open_time,attempt_type,pre_dispute_reference_high,pre_dispute_reference_source,dispute_ceiling_before_bar,frozen_structural_reset_level,clearance_atr,probation_bars_required,probation_start_open_time,probation_end_open_time,probation_bars_available,recovery_status,recovery_failure_open_time,recovery_failure_reason,effective_resolution_open_time,exit_confirmation_open_time,structural_reset_attempt_id,candidate_status,close_above_reset_level_count,close_above_ema27_count,ema27_nonnegative_count,failure_open_time,failure_reason,final_status
LC001,EP001,R001,2023-11-01 16:00:00,2023-11-02 00:00:00,STRUCTURAL_RESET_CANDIDATE,0.3046,LAST_ALIGNED_RUN,0.3087,0.3087,0.16594427140273124,6,2023-11-02 04:00:00,2023-11-03 00:00:00,6,,,,2023-11-02 00:00:00,2023-11-03 00:00:00,SR001,STRUCTURAL_RESET_CANDIDATE,4,6,6,,,CONFIRMED_STRUCTURAL_RESET
