open_time,close_time,open,high,low,close,ema27,ema200,ema_gap,ema_gap_pct,ema27_change_1,ema27_change_2,ema27_slope_3,ema200_slope_6,ema_gap_change_1,ema_gap_change_3,depth,long_context,core_trigger,raw_event_id,section_id
2023-10-20 08:00:00,2023-10-20 11:59:59.999,0.2483,0.2532,0.2482,0.2501,0.2466947053071065,0.2518812567785276,-0.00518655147142108,-2.059125612502988,0.0002619457456072005,0.0004055796254918975,0.0007900748316291099,-0.0001853106144734292,0.00027984782378334683,0.0006709346351054524,,False,False,,
2023-10-20 12:00:00,2023-10-20 15:59:59.999,0.2502,0.2508,0.2486,0.2508,0.2469879406423132,0.2518704980046119,-0.004882557362298728,-1.938518961521776,0.00029323533520669853,0.000555181080813899,0.0009457921440429266,-0.00014667786889288603,0.0003039941091223519,0.0007636482636114994,,False,False,,
2023-10-20 16:00:00,2023-10-20 19:59:59.999,0.2508,0.2517,0.2493,0.2512,0.2472888020250051,0.2518638263826755,-0.004575024357670404,-1.8164674234398503,0.0003008613826919193,0.0005940967178986178,0.0011579121556038647,-0.0001031460515962442,0.0003075330046283242,0.000891374937534023,,False,False,,
2023-10-20 20:00:00,2023-10-20 23:59:59.999,0.2513,0.252,0.2507,0.2512,0.24756817330893333,0.25185722114503695,-0.004289047836103621,-1.7029679818605192,0.00027937128392821475,0.0005802326666201341,0.0011802280079196887,-7.383920615955386e-05,0.0002859765215667831,0.0008975036353174592,,False,False,,
2023-10-21 00:00:00,2023-10-21 03:59:59.999,0.2513,0.2522,0.2495,0.2505,0.24777758950115236,0.25184371645702663,-0.004066126955874272,-1.614543738901699,0.0002094161922190363,0.000488787476147251,0.001065705012136246,-6.060738551616485e-05,0.0002229208802293492,0.0008164304064244565,,False,False,,
2023-10-21 04:00:00,2023-10-21 07:59:59.999,0.2506,0.2527,0.2498,0.2525,0.24811490453678436,0.2518502466415338,-0.0037353421047494617,-1.4831599947035543,0.00033731503563200205,0.0005467312278510383,0.0011135461924336454,-3.236229886057392e-05,0.00033078485112481015,0.0008396822529209425,,False,False,,
2023-10-21 08:00:00,2023-10-21 11:59:59.999,0.2525,0.257,0.2521,0.2565,0.24871383992701407,0.25189651284410564,-0.003182672917091567,-1.263484309948057,0.0005989353902297045,0.0009362504258617066,0.0015425604494687661,1.0094747139421933e-05,0.0005526691876578949,0.0011063749190120542,,False,False,,
2023-10-21 12:00:00,2023-10-21 15:59:59.999,0.2566,0.26,0.2556,0.2597,0.24949856564651307,0.25197415948247276,-0.0024755938359596885,-0.9824792514614539,0.000784725719499002,0.0013836611097287066,0.00231521630457047,6.859442893740002e-05,0.0007070790811318783,0.0015905331199145833,,False,False,,
2023-10-21 16:00:00,2023-10-21 19:59:59.999,0.2598,0.2628,0.2585,0.2607,0.2502986681003336,0.25206098376622926,-0.0017623156658956862,-0.6991624167943911,0.0008001024538205059,0.001584828173319508,0.0029338067747631444,0.00013046559483180045,0.0007132781700640023,0.0019730264388537755,,False,False,,
2023-10-21 20:00:00,2023-10-21 23:59:59.999,0.2607,0.261,0.2577,0.2586,0.2508916203788812,0.25212604860437626,-0.0012344282254950767,-0.48960757221562634,0.0005929522785476093,0.0013930547323681153,0.0029187230493568825,0.0001778967319374658,0.0005278874404006095,0.0019482446915964902,,False,False,,
2023-10-22 00:00:00,2023-10-22 03:59:59.999,0.2587,0.2608,0.2582,0.259,0.25147079035181824,0.2521944461307009,-0.0007236557788826703,-0.2869435826146752,0.0005791699729370547,0.001172122251484664,0.0026349178938092077,0.00023210801696675146,0.0005107724466124064,0.0017519380570770182,,False,False,,
2023-10-22 04:00:00,2023-10-22 07:59:59.999,0.259,0.2633,0.2553,0.2575,0.25190144818383126,0.25224723771149,-0.0003457895276587353,-0.13708357355898387,0.000430657832013015,0.0010098278049500697,0.0021344900949229473,0.0002627163531040792,0.000377866251223935,0.001416526138236951,,False,False,,
2023-10-22 08:00:00,2023-10-22 11:59:59.999,0.2575,0.2589,0.2562,0.2569,0.2522584875992719,0.2522935338536642,-3.504625439232356e-05,-0.013891063261514723,0.0003570394154406298,0.0007876972474536448,0.0018160128509228102,0.0002626879090649181,0.0003107432732664117,0.0011993819711027531,,False,False,,
2023-10-22 12:00:00,2023-10-22 15:59:59.999,0.2569,0.2585,0.2562,0.2574,0.2526257384850382,0.2523443444620855,0.0002813940229527412,0.11151191977477443,0.0003672508857663348,0.0007242903012069646,0.001530924170297136,0.0002448564437275517,0.00031644027734506475,0.0010050498018354115,-16.96646383908308,True,False,,
2023-10-22 16:00:00,2023-10-22 19:59:59.999,0.2575,0.2622,0.2568,0.2604,0.25318104287896404,0.25242450023858215,0.0007565426403818853,0.29971046378890703,0.0005553043939258151,0.0009225552796921499,0.0016932477685995078,0.000240362779753626,0.00047514861742914416,0.0011023321680406206,-9.542036014509401,True,False,,
2023-10-22 20:00:00,2023-10-22 23:59:59.999,0.2604,0.2644,0.2595,0.2639,0.25394668267332376,0.25253868431581017,0.0014079983575135957,0.5575376942064191,0.0007656397943597293,0.0013209441882855444,0.002230774063168702,0.0002727707785569929,0.0006514557171317104,0.0014430446119059193,-7.069125665922624,True,False,,
2023-10-23 00:00:00,2023-10-23 03:59:59.999,0.264,0.269,0.2627,0.2665,0.25484334819665777,0.252677602879832,0.0021657453168257845,0.85711803980338,0.000896665523334006,0.0016623053176937352,0.0029260804605240054,0.00031930173757055424,0.0007577469593121888,0.0018843512938730433,-5.382281892880538,True,False,,
2023-10-23 04:00:00,2023-10-23 07:59:59.999,0.2665,0.2687,0.2621,0.2633,0.2554473947540393,0.252783298373565,0.0026640963804743234,1.0539052214348839,0.0006040465573815545,0.0015007120807155605,0.0029838356633448506,0.000354189978410598,0.0004983510636485389,0.001907553740092438,-2.947568002236673,True,False,,
2023-10-23 08:00:00,2023-10-23 11:59:59.999,0.2634,0.2659,0.2616,0.2649,0.2561225808430365,0.25290386256885294,0.003218718274183574,1.2727042764351926,0.0006751860889971928,0.0012792326463787473,0.0028561089369979107,0.000403186918735939,0.0005546218937092506,0.0018107199166699783,-2.726992053751549,True,False,,
2023-10-23 12:00:00,2023-10-23 15:59:59.999,0.2648,0.2654,0.2617,0.2643,0.25670668221139104,0.2530172569711529,0.003689425240238131,1.4581713849892741,0.0005841013683545171,0.0012592874573517099,0.0024372279780483876,0.0004444406514583961,0.0004707069660545571,0.0015236799234123466,-2.0581302761724585,True,False,,
2023-10-23 16:00:00,2023-10-23 19:59:59.999,0.2643,0.2698,0.2637,0.2697,0.25763477633914883,0.253183254414226,0.004451521924922819,1.7582213070220707,0.0009280941277577948,0.0015121954961123119,0.002854314469476371,0.0005009776355086407,0.0007620966846846877,0.0017874255444484954,-2.710359257875688,True,False,,
2023-10-23 20:00:00,2023-10-23 23:59:59.999,0.2697,0.2813,0.2685,0.2807,0.25928229231492395,0.25345705287776604,0.005825239437157903,2.298314199986861,0.0016475159757751157,0.0025756101035329104,0.004112238576657508,0.000606091012976188,0.0013737175122350842,0.002606521162974329,-3.676708556983474,True,False,,
2023-10-24 00:00:00,2023-10-24 03:59:59.999,0.2808,0.29,0.2778,0.2823,0.26092641429242935,0.25374404737649475,0.0071823669159346015,2.830555825917645,0.0016441219775054083,0.003291637953280524,0.00547931728239089,0.0007034289838831661,0.0013571274787766985,0.0034929416756964704,-2.9758415237951423,True,False,,
2023-10-24 04:00:00,2023-10-24 07:59:59.999,0.2823,0.2848,0.277,0.28,0.2622888132715416,0.2540053006364301,0.008283512635111456,3.2611573909506886,0.0013623989791122226,0.003006520956617631,0.006021491609846663,0.0008056981814908992,0.0011011457191768548,0.0038319907101886375,-2.1381251539818704,True,False,,
2023-10-24 08:00:00,2023-10-24 11:59:59.999,0.2801,0.2868,0.2794,0.2867,0.26403246946643144,0.25433062102810744,0.009701848438324001,3.8146599882881578,0.0017436561948898643,0.003106055174002087,0.006106828081852367,0.0009402508689549208,0.0014183358032125448,0.003876609001166098,-2.336413589396826,True,False,,
2023-10-24 12:00:00,2023-10-24 15:59:59.999,0.2867,0.2939,0.2733,0.2778,0.2650158645045435,0.2545641471870318,0.01045171731751171,4.105730297453353,0.000983395038112067,0.0027270512330019314,0.005224270123824981,0.00101896225999006,0.0007498688791877095,0.003269350401577109,-1.223161238205021,True,False,,
2023-10-24 16:00:00,2023-10-24 19:59:59.999,0.2779,0.2807,0.2739,0.2784,0.26597187418279045,0.2548013198518375,0.011170554330952931,4.384025301536276,0.0009560096782469385,0.0019394047163590056,0.004680668439889975,0.0010651477466753583,0.0007188370134412203,0.0028870416958414746,-1.1125791477305607,True,False,,
2023-10-24 20:00:00,2023-10-24 23:59:59.999,0.2783,0.2808,0.2749,0.2792,0.2669167403125911,0.25504409278863516,0.011872647523955948,4.65513527254884,0.0009448661298006589,0.0019008758080475974,0.0036413082729160142,0.0010435955472862062,0.0007020931930030172,0.002170799085631947,-1.034584717740878,True,False,,
2023-10-25 00:00:00,2023-10-25 03:59:59.999,0.2793,0.285,0.2784,0.2802,0.26786554457597744,0.2552944003230766,0.012571144252900845,4.924175476231357,0.000948804263386338,0.001893670393186997,0.0035842886572866237,0.0010183181061199271,0.0006984967289448973,0.002119426935389135,-0.9811720537035706,True,False,,
2023-10-25 04:00:00,2023-10-25 07:59:59.999,0.2803,0.2832,0.2762,0.2782,0.26860371996340765,0.25552231673777237,0.01308140322563528,5.119475822168582,0.0007381753874302066,0.0016869796508165447,0.0032984011169146696,0.0009953966167511874,0.0005102589727344342,0.0019108488946823488,-0.7335818544135064,True,False,,
2023-10-25 08:00:00,2023-10-25 11:59:59.999,0.2782,0.2823,0.2762,0.2796,0.26938916853745,0.255761895675705,0.013627272861744977,5.328109109350584,0.0007854485740423356,0.0015236239614725422,0.003087639766072625,0.0009379357217597084,0.0005458696361096971,0.0017546253377890286,-0.7492938290840483,True,False,,
2023-10-25 12:00:00,2023-10-25 15:59:59.999,0.2795,0.2889,0.2795,0.2884,0.2707470850704893,0.2560866529326632,0.014660432137826085,5.724793529821712,0.001357916533039294,0.0021433651070816295,0.0035858045859951115,0.0009968055612277575,0.0010331592760811081,0.0020892878849252394,-1.2041196851192113,True,False,,
2023-10-25 16:00:00,2023-10-25 19:59:59.999,0.2884,0.29,0.2796,0.2804,0.2714365789940258,0.2563285767840795,0.015108002209946292,5.893998398263898,0.0006894939235365105,0.0020474104565758044,0.0035155371030156277,0.0009989854926510573,0.00044757007212020694,0.002026598984311012,-0.5932896276698425,True,False,,
2023-10-25 20:00:00,2023-10-25 23:59:59.999,0.2804,0.2814,0.278,0.2808,0.2721053947801668,0.25657207353249667,0.015533321247670151,6.054174577071712,0.0006688157861410304,0.001358309709677541,0.0033609693830225496,0.0009985075699098973,0.00042531903772385915,0.0019060483859251742,-0.5597389689688727,True,False,,
2023-10-26 00:00:00,2023-10-26 03:59:59.999,0.2809,0.29,0.28,0.29,0.27338358086729775,0.2569046897162529,0.01647889115104484,6.414398728666848,0.001278186087130928,0.0019470018732719585,0.0032459515936826833,0.0010512630327564887,0.0009455699033746878,0.001818459013218754,-1.0083457060549048,True,False,,
2023-10-26 04:00:00,2023-10-26 07:59:59.999,0.2899,0.296,0.2864,0.2954,0.2749561822339194,0.25728772762952407,0.01766845460439531,6.867196802265137,0.0015726013666216287,0.002850787453752557,0.004322192256889383,0.001151504699792009,0.0011895634533504729,0.00256045239444902,-1.1570801308788428,True,False,,
2023-10-26 08:00:00,2023-10-26 11:59:59.999,0.2954,0.298,0.287,0.2892,0.27597359778863945,0.2576052626779865,0.018368335110652945,7.130419200175214,0.0010174155547200692,0.002590016921341698,0.0047386087433728035,0.0012012259797414455,0.000699880506257633,0.0028350138629827937,-0.7200653805411983,True,False,,
2023-10-26 12:00:00,2023-10-26 15:59:59.999,0.2892,0.2965,0.283,0.2858,0.2766754836608795,0.2578858073279568,0.018789676332922722,7.28604514052518,0.0007018858722400712,0.0017193014269601403,0.004013777739368211,0.0011709281309600916,0.00042134122226977766,0.0023107851818778835,-0.4856132791991084,True,False,,
2023-10-26 16:00:00,2023-10-26 19:59:59.999,0.2857,0.2881,0.2818,0.2838,0.2771843776851024,0.25814365999136024,0.01904071769374216,7.376016011541569,0.0005088940242228834,0.0012107798964629546,0.0027012733848229185,0.0011801800317213413,0.0002510413608194373,0.001372263089346848,-0.34744605856279553,True,False,,
2023-10-26 20:00:00,2023-10-26 23:59:59.999,0.2838,0.2888,0.283,0.2872,0.27789977927902365,0.2584327778023915,0.019467001476632162,7.532713784285307,0.0007154015939212499,0.0012242956181441333,0.002326528703975761,0.0012086949840101058,0.00042628378289000235,0.0010986663659792173,-0.47774284766661046,True,False,,
2023-10-27 00:00:00,2023-10-27 03:59:59.999,0.2871,0.2876,0.2806,0.2852,0.2784212236162363,0.25869911832177067,0.01972210529446561,7.623568809359141,0.0005214443372126287,0.0012368459311338786,0.002103234123792097,0.0011641338061336344,0.0002551038178334464,0.000932428961542886,-0.3437146431657061,True,False,,
2023-10-27 04:00:00,2023-10-27 07:59:59.999,0.2852,0.287,0.2816,0.2818,0.27866256478650514,0.25892897784095703,0.01973358694554811,7.621235409838581,0.0002413411702688606,0.0007627855074814893,0.0017776219493895369,0.0010631743084900485,1.1481651082501099e-05,0.0006928692518059498,-0.15898960600280826,True,False,,
2023-10-27 08:00:00,2023-10-27 11:59:59.999,0.2819,0.2868,0.2817,0.2854,0.27914381015889767,0.2591923710962709,0.019951439062626752,7.697541011041663,0.00048124537239252474,0.0007225865426613853,0.0014921816815898215,0.00102683488281341,0.00021785211707864294,0.0004844375859945904,-0.3135708567920538,True,False,,
2023-10-27 12:00:00,2023-10-27 15:59:59.999,0.2854,0.2924,0.2844,0.2918,0.2800478237189764,0.2595168251152135,0.020530998603762896,7.911239895389471,0.0009040135600787425,0.0013852589324712672,0.0019474091349948412,0.0010540956119016547,0.0005795595411361432,0.0008088933092972872,-0.5724113331179942,True,False,,
2023-10-27 16:00:00,2023-10-27 19:59:59.999,0.2917,0.2926,0.283,0.2896,0.28073012202476383,0.25981616018869397,0.02091396183606986,8.04952310159649,0.000682298305787421,0.0015863118658661635,0.0024731909957630784,0.0010798252139846791,0.0003829632323069654,0.0011803748905217515,-0.42411275514228525,True,False,,
2023-10-27 20:00:00,2023-10-27 23:59:59.999,0.2896,0.2902,0.2877,0.2893,0.2813422561658521,0.26010953172910495,0.021232724436747175,8.162993603348731,0.0006121341410882941,0.0012944324468757151,0.002625225095388428,0.001081360461168986,0.00031876260067731366,0.0012812853741204222,-0.37478675230087405,True,False,,
2023-10-28 00:00:00,2023-10-28 03:59:59.999,0.2893,0.2962,0.2887,0.2961,0.2823963807254341,0.2604676458412532,0.0219287348841809,8.418986094551556,0.0010541245595819815,0.0016662587006702756,0.0027954237425943016,0.0011393722115968046,0.0006960104474337259,0.001397736280418005,-0.6249160905516479,True,False,,
2023-10-28 04:00:00,2023-10-28 07:59:59.999,0.2961,0.2975,0.2932,0.2933,0.2831752106736174,0.260794335932385,0.022380874741232404,8.581810130659814,0.0007788299481832905,0.001832954507765272,0.002903249368964985,0.0012006883811550573,0.0004521398570515034,0.001466912905162543,-0.45238577327496754,True,False,,
2023-10-28 08:00:00,2023-10-28 11:59:59.999,0.2934,0.2955,0.2923,0.2924,0.28383412419693044,0.2611088201519633,0.022725304044967143,8.703384294617544,0.0006589135233130428,0.0014377434714963333,0.0029523566361693288,0.0012323208997154407,0.000344429303734739,0.0014925796082199683,-0.376931185876327,True,False,,
2023-10-28 12:00:00,2023-10-28 15:59:59.999,0.2924,0.2934,0.2892,0.2931,0.2844959724685783,0.26142714034945624,0.02306883211912203,8.824191737814727,0.0006618482716478358,0.0013207617949608785,0.002478303413746108,0.0012268409658311812,0.0003435280741548863,0.0011400972349411287,-0.372971960045163,True,False,,
2023-10-28 16:00:00,2023-10-28 19:59:59.999,0.2932,0.2932,0.2898,0.29,0.2848891172922513,0.26171144741065566,0.02317766988159564,8.856192616300495,0.0003931448236730306,0.0010549930953208664,0.0020174866467028707,0.001215787360689465,0.00010883776247361254,0.0007967951403632378,-0.22050890938812626,True,False,,
2023-10-28 20:00:00,2023-10-28 23:59:59.999,0.29,0.2918,0.2897,0.2909,0.2853184660570905,0.2620018807697536,0.023316585287336877,8.899396148925899,0.00042934876483918805,0.0008224935885122187,0.0017432034342356555,0.0012125334457302832,0.00013891540574123562,0.0005912812423697344,-0.23938041845007227,True,False,,
2023-10-29 00:00:00,2023-10-29 03:59:59.999,0.2909,0.2932,0.2881,0.2904,0.2856814327672983,0.26228444912030335,0.02339698364699494,8.920461630671564,0.0003629667102078016,0.0007923154750469896,0.001388959673059409,0.0011625265223647412,8.039835965806263e-05,0.0003281515278729108,-0.20167416893962486,True,False,,
2023-10-29 04:00:00,2023-10-29 07:59:59.999,0.2904,0.2926,0.2896,0.2921,0.28613990185534843,0.2625811212683601,0.023558780586988348,8.972000908972841,0.00045846908805013964,0.0008214357982579412,0.0014634753045738396,0.001141886594013523,0.00016179693999340827,0.00038111070539270653,-0.2529883973682148,True,False,,
2023-10-29 08:00:00,2023-10-29 11:59:59.999,0.2921,0.2958,0.292,0.2952,0.28678705172282354,0.26290568722588886,0.023881364496934676,9.083624150137073,0.0006471498674751053,0.001105618955525245,0.0017157268578137004,0.0011469464933431632,0.0003225839099463279,0.0005647792095977988,-0.35228088739470204,True,False,,
2023-10-29 12:00:00,2023-10-29 15:59:59.999,0.2952,0.2978,0.2941,0.2967,0.2874951194569076,0.2632419490445368,0.024253170412370795,9.213261982142331,0.0007080677340840502,0.0013552176015591555,0.0021162111377472925,0.0011569881973326757,0.00037180591543611863,0.0008561867653758548,-0.3795330831633173,True,False,,
2023-10-29 16:00:00,2023-10-29 19:59:59.999,0.2967,0.2986,0.2953,0.2964,0.28813118235284274,0.26357187989981506,0.024559302453027676,9.317876574072615,0.0006360628959351522,0.0013441306300192024,0.0023197050167682587,0.0011847860863343589,0.00030613204065688127,0.0010005218660393278,-0.3366878054852032,True,False,,
2023-10-29 20:00:00,2023-10-29 23:59:59.999,0.2964,0.2981,0.2942,0.2954,0.288650383613354,0.26388857761225476,0.02476180600109923,9.383432289927699,0.0005192012605112484,0.0011552641564464006,0.00216575548458553,0.0012001802156013097,0.00020250354807155313,0.000880441504164553,-0.2725817489381177,True,False,,
2023-10-30 00:00:00,2023-10-30 03:59:59.999,0.2955,0.2967,0.293,0.2936,0.2890039276409716,0.26418421365591394,0.024819713985057668,9.394851282591791,0.00035354402761761383,0.0008727452881288622,0.001749372519104823,0.0012071909854500424,5.7907983958438436e-05,0.0005665435726868728,-0.1851782966473917,True,False,,
2023-10-30 04:00:00,2023-10-30 07:59:59.999,0.2936,0.2952,0.292,0.2935,0.28932507566661647,0.26447591302252177,0.024849162644094702,9.3956241081125,0.00032114802564486844,0.0006746920532624823,0.0013811918400322327,0.00120267071816967,2.944865903703464e-05,0.0002898601910670262,-0.1680106647125055,True,False,,
2023-10-30 08:00:00,2023-10-30 11:59:59.999,0.2936,0.3008,0.293,0.3006,0.29013042740471534,0.26483535667403896,0.025295070730676383,9.551243855181209,0.0008053517380988695,0.001126499763743738,0.0017091539054201466,0.001223296377059165,0.00044590808658168113,0.0005332647295771542,-0.41389773947489905,True,False,,
2023-10-30 12:00:00,2023-10-30 15:59:59.999,0.3007,0.3022,0.2976,0.3017,0.2909568254472357,0.2652021690454416,0.02575465640179414,9.711329471585566,0.0008263980425203821,0.0016317497806192516,0.002252446673424021,0.0012410762595776632,0.00045958567111775706,0.0009349424167364728,-0.4171352312048668,True,False,,
2023-10-30 16:00:00,2023-10-30 19:59:59.999,0.3016,0.3017,0.2948,0.301,0.2916741950581475,0.2655583663683725,0.026115828689775022,9.834308384601274,0.0007173696109117889,0.001543767653432171,0.0027064359885601665,0.0012561320206797195,0.0003611722879808821,0.0012666660456803203,-0.35709396981546887,True,False,,
2023-10-30 20:00:00,2023-10-30 23:59:59.999,0.3011,0.3031,0.2988,0.3031,0.2924903239825656,0.265931914961722,0.026558409020843554,9.98692053365101,0.0008161289244180692,0.001533498535329858,0.0027113053934169074,0.001290530374571978,0.0004425803310685317,0.0012633382901671708,-0.39948462308520516,True,False,,
2023-10-31 00:00:00,2023-10-31 03:59:59.999,0.3031,0.3046,0.2993,0.2998,0.29301244369809665,0.2662689108327497,0.026743532865346975,10.04380600863511,0.0005221197155310664,0.0013382486399491356,0.0023550094848851324,0.0013151789982620195,0.0001851238445034209,0.0009888764635528347,-0.2538017821384535,True,False,,
2023-10-31 04:00:00,2023-10-31 07:59:59.999,0.2998,0.3021,0.2963,0.2966,0.2932686977196612,0.26657071271501087,0.026697985004650315,10.015348172622762,0.00025625402156453925,0.0007783737370956056,0.0018222417209903252,0.0013200948172992593,-4.5547860696659725e-05,0.0005821563148752928,-0.1247772923596494,True,False,,
2023-10-31 08:00:00,2023-10-31 11:59:59.999,0.2965,0.302,0.2944,0.3007,0.29379950502539964,0.26691030761336904,0.026889197412030608,10.074244660112848,0.0005308073057384566,0.0007870613273029958,0.0014919935641040105,0.0013058118859131662,0.00019121240738029233,0.0003307883911870535,-0.2566270338553504,True,False,,
2023-10-31 12:00:00,2023-10-31 15:59:59.999,0.3007,0.3019,0.2845,0.2895,0.2934923975235854,0.26713508067194247,0.026357316851642942,9.866662508474981,-0.00030710750181422997,0.00022369980392422661,0.0005459993660238046,0.001214740961243595,-0.0005318805603876653,-0.0003862160137040327,0.15147207684520336,True,False,,
2023-10-31 16:00:00,2023-10-31 19:59:59.999,0.2895,0.2942,0.2885,0.2923,0.29340722627190075,0.2673854778791868,0.026021748392713928,9.731922840054677,-8.51712516846681e-05,-0.00039227875349889807,0.0001574535040353986,0.0011467105680010858,-0.0003355684589290142,-0.0006762366119363872,0.04255003373296636,True,True,RC001,LC001
2023-10-31 20:00:00,2023-10-31 23:59:59.999,0.2922,0.2948,0.2899,0.293,0.29337813868105067,0.2676403487460606,0.025737789934990096,9.616558211635844,-2.9087590850074285e-05,-0.00011425884253474239,-0.0004780656390288203,0.001070721293822167,-0.0002839584577238319,-0.0011514074770405114,0.01469196391787373,True,True,RC001,LC001
2023-11-01 00:00:00,2023-11-01 03:59:59.999,0.2929,0.2943,0.2888,0.2889,0.29305827163240417,0.26785188756450773,0.025206384067896437,9.410568018426188,-0.00031986704864650495,-0.00034895463949657923,-0.0004930575088648581,0.0009908383763913193,-0.0005314058670936594,-0.0011509327837465055,0.16496898647594074,True,True,RC001,LC001
2023-11-01 04:00:00,2023-11-01 07:59:59.999,0.2889,0.2894,0.2839,0.2874,0.2926541093729468,0.26804639614595543,0.024607713226991346,9.180393238188534,-0.0004041622594573857,-0.0007240293081038907,-0.000855599125855718,0.0009226341333066953,-0.0005986708409050912,-0.0014140351657225825,0.2135147351759505,True,True,RC001,LC001
2023-11-01 08:00:00,2023-11-01 11:59:59.999,0.2875,0.2885,0.2851,0.2879,0.292314530132022,0.2682439444430106,0.024070585689011437,8.97339387809566,-0.0003395792409247589,-0.0007437415003821446,-0.0012084614913825769,0.0008327621624198608,-0.000537127537979909,-0.0016672042459786596,0.18339936506145454,True,True,RC001,LC001
