open_time,close_time,open,high,low,close,ema27,ema200,ema_gap,ema_gap_pct,ema27_change_1,ema27_change_2,ema27_slope_3,ema200_slope_6,ema_gap_change_1,ema_gap_change_3,depth,base_long_context,price_aligned,fast_aligned,gap_aligned,alignment_score,fully_aligned_long_bar,price_discordance,fast_discordance,gap_discordance,discordance_score,core_trigger,recovered_long_bar,new_down_configuration_bar,ema_cross_event,atr14,price_extension_atr,ema27_speed_atr_3,ema_gap_speed_atr_3,close_above_ema27_count_4,close_above_ema27_count_6,ema27_positive_count_4,gap_expanding_count_4,fully_aligned_count_4,conflict_ceiling_before_bar,structural_clearance,clearance_atr,recovery_strength_score,recovery_class,active_probation_type,active_probation_remaining_bars,section_id,episode_id,section_phase
2023-10-18 00:00:00,2023-10-18 03:59:59,0.2464,0.2464,0.2448,0.2459,0.24838626190250696,0.252859224676985,-0.004472962774478062,-1.768953764764583,-0.00019125091557742335,-0.0003664442092762288,-0.0006919061504061889,-0.0001991123761667657,-0.00012130895902484617,-0.0003178163643407783,,False,False,False,False,0,False,True,True,True,3,False,False,True,False,0.00254899956271288,-0.9753873397533419,-0.20268829358731152,-0.12468278495996638,0,2,0,0,0,,False,,,,,,,,OUTSIDE_SECTION
2023-10-18 04:00:00,2023-10-18 07:59:59,0.2459,0.2483,0.2455,0.2463,0.24823724319518503,0.2527939587598011,-0.004556715564616065,-1.8025413213872525,-0.00014901870732192402,-0.00034026962289934737,-0.0006907300623381815,-0.0002253216617361664,-8.375279013800307e-05,-0.0003136302525748591,,False,False,False,False,0,False,True,True,True,3,False,False,True,False,0.0025669281653762453,-0.754693185931477,-0.20080924879430714,-0.12218115676364828,0,1,0,0,0,,False,,,,,,,,OUTSIDE_SECTION
2023-10-18 08:00:00,2023-10-18 11:59:59,0.2464,0.247,0.2446,0.2467,0.24812744010981466,0.2527333223542309,-0.004605882244416243,-1.8224277675425167,-0.00010980308537036909,-0.0002588217926922931,-0.0006035310048326803,-0.00025127140744931237,-4.916667980017775e-05,-0.000254228428963027,,False,False,False,False,0,False,True,True,True,3,False,False,True,False,0.0025550047249922265,-0.5586839413062151,-0.17615337610425977,-0.09950213652297668,0,0,0,0,0,,False,,,,,,,,OUTSIDE_SECTION
2023-10-18 12:00:00,2023-10-18 15:59:59,0.2468,0.247,0.2446,0.245,0.24790405153054218,0.25265637387309425,-0.004752322342552073,-1.8809429858037532,-0.00022338857927248212,-0.0003331916646428512,-0.000647124319291111,-0.0002645551052491979,-0.00014644009813583048,-0.0002793595680740113,,False,False,False,False,0,False,True,True,True,3,False,False,True,False,0.002543932958921352,-1.1415597727754294,-0.18955309740915355,-0.10981404486086063,0,0,0,0,0,,False,,,,,,,,OUTSIDE_SECTION
2023-10-18 16:00:00,2023-10-18 19:59:59,0.2451,0.246,0.2439,0.2441,0.24763233356407488,0.2525712358246057,-0.004938902260530842,-1.9554492198630997,-0.00027171796646729973,-0.0004951065457397819,-0.0008122735376369095,-0.0002796855478829167,-0.0001865799179787686,-0.00038218669591477683,,False,False,False,False,0,False,True,True,True,3,False,False,True,False,0.002512223461855541,-1.4060586638522472,-0.24078655433914373,-0.1521308520988383,0,0,0,0,0,,False,,,,,,,,OUTSIDE_SECTION
2023-10-18 20:00:00,2023-10-18 23:59:59,0.2441,0.2442,0.2422,0.243,0.24730145259521238,0.2524759996472465,-0.005174547052034101,-2.0495203739222165,-0.00033088096886249585,-0.0006025989353297956,-0.0011096280661753537,-0.0002986125801693329,-0.0002356447915032589,-0.000568664807617858,,False,False,False,False,0,False,True,True,True,3,False,False,True,False,0.0024756360717230023,-1.7375141057056296,-0.33364658240231726,-0.229704524874723,0,0,0,0,0,,False,,,,,,,,OUTSIDE_SECTION
2023-10-19 00:00:00,2023-10-19 03:59:59,0.243,0.2444,0.2394,0.2409,0.24684420598126866,0.2523608155711545,-0.0055166095898858125,-2.186000856511884,-0.0004572466139437237,-0.0007881275828062195,-0.001425074933534572,-0.00032851553828501984,-0.0003420625378517117,-0.0007642872473337392,,False,False,False,False,0,False,True,True,True,3,False,False,True,False,0.0026559477808856453,-2.238073362755091,-0.3990460794828225,-0.28776441044291995,0,0,0,0,0,,False,,,,,,,,OUTSIDE_SECTION
2023-10-19 04:00:00,2023-10-19 07:59:59,0.241,0.243,0.2406,0.242,0.24649819126832093,0.2522577228789042,-0.005759531610583263,-2.2831933725763927,-0.0003460147129477342,-0.0008032613268914579,-0.0015266481015499729,-0.0003535394882639246,-0.00024292202069745028,-0.0008206293500524209,,False,False,False,False,0,False,True,True,True,3,False,False,True,False,0.0026376657965366695,-1.7053681608288613,-0.42997952858285343,-0.3111195327057471,0,0,0,0,0,,False,,,,,,,,OUTSIDE_SECTION
2023-10-19 08:00:00,2023-10-19 11:59:59,0.2421,0.2426,0.2409,0.2426,0.24621974903486943,0.25216162613384047,-0.005941877098971038,-2.356376420184272,-0.000278442233451498,-0.0006244569463992322,-0.0014580094441977904,-0.0003770088665429605,-0.0001823454883877751,-0.0007673300469369371,,False,False,False,False,0,False,True,True,True,3,False,False,True,False,0.002570689668212622,-1.4080847951539004,-0.4207834083275617,-0.29849190138553555,0,0,0,0,0,,False,,,,,,,,OUTSIDE_SECTION
2023-10-19 12:00:00,2023-10-19 15:59:59,0.2426,0.2459,0.2421,0.2452,0.24614690981809303,0.25209235622206094,-0.005945446403967908,-2.3584397770199486,-7.28392167763936e-05,-0.0003512814502278916,-0.0009416143817024084,-0.0003720584618462919,-3.5693049968699153e-06,-0.0004288368140820953,,False,False,False,False,0,False,True,True,True,3,False,False,True,False,0.0026584975490545775,-0.3561823175010172,-0.26228956405229725,-0.1613079591646039,0,0,0,0,0,,False,,,,,,,,OUTSIDE_SECTION
