validation,fold_group,model,feature,coefficient
group_oof,M01,Model 3,ema27_minus_ema200_atr,-0.22007615756908377
group_oof,M01,Model 3,ema27_above_ema200,0.3995764055945093
group_oof,M01,Model 3,ema27_ema200_distance_change_last20,0.07870974799685887
group_oof,M01,Model 3,price_between_ema27_ema200,-1.022369314609014
group_oof,M01,Model 3,ema27_turning_against_previous_state,0.13423299782437179
group_oof,M02,Model 3,pre_net_return_atr,0.251231177645034
group_oof,M02,Model 3,price_minus_ema27_atr,0.1508704908312926
group_oof,M02,Model 3,ema27_slope_5,-0.27445542873064493
group_oof,M02,Model 3,ema27_slope_10,-0.08767279711664365
group_oof,M02,Model 3,ema27_slope_change,-0.6329574729465027
group_oof,M02,Model 3,fraction_last10_above_ema27,1.15801693383436
group_oof,M02,Model 3,number_of_ema27_crosses_last20,0.12190473830156809
group_oof,M02,Model 3,distance_change_to_ema27_last10,0.6783654201735488
group_oof,M02,Model 3,price_minus_ema200_atr,-0.09598788522011091
group_oof,M02,Model 3,ema200_slope_10,-0.28399193296985903
group_oof,M02,Model 3,ema200_slope_30,-0.5300159438068623
group_oof,M02,Model 3,fraction_last30_above_ema200,-0.5442245870606843
group_oof,M02,Model 3,number_of_ema200_crosses_last50,-1.052245410302047
group_oof,M02,Model 3,distance_change_to_ema200_last20,-0.15571329351850374
group_oof,M02,Model 3,ema27_minus_ema200_atr,-0.30845819202086416
group_oof,M02,Model 3,ema27_above_ema200,0.3915473873981462
group_oof,M02,Model 3,ema27_ema200_distance_change_last20,-0.0073263060090565215
group_oof,M02,Model 3,price_between_ema27_ema200,-0.9790705786036451
group_oof,M02,Model 3,ema27_turning_against_previous_state,0.28178111745606715
group_oof,M03,Model 3,pre_net_return_atr,0.0017913947918987165
group_oof,M03,Model 3,price_minus_ema27_atr,0.2601395377352177
group_oof,M03,Model 3,ema27_slope_5,-0.20857572086942208
group_oof,M03,Model 3,ema27_slope_10,0.017145965242666105
group_oof,M03,Model 3,ema27_slope_change,-0.7119664399818035
group_oof,M03,Model 3,fraction_last10_above_ema27,1.0324815127208213
group_oof,M03,Model 3,number_of_ema27_crosses_last20,0.2675457160608038
group_oof,M03,Model 3,distance_change_to_ema27_last10,0.6772328735829528
group_oof,M03,Model 3,price_minus_ema200_atr,-0.0022556181698067577
group_oof,M03,Model 3,ema200_slope_10,-0.20071396403062264
group_oof,M03,Model 3,ema200_slope_30,-0.4337178892823439
group_oof,M03,Model 3,fraction_last30_above_ema200,-0.6781195740131626
group_oof,M03,Model 3,number_of_ema200_crosses_last50,-1.2525051396554683
group_oof,M03,Model 3,distance_change_to_ema200_last20,0.0778367568242295
group_oof,M03,Model 3,ema27_minus_ema200_atr,-0.250842238827567
group_oof,M03,Model 3,ema27_above_ema200,0.3213817502323611
group_oof,M03,Model 3,ema27_ema200_distance_change_last20,-0.20846345643265077
group_oof,M03,Model 3,price_between_ema27_ema200,-1.0520811013495344
group_oof,M03,Model 3,ema27_turning_against_previous_state,0.31084797390786234
group_oof,M04,Model 3,pre_net_return_atr,0.2520392343734988
group_oof,M04,Model 3,price_minus_ema27_atr,0.23837062578511248
group_oof,M04,Model 3,ema27_slope_5,-0.19986111466301534
group_oof,M04,Model 3,ema27_slope_10,-0.013328688796341382
group_oof,M04,Model 3,ema27_slope_change,-0.6167943336917708
group_oof,M04,Model 3,fraction_last10_above_ema27,1.1106036279921898
group_oof,M04,Model 3,number_of_ema27_crosses_last20,0.27644341899921565
group_oof,M04,Model 3,distance_change_to_ema27_last10,0.6183057620252398
group_oof,M04,Model 3,price_minus_ema200_atr,-0.0644802734352742
group_oof,M04,Model 3,ema200_slope_10,-0.2792629101590541
group_oof,M04,Model 3,ema200_slope_30,-0.438637305664052
group_oof,M04,Model 3,fraction_last30_above_ema200,-0.6435190676245798
group_oof,M04,Model 3,number_of_ema200_crosses_last50,-1.3115333642033793
group_oof,M04,Model 3,distance_change_to_ema200_last20,-0.30899256501054545
group_oof,M04,Model 3,ema27_minus_ema200_atr,-0.34445627257643896
group_oof,M04,Model 3,ema27_above_ema200,0.3734861478689832
group_oof,M04,Model 3,ema27_ema200_distance_change_last20,0.11977116912709675
group_oof,M04,Model 3,price_between_ema27_ema200,-0.703776496860558
group_oof,M04,Model 3,ema27_turning_against_previous_state,0.36424881524436065
group_oof,M05,Model 3,pre_net_return_atr,0.29142706931970486
group_oof,M05,Model 3,price_minus_ema27_atr,0.2510543955647022
group_oof,M05,Model 3,ema27_slope_5,-0.21280243668833232
group_oof,M05,Model 3,ema27_slope_10,-0.02438704866268942
group_oof,M05,Model 3,ema27_slope_change,-0.6392205930505538
group_oof,M05,Model 3,fraction_last10_above_ema27,1.1162742997831876
group_oof,M05,Model 3,number_of_ema27_crosses_last20,0.46864460614133374
group_oof,M05,Model 3,distance_change_to_ema27_last10,0.8774431428876036
group_oof,M05,Model 3,price_minus_ema200_atr,-0.06075602401624979
group_oof,M05,Model 3,ema200_slope_10,-0.2870117227042622
group_oof,M05,Model 3,ema200_slope_30,-0.5321499120303614
group_oof,M05,Model 3,fraction_last30_above_ema200,-0.7568536051672026
group_oof,M05,Model 3,number_of_ema200_crosses_last50,-1.2796476312450389
group_oof,M05,Model 3,distance_change_to_ema200_last20,-0.14641648817683858
group_oof,M05,Model 3,ema27_minus_ema200_atr,-0.343506746436095
group_oof,M05,Model 3,ema27_above_ema200,0.5341801387163889
group_oof,M05,Model 3,ema27_ema200_distance_change_last20,-0.07122453354909893
group_oof,M05,Model 3,price_between_ema27_ema200,-0.6141917905311611
group_oof,M05,Model 3,ema27_turning_against_previous_state,-0.26118902475487354
group_oof,M06,Model 3,pre_net_return_atr,0.24753433238668612
group_oof,M06,Model 3,price_minus_ema27_atr,0.24408593953577143
group_oof,M06,Model 3,ema27_slope_5,-0.15294574864372149
group_oof,M06,Model 3,ema27_slope_10,0.1016810602245435
group_oof,M06,Model 3,ema27_slope_change,-0.7375482515123872
group_oof,M06,Model 3,fraction_last10_above_ema27,1.03290696565869
group_oof,M06,Model 3,number_of_ema27_crosses_last20,0.26959493243596605
group_oof,M06,Model 3,distance_change_to_ema27_last10,0.6770145845516853
group_oof,M06,Model 3,price_minus_ema200_atr,-0.024015252656343834
group_oof,M06,Model 3,ema200_slope_10,-0.1907187627621195
group_oof,M06,Model 3,ema200_slope_30,-0.4741744167608438
group_oof,M06,Model 3,fraction_last30_above_ema200,-0.6257972833210297
group_oof,M06,Model 3,number_of_ema200_crosses_last50,-1.2808846815854773
group_oof,M06,Model 3,distance_change_to_ema200_last20,-0.28554247971184454
group_oof,M06,Model 3,ema27_minus_ema200_atr,-0.26803906818207446
group_oof,M06,Model 3,ema27_above_ema200,0.3000281415409567
group_oof,M06,Model 3,ema27_ema200_distance_change_last20,-0.1142491258303816
group_oof,M06,Model 3,price_between_ema27_ema200,-0.9714156426016728
group_oof,M06,Model 3,ema27_turning_against_previous_state,0.27279495714012497
group_oof,M07,Model 3,pre_net_return_atr,0.2609856046466918
group_oof,M07,Model 3,price_minus_ema27_atr,0.33856586787483506
group_oof,M07,Model 3,ema27_slope_5,-0.24737422889745284
group_oof,M07,Model 3,ema27_slope_10,-0.11517193558761761
group_oof,M07,Model 3,ema27_slope_change,-0.4689630735061275
group_oof,M07,Model 3,fraction_last10_above_ema27,0.9400815711773722
group_oof,M07,Model 3,number_of_ema27_crosses_last20,0.37599562436323225
group_oof,M07,Model 3,distance_change_to_ema27_last10,0.6026686159179426
group_oof,M07,Model 3,price_minus_ema200_atr,-0.03629277570464468
group_oof,M07,Model 3,ema200_slope_10,-0.34196541065215635
group_oof,M07,Model 3,ema200_slope_30,-0.4830398624549675
group_oof,M07,Model 3,fraction_last30_above_ema200,-0.38593611555679896
group_oof,M07,Model 3,number_of_ema200_crosses_last50,-1.5666600987211716
group_oof,M07,Model 3,distance_change_to_ema200_last20,-0.07979705202096239
group_oof,M07,Model 3,ema27_minus_ema200_atr,-0.372576563326677
group_oof,M07,Model 3,ema27_above_ema200,0.527109895905295
group_oof,M07,Model 3,ema27_ema200_distance_change_last20,0.005703540514389902
group_oof,M07,Model 3,price_between_ema27_ema200,-1.0018068907964273
group_oof,M07,Model 3,ema27_turning_against_previous_state,0.3865085692300788
group_oof,M08,Model 3,pre_net_return_atr,0.18569656157809694
group_oof,M08,Model 3,price_minus_ema27_atr,0.23441315820701147
group_oof,M08,Model 3,ema27_slope_5,-0.2747008416570965
group_oof,M08,Model 3,ema27_slope_10,-0.07935059247536148
group_oof,M08,Model 3,ema27_slope_change,-0.6681007455239603
group_oof,M08,Model 3,fraction_last10_above_ema27,1.2243531057407298
group_oof,M08,Model 3,number_of_ema27_crosses_last20,0.373432784251143
group_oof,M08,Model 3,distance_change_to_ema27_last10,0.7022142173496986
group_oof,M08,Model 3,price_minus_ema200_atr,-0.03388828936292564
group_oof,M08,Model 3,ema200_slope_10,-0.2575480892963394
group_oof,M08,Model 3,ema200_slope_30,-0.426387600902361
group_oof,M08,Model 3,fraction_last30_above_ema200,-0.5920866444579133
group_oof,M08,Model 3,number_of_ema200_crosses_last50,-1.230204132745484
group_oof,M08,Model 3,distance_change_to_ema200_last20,-0.19584498683356721
group_oof,M08,Model 3,ema27_minus_ema200_atr,-0.285037166326925
group_oof,M08,Model 3,ema27_above_ema200,0.27647242819127943
group_oof,M08,Model 3,ema27_ema200_distance_change_last20,-0.016114942764190544
group_oof,M08,Model 3,price_between_ema27_ema200,-0.907642242195098
group_oof,M08,Model 3,ema27_turning_against_previous_state,0.2908674278471757
group_oof,M09,Model 3,pre_net_return_atr,0.04825325634758707
group_oof,M09,Model 3,price_minus_ema27_atr,0.12209494961435342
group_oof,M09,Model 3,ema27_slope_5,-0.21943981098157553
group_oof,M09,Model 3,ema27_slope_10,-0.06491796528474127
group_oof,M09,Model 3,ema27_slope_change,-0.5233820628625989
group_oof,M09,Model 3,fraction_last10_above_ema27,1.2832859317568486
group_oof,M09,Model 3,number_of_ema27_crosses_last20,0.30969723554021694
group_oof,M09,Model 3,distance_change_to_ema27_last10,0.6840396242322024
group_oof,M09,Model 3,price_minus_ema200_atr,-0.11739525926557433
group_oof,M09,Model 3,ema200_slope_10,-0.2797303112093611
group_oof,M09,Model 3,ema200_slope_30,-0.4746132693335993
group_oof,M09,Model 3,fraction_last30_above_ema200,-0.7202987005295861
group_oof,M09,Model 3,number_of_ema200_crosses_last50,-1.3485830648358867
group_oof,M09,Model 3,distance_change_to_ema200_last20,-0.12893366748986113
group_oof,M09,Model 3,ema27_minus_ema200_atr,-0.3168475670037779
group_oof,M09,Model 3,ema27_above_ema200,0.6630407469417046
group_oof,M09,Model 3,ema27_ema200_distance_change_last20,0.03406764582859189
group_oof,M09,Model 3,price_between_ema27_ema200,-0.9743561918907926
group_oof,M09,Model 3,ema27_turning_against_previous_state,0.34332965833650614
group_oof,M10,Model 3,pre_net_return_atr,0.2267180929452776
group_oof,M10,Model 3,price_minus_ema27_atr,0.4312855634580551
group_oof,M10,Model 3,ema27_slope_5,-0.28586908768716085
group_oof,M10,Model 3,ema27_slope_10,-0.06468323939399381
group_oof,M10,Model 3,ema27_slope_change,-0.728260794021959
group_oof,M10,Model 3,fraction_last10_above_ema27,1.024138980188821
group_oof,M10,Model 3,number_of_ema27_crosses_last20,0.39792909929921805
group_oof,M10,Model 3,distance_change_to_ema27_last10,0.6141940725935702
group_oof,M10,Model 3,price_minus_ema200_atr,-0.08201785118150198
group_oof,M10,Model 3,ema200_slope_10,-0.4502132234391517
group_oof,M10,Model 3,ema200_slope_30,-0.5996040833754613
group_oof,M10,Model 3,fraction_last30_above_ema200,-0.45052715430257767
group_oof,M10,Model 3,number_of_ema200_crosses_last50,-1.0663953777313304
group_oof,M10,Model 3,distance_change_to_ema200_last20,-0.053125259151648084
group_oof,M10,Model 3,ema27_minus_ema200_atr,-0.5502884525123417
group_oof,M10,Model 3,ema27_above_ema200,0.46370895495990727
group_oof,M10,Model 3,ema27_ema200_distance_change_last20,0.10845212588441468
group_oof,M10,Model 3,price_between_ema27_ema200,-0.9637532715222328
group_oof,M10,Model 3,ema27_turning_against_previous_state,0.27914784271479726
group_oof,M11,Model 3,pre_net_return_atr,0.01427149053645403
group_oof,M11,Model 3,price_minus_ema27_atr,0.2026176267448358
group_oof,M11,Model 3,ema27_slope_5,0.018529275400751104
group_oof,M11,Model 3,ema27_slope_10,0.17424886331947403
group_oof,M11,Model 3,ema27_slope_change,-0.42717186103436544
group_oof,M11,Model 3,fraction_last10_above_ema27,1.326848068703361
group_oof,M11,Model 3,number_of_ema27_crosses_last20,0.2761084838562868
group_oof,M11,Model 3,distance_change_to_ema27_last10,0.8196681544843445
group_oof,M11,Model 3,price_minus_ema200_atr,-0.08505074553975991
group_oof,M11,Model 3,ema200_slope_10,-0.21559892479038437
group_oof,M11,Model 3,ema200_slope_30,-0.40429744659645517
group_oof,M11,Model 3,fraction_last30_above_ema200,-0.6920068991017431
group_oof,M11,Model 3,number_of_ema200_crosses_last50,-1.4589419515188764
group_oof,M11,Model 3,distance_change_to_ema200_last20,-0.3314219466529745
group_oof,M11,Model 3,ema27_minus_ema200_atr,-0.33805171190452676
group_oof,M11,Model 3,ema27_above_ema200,-0.20677477259958582
group_oof,M11,Model 3,ema27_ema200_distance_change_last20,0.15825040240884974
group_oof,M11,Model 3,price_between_ema27_ema200,-1.0257162047319008
group_oof,M11,Model 3,ema27_turning_against_previous_state,0.24107333353708052
group_oof,M12,Model 3,pre_net_return_atr,0.37180725754245275
group_oof,M12,Model 3,price_minus_ema27_atr,0.2696079161835445
group_oof,M12,Model 3,ema27_slope_5,-0.30895380310568943
group_oof,M12,Model 3,ema27_slope_10,-0.13843275650718284
group_oof,M12,Model 3,ema27_slope_change,-0.6124307160055625
group_oof,M12,Model 3,fraction_last10_above_ema27,0.9764451950541732
group_oof,M12,Model 3,number_of_ema27_crosses_last20,0.3516065051855551
group_oof,M12,Model 3,distance_change_to_ema27_last10,0.6280388304932792
group_oof,M12,Model 3,price_minus_ema200_atr,0.014055024410562908
group_oof,M12,Model 3,ema200_slope_10,-0.2406155772213341
group_oof,M12,Model 3,ema200_slope_30,-0.2725589277239896
group_oof,M12,Model 3,fraction_last30_above_ema200,-0.7190324142773945
group_oof,M12,Model 3,number_of_ema200_crosses_last50,-1.3700418849130718
group_oof,M12,Model 3,distance_change_to_ema200_last20,-0.3463438204019568
group_oof,M12,Model 3,ema27_minus_ema200_atr,-0.2378383234846805
group_oof,M12,Model 3,ema27_above_ema200,0.23312359650106168
group_oof,M12,Model 3,ema27_ema200_distance_change_last20,0.030668313679637578
group_oof,M12,Model 3,price_between_ema27_ema200,-0.9387065228400114
group_oof,M12,Model 3,ema27_turning_against_previous_state,0.2826641257366362
group_oof,M13,Model 3,pre_net_return_atr,0.2189683183952407
group_oof,M13,Model 3,price_minus_ema27_atr,0.2731764153586928
group_oof,M13,Model 3,ema27_slope_5,-0.30304087529508666
group_oof,M13,Model 3,ema27_slope_10,-0.10098958829668701
group_oof,M13,Model 3,ema27_slope_change,-0.6961854103791811
group_oof,M13,Model 3,fraction_last10_above_ema27,1.0187380447696193
group_oof,M13,Model 3,number_of_ema27_crosses_last20,0.29949679974137455
group_oof,M13,Model 3,distance_change_to_ema27_last10,0.7176676685023154
group_oof,M13,Model 3,price_minus_ema200_atr,0.005320431296157942
group_oof,M13,Model 3,ema200_slope_10,-0.24099148716682553
group_oof,M13,Model 3,ema200_slope_30,-0.4024619951787287
group_oof,M13,Model 3,fraction_last30_above_ema200,-0.6594461087688973
group_oof,M13,Model 3,number_of_ema200_crosses_last50,-1.2794811543108138
group_oof,M13,Model 3,distance_change_to_ema200_last20,-0.2339842706588339
group_oof,M13,Model 3,ema27_minus_ema200_atr,-0.25026564386555517
group_oof,M13,Model 3,ema27_above_ema200,0.45548488025236283
group_oof,M13,Model 3,ema27_ema200_distance_change_last20,0.0018598340400164596
group_oof,M13,Model 3,price_between_ema27_ema200,-0.9609530628879106
group_oof,M13,Model 3,ema27_turning_against_previous_state,0.323723291297564
group_oof,M14,Model 3,pre_net_return_atr,0.19102687753965225
group_oof,M14,Model 3,price_minus_ema27_atr,0.26748262496800007
group_oof,M14,Model 3,ema27_slope_5,-0.17844952734574576
group_oof,M14,Model 3,ema27_slope_10,-0.026640153238575926
group_oof,M14,Model 3,ema27_slope_change,-0.6028050618768696
group_oof,M14,Model 3,fraction_last10_above_ema27,1.092339782060272
group_oof,M14,Model 3,number_of_ema27_crosses_last20,0.3117583984253964
group_oof,M14,Model 3,distance_change_to_ema27_last10,0.7364747304526218
group_oof,M14,Model 3,price_minus_ema200_atr,-0.07789916609172598
group_oof,M14,Model 3,ema200_slope_10,-0.2919086700271624
group_oof,M14,Model 3,ema200_slope_30,-0.4902391488784688
group_oof,M14,Model 3,fraction_last30_above_ema200,-0.670224265618229
group_oof,M14,Model 3,number_of_ema200_crosses_last50,-1.1527818130726157
group_oof,M14,Model 3,distance_change_to_ema200_last20,-0.19098668924697812
group_oof,M14,Model 3,ema27_minus_ema200_atr,-0.34312433489342536
group_oof,M14,Model 3,ema27_above_ema200,0.4242200533383397
group_oof,M14,Model 3,ema27_ema200_distance_change_last20,0.014111138171949544
group_oof,M14,Model 3,price_between_ema27_ema200,-1.0470596434688884
group_oof,M14,Model 3,ema27_turning_against_previous_state,0.26908707768587264
group_oof,M15,Model 3,pre_net_return_atr,0.21692109557416028
group_oof,M15,Model 3,price_minus_ema27_atr,0.2759445841420462
group_oof,M15,Model 3,ema27_slope_5,-0.28181455338313416
group_oof,M15,Model 3,ema27_slope_10,-0.13143650750001734
group_oof,M15,Model 3,ema27_slope_change,-0.5472787137256726
group_oof,M15,Model 3,fraction_last10_above_ema27,1.0509856418470103
group_oof,M15,Model 3,number_of_ema27_crosses_last20,0.2232640030601676
group_oof,M15,Model 3,distance_change_to_ema27_last10,0.7456417333731569
group_oof,M15,Model 3,price_minus_ema200_atr,-0.01936173092368656
group_oof,M15,Model 3,ema200_slope_10,-0.2887040874277727
group_oof,M15,Model 3,ema200_slope_30,-0.42377561997149255
group_oof,M15,Model 3,fraction_last30_above_ema200,-0.45407613312420375
group_oof,M15,Model 3,number_of_ema200_crosses_last50,-1.3048541643915879
group_oof,M15,Model 3,distance_change_to_ema200_last20,-0.1757835869422688
group_oof,M15,Model 3,ema27_minus_ema200_atr,-0.2934758059079085
group_oof,M15,Model 3,ema27_above_ema200,0.262809549996189
group_oof,M15,Model 3,ema27_ema200_distance_change_last20,-0.05128882087416645
group_oof,M15,Model 3,price_between_ema27_ema200,-1.0372536888378998
group_oof,M15,Model 3,ema27_turning_against_previous_state,0.32138388589544636
temporal,,Model 0,pre_net_return_atr,-0.05523686856673115
temporal,,Model 1,price_minus_ema27_atr,0.20229890831940484
temporal,,Model 1,ema27_slope_5,-0.5065870821551409
temporal,,Model 1,ema27_slope_10,-0.4438741127006117
temporal,,Model 1,ema27_slope_change,-0.45656880641380343
temporal,,Model 1,fraction_last10_above_ema27,0.5210017603542062
temporal,,Model 1,number_of_ema27_crosses_last20,-0.183301772024667
temporal,,Model 1,distance_change_to_ema27_last10,0.4825312902559218
temporal,,Model 2,price_minus_ema27_atr,0.36265708274832537
temporal,,Model 2,ema27_slope_5,-0.14871321431942988
temporal,,Model 2,ema27_slope_10,-0.08815336089051808
temporal,,Model 2,ema27_slope_change,-0.29060199350090377
temporal,,Model 2,fraction_last10_above_ema27,0.8016035151780527
temporal,,Model 2,number_of_ema27_crosses_last20,0.1646364984180225
temporal,,Model 2,distance_change_to_ema27_last10,0.8852022569038311
temporal,,Model 2,price_minus_ema200_atr,0.06750376777542774
temporal,,Model 2,ema200_slope_10,-0.1782713839299668
temporal,,Model 2,ema200_slope_30,-0.11240362456066204
temporal,,Model 2,fraction_last30_above_ema200,-0.4861624658389607
temporal,,Model 2,number_of_ema200_crosses_last50,-1.3085226290172043
temporal,,Model 2,distance_change_to_ema200_last20,-0.542540297997392
temporal,,Model 2,ema27_minus_ema200_atr,-0.18111921399444147
temporal,,Model 2,ema27_above_ema200,-0.4515617185744684
temporal,,Model 2,ema27_ema200_distance_change_last20,0.29349505037430496
temporal,,Model 2,price_between_ema27_ema200,-1.0861723652014752
temporal,,Model 2,ema27_turning_against_previous_state,0.3607837194990266
temporal,,Model 3,pre_net_return_atr,0.23619996077451494
temporal,,Model 3,price_minus_ema27_atr,0.32526552963876965
temporal,,Model 3,ema27_slope_5,-0.1788707063042301
temporal,,Model 3,ema27_slope_10,-0.12274075498184173
temporal,,Model 3,ema27_slope_change,-0.2874582466956292
temporal,,Model 3,fraction_last10_above_ema27,0.7723290568162237
temporal,,Model 3,number_of_ema27_crosses_last20,0.15772162450716498
temporal,,Model 3,distance_change_to_ema27_last10,0.8814327036781763
temporal,,Model 3,price_minus_ema200_atr,0.04906825532525314
temporal,,Model 3,ema200_slope_10,-0.18955618855639736
temporal,,Model 3,ema200_slope_30,-0.10955641571248044
temporal,,Model 3,fraction_last30_above_ema200,-0.4920588642916368
temporal,,Model 3,number_of_ema200_crosses_last50,-1.3082237124351852
temporal,,Model 3,distance_change_to_ema200_last20,-0.5488604446759919
temporal,,Model 3,ema27_minus_ema200_atr,-0.18188914636368023
temporal,,Model 3,ema27_above_ema200,-0.45359259280375297
temporal,,Model 3,ema27_ema200_distance_change_last20,0.22848905318159712
temporal,,Model 3,price_between_ema27_ema200,-1.099782305169187
temporal,,Model 3,ema27_turning_against_previous_state,0.3474119342532683
