entry_variant,signal_time,entry_time,direction,scope,executed,blocked,block_reason,move_id,zone,signal_number_in_move
ENTRY_T4,2024-01-09 16:00:00,2024-01-09 20:00:00,SHORT,DEVELOPMENT,False,False,,M03,ZONE_4_MATURE_MOVE,12.0
ENTRY_T1,2024-01-09 20:00:00,2024-01-10 00:00:00,SHORT,DEVELOPMENT,False,False,,M03,ZONE_4_MATURE_MOVE,13.0
ENTRY_T1,2024-01-10 00:00:00,2024-01-10 04:00:00,SHORT,DEVELOPMENT,True,False,,M03,ZONE_4_MATURE_MOVE,14.0
ENTRY_T1,2024-01-10 04:00:00,2024-01-10 08:00:00,SHORT,DEVELOPMENT,False,False,,M03,ZONE_5_LATE_MOVE,15.0
ENTRY_T2,2024-01-10 04:00:00,2024-01-10 08:00:00,SHORT,DEVELOPMENT,True,False,,M03,ZONE_5_LATE_MOVE,16.0
ENTRY_T4,2024-01-10 04:00:00,2024-01-10 08:00:00,SHORT,DEVELOPMENT,True,False,,M03,ZONE_5_LATE_MOVE,17.0
ENTRY_T1,2024-01-10 08:00:00,2024-01-10 12:00:00,SHORT,DEVELOPMENT,False,True,CHOP_BLOCK,M03,ZONE_5_LATE_MOVE,18.0
ENTRY_T1,2024-01-10 12:00:00,2024-01-10 16:00:00,SHORT,DEVELOPMENT,False,True,CHOP_BLOCK,M03,ZONE_5_LATE_MOVE,19.0
ENTRY_T2,2024-01-10 12:00:00,2024-01-10 16:00:00,SHORT,DEVELOPMENT,False,True,CHOP_BLOCK,M03,ZONE_5_LATE_MOVE,20.0
ENTRY_T4,2024-01-10 12:00:00,2024-01-10 16:00:00,SHORT,DEVELOPMENT,False,True,CHOP_BLOCK,M03,ZONE_5_LATE_MOVE,21.0
ENTRY_T1,2024-01-10 16:00:00,2024-01-10 20:00:00,SHORT,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,M03,ZONE_5_LATE_MOVE,22.0
ENTRY_T1,2024-02-07 16:00:00,2024-02-07 20:00:00,SHORT,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M04,ZONE_1_BIRTH,1.0
ENTRY_T1,2024-02-12 00:00:00,2024-02-12 04:00:00,LONG,DEVELOPMENT,True,False,,M04,ZONE_4_MATURE_MOVE,2.0
ENTRY_T1,2024-02-12 04:00:00,2024-02-12 08:00:00,LONG,DEVELOPMENT,False,False,,M04,ZONE_4_MATURE_MOVE,3.0
ENTRY_T1,2024-02-12 08:00:00,2024-02-12 12:00:00,LONG,DEVELOPMENT,True,False,,M04,ZONE_4_MATURE_MOVE,4.0
ENTRY_T1,2024-02-13 00:00:00,2024-02-13 04:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,M04,ZONE_4_MATURE_MOVE,5.0
ENTRY_T1,2024-02-13 08:00:00,2024-02-13 12:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,M04,ZONE_4_MATURE_MOVE,6.0
ENTRY_A,2024-02-13 20:00:00,2024-02-14 00:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M04,ZONE_4_MATURE_MOVE,7.0
ENTRY_T1,2024-02-13 20:00:00,2024-02-14 00:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M04,ZONE_4_MATURE_MOVE,8.0
ENTRY_T2,2024-02-13 20:00:00,2024-02-14 00:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M04,ZONE_4_MATURE_MOVE,9.0
ENTRY_T1,2024-02-14 00:00:00,2024-02-14 04:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M04,ZONE_4_MATURE_MOVE,10.0
ENTRY_T2,2024-02-14 00:00:00,2024-02-14 04:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M04,ZONE_4_MATURE_MOVE,11.0
ENTRY_T4,2024-02-14 00:00:00,2024-02-14 04:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M04,ZONE_4_MATURE_MOVE,12.0
ENTRY_T1,2024-02-14 04:00:00,2024-02-14 08:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M04,ZONE_4_MATURE_MOVE,13.0
ENTRY_T2,2024-02-14 04:00:00,2024-02-14 08:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M04,ZONE_4_MATURE_MOVE,14.0
ENTRY_T4,2024-02-14 04:00:00,2024-02-14 08:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M04,ZONE_4_MATURE_MOVE,15.0
ENTRY_T2,2024-02-14 12:00:00,2024-02-14 16:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M04,ZONE_4_MATURE_MOVE,16.0
ENTRY_T2,2024-02-14 16:00:00,2024-02-14 20:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M04,ZONE_5_LATE_MOVE,17.0
ENTRY_T4,2024-02-14 16:00:00,2024-02-14 20:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M04,ZONE_5_LATE_MOVE,18.0
ENTRY_T2,2024-02-14 20:00:00,2024-02-15 00:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M04,ZONE_5_LATE_MOVE,19.0
ENTRY_T4,2024-02-14 20:00:00,2024-02-15 00:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M04,ZONE_5_LATE_MOVE,20.0
ENTRY_T2,2024-02-15 16:00:00,2024-02-15 20:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M04,ZONE_5_LATE_MOVE,21.0
ENTRY_A,2024-02-17 16:00:00,2024-02-17 20:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M04,ZONE_6_EXHAUSTION_OR_CHOP,22.0
ENTRY_T1,2024-02-17 16:00:00,2024-02-17 20:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M04,ZONE_6_EXHAUSTION_OR_CHOP,23.0
ENTRY_T2,2024-02-17 16:00:00,2024-02-17 20:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M04,ZONE_6_EXHAUSTION_OR_CHOP,24.0
ENTRY_T2,2024-02-18 04:00:00,2024-02-18 08:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M04,ZONE_6_EXHAUSTION_OR_CHOP,25.0
ENTRY_T1,2024-02-24 16:00:00,2024-02-24 20:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_1_BIRTH,1.0
ENTRY_T2,2024-02-24 16:00:00,2024-02-24 20:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_1_BIRTH,2.0
ENTRY_T1,2024-02-24 20:00:00,2024-02-25 00:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_1_BIRTH,3.0
ENTRY_T2,2024-02-24 20:00:00,2024-02-25 00:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_1_BIRTH,4.0
ENTRY_T4,2024-02-24 20:00:00,2024-02-25 00:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_1_BIRTH,5.0
ENTRY_T1,2024-02-25 00:00:00,2024-02-25 04:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_2_FIRST_PULLBACK,6.0
ENTRY_T1,2024-02-25 04:00:00,2024-02-25 08:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_2_FIRST_PULLBACK,7.0
ENTRY_T3,2024-02-26 12:00:00,2024-02-26 16:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,M05,ZONE_3_EARLY_CONTINUATION,8.0
ENTRY_T2,2024-02-26 20:00:00,2024-02-27 00:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M05,ZONE_3_EARLY_CONTINUATION,9.0
ENTRY_T2,2024-02-27 00:00:00,2024-02-27 04:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M05,ZONE_3_EARLY_CONTINUATION,10.0
ENTRY_T4,2024-02-27 00:00:00,2024-02-27 04:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M05,ZONE_3_EARLY_CONTINUATION,11.0
ENTRY_T2,2024-02-27 08:00:00,2024-02-27 12:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M05,ZONE_3_EARLY_CONTINUATION,12.0
ENTRY_T1,2024-02-27 12:00:00,2024-02-27 16:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M05,ZONE_3_EARLY_CONTINUATION,13.0
ENTRY_T1,2024-02-28 00:00:00,2024-02-28 04:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_3_EARLY_CONTINUATION,14.0
ENTRY_T1,2024-02-28 16:00:00,2024-02-28 20:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,M05,ZONE_3_EARLY_CONTINUATION,15.0
ENTRY_T2,2024-02-29 08:00:00,2024-02-29 12:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,M05,ZONE_3_EARLY_CONTINUATION,16.0
ENTRY_T2,2024-02-29 12:00:00,2024-02-29 16:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M05,ZONE_3_EARLY_CONTINUATION,17.0
ENTRY_T4,2024-02-29 12:00:00,2024-02-29 16:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M05,ZONE_3_EARLY_CONTINUATION,18.0
ENTRY_T1,2024-02-29 20:00:00,2024-03-01 00:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M05,ZONE_3_EARLY_CONTINUATION,19.0
ENTRY_T2,2024-03-01 00:00:00,2024-03-01 04:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_3_EARLY_CONTINUATION,20.0
ENTRY_T1,2024-03-01 04:00:00,2024-03-01 08:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_3_EARLY_CONTINUATION,21.0
ENTRY_T2,2024-03-01 08:00:00,2024-03-01 12:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_3_EARLY_CONTINUATION,22.0
ENTRY_T4,2024-03-01 08:00:00,2024-03-01 12:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_3_EARLY_CONTINUATION,23.0
ENTRY_T1,2024-03-03 04:00:00,2024-03-03 08:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M05,ZONE_4_MATURE_MOVE,24.0
ENTRY_T2,2024-03-03 08:00:00,2024-03-03 12:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_4_MATURE_MOVE,25.0
ENTRY_T2,2024-03-03 16:00:00,2024-03-03 20:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,26.0
ENTRY_T4,2024-03-03 16:00:00,2024-03-03 20:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,27.0
ENTRY_T2,2024-03-03 20:00:00,2024-03-04 00:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_4_MATURE_MOVE,28.0
ENTRY_T4,2024-03-03 20:00:00,2024-03-04 00:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_4_MATURE_MOVE,29.0
ENTRY_T2,2024-03-04 08:00:00,2024-03-04 12:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M05,ZONE_4_MATURE_MOVE,30.0
ENTRY_T2,2024-03-04 12:00:00,2024-03-04 16:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M05,ZONE_4_MATURE_MOVE,31.0
ENTRY_T4,2024-03-04 12:00:00,2024-03-04 16:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M05,ZONE_4_MATURE_MOVE,32.0
ENTRY_A,2024-03-06 04:00:00,2024-03-06 08:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,33.0
ENTRY_T1,2024-03-06 08:00:00,2024-03-06 12:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,34.0
ENTRY_T1,2024-03-06 16:00:00,2024-03-06 20:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,35.0
ENTRY_T2,2024-03-06 16:00:00,2024-03-06 20:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,36.0
ENTRY_T1,2024-03-06 20:00:00,2024-03-07 00:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,37.0
ENTRY_T2,2024-03-06 20:00:00,2024-03-07 00:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,38.0
ENTRY_T4,2024-03-06 20:00:00,2024-03-07 00:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,39.0
ENTRY_T1,2024-03-07 00:00:00,2024-03-07 04:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,40.0
ENTRY_T2,2024-03-07 00:00:00,2024-03-07 04:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,41.0
ENTRY_T4,2024-03-07 00:00:00,2024-03-07 04:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,42.0
ENTRY_T1,2024-03-07 04:00:00,2024-03-07 08:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,43.0
ENTRY_T1,2024-03-07 08:00:00,2024-03-07 12:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,44.0
ENTRY_T2,2024-03-07 08:00:00,2024-03-07 12:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,45.0
ENTRY_T4,2024-03-07 08:00:00,2024-03-07 12:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,46.0
ENTRY_T1,2024-03-07 12:00:00,2024-03-07 16:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,47.0
ENTRY_T2,2024-03-07 12:00:00,2024-03-07 16:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,48.0
ENTRY_T4,2024-03-07 12:00:00,2024-03-07 16:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_4_MATURE_MOVE,49.0
ENTRY_T1,2024-03-07 16:00:00,2024-03-07 20:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_4_MATURE_MOVE,50.0
ENTRY_T2,2024-03-07 16:00:00,2024-03-07 20:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_4_MATURE_MOVE,51.0
ENTRY_T4,2024-03-07 16:00:00,2024-03-07 20:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_4_MATURE_MOVE,52.0
ENTRY_T1,2024-03-07 20:00:00,2024-03-08 00:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_4_MATURE_MOVE,53.0
ENTRY_T1,2024-03-08 00:00:00,2024-03-08 04:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_5_LATE_MOVE,54.0
ENTRY_A,2024-03-08 08:00:00,2024-03-08 12:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_5_LATE_MOVE,55.0
ENTRY_T1,2024-03-08 08:00:00,2024-03-08 12:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_5_LATE_MOVE,56.0
ENTRY_T2,2024-03-08 08:00:00,2024-03-08 12:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_5_LATE_MOVE,57.0
ENTRY_A,2024-03-09 04:00:00,2024-03-09 08:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_5_LATE_MOVE,58.0
ENTRY_T1,2024-03-09 04:00:00,2024-03-09 08:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_5_LATE_MOVE,59.0
ENTRY_T2,2024-03-09 04:00:00,2024-03-09 08:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_5_LATE_MOVE,60.0
ENTRY_T1,2024-03-09 08:00:00,2024-03-09 12:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_5_LATE_MOVE,61.0
ENTRY_T1,2024-03-09 12:00:00,2024-03-09 16:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_5_LATE_MOVE,62.0
ENTRY_T2,2024-03-09 12:00:00,2024-03-09 16:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_5_LATE_MOVE,63.0
ENTRY_T4,2024-03-09 12:00:00,2024-03-09 16:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_5_LATE_MOVE,64.0
ENTRY_T1,2024-03-09 16:00:00,2024-03-09 20:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_5_LATE_MOVE,65.0
ENTRY_T2,2024-03-09 16:00:00,2024-03-09 20:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_5_LATE_MOVE,66.0
ENTRY_T4,2024-03-09 16:00:00,2024-03-09 20:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_5_LATE_MOVE,67.0
ENTRY_T1,2024-03-09 20:00:00,2024-03-10 00:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_5_LATE_MOVE,68.0
ENTRY_T2,2024-03-09 20:00:00,2024-03-10 00:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_5_LATE_MOVE,69.0
ENTRY_T4,2024-03-09 20:00:00,2024-03-10 00:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_5_LATE_MOVE,70.0
ENTRY_T1,2024-03-10 00:00:00,2024-03-10 04:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_5_LATE_MOVE,71.0
ENTRY_T1,2024-03-10 04:00:00,2024-03-10 08:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_5_LATE_MOVE,72.0
ENTRY_T2,2024-03-10 04:00:00,2024-03-10 08:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_5_LATE_MOVE,73.0
ENTRY_T4,2024-03-10 04:00:00,2024-03-10 08:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_5_LATE_MOVE,74.0
ENTRY_T1,2024-03-11 08:00:00,2024-03-11 12:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_5_LATE_MOVE,75.0
ENTRY_T2,2024-03-11 08:00:00,2024-03-11 12:00:00,LONG,DEVELOPMENT,False,True,CHOP_BLOCK,M05,ZONE_5_LATE_MOVE,76.0
ENTRY_T2,2024-03-11 20:00:00,2024-03-12 00:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M05,ZONE_6_EXHAUSTION_OR_CHOP,77.0
ENTRY_T1,2024-03-12 00:00:00,2024-03-12 04:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M05,ZONE_6_EXHAUSTION_OR_CHOP,78.0
ENTRY_T1,2024-03-12 04:00:00,2024-03-12 08:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_6_EXHAUSTION_OR_CHOP,79.0
ENTRY_T1,2024-03-12 08:00:00,2024-03-12 12:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_6_EXHAUSTION_OR_CHOP,80.0
ENTRY_T1,2024-03-12 12:00:00,2024-03-12 16:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_6_EXHAUSTION_OR_CHOP,81.0
ENTRY_T1,2024-03-12 16:00:00,2024-03-12 20:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_6_EXHAUSTION_OR_CHOP,82.0
ENTRY_T2,2024-03-12 16:00:00,2024-03-12 20:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_6_EXHAUSTION_OR_CHOP,83.0
ENTRY_T4,2024-03-12 16:00:00,2024-03-12 20:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_6_EXHAUSTION_OR_CHOP,84.0
ENTRY_T1,2024-03-12 20:00:00,2024-03-13 00:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_6_EXHAUSTION_OR_CHOP,85.0
ENTRY_T2,2024-03-12 20:00:00,2024-03-13 00:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_6_EXHAUSTION_OR_CHOP,86.0
ENTRY_T4,2024-03-12 20:00:00,2024-03-13 00:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_6_EXHAUSTION_OR_CHOP,87.0
ENTRY_T1,2024-03-13 00:00:00,2024-03-13 04:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_6_EXHAUSTION_OR_CHOP,88.0
ENTRY_T2,2024-03-13 00:00:00,2024-03-13 04:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_6_EXHAUSTION_OR_CHOP,89.0
ENTRY_T4,2024-03-13 00:00:00,2024-03-13 04:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_6_EXHAUSTION_OR_CHOP,90.0
ENTRY_T1,2024-03-13 08:00:00,2024-03-13 12:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_6_EXHAUSTION_OR_CHOP,91.0
ENTRY_T1,2024-03-13 12:00:00,2024-03-13 16:00:00,LONG,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M05,ZONE_6_EXHAUSTION_OR_CHOP,92.0
ENTRY_T1,2024-03-13 16:00:00,2024-03-13 20:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_6_EXHAUSTION_OR_CHOP,93.0
ENTRY_T2,2024-03-13 16:00:00,2024-03-13 20:00:00,LONG,DEVELOPMENT,True,False,,M05,ZONE_6_EXHAUSTION_OR_CHOP,94.0
ENTRY_T1,2024-03-14 00:00:00,2024-03-14 04:00:00,LONG,DEVELOPMENT,False,False,,M05,ZONE_6_EXHAUSTION_OR_CHOP,95.0
ENTRY_T1,2024-04-09 20:00:00,2024-04-10 00:00:00,SHORT,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,M07,ZONE_3_EARLY_CONTINUATION,1.0
ENTRY_T2,2024-04-09 20:00:00,2024-04-10 00:00:00,SHORT,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,M07,ZONE_3_EARLY_CONTINUATION,2.0
ENTRY_T1,2024-04-10 00:00:00,2024-04-10 04:00:00,SHORT,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,M07,ZONE_3_EARLY_CONTINUATION,3.0
ENTRY_T2,2024-04-10 00:00:00,2024-04-10 04:00:00,SHORT,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,M07,ZONE_3_EARLY_CONTINUATION,4.0
ENTRY_T4,2024-04-10 00:00:00,2024-04-10 04:00:00,SHORT,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,M07,ZONE_3_EARLY_CONTINUATION,5.0
ENTRY_T1,2024-04-10 04:00:00,2024-04-10 08:00:00,SHORT,DEVELOPMENT,False,True,CHOP_BLOCK,M07,ZONE_3_EARLY_CONTINUATION,6.0
ENTRY_T2,2024-04-10 08:00:00,2024-04-10 12:00:00,SHORT,DEVELOPMENT,False,True,CHOP_BLOCK,M07,ZONE_3_EARLY_CONTINUATION,7.0
ENTRY_T4,2024-04-10 08:00:00,2024-04-10 12:00:00,SHORT,DEVELOPMENT,False,True,CHOP_BLOCK,M07,ZONE_3_EARLY_CONTINUATION,8.0
ENTRY_T2,2024-04-10 12:00:00,2024-04-10 16:00:00,SHORT,DEVELOPMENT,True,False,,M07,ZONE_3_EARLY_CONTINUATION,9.0
ENTRY_T4,2024-04-10 12:00:00,2024-04-10 16:00:00,SHORT,DEVELOPMENT,True,False,,M07,ZONE_3_EARLY_CONTINUATION,10.0
ENTRY_T1,2024-04-10 16:00:00,2024-04-10 20:00:00,SHORT,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M07,ZONE_3_EARLY_CONTINUATION,11.0
ENTRY_T1,2024-04-10 20:00:00,2024-04-11 00:00:00,SHORT,DEVELOPMENT,True,False,,M07,ZONE_3_EARLY_CONTINUATION,12.0
ENTRY_T1,2024-04-11 00:00:00,2024-04-11 04:00:00,SHORT,DEVELOPMENT,False,False,,M07,ZONE_3_EARLY_CONTINUATION,13.0
ENTRY_A,2024-04-11 08:00:00,2024-04-11 12:00:00,SHORT,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M07,ZONE_3_EARLY_CONTINUATION,14.0
ENTRY_T1,2024-04-11 12:00:00,2024-04-11 16:00:00,SHORT,DEVELOPMENT,True,False,,M07,ZONE_3_EARLY_CONTINUATION,15.0
ENTRY_T1,2024-04-11 16:00:00,2024-04-11 20:00:00,SHORT,DEVELOPMENT,False,False,,M07,ZONE_3_EARLY_CONTINUATION,16.0
ENTRY_T1,2024-04-11 20:00:00,2024-04-12 00:00:00,SHORT,DEVELOPMENT,False,False,,M07,ZONE_3_EARLY_CONTINUATION,17.0
ENTRY_A,2024-04-12 04:00:00,2024-04-12 08:00:00,SHORT,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M07,ZONE_4_MATURE_MOVE,18.0
ENTRY_T1,2024-04-12 08:00:00,2024-04-12 12:00:00,SHORT,DEVELOPMENT,False,False,,M07,ZONE_4_MATURE_MOVE,19.0
ENTRY_T2,2024-04-13 20:00:00,2024-04-14 00:00:00,SHORT,DEVELOPMENT,False,True,LATE_ENTRY_BLOCK,M07,ZONE_4_MATURE_MOVE,20.0
ENTRY_T1,2024-05-22 00:00:00,2024-05-22 04:00:00,LONG,DEVELOPMENT,True,False,,M08,ZONE_3_EARLY_CONTINUATION,1.0
ENTRY_T1,2024-05-22 04:00:00,2024-05-22 08:00:00,LONG,DEVELOPMENT,False,False,,M08,ZONE_3_EARLY_CONTINUATION,2.0
ENTRY_A,2024-05-22 12:00:00,2024-05-22 16:00:00,LONG,DEVELOPMENT,True,False,,M08,ZONE_3_EARLY_CONTINUATION,3.0
ENTRY_T1,2024-05-22 12:00:00,2024-05-22 16:00:00,LONG,DEVELOPMENT,True,False,,M08,ZONE_3_EARLY_CONTINUATION,4.0
ENTRY_A,2024-05-22 20:00:00,2024-05-23 00:00:00,LONG,DEVELOPMENT,False,False,,M08,ZONE_3_EARLY_CONTINUATION,5.0
ENTRY_T1,2024-05-22 20:00:00,2024-05-23 00:00:00,LONG,DEVELOPMENT,False,False,,M08,ZONE_3_EARLY_CONTINUATION,6.0
ENTRY_T2,2024-05-22 20:00:00,2024-05-23 00:00:00,LONG,DEVELOPMENT,True,False,,M08,ZONE_3_EARLY_CONTINUATION,7.0
ENTRY_T1,2024-05-23 04:00:00,2024-05-23 08:00:00,LONG,DEVELOPMENT,False,False,,M08,ZONE_3_EARLY_CONTINUATION,8.0
