dt,backbone_state,direction,updates_directional_extreme_h5,forward_mfe_pct_h5,forward_mae_pct_h5,updates_directional_extreme_h10,forward_mfe_pct_h10,forward_mae_pct_h10,updates_directional_extreme_h20,forward_mfe_pct_h20,forward_mae_pct_h20
2023-07-09 08:00:00,1,SHORT,1.0,2.931937172774856,-0.802792321116937,1.0,2.931937172774856,-2.1640488656195602,1.0,2.931937172774856,-3.1064572425829042
2023-07-09 12:00:00,1,SHORT,1.0,2.8641285365001696,-0.10478519035977034,1.0,2.8641285365001696,-2.7244149493538155,1.0,2.8641285365001696,-3.178484107579461
2023-07-09 16:00:00,1,SHORT,1.0,2.5236593059936854,-1.2968804766911957,1.0,2.5236593059936854,-3.084472485103391,1.0,2.5236593059936854,-3.5401331931300377
2023-07-09 20:00:00,1,SHORT,1.0,2.215189873417712,-2.4964838255977484,1.0,2.215189873417712,-3.410689170182837,1.0,2.215189873417712,-3.8677918424753903
2023-07-10 00:00:00,1,SHORT,0.0,1.4074595355383543,-2.9908515130190034,0.0,1.4074595355383543,-3.4834623504574114,0.0,1.4074595355383543,-3.9408866995073852
2023-07-10 04:00:00,1,SHORT,1.0,1.059322033898306,-3.3545197740113024,1.0,1.059322033898306,-3.8488700564971627,1.0,1.059322033898306,-10.769774011299425
2023-07-10 08:00:00,1,SHORT,0.0,0.10522623640828567,-3.156787092248317,0.0,0.10522623640828567,-3.612767450017529,0.0,0.10522623640828567,-28.831988775868112
2023-07-10 12:00:00,1,SHORT,0.0,0.6252170892670956,-2.153525529697806,0.0,0.6252170892670956,-2.6050712052796134,0.0,1.076762764848903,-27.579020493226825
2023-07-10 16:00:00,1,SHORT,0.0,1.716443529007897,-0.961208376244411,0.0,1.716443529007897,-1.4074836937864719,1.0,2.2313765877102663,-30.20940611053897
2023-07-10 20:00:00,1,SHORT,0.0,0.13898540653231808,-2.1890201528839377,0.0,0.13898540653231808,-2.6407227241139664,1.0,1.0423905489923568,-31.79291174426686
2023-07-11 00:00:00,1,SHORT,0.0,0.6547208821502456,-1.3439007580978495,1.0,1.860785665058586,-1.7918676774638118,1.0,1.860785665058586,-30.70296347346658
2023-07-11 04:00:00,1,LONG,1.0,1.3379073756432298,-1.0977701543739216,1.0,1.3379073756432298,-2.298456260720406,1.0,30.120068610634664,-2.298456260720406
2023-07-11 08:00:00,1,LONG,1.0,1.4074836937864719,-1.0298661174047383,1.0,1.4074836937864719,-2.2313765877102663,1.0,30.20940611053897,-2.2313765877102663
2023-07-11 12:00:00,1,LONG,1.0,1.6867469879518129,-0.7573149741824371,1.0,1.6867469879518129,-1.962134251290872,1.0,30.56798623063685,-1.962134251290872
2023-07-11 16:00:00,1,LONG,1.0,1.9675526406627488,-0.03451846738004452,1.0,1.9675526406627488,-1.6914049016223731,1.0,30.9285467725233,-1.6914049016223731
2023-07-11 20:00:00,1,LONG,1.0,0.9224461906388726,-2.6990092244619124,1.0,7.174581482746826,-2.6990092244619124,1.0,29.586607447898878,-2.6990092244619124
2023-07-12 00:00:00,1,LONG,0.0,0.7503410641200475,-2.8649386084583965,1.0,25.27285129604365,-2.8649386084583965,1.0,29.3656207366985,-2.8649386084583965
2023-07-12 04:00:00,1,LONG,1.0,0.6130790190735586,-2.997275204359683,1.0,25.102179836512256,-2.997275204359683,1.0,29.189373297002724,-2.997275204359683
2023-07-12 08:00:00,1,LONG,1.0,0.9914529914529963,-2.6324786324786276,1.0,29.67521367521369,-2.6324786324786276,1.0,29.67521367521369,-2.6324786324786276
2023-07-12 12:00:00,1,LONG,0.0,0.0,-2.029583763329899,1.0,30.478156174750602,-2.029583763329899,1.0,30.478156174750602,-2.029583763329899
2023-07-12 16:00:00,1,LONG,1.0,9.646976581614805,-0.1398112548060159,1.0,32.57602236980077,-0.1398112548060159,1.0,32.57602236980077,-0.1398112548060159
2023-07-12 20:00:00,1,LONG,1.0,27.093425605536346,-1.1418685121107162,1.0,31.245674740484446,-1.1418685121107162,1.0,31.245674740484446,-1.1418685121107162
2023-07-13 00:00:00,1,LONG,1.0,28.11301011510289,-0.3139169863969347,1.0,32.298569933728636,-0.3139169863969347,1.0,32.298569933728636,-0.3139169863969347
2023-07-13 04:00:00,1,LONG,1.0,32.48340901152638,-0.13971358714635398,1.0,32.48340901152638,-0.13971358714635398,1.0,32.48340901152638,-0.13971358714635398
2023-07-13 08:00:00,1,LONG,1.0,31.291104188300462,-0.4499826929733361,1.0,31.291104188300462,-0.4499826929733361,1.0,31.291104188300462,-0.4499826929733361
2023-07-13 12:00:00,1,LONG,1.0,21.883033419023153,-0.5462724935732582,1.0,21.883033419023153,-0.5462724935732582,1.0,21.883033419023153,-0.5462724935732582
