model,k,seed,silhouette,inertia,min_cluster_fraction,degenerate,cluster_1_size,state_1_median_dwell,cluster_2_size,state_2_median_dwell,cluster_3_size,state_3_median_dwell,cluster_4_size,state_4_median_dwell,cluster_5_size,state_5_median_dwell,cluster_6_size,state_6_median_dwell
MODEL_RAW,3,118,0.3795636296354881,14143.41381422737,0.06288156288156288,False,2273,34.0,797,12.5,206.0,103.0,,,,,,
MODEL_RAW,3,119,0.5230263256640302,13597.508570482987,0.029609279609279608,True,2829,121.5,350,30.0,97.0,10.5,,,,,,
MODEL_RAW,3,120,0.5232943906360398,13597.339010272284,0.029609279609279608,True,2833,114.0,346,28.5,97.0,10.5,,,,,,
MODEL_RAW,3,121,0.31108812308099726,13793.755510714029,0.06227106227106227,False,1969,19.0,1103,14.5,204.0,12.5,,,,,,
MODEL_RAW,3,122,0.3571118231664858,13808.62320151597,0.06318681318681318,False,2247,27.0,822,13.0,207.0,12.0,,,,,,
MODEL_RAW,3,123,0.38500079779286217,14143.14280391369,0.06257631257631258,False,2313,34.0,758,11.0,205.0,102.5,,,,,,
MODEL_RAW,3,124,0.43444721814518455,13733.954174779476,0.046703296703296704,True,2577,30.0,546,15.0,153.0,10.0,,,,,,
MODEL_RAW,3,125,0.29085984461132547,13789.066555587826,0.08363858363858363,False,1518,21.0,1484,16.0,274.0,8.5,,,,,,
MODEL_RAW,3,126,0.5232943906360398,13597.333088611445,0.029609279609279608,True,2834,114.0,345,28.5,97.0,10.5,,,,,,
MODEL_RAW,3,127,0.5122159466764198,13800.275869047768,0.0811965811965812,False,2680,99.5,330,11.0,266.0,20.0,,,,,,
