symbol,episode_view,episode_id,event_id,event_family,side,calendar_month,chronological_third,observation_role,observation_identity,observation_timestamp,available_history_status,scale,representation,volatility_regime,regime_reason,atr_to_prior_96_median,ohlc_closed_through
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00273,BTCUSDT-F001439,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00273|CONTROL,,AVAILABLE,1H,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00273,BTCUSDT-F001439,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00273|CONTROL,,AVAILABLE,1H,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00273,BTCUSDT-F001439,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00273|CONTROL,,AVAILABLE,1H,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001440,2024-10-23T00:00:00Z,AVAILABLE,15m,FIXED_8,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.6413526938,2024-10-23T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001440,2024-10-23T00:00:00Z,AVAILABLE,15m,DIRECTION_RUN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.6413526938,2024-10-23T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001440,2024-10-23T00:00:00Z,AVAILABLE,15m,ATR_ORIGIN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.6413526938,2024-10-23T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001440,2024-10-23T00:00:00Z,AVAILABLE,15m,CONFIRMED_DIRECTION_CHANGE,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.6413526938,2024-10-23T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001440,2024-10-23T00:00:00Z,AVAILABLE,15m,HYBRID_ORIGIN,LOW,CAUSAL_PRIOR_96_CLOSED_BARS,0.6413526938,2024-10-23T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001440,2024-10-23T00:00:00Z,AVAILABLE,1H,FIXED_8,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.244114841,2024-10-23T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001440,2024-10-23T00:00:00Z,AVAILABLE,1H,DIRECTION_RUN,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.244114841,2024-10-23T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001440,2024-10-23T00:00:00Z,AVAILABLE,1H,ATR_ORIGIN,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.244114841,2024-10-23T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001440,2024-10-23T00:00:00Z,AVAILABLE,1H,CONFIRMED_DIRECTION_CHANGE,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.244114841,2024-10-23T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001440,2024-10-23T00:00:00Z,AVAILABLE,1H,HYBRID_ORIGIN,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.244114841,2024-10-23T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274|CONTROL,,AVAILABLE,15m,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274|CONTROL,,AVAILABLE,15m,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274|CONTROL,,AVAILABLE,15m,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274|CONTROL,,AVAILABLE,15m,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274|CONTROL,,AVAILABLE,15m,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274|CONTROL,,AVAILABLE,1H,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274|CONTROL,,AVAILABLE,1H,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274|CONTROL,,AVAILABLE,1H,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274|CONTROL,,AVAILABLE,1H,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274,BTCUSDT-F001440,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00274|CONTROL,,AVAILABLE,1H,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001441,2024-10-23T08:00:00Z,AVAILABLE,15m,FIXED_8,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,0.8118253551,2024-10-23T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001441,2024-10-23T08:00:00Z,AVAILABLE,15m,DIRECTION_RUN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,0.8118253551,2024-10-23T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001441,2024-10-23T08:00:00Z,AVAILABLE,15m,ATR_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,0.8118253551,2024-10-23T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001441,2024-10-23T08:00:00Z,AVAILABLE,15m,CONFIRMED_DIRECTION_CHANGE,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,0.8118253551,2024-10-23T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001441,2024-10-23T08:00:00Z,AVAILABLE,15m,HYBRID_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,0.8118253551,2024-10-23T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001441,2024-10-23T08:00:00Z,AVAILABLE,1H,FIXED_8,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,0.8510529177,2024-10-23T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001441,2024-10-23T08:00:00Z,AVAILABLE,1H,DIRECTION_RUN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,0.8510529177,2024-10-23T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001441,2024-10-23T08:00:00Z,AVAILABLE,1H,ATR_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,0.8510529177,2024-10-23T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001441,2024-10-23T08:00:00Z,AVAILABLE,1H,CONFIRMED_DIRECTION_CHANGE,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,0.8510529177,2024-10-23T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001441,2024-10-23T08:00:00Z,AVAILABLE,1H,HYBRID_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,0.8510529177,2024-10-23T08:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275|CONTROL,,AVAILABLE,15m,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275|CONTROL,,AVAILABLE,15m,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275|CONTROL,,AVAILABLE,15m,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275|CONTROL,,AVAILABLE,15m,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275|CONTROL,,AVAILABLE,15m,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275|CONTROL,,AVAILABLE,1H,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275|CONTROL,,AVAILABLE,1H,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275|CONTROL,,AVAILABLE,1H,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275|CONTROL,,AVAILABLE,1H,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275,BTCUSDT-F001441,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00275|CONTROL,,AVAILABLE,1H,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001442,2024-10-23T16:00:00Z,AVAILABLE,15m,FIXED_8,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.572578279,2024-10-23T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001442,2024-10-23T16:00:00Z,AVAILABLE,15m,DIRECTION_RUN,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.572578279,2024-10-23T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001442,2024-10-23T16:00:00Z,AVAILABLE,15m,ATR_ORIGIN,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.572578279,2024-10-23T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001442,2024-10-23T16:00:00Z,AVAILABLE,15m,CONFIRMED_DIRECTION_CHANGE,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.572578279,2024-10-23T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001442,2024-10-23T16:00:00Z,AVAILABLE,15m,HYBRID_ORIGIN,HIGH,CAUSAL_PRIOR_96_CLOSED_BARS,1.572578279,2024-10-23T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001442,2024-10-23T16:00:00Z,AVAILABLE,1H,FIXED_8,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.086871827,2024-10-23T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001442,2024-10-23T16:00:00Z,AVAILABLE,1H,DIRECTION_RUN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.086871827,2024-10-23T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001442,2024-10-23T16:00:00Z,AVAILABLE,1H,ATR_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.086871827,2024-10-23T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001442,2024-10-23T16:00:00Z,AVAILABLE,1H,CONFIRMED_DIRECTION_CHANGE,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.086871827,2024-10-23T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001442,2024-10-23T16:00:00Z,AVAILABLE,1H,HYBRID_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.086871827,2024-10-23T16:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276|CONTROL,,AVAILABLE,15m,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276|CONTROL,,AVAILABLE,15m,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276|CONTROL,,AVAILABLE,15m,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276|CONTROL,,AVAILABLE,15m,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276|CONTROL,,AVAILABLE,15m,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276|CONTROL,,AVAILABLE,1H,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276|CONTROL,,AVAILABLE,1H,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276|CONTROL,,AVAILABLE,1H,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276|CONTROL,,AVAILABLE,1H,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276,BTCUSDT-F001442,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00276|CONTROL,,AVAILABLE,1H,HYBRID_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277,BTCUSDT-F001443,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001443,2024-10-24T00:00:00Z,AVAILABLE,15m,FIXED_8,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,0.8485053709,2024-10-24T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277,BTCUSDT-F001443,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001443,2024-10-24T00:00:00Z,AVAILABLE,15m,DIRECTION_RUN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,0.8485053709,2024-10-24T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277,BTCUSDT-F001443,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001443,2024-10-24T00:00:00Z,AVAILABLE,15m,ATR_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,0.8485053709,2024-10-24T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277,BTCUSDT-F001443,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001443,2024-10-24T00:00:00Z,AVAILABLE,15m,CONFIRMED_DIRECTION_CHANGE,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,0.8485053709,2024-10-24T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277,BTCUSDT-F001443,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001443,2024-10-24T00:00:00Z,AVAILABLE,15m,HYBRID_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,0.8485053709,2024-10-24T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277,BTCUSDT-F001443,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001443,2024-10-24T00:00:00Z,AVAILABLE,1H,FIXED_8,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.174237786,2024-10-24T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277,BTCUSDT-F001443,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001443,2024-10-24T00:00:00Z,AVAILABLE,1H,DIRECTION_RUN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.174237786,2024-10-24T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277,BTCUSDT-F001443,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001443,2024-10-24T00:00:00Z,AVAILABLE,1H,ATR_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.174237786,2024-10-24T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277,BTCUSDT-F001443,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001443,2024-10-24T00:00:00Z,AVAILABLE,1H,CONFIRMED_DIRECTION_CHANGE,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.174237786,2024-10-24T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277,BTCUSDT-F001443,FUNDING,FUNDING_HIGH,10,3,EVENT,BTCUSDT-F001443,2024-10-24T00:00:00Z,AVAILABLE,1H,HYBRID_ORIGIN,NORMAL,CAUSAL_PRIOR_96_CLOSED_BARS,1.174237786,2024-10-24T00:00:00Z
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277,BTCUSDT-F001443,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277|CONTROL,,AVAILABLE,15m,FIXED_8,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277,BTCUSDT-F001443,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277|CONTROL,,AVAILABLE,15m,DIRECTION_RUN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277,BTCUSDT-F001443,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277|CONTROL,,AVAILABLE,15m,ATR_ORIGIN,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
BTCUSDT,8H,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277,BTCUSDT-F001443,FUNDING,FUNDING_HIGH,10,3,CONTROL,BTCUSDT|FUNDING|FUNDING_HIGH|8H|00277|CONTROL,,AVAILABLE,15m,CONFIRMED_DIRECTION_CHANGE,UNKNOWN,NO_EXACT_STRATUM_SUPPORT,,
