instrument,child_scale,parent_direction,parent_start,counter_start,balance_start,reassertion_time,end_time,parent_invalidation_boundary,parent_intact,child_counter_motion,counter_progress_decay,balance_or_overlap,failed_counter_extension,parent_reassertion,reassertion_atr,counter_displacement_atr,counter_efficiency,overlap_ratio,alternation_rate,parent_elapsed_bars,child_elapsed_bars,child_parent_amplitude_ratio,child_parent_duration_ratio,parameter_factor,diagnostic_flag,diagnostic_reason,interval_id,variant,boundary_margin_threshold_atr,boundary_distance_atr,gate_pass,counter_boundary_preserved,balance_boundary_preserved,reassertion_boundary_preserved
ADAUSDT,1H_FALLBACK,DOWN,2024-08-04 08:00:00,2024-08-05 16:00:00,2024-08-06 04:00:00,2024-08-06 08:00:00,2024-08-06 08:00:00,0.3602,1,1,1,1,1,1,0.50695,1.229807,1.0,0.70641,0.333333,8,4,0.339243,0.5,1.0,0,,ADA_2414,BOUNDARY_THROUGH_BALANCE,0.0,1.863936,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-06 00:00:00,2024-08-07 08:00:00,2024-08-07 20:00:00,2024-08-08 00:00:00,2024-08-08 00:00:00,0.3114,1,1,1,1,0,1,0.881695,0.633028,0.564103,0.473903,0.333333,8,4,0.882979,0.5,1.0,0,,ADA_2424,BOUNDARY_THROUGH_BALANCE,0.0,1.928193,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-06 20:00:00,2024-08-08 04:00:00,2024-08-08 16:00:00,2024-08-08 20:00:00,2024-08-08 20:00:00,0.3161,1,1,1,1,0,1,1.196235,-0.531237,0.595745,0.362351,0.333333,8,4,1.012048,0.5,1.0,0,,ADA_2429,BOUNDARY_THROUGH_BALANCE,0.0,3.598841,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-07 16:00:00,2024-08-09 00:00:00,2024-08-09 12:00:00,2024-08-09 16:00:00,2024-08-09 16:00:00,0.3161,1,1,1,1,1,1,0.730345,1.160845,1.0,0.566634,0.333333,8,4,0.481283,0.5,1.0,0,,ADA_2434,BOUNDARY_THROUGH_BALANCE,0.0,3.260838,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-09 04:00:00,2024-08-10 12:00:00,2024-08-11 00:00:00,2024-08-11 04:00:00,2024-08-11 04:00:00,0.3365,1,1,1,1,0,1,0.544041,-0.634489,0.47619,0.66655,0.666667,8,4,0.572327,0.5,1.0,0,,ADA_2443,BOUNDARY_THROUGH_BALANCE,0.0,2.937824,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-09 16:00:00,2024-08-11 00:00:00,2024-08-11 12:00:00,2024-08-11 16:00:00,2024-08-11 16:00:00,0.3524,0,1,1,1,0,1,0.933333,-1.578565,0.607843,0.377674,0.333333,8,4,1.859504,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2446,BOUNDARY_THROUGH_BALANCE,0.0,2.933333,0,0,0,0
ADAUSDT,1H_FALLBACK,UP,2024-08-10 04:00:00,2024-08-11 12:00:00,2024-08-12 00:00:00,2024-08-12 04:00:00,2024-08-12 04:00:00,0.3442,0,1,1,1,0,1,0.722157,1.689597,0.641026,0.503627,0.333333,8,4,1.766129,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2449,BOUNDARY_THROUGH_BALANCE,0.0,-1.54279,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-08-10 16:00:00,2024-08-12 00:00:00,2024-08-12 12:00:00,2024-08-12 16:00:00,2024-08-12 16:00:00,0.3566,1,1,1,1,0,1,0.664186,1.586445,0.744681,0.663502,0.333333,8,4,0.619529,0.5,1.0,0,,ADA_2452,BOUNDARY_THROUGH_BALANCE,0.0,2.708837,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-11 16:00:00,2024-08-13 00:00:00,2024-08-13 12:00:00,2024-08-13 16:00:00,2024-08-13 16:00:00,0.3263,1,1,1,1,0,1,0.631489,-0.16715,0.162791,0.619402,0.666667,8,4,0.788043,0.5,1.0,0,,ADA_2458,BOUNDARY_THROUGH_BALANCE,0.0,1.870638,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-13 00:00:00,2024-08-14 08:00:00,2024-08-14 20:00:00,2024-08-15 00:00:00,2024-08-15 00:00:00,0.3306,1,1,1,1,0,1,0.639911,0.958325,0.944444,0.61019,0.333333,8,4,1.027586,0.5,1.0,0,,ADA_2466,BOUNDARY_THROUGH_BALANCE,0.0,1.35786,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-13 16:00:00,2024-08-15 00:00:00,2024-08-15 12:00:00,2024-08-15 16:00:00,2024-08-15 16:00:00,0.3457,1,1,1,1,1,1,2.159496,-0.158085,0.15625,0.721741,0.666667,8,4,1.328859,0.5,1.0,0,,ADA_2470,BOUNDARY_THROUGH_BALANCE,0.0,3.24659,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-14 12:00:00,2024-08-15 20:00:00,2024-08-16 08:00:00,2024-08-16 12:00:00,2024-08-16 12:00:00,0.3457,1,1,1,1,0,1,1.121795,1.233827,0.61039,0.436006,0.666667,8,4,1.072034,0.5,1.0,0,,ADA_2475,BOUNDARY_THROUGH_BALANCE,0.0,2.411859,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-18 12:00:00,2024-08-19 20:00:00,2024-08-20 08:00:00,2024-08-20 12:00:00,2024-08-20 12:00:00,0.34,0,1,1,1,1,1,0.934579,1.539589,1.0,0.496665,0.333333,8,4,0.959677,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2499,BOUNDARY_THROUGH_BALANCE,0.0,0.149533,0,0,0,0
ADAUSDT,1H_FALLBACK,UP,2024-08-19 00:00:00,2024-08-20 08:00:00,2024-08-20 20:00:00,2024-08-21 00:00:00,2024-08-21 00:00:00,0.3276,1,1,0,1,0,1,0.890459,0.143959,0.045977,0.702236,1.0,8,4,0.75,0.5,1.0,0,,ADA_2502,BOUNDARY_THROUGH_BALANCE,0.0,3.495878,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-19 04:00:00,2024-08-20 12:00:00,2024-08-21 00:00:00,2024-08-21 04:00:00,2024-08-21 04:00:00,0.3276,1,1,1,1,0,1,1.565789,-1.625938,0.539326,0.635195,0.666667,8,4,1.375,0.5,1.0,0,,ADA_2503,BOUNDARY_THROUGH_BALANCE,0.0,4.820175,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-19 12:00:00,2024-08-20 20:00:00,2024-08-21 08:00:00,2024-08-21 12:00:00,2024-08-21 12:00:00,0.3288,1,1,0,1,0,1,0.911565,-1.159294,0.322034,0.663808,0.666667,8,4,0.947917,0.5,1.0,0,,ADA_2505,BOUNDARY_THROUGH_BALANCE,0.0,3.931973,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-19 16:00:00,2024-08-21 00:00:00,2024-08-21 12:00:00,2024-08-21 16:00:00,2024-08-21 16:00:00,0.33,1,1,1,1,0,1,2.257679,-1.261389,0.35743,0.4997,0.666667,8,4,1.923497,0.5,1.0,0,,ADA_2506,BOUNDARY_THROUGH_BALANCE,0.0,5.566553,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-20 08:00:00,2024-08-21 16:00:00,2024-08-22 04:00:00,2024-08-22 08:00:00,2024-08-22 08:00:00,0.3352,1,1,1,1,1,1,0.852848,1.202159,0.945946,0.771561,1.0,8,4,0.83004,0.5,1.0,0,,ADA_2510,BOUNDARY_THROUGH_BALANCE,0.0,4.275316,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-20 20:00:00,2024-08-22 04:00:00,2024-08-22 16:00:00,2024-08-22 20:00:00,2024-08-22 20:00:00,0.3423,1,1,1,1,0,1,0.665083,-0.462337,0.33871,0.631381,0.666667,8,4,0.377841,0.5,1.0,0,,ADA_2513,BOUNDARY_THROUGH_BALANCE,0.0,3.768804,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-21 04:00:00,2024-08-22 12:00:00,2024-08-23 00:00:00,2024-08-23 04:00:00,2024-08-23 04:00:00,0.3489,1,1,0,1,0,1,0.826121,-0.574223,0.65,0.591331,0.666667,8,4,0.541958,0.5,1.0,0,,ADA_2515,BOUNDARY_THROUGH_BALANCE,0.0,3.690008,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-22 08:00:00,2024-08-23 16:00:00,2024-08-24 04:00:00,2024-08-24 08:00:00,2024-08-24 08:00:00,0.3648,1,1,1,1,1,1,0.521058,0.049751,0.1,0.721056,0.666667,8,4,0.649351,0.5,1.0,0,,ADA_2522,BOUNDARY_THROUGH_BALANCE,0.0,3.839373,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-22 16:00:00,2024-08-24 00:00:00,2024-08-24 12:00:00,2024-08-24 16:00:00,2024-08-24 16:00:00,0.3682,1,1,1,1,0,1,0.53629,-0.531232,0.52,0.692556,0.333333,8,4,0.561475,0.5,1.0,0,,ADA_2524,BOUNDARY_THROUGH_BALANCE,0.0,4.27621,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-23 12:00:00,2024-08-24 20:00:00,2024-08-25 08:00:00,2024-08-25 12:00:00,2024-08-25 12:00:00,0.3741,1,1,1,1,0,1,0.70303,1.473817,0.676301,0.596728,0.333333,8,4,0.787546,0.5,1.0,0,,ADA_2529,BOUNDARY_THROUGH_BALANCE,0.0,1.636364,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-25 08:00:00,2024-08-26 16:00:00,2024-08-27 04:00:00,2024-08-27 08:00:00,2024-08-27 08:00:00,0.3913,1,1,1,1,1,1,0.629803,0.074495,0.15,0.674719,0.666667,8,4,0.652968,0.5,1.0,0,,ADA_2540,BOUNDARY_THROUGH_BALANCE,0.0,3.634489,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-25 20:00:00,2024-08-27 04:00:00,2024-08-27 16:00:00,2024-08-27 20:00:00,2024-08-27 20:00:00,0.3895,1,1,1,1,1,1,1.688623,-0.519963,0.526316,0.584998,0.666667,8,4,1.313559,0.5,1.0,0,,ADA_2543,BOUNDARY_THROUGH_BALANCE,0.0,4.694611,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-26 04:00:00,2024-08-27 12:00:00,2024-08-28 00:00:00,2024-08-28 04:00:00,2024-08-28 04:00:00,0.3857,1,1,0,1,0,1,0.653878,-1.276596,0.566667,0.709769,1.0,8,4,1.023529,0.5,1.0,0,,ADA_2545,BOUNDARY_THROUGH_BALANCE,0.0,4.542118,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-26 12:00:00,2024-08-27 20:00:00,2024-08-28 08:00:00,2024-08-28 12:00:00,2024-08-28 12:00:00,0.3756,1,1,0,1,0,1,0.707071,0.874425,0.404255,0.799022,1.0,8,4,1.655844,0.5,1.0,0,,ADA_2547,BOUNDARY_THROUGH_BALANCE,0.0,2.632479,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-27 16:00:00,2024-08-29 00:00:00,2024-08-29 12:00:00,2024-08-29 16:00:00,2024-08-29 16:00:00,0.368,1,1,1,1,1,1,0.977181,0.929773,1.0,0.399303,0.333333,8,4,0.675182,0.5,1.0,0,,ADA_2554,BOUNDARY_THROUGH_BALANCE,0.0,1.296644,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-28 16:00:00,2024-08-30 00:00:00,2024-08-30 12:00:00,2024-08-30 16:00:00,2024-08-30 16:00:00,0.3406,0,1,0,1,0,1,0.56701,1.610836,1.0,0.646644,0.333333,8,4,0.918519,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2560,BOUNDARY_THROUGH_BALANCE,0.0,0.505155,0,1,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-08-31 04:00:00,2024-09-01 12:00:00,2024-09-02 00:00:00,2024-09-02 04:00:00,2024-09-02 04:00:00,0.3504,1,1,0,1,0,1,1.010127,-1.497418,0.896907,0.629309,0.666667,8,4,1.675676,0.5,1.0,0,,ADA_2575,BOUNDARY_THROUGH_BALANCE,0.0,4.341772,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-09-02 04:00:00,2024-09-03 12:00:00,2024-09-04 00:00:00,2024-09-04 04:00:00,2024-09-04 04:00:00,0.325,0,1,1,1,1,1,0.710988,0.609372,0.343066,0.656568,0.666667,8,4,1.824324,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2587,BOUNDARY_THROUGH_BALANCE,0.0,-0.491228,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-09-04 12:00:00,2024-09-05 20:00:00,2024-09-06 08:00:00,2024-09-06 12:00:00,2024-09-06 12:00:00,0.3401,1,1,0,1,0,1,0.51497,-0.401688,0.274194,0.519263,1.0,8,4,0.748988,0.5,1.0,0,,ADA_2601,BOUNDARY_THROUGH_BALANCE,0.0,2.718563,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-09-06 04:00:00,2024-09-07 12:00:00,2024-09-08 00:00:00,2024-09-08 04:00:00,2024-09-08 04:00:00,0.3034,1,1,1,1,0,1,0.6125,-0.841214,0.628866,0.507729,0.666667,8,4,0.463158,0.5,1.0,0,,ADA_2611,BOUNDARY_THROUGH_BALANCE,0.0,4.55,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-09-06 08:00:00,2024-09-07 16:00:00,2024-09-08 04:00:00,2024-09-08 08:00:00,2024-09-08 08:00:00,0.3034,1,1,1,1,0,1,0.614286,-1.057828,0.675676,0.4529,0.333333,8,4,0.763948,0.5,1.0,0,,ADA_2612,BOUNDARY_THROUGH_BALANCE,0.0,5.071429,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-09-06 16:00:00,2024-09-08 00:00:00,2024-09-08 12:00:00,2024-09-08 16:00:00,2024-09-08 16:00:00,0.3034,1,1,0,1,0,1,0.594819,-0.247968,0.111111,0.551203,0.666667,8,4,0.704918,0.5,1.0,0,,ADA_2614,BOUNDARY_THROUGH_BALANCE,0.0,4.758549,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-09-07 00:00:00,2024-09-08 08:00:00,2024-09-08 20:00:00,2024-09-09 00:00:00,2024-09-09 00:00:00,0.3145,1,1,1,1,0,1,0.8403,-0.014849,0.007299,0.679689,0.333333,8,4,0.834906,0.5,1.0,0,,ADA_2616,BOUNDARY_THROUGH_BALANCE,0.0,4.516613,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-09-08 04:00:00,2024-09-09 12:00:00,2024-09-10 00:00:00,2024-09-10 04:00:00,2024-09-10 04:00:00,0.3303,1,1,0,1,0,1,0.500559,0.413824,0.302326,0.530227,0.666667,8,4,0.61828,0.5,1.0,0,,ADA_2623,BOUNDARY_THROUGH_BALANCE,0.0,1.877095,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-09-09 00:00:00,2024-09-10 08:00:00,2024-09-10 20:00:00,2024-09-11 00:00:00,2024-09-11 00:00:00,0.3489,1,1,1,1,0,1,0.632138,-0.119775,0.127273,0.736517,0.666667,8,4,0.704348,0.5,1.0,0,,ADA_2628,BOUNDARY_THROUGH_BALANCE,0.0,1.710491,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-09-11 12:00:00,2024-09-12 20:00:00,2024-09-13 08:00:00,2024-09-13 12:00:00,2024-09-13 12:00:00,0.33,1,1,1,1,1,1,1.622129,0.550686,0.368421,0.721079,1.0,8,4,0.44164,0.5,1.0,0,,ADA_2643,BOUNDARY_THROUGH_BALANCE,0.0,4.968685,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-09-13 16:00:00,2024-09-15 00:00:00,2024-09-15 12:00:00,2024-09-15 16:00:00,2024-09-15 16:00:00,0.365,1,1,1,1,0,1,1.255689,-1.104225,0.666667,0.563779,0.333333,8,4,1.064286,0.5,1.0,0,,ADA_2656,BOUNDARY_THROUGH_BALANCE,0.0,4.310576,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-09-14 08:00:00,2024-09-15 16:00:00,2024-09-16 04:00:00,2024-09-16 08:00:00,2024-09-16 08:00:00,0.3594,1,1,0,1,0,1,0.752688,-1.030269,0.557895,0.559706,0.666667,8,4,1.342857,0.5,1.0,0,,ADA_2660,BOUNDARY_THROUGH_BALANCE,0.0,5.024194,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-09-15 16:00:00,2024-09-17 00:00:00,2024-09-17 12:00:00,2024-09-17 16:00:00,2024-09-17 16:00:00,0.3488,1,1,0,1,0,1,1.109375,1.411908,0.633588,0.570757,1.0,8,4,0.65625,0.5,1.0,0,,ADA_2668,BOUNDARY_THROUGH_BALANCE,0.0,2.375,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-09-16 16:00:00,2024-09-18 00:00:00,2024-09-18 12:00:00,2024-09-18 16:00:00,2024-09-18 16:00:00,0.3264,1,1,1,1,1,1,0.894619,1.326626,1.0,0.582592,0.333333,8,4,0.760479,0.5,1.0,0,,ADA_2674,BOUNDARY_THROUGH_BALANCE,0.0,1.224215,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-09-16 20:00:00,2024-09-18 04:00:00,2024-09-18 16:00:00,2024-09-18 20:00:00,2024-09-18 20:00:00,0.3264,1,1,1,1,0,1,1.446764,-0.048354,0.027027,0.495978,0.333333,8,4,1.023952,0.5,1.0,0,,ADA_2675,BOUNDARY_THROUGH_BALANCE,0.0,2.586639,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-09-17 00:00:00,2024-09-18 08:00:00,2024-09-18 20:00:00,2024-09-19 00:00:00,2024-09-19 00:00:00,0.3284,1,1,1,1,0,1,0.695035,-2.091882,0.752809,0.47304,0.333333,8,4,1.659864,0.5,1.0,0,,ADA_2676,BOUNDARY_THROUGH_BALANCE,0.0,2.921986,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-09-18 00:00:00,2024-09-19 08:00:00,2024-09-19 20:00:00,2024-09-20 00:00:00,2024-09-20 00:00:00,0.3272,1,1,1,1,1,1,1.174194,-0.260062,0.36,0.430991,0.666667,8,4,0.528689,0.5,1.0,0,,ADA_2682,BOUNDARY_THROUGH_BALANCE,0.0,4.756989,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-09-20 00:00:00,2024-09-21 08:00:00,2024-09-21 20:00:00,2024-09-22 00:00:00,2024-09-22 00:00:00,0.3613,1,1,1,1,1,1,0.64,0.937322,1.0,0.682577,0.333333,8,4,0.576,0.5,1.0,0,,ADA_2694,BOUNDARY_THROUGH_BALANCE,0.0,1.22,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-09-20 16:00:00,2024-09-22 00:00:00,2024-09-22 12:00:00,2024-09-22 16:00:00,2024-09-22 16:00:00,0.3496,0,1,1,1,1,1,0.57478,1.554634,1.0,0.61098,0.333333,8,4,1.365385,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2698,BOUNDARY_THROUGH_BALANCE,0.0,0.184751,0,1,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-09-21 04:00:00,2024-09-22 12:00:00,2024-09-23 00:00:00,2024-09-23 04:00:00,2024-09-23 04:00:00,0.36,1,1,1,1,1,1,0.646919,1.760771,1.0,0.711973,0.333333,8,4,1.826531,0.5,1.0,0,,ADA_2701,BOUNDARY_THROUGH_BALANCE,0.0,1.127962,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-09-22 04:00:00,2024-09-23 12:00:00,2024-09-24 00:00:00,2024-09-24 04:00:00,2024-09-24 04:00:00,0.3427,1,1,0,1,0,1,0.847222,-0.854207,0.670588,0.619397,0.666667,8,4,0.938547,0.5,1.0,0,,ADA_2707,BOUNDARY_THROUGH_BALANCE,0.0,3.569444,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-09-24 00:00:00,2024-09-25 08:00:00,2024-09-25 20:00:00,2024-09-26 00:00:00,2024-09-26 00:00:00,0.3584,1,1,1,1,1,1,0.604224,0.242612,0.612903,0.688119,0.666667,8,4,0.266854,0.5,1.0,0,,ADA_2718,BOUNDARY_THROUGH_BALANCE,0.0,3.496786,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-09-24 04:00:00,2024-09-25 12:00:00,2024-09-26 00:00:00,2024-09-26 04:00:00,2024-09-26 04:00:00,0.3605,1,1,1,1,0,1,1.215278,-0.277477,0.305556,0.633667,0.333333,8,4,0.552239,0.5,1.0,0,,ADA_2719,BOUNDARY_THROUGH_BALANCE,0.0,4.265625,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-09-25 00:00:00,2024-09-26 08:00:00,2024-09-26 20:00:00,2024-09-27 00:00:00,2024-09-27 00:00:00,0.3779,1,1,1,1,0,1,1.065924,-0.571876,0.376,0.605467,0.666667,8,4,0.940541,0.5,1.0,0,,ADA_2724,BOUNDARY_THROUGH_BALANCE,0.0,4.120706,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-09-27 20:00:00,2024-09-29 04:00:00,2024-09-29 16:00:00,2024-09-29 20:00:00,2024-09-29 20:00:00,0.4059,1,1,1,1,1,1,1.003468,1.46702,1.0,0.604216,0.333333,8,4,0.846715,0.5,1.0,0,,ADA_2741,BOUNDARY_THROUGH_BALANCE,0.0,1.359538,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-09-28 00:00:00,2024-09-29 08:00:00,2024-09-29 20:00:00,2024-09-30 00:00:00,2024-09-30 00:00:00,0.4059,1,1,1,1,0,1,1.196057,0.046865,0.023622,0.391173,0.333333,8,4,1.313869,0.5,1.0,0,,ADA_2742,BOUNDARY_THROUGH_BALANCE,0.0,2.484118,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-09-28 08:00:00,2024-09-29 16:00:00,2024-09-30 04:00:00,2024-09-30 08:00:00,2024-09-30 08:00:00,0.4043,1,1,0,1,0,1,0.763103,-2.045153,0.891892,0.509554,0.666667,8,4,1.867769,0.5,1.0,0,,ADA_2744,BOUNDARY_THROUGH_BALANCE,0.0,2.78826,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-09-28 20:00:00,2024-09-30 04:00:00,2024-09-30 16:00:00,2024-09-30 20:00:00,2024-09-30 20:00:00,0.4042,1,1,0,1,0,1,0.855072,-1.692341,0.875969,0.546784,0.666667,8,4,1.222222,0.5,1.0,0,,ADA_2747,BOUNDARY_THROUGH_BALANCE,0.0,4.478261,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-09-29 12:00:00,2024-09-30 20:00:00,2024-10-01 08:00:00,2024-10-01 12:00:00,2024-10-01 12:00:00,0.4042,1,1,1,1,1,1,2.006405,1.450914,1.0,0.591185,0.333333,8,4,1.175573,0.5,1.0,0,,ADA_2751,BOUNDARY_THROUGH_BALANCE,0.0,4.23699,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-09-29 16:00:00,2024-10-01 00:00:00,2024-10-01 12:00:00,2024-10-01 16:00:00,2024-10-01 16:00:00,0.4042,1,1,1,1,0,1,1.261433,-1.880813,0.772277,0.466185,0.333333,8,4,1.301493,0.5,1.0,0,,ADA_2752,BOUNDARY_THROUGH_BALANCE,0.0,4.87372,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-09-30 08:00:00,2024-10-01 16:00:00,2024-10-02 04:00:00,2024-10-02 08:00:00,2024-10-02 08:00:00,0.3904,1,1,1,1,0,1,0.781311,0.555262,0.434783,0.668993,0.666667,8,4,0.727273,0.5,1.0,0,,ADA_2756,BOUNDARY_THROUGH_BALANCE,0.0,3.615834,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-09-30 16:00:00,2024-10-02 00:00:00,2024-10-02 12:00:00,2024-10-02 16:00:00,2024-10-02 16:00:00,0.386,1,1,0,1,0,1,1.050207,-0.885403,0.793651,0.57541,0.666667,8,4,0.630734,0.5,1.0,0,,ADA_2758,BOUNDARY_THROUGH_BALANCE,0.0,3.870053,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-10-01 04:00:00,2024-10-02 12:00:00,2024-10-03 00:00:00,2024-10-03 04:00:00,2024-10-03 04:00:00,0.386,1,1,0,1,0,1,0.547069,-0.225107,0.118943,0.755988,0.666667,8,4,0.456422,0.5,1.0,0,,ADA_2761,BOUNDARY_THROUGH_BALANCE,0.0,3.597395,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-10-03 04:00:00,2024-10-04 12:00:00,2024-10-05 00:00:00,2024-10-05 04:00:00,2024-10-05 04:00:00,0.3318,1,1,1,1,1,1,0.798427,0.404129,0.804878,0.796527,0.666667,8,4,0.385321,0.5,1.0,0,,ADA_2773,BOUNDARY_THROUGH_BALANCE,0.0,3.262537,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-10-03 20:00:00,2024-10-05 04:00:00,2024-10-05 16:00:00,2024-10-05 20:00:00,2024-10-05 20:00:00,0.3389,1,1,1,1,1,1,0.508475,1.13661,1.0,0.67241,0.333333,8,4,0.604651,0.5,1.0,0,,ADA_2777,BOUNDARY_THROUGH_BALANCE,0.0,2.050847,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-10-05 04:00:00,2024-10-06 12:00:00,2024-10-07 00:00:00,2024-10-07 04:00:00,2024-10-07 04:00:00,0.3558,0,1,0,1,0,1,0.517834,2.316463,1.0,0.610316,0.333333,8,4,1.894231,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2785,BOUNDARY_THROUGH_BALANCE,0.0,-1.257596,0,0,0,0
ADAUSDT,1H_FALLBACK,UP,2024-10-06 00:00:00,2024-10-07 08:00:00,2024-10-07 20:00:00,2024-10-08 00:00:00,2024-10-08 00:00:00,0.3479,1,1,0,1,0,1,0.665962,1.035642,0.868421,0.866303,0.666667,8,4,0.737864,0.5,1.0,0,,ADA_2790,BOUNDARY_THROUGH_BALANCE,0.0,1.154334,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-10-07 16:00:00,2024-10-09 00:00:00,2024-10-09 12:00:00,2024-10-09 16:00:00,2024-10-09 16:00:00,0.3613,1,1,1,1,1,1,0.587097,-0.21131,0.454545,0.660714,0.666667,8,4,0.517073,0.5,1.0,0,,ADA_2800,BOUNDARY_THROUGH_BALANCE,0.0,3.251613,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-10-11 04:00:00,2024-10-12 12:00:00,2024-10-13 00:00:00,2024-10-13 04:00:00,2024-10-13 04:00:00,0.3401,1,1,1,1,0,1,0.895623,-0.112685,0.111111,0.620185,0.333333,8,4,0.49697,0.5,1.0,0,,ADA_2821,BOUNDARY_THROUGH_BALANCE,0.0,4.407407,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-10-12 00:00:00,2024-10-13 08:00:00,2024-10-13 20:00:00,2024-10-14 00:00:00,2024-10-14 00:00:00,0.3509,0,1,1,1,0,1,1.369973,0.704559,0.354167,0.576637,0.333333,8,4,1.954023,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2826,BOUNDARY_THROUGH_BALANCE,0.0,0.938338,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-10-14 12:00:00,2024-10-15 20:00:00,2024-10-16 08:00:00,2024-10-16 12:00:00,2024-10-16 12:00:00,0.3711,1,1,0,1,0,1,0.621961,0.0,0.0,0.671866,0.666667,8,4,0.440678,0.5,1.0,0,,ADA_2841,BOUNDARY_THROUGH_BALANCE,0.0,2.030176,1,1,1,1
