instrument,child_scale,parent_direction,parent_start,counter_start,balance_start,reassertion_time,end_time,parent_invalidation_boundary,parent_intact,child_counter_motion,counter_progress_decay,balance_or_overlap,failed_counter_extension,parent_reassertion,reassertion_atr,counter_displacement_atr,counter_efficiency,overlap_ratio,alternation_rate,parent_elapsed_bars,child_elapsed_bars,child_parent_amplitude_ratio,child_parent_duration_ratio,parameter_factor,diagnostic_flag,diagnostic_reason,interval_id,balance_duration_bars,balance_range_atr,balance_body_atr,compression_ratio,directional_drift_atr,boundary_distance_change_atr,reassertion_setup_distance_atr,balance_end_time,gate_DURATION_1,gate_DURATION_2,gate_DURATION_3,gate_DURATION_4PLUS,gate_RANGE_COMPRESSION_050,gate_RANGE_COMPRESSION_075,gate_RANGE_COMPRESSION_100,gate_OVERLAP_025,gate_OVERLAP_050,gate_OVERLAP_075,gate_LOW_DRIFT_010,gate_LOW_DRIFT_025,gate_LOW_DRIFT_050,gate_BOUNDARY_RECOVERY_000,gate_BOUNDARY_RECOVERY_010,gate_BOUNDARY_RECOVERY_025,gate_COMPACT_BALANCE
ADAUSDT,1H_FALLBACK,DOWN,2023-09-05 08:00:00,2023-09-06 16:00:00,2023-09-07 04:00:00,2023-09-07 08:00:00,2023-09-07 08:00:00,0.2595,1,1,1,1,0,1,0.940299,-0.033477,0.052632,1.0,0.333333,8,4,1.685185,0.5,1.0,0,,ADA_0410,1,0.4549999999999896,0.2800000000000085,0.14285714285713938,0.2800000000000085,0.2800000000000086,-0.9800000000000104,2023-09-07 04:00:00,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0
ADAUSDT,1H_FALLBACK,DOWN,2023-09-06 08:00:00,2023-09-07 16:00:00,2023-09-08 04:00:00,2023-09-08 08:00:00,2023-09-08 08:00:00,0.2612,1,1,1,1,1,1,1.440716,0.739673,0.733333,1.0,1.0,8,4,0.769231,0.5,1.0,0,,ADA_0416,1,0.5436893203883483,0.2718446601941647,0.2758620689655169,-0.2718446601941647,-0.27184466019416464,-0.9854368932038917,2023-09-08 04:00:00,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2023-09-08 12:00:00,2023-09-09 20:00:00,2023-09-10 08:00:00,2023-09-10 12:00:00,2023-09-10 12:00:00,0.2558,1,1,0,1,0,1,0.804178,-1.307647,0.695652,1.0,0.666667,8,4,3.741935,0.5,1.0,0,,ADA_0429,1,0.8774928774928785,0.23931623931623458,0.18965517241379332,-0.23931623931623458,-0.23931623931623447,-2.2735042735042836,2023-09-10 08:00:00,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1
ADAUSDT,1H_FALLBACK,DOWN,2023-09-09 08:00:00,2023-09-10 16:00:00,2023-09-11 04:00:00,2023-09-11 08:00:00,2023-09-11 08:00:00,0.2558,1,1,1,1,0,1,0.989293,-0.517496,0.454545,1.0,0.333333,8,4,0.866667,0.5,1.0,0,,ADA_0434,1,0.8987654320987609,0.4839506172839445,0.42622950819672223,0.4839506172839445,0.4839506172839445,-3.1802469135802465,2023-09-11 04:00:00,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0
ADAUSDT,1H_FALLBACK,UP,2023-09-11 08:00:00,2023-09-12 16:00:00,2023-09-13 04:00:00,2023-09-13 08:00:00,2023-09-13 08:00:00,0.2367,1,1,1,1,0,1,0.607843,0.34117,0.435897,1.0,0.333333,8,4,0.49375,0.5,1.0,0,,ADA_0446,1,1.1666666666666654,0.23728813559322184,0.7468354430379716,0.23728813559322184,0.23728813559322193,-1.7203389830508515,2023-09-13 04:00:00,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1
ADAUSDT,1H_FALLBACK,UP,2023-09-13 00:00:00,2023-09-14 08:00:00,2023-09-14 20:00:00,2023-09-15 00:00:00,2023-09-15 00:00:00,0.2434,1,1,0,1,0,1,0.849372,-0.634358,0.621622,1.0,0.666667,8,4,0.965116,0.5,1.0,0,,ADA_0456,1,0.6871165644171813,0.20040899795500394,0.41379310344828013,-0.20040899795500394,-0.2004089979550039,-2.261758691206548,2023-09-14 20:00:00,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1
ADAUSDT,1H_FALLBACK,UP,2023-09-13 20:00:00,2023-09-15 04:00:00,2023-09-15 16:00:00,2023-09-15 20:00:00,2023-09-15 20:00:00,0.2465,1,1,1,1,1,1,0.851153,1.032448,1.0,1.0,0.333333,8,4,1.114943,0.5,1.0,0,,ADA_0461,1,0.9824561403508711,0.21491228070175628,0.3764705882352903,-0.21491228070175628,-0.21491228070175622,-0.3377192982456109,2023-09-15 16:00:00,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1
ADAUSDT,1H_FALLBACK,UP,2023-09-15 08:00:00,2023-09-16 16:00:00,2023-09-17 04:00:00,2023-09-17 08:00:00,2023-09-17 08:00:00,0.2451,1,1,1,1,1,1,0.566667,0.031517,0.028571,1.0,0.666667,8,4,0.420455,0.5,1.0,0,,ADA_0470,1,0.47511312217194535,0.28506787330317074,0.41666666666666796,-0.28506787330317074,-0.2850678733031706,-1.0769230769230709,2023-09-17 04:00:00,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
ADAUSDT,1H_FALLBACK,UP,2023-09-17 08:00:00,2023-09-18 16:00:00,2023-09-19 04:00:00,2023-09-19 08:00:00,2023-09-19 08:00:00,0.2441,1,1,0,1,0,1,1.031873,-0.089744,0.052632,1.0,1.0,8,4,0.657895,0.5,1.0,0,,ADA_0482,1,1.0208333333333335,0.6124999999999968,0.6363636363636364,-0.6124999999999968,-0.6124999999999967,-2.4499999999999953,2023-09-19 04:00:00,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
ADAUSDT,1H_FALLBACK,UP,2023-09-18 12:00:00,2023-09-19 20:00:00,2023-09-20 08:00:00,2023-09-20 12:00:00,2023-09-20 12:00:00,0.2505,1,1,1,1,1,1,0.652427,0.543267,1.0,1.0,0.333333,8,4,0.72,0.5,1.0,0,,ADA_0489,1,0.9352226720647697,0.056680161943313656,0.8461538461538473,-0.056680161943313656,-0.0566801619433136,-0.6518218623481857,2023-09-20 08:00:00,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2023-09-19 20:00:00,2023-09-21 04:00:00,2023-09-21 16:00:00,2023-09-21 20:00:00,2023-09-21 20:00:00,0.2565,1,1,1,1,0,1,0.666667,-0.826655,0.875,1.0,0.666667,8,4,0.928571,0.5,1.0,0,,ADA_0497,1,0.6181015452538647,0.40176600441501037,0.3636363636363618,0.40176600441501037,0.4017660044150104,-2.935982339955858,2023-09-21 16:00:00,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0
ADAUSDT,1H_FALLBACK,DOWN,2023-09-21 12:00:00,2023-09-22 20:00:00,2023-09-23 08:00:00,2023-09-23 12:00:00,2023-09-23 12:00:00,0.2491,1,1,1,1,1,1,0.504505,0.672316,0.73913,1.0,0.666667,8,4,0.578125,0.5,1.0,0,,ADA_0507,1,0.6706586826347279,0.46107784431138565,0.5517241379310338,-0.46107784431138565,-0.46107784431138565,-1.047904191616758,2023-09-23 08:00:00,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2023-09-23 08:00:00,2023-09-24 16:00:00,2023-09-25 04:00:00,2023-09-25 08:00:00,2023-09-25 08:00:00,0.2468,1,1,1,1,1,1,0.836478,0.46729,0.263158,1.0,0.666667,8,4,2.458333,0.5,1.0,0,,ADA_0518,1,0.9777777777777829,0.4888888888888976,0.3728813559322054,-0.4888888888888976,-0.4888888888888976,-0.7555555555555478,2023-09-25 04:00:00,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
ADAUSDT,1H_FALLBACK,UP,2023-09-25 08:00:00,2023-09-26 16:00:00,2023-09-27 04:00:00,2023-09-27 08:00:00,2023-09-27 08:00:00,0.2428,1,1,1,1,1,1,1.26045,-0.084287,0.090909,1.0,0.666667,8,4,1.058824,0.5,1.0,0,,ADA_0530,1,0.7850467289719726,0.47975077881620676,0.562500000000006,-0.47975077881620676,-0.47975077881620687,-0.8722741433021809,2023-09-27 04:00:00,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2023-09-25 12:00:00,2023-09-26 20:00:00,2023-09-27 08:00:00,2023-09-27 12:00:00,2023-09-27 12:00:00,0.2479,1,1,0,1,0,1,1.387755,0.882353,0.512195,1.0,1.0,8,4,1.098039,0.5,1.0,0,,ADA_0531,1,1.8456591639871447,1.260450160771701,1.2812500000000029,-1.260450160771701,-1.260450160771701,-0.13504823151126394,2023-09-27 08:00:00,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
ADAUSDT,1H_FALLBACK,UP,2023-09-26 04:00:00,2023-09-27 12:00:00,2023-09-28 00:00:00,2023-09-28 04:00:00,2023-09-28 04:00:00,0.243,1,1,1,1,1,1,0.506024,0.125523,0.272727,1.0,0.666667,8,4,1.037037,0.5,1.0,0,,ADA_0535,1,1.012048192771078,0.3373493975903593,0.42857142857142644,-0.3373493975903593,-0.3373493975903593,-0.37951807228916157,2023-09-28 00:00:00,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
ADAUSDT,1H_FALLBACK,UP,2023-09-27 04:00:00,2023-09-28 12:00:00,2023-09-29 00:00:00,2023-09-29 04:00:00,2023-09-29 04:00:00,0.2426,1,1,1,1,0,1,0.518519,-0.502822,0.636364,1.0,0.333333,8,4,1.206897,0.5,1.0,0,,ADA_0541,1,1.047381546134672,0.5935162094763009,0.6000000000000022,0.5935162094763009,0.5935162094763009,-2.8279301745635745,2023-09-29 00:00:00,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0
ADAUSDT,1H_FALLBACK,UP,2023-09-27 12:00:00,2023-09-28 20:00:00,2023-09-29 08:00:00,2023-09-29 12:00:00,2023-09-29 12:00:00,0.2426,1,1,0,1,0,1,1.057778,-0.880929,0.65,1.0,0.666667,8,4,0.95122,0.5,1.0,0,,ADA_0543,1,1.0047846889952134,0.26794258373206437,0.638297872340421,-0.26794258373206437,-0.2679425837320646,-2.9808612440191276,2023-09-29 08:00:00,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
ADAUSDT,1H_FALLBACK,UP,2023-09-29 20:00:00,2023-10-01 04:00:00,2023-10-01 16:00:00,2023-10-01 20:00:00,2023-10-01 20:00:00,0.2476,1,1,1,1,1,1,1.568,-1.374945,0.542169,1.0,0.666667,8,4,1.535714,0.5,1.0,0,,ADA_0557,1,0.7878787878787834,0.0,0.30588235294117516,0.0,0.0,-3.8484848484848366,2023-10-01 16:00:00,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
ADAUSDT,1H_FALLBACK,UP,2023-09-30 04:00:00,2023-10-01 12:00:00,2023-10-02 00:00:00,2023-10-02 04:00:00,2023-10-02 04:00:00,0.2497,1,1,0,1,0,1,0.530526,-1.272727,0.623188,1.0,1.0,8,4,0.724638,0.5,1.0,0,,ADA_0559,1,0.9999999999999886,0.36363636363637325,0.3299999999999967,-0.36363636363637325,-0.3636363636363731,-4.545454545454531,2023-10-02 00:00:00,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
ADAUSDT,1H_FALLBACK,UP,2023-10-01 00:00:00,2023-10-02 08:00:00,2023-10-02 20:00:00,2023-10-03 00:00:00,2023-10-03 00:00:00,0.2537,1,1,1,1,1,1,0.858065,1.958909,1.0,1.0,0.333333,8,4,0.859155,0.5,1.0,0,,ADA_0564,1,1.044067796610159,0.6406779661016896,0.3963963963963928,-0.6406779661016896,-0.6406779661016895,-1.2813559322033925,2023-10-02 20:00:00,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2023-10-02 00:00:00,2023-10-03 08:00:00,2023-10-03 20:00:00,2023-10-04 00:00:00,2023-10-04 00:00:00,0.2696,1,1,1,1,1,1,1.005525,0.0,0.0,1.0,1.0,8,4,0.991803,0.5,1.0,0,,ADA_0570,1,1.080181543116489,0.3388804841149753,0.9272727272727253,-0.3388804841149753,-0.3388804841149753,-1.8214826021180026,2023-10-03 20:00:00,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2023-10-06 04:00:00,2023-10-07 12:00:00,2023-10-08 00:00:00,2023-10-08 04:00:00,2023-10-08 04:00:00,0.267,1,1,1,1,1,1,0.819672,-0.030095,0.025641,1.0,0.666667,8,4,0.447917,0.5,1.0,0,,ADA_0595,1,0.4568764568764592,0.0,0.3888888888888872,-0.0,0.0,-2.6759906759906795,2023-10-08 00:00:00,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
ADAUSDT,1H_FALLBACK,DOWN,2023-10-07 08:00:00,2023-10-08 16:00:00,2023-10-09 04:00:00,2023-10-09 08:00:00,2023-10-09 08:00:00,0.2622,1,1,1,1,0,1,2.105263,0.11248,0.176471,1.0,0.666667,8,4,1.217391,0.5,1.0,0,,ADA_0602,1,0.8258426966292093,0.15730337078649942,0.6176470588235241,0.15730337078649942,0.1573033707864997,-2.084269662921336,2023-10-09 04:00:00,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1
ADAUSDT,1H_FALLBACK,DOWN,2023-10-08 08:00:00,2023-10-09 16:00:00,2023-10-10 04:00:00,2023-10-10 08:00:00,2023-10-10 08:00:00,0.2586,1,1,1,1,1,1,1.021898,0.0,0.0,1.0,0.666667,8,4,0.607143,0.5,1.0,0,,ADA_0608,1,0.7696335078533983,0.40314136125654004,0.4117647058823494,-0.40314136125654004,-0.40314136125654,-2.2356020942408317,2023-10-10 04:00:00,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2023-10-08 12:00:00,2023-10-09 20:00:00,2023-10-10 08:00:00,2023-10-10 12:00:00,2023-10-10 12:00:00,0.2586,1,1,1,1,0,1,0.553086,-0.640569,0.428571,1.0,0.333333,8,4,0.612245,0.5,1.0,0,,ADA_0609,1,1.464720194647208,1.021897810218977,1.194444444444445,1.021897810218977,1.0218978102189769,-3.09975669099756,2023-10-10 08:00:00,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0
ADAUSDT,1H_FALLBACK,DOWN,2023-10-09 00:00:00,2023-10-10 08:00:00,2023-10-10 20:00:00,2023-10-11 00:00:00,2023-10-11 00:00:00,0.2586,1,1,1,1,1,1,1.048458,-0.166746,0.185185,1.0,0.666667,8,4,0.928571,0.5,1.0,0,,ADA_0612,1,1.035799522673025,0.10023866348448479,0.4769230769230732,-0.10023866348448479,-0.10023866348448474,-3.2076372315035693,2023-10-10 20:00:00,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1
ADAUSDT,1H_FALLBACK,DOWN,2023-10-10 00:00:00,2023-10-11 08:00:00,2023-10-11 20:00:00,2023-10-12 00:00:00,2023-10-12 00:00:00,0.2538,1,1,1,1,1,1,0.622222,0.189959,0.25,1.0,0.666667,8,4,0.450549,0.5,1.0,0,,ADA_0618,1,0.6200466200466145,0.4242424242424223,0.46341463414633555,-0.4242424242424223,-0.4242424242424221,-1.8601398601398706,2023-10-11 20:00:00,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
ADAUSDT,1H_FALLBACK,UP,2023-10-12 08:00:00,2023-10-13 16:00:00,2023-10-14 04:00:00,2023-10-14 08:00:00,2023-10-14 08:00:00,0.2422,1,1,0,1,0,1,0.56875,0.379747,0.473684,1.0,1.0,8,4,0.859649,0.5,1.0,0,,ADA_0632,1,0.8036253776434978,0.46525679758307703,0.45238095238095083,-0.46525679758307703,-0.46525679758307703,-1.2265861027190383,2023-10-14 04:00:00,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
ADAUSDT,1H_FALLBACK,UP,2023-10-12 12:00:00,2023-10-13 20:00:00,2023-10-14 08:00:00,2023-10-14 12:00:00,2023-10-14 12:00:00,0.2422,1,1,1,1,0,1,0.529968,-0.256098,0.2,1.0,0.666667,8,4,0.859649,0.5,1.0,0,,ADA_0633,1,0.7000000000000073,0.5250000000000025,0.3265306122449025,0.5250000000000025,0.5250000000000026,-1.8375000000000026,2023-10-14 08:00:00,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0
ADAUSDT,1H_FALLBACK,UP,2023-10-14 00:00:00,2023-10-15 08:00:00,2023-10-15 20:00:00,2023-10-16 00:00:00,2023-10-16 00:00:00,0.2449,1,1,1,1,0,1,0.639004,-0.401639,0.411765,1.0,0.333333,8,4,1.125,0.5,1.0,0,,ADA_0642,1,1.1522633744856021,0.28806584362140053,0.689655172413797,0.28806584362140053,0.28806584362140053,-1.382716049382713,2023-10-15 20:00:00,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0
ADAUSDT,1H_FALLBACK,DOWN,2023-10-16 12:00:00,2023-10-17 20:00:00,2023-10-18 08:00:00,2023-10-18 12:00:00,2023-10-18 12:00:00,0.26,1,1,1,1,1,1,0.581907,0.13289,0.333333,1.0,0.666667,8,4,0.24026,0.5,1.0,0,,ADA_0657,1,0.7759815242494178,0.0969976905311761,0.685714285714281,-0.0969976905311761,-0.09699769053117535,-4.300230946882219,2023-10-18 08:00:00,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-03 00:00:00,2024-01-04 08:00:00,2024-01-04 20:00:00,2024-01-05 00:00:00,2024-01-05 00:00:00,0.6188,1,1,1,1,0,1,0.776808,0.555923,0.560748,1.0,0.333333,8,4,0.367003,0.5,1.0,0,,ADA_1128,1,0.5371702637889689,0.10071942446043135,0.4341085271317836,0.10071942446043135,0.10071942446043147,-2.3453237410072,2024-01-04 20:00:00,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-04 04:00:00,2024-01-05 12:00:00,2024-01-06 00:00:00,2024-01-06 04:00:00,2024-01-06 04:00:00,0.5791,1,1,1,1,0,1,0.937994,0.175439,0.147826,1.0,0.666667,8,4,0.892202,0.5,1.0,0,,ADA_1135,1,0.6513098464318037,0.4616079494128262,0.43459915611814814,0.4616079494128262,0.461607949412826,-2.851851851851849,2024-01-06 00:00:00,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0
ADAUSDT,1H_FALLBACK,DOWN,2024-01-05 20:00:00,2024-01-07 04:00:00,2024-01-07 16:00:00,2024-01-07 20:00:00,2024-01-07 20:00:00,0.5429,1,1,1,1,1,1,1.577268,-0.664557,0.631579,1.0,0.666667,8,4,1.171745,0.5,1.0,0,,ADA_1145,1,0.8528652555498146,0.195147134744453,0.6555555555555507,-0.195147134744453,-0.1951471347444529,-1.864739287558085,2024-01-07 16:00:00,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-06 00:00:00,2024-01-07 08:00:00,2024-01-07 20:00:00,2024-01-08 00:00:00,2024-01-08 00:00:00,0.5429,1,1,1,1,0,1,1.278966,-1.784976,0.822222,1.0,0.666667,8,4,1.819945,0.5,1.0,0,,ADA_1146,1,2.1355932203389827,1.577268195413761,1.3783783783783767,1.577268195413761,1.577268195413761,-3.3778664007976147,2024-01-07 20:00:00,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0
ADAUSDT,1H_FALLBACK,DOWN,2024-01-12 16:00:00,2024-01-14 00:00:00,2024-01-14 12:00:00,2024-01-14 16:00:00,2024-01-14 16:00:00,0.571,1,1,1,1,1,1,0.693,0.100661,0.230769,1.0,1.0,8,4,0.359909,0.5,1.0,0,,ADA_1186,1,0.43378310844577656,0.09095452273862856,0.6326530612244861,-0.09095452273862856,-0.09095452273862858,-1.777111444277862,2024-01-14 12:00:00,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-12 20:00:00,2024-01-14 04:00:00,2024-01-14 16:00:00,2024-01-14 20:00:00,2024-01-14 20:00:00,0.5658,1,1,1,1,0,1,0.770109,-0.765216,0.810219,1.0,0.666667,8,4,0.69509,0.5,1.0,0,,ADA_1187,1,1.0079999999999991,0.6930000000000024,1.469387755102033,0.6930000000000024,0.6930000000000021,-2.1070000000000038,2024-01-14 16:00:00,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0
ADAUSDT,1H_FALLBACK,DOWN,2024-01-13 12:00:00,2024-01-14 20:00:00,2024-01-15 08:00:00,2024-01-15 12:00:00,2024-01-15 12:00:00,0.5526,1,1,1,1,0,1,1.179487,1.000383,0.788732,1.0,0.333333,8,4,1.005495,0.5,1.0,0,,ADA_1191,1,0.5011424219345056,0.06397562833206884,0.25683060109289846,0.06397562833206884,0.06397562833206893,-1.738004569687738,2024-01-15 08:00:00,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-13 20:00:00,2024-01-15 04:00:00,2024-01-15 16:00:00,2024-01-15 20:00:00,2024-01-15 20:00:00,0.5516,1,1,0,1,0,1,0.615697,-0.278686,0.130841,1.0,0.666667,8,4,0.70318,0.5,1.0,0,,ADA_1193,1,1.2161016949152534,0.9293785310734438,0.672131147540983,-0.9293785310734438,-0.9293785310734437,-1.730225988700563,2024-01-15 16:00:00,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-01-16 00:00:00,2024-01-17 08:00:00,2024-01-17 20:00:00,2024-01-18 00:00:00,2024-01-18 00:00:00,0.5482,1,1,1,1,1,1,0.693069,-0.395917,0.518987,1.0,0.666667,8,4,0.75,0.5,1.0,0,,ADA_1206,1,0.7918994413407812,0.029329608938544235,0.582733812949639,-0.029329608938544235,-0.029329608938544416,-1.9553072625698327,2024-01-17 20:00:00,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-16 08:00:00,2024-01-17 16:00:00,2024-01-18 04:00:00,2024-01-18 08:00:00,2024-01-18 08:00:00,0.5482,1,1,0,1,0,1,0.822917,-0.259852,0.22807,1.0,1.0,8,4,0.663793,0.5,1.0,0,,ADA_1208,1,0.6382978723404253,0.43617021276595613,0.4761904761904787,-0.43617021276595613,-0.43617021276595613,-2.4468085106382973,2024-01-18 04:00:00,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-01-16 16:00:00,2024-01-18 00:00:00,2024-01-18 12:00:00,2024-01-18 16:00:00,2024-01-18 16:00:00,0.5482,1,1,1,1,1,1,1.822691,-0.088832,0.060403,1.0,1.0,8,4,1.219331,0.5,1.0,0,,ADA_1210,1,1.2355871886121068,0.29893238434163716,0.9323308270676766,-0.29893238434163716,-0.2989323843416374,-2.7800711743772264,2024-01-18 12:00:00,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-01-17 00:00:00,2024-01-18 08:00:00,2024-01-18 20:00:00,2024-01-19 00:00:00,2024-01-19 00:00:00,0.5395,1,1,0,1,0,1,0.726923,-1.385672,0.538462,1.0,1.0,8,4,1.788018,0.5,1.0,0,,ADA_1212,1,0.8843085106382981,0.3071808510638319,0.3114754098360656,-0.3071808510638319,-0.3071808510638321,-3.4348404255319065,2024-01-18 20:00:00,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-01-17 12:00:00,2024-01-18 20:00:00,2024-01-19 08:00:00,2024-01-19 12:00:00,2024-01-19 12:00:00,0.5346,1,1,1,1,1,1,1.098392,-0.173607,0.132867,1.0,0.666667,8,4,0.483376,0.5,1.0,0,,ADA_1215,1,0.4253632760898277,0.09247027741083746,0.24338624338624337,-0.09247027741083746,-0.09247027741083746,-3.134742404227207,2024-01-19 08:00:00,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-20 08:00:00,2024-01-21 16:00:00,2024-01-22 04:00:00,2024-01-22 08:00:00,2024-01-22 08:00:00,0.5205,1,1,0,1,0,1,0.507655,-1.458107,0.817073,1.0,0.666667,8,4,2.122302,0.5,1.0,0,,ADA_1232,1,1.2999178307313028,0.1610517666392782,0.5458937198067608,-0.1610517666392782,-0.16105176663927834,-2.5883319638455156,2024-01-22 04:00:00,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-20 16:00:00,2024-01-22 00:00:00,2024-01-22 12:00:00,2024-01-22 16:00:00,2024-01-22 16:00:00,0.5205,1,1,1,1,1,1,1.38259,-0.1115,0.125,1.0,1.0,8,4,1.635359,0.5,1.0,0,,ADA_1234,1,1.4588045234248803,0.22617124394184174,0.6113744075829408,-0.22617124394184174,-0.22617124394184174,-2.8271405492730155,2024-01-22 12:00:00,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1
ADAUSDT,1H_FALLBACK,DOWN,2024-01-21 04:00:00,2024-01-22 12:00:00,2024-01-23 00:00:00,2024-01-23 04:00:00,2024-01-23 04:00:00,0.5205,1,1,0,1,0,1,0.691589,-1.280426,0.601896,1.0,0.666667,8,4,0.779037,0.5,1.0,0,,ADA_1237,1,0.8413696715583501,0.40111809923130587,0.37068965517241365,-0.40111809923130587,-0.4011180992313057,-3.6883298392732295,2024-01-23 00:00:00,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-01-21 08:00:00,2024-01-22 16:00:00,2024-01-23 04:00:00,2024-01-23 08:00:00,2024-01-23 08:00:00,0.5204,1,1,1,1,0,1,1.427714,-0.626696,0.44,1.0,0.666667,8,4,1.303977,0.5,1.0,0,,ADA_1238,1,1.2897196261682267,0.7009345794392525,0.647887323943664,0.7009345794392525,0.7009345794392527,-4.20560747663551,2024-01-23 04:00:00,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0
ADAUSDT,1H_FALLBACK,DOWN,2024-01-22 00:00:00,2024-01-23 08:00:00,2024-01-23 20:00:00,2024-01-24 00:00:00,2024-01-24 00:00:00,0.5063,1,1,1,1,1,1,0.837255,1.414217,0.687273,1.0,1.0,8,4,0.926254,0.5,1.0,0,,ADA_1242,1,1.072493573264782,1.0077120822622105,0.5155709342560556,-1.0077120822622105,-1.0077120822622105,-2.0874035989717177,2024-01-23 20:00:00,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
ADAUSDT,1H_FALLBACK,UP,2024-01-26 00:00:00,2024-01-27 08:00:00,2024-01-27 20:00:00,2024-01-28 00:00:00,2024-01-28 00:00:00,0.463,1,1,1,1,1,1,1.264432,-0.52808,0.555556,1.0,0.666667,8,4,0.766423,0.5,1.0,0,,ADA_1266,1,0.6993524514338594,0.23311748381128167,0.4000000000000008,-0.23311748381128167,-0.23311748381128172,-3.0046253469010167,2024-01-27 20:00:00,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1
