episode_id,event_id,control_timestamp,calendar_month,utc_hour,chronological_third,available_history_status,source_excluded,non_overlapping,control_status,tie_break
FUNDING|FUNDING_HIGH|8H|00001,F000090,2023-07-07T00:30:00Z,7,0,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00002,F000091,2023-07-04T08:15:00Z,7,8,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00003,F000092,2023-07-09T16:00:00Z,7,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00004,F000093,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00005,F000094,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00006,F000095,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00007,F000096,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00008,F000097,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00009,F000098,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00010,F000099,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00011,F000100,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00012,F000101,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00013,F000102,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00014,F000103,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00015,F000104,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00016,F000105,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00017,F000106,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00018,F000107,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00019,F000108,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00020,F000109,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00021,F000110,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00022,F000111,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00023,F000112,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00024,F000113,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00025,F000114,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00026,F000116,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00027,F000117,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00028,F000118,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00029,F000119,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00030,F000120,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00031,F000121,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00032,F000122,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00033,F000123,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00034,F000124,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00035,F000125,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00036,F000126,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00037,F000127,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00038,F000128,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00039,F000129,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00040,F000130,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00041,F000131,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00042,F000132,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00043,F000133,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00044,F000134,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00045,F000135,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00046,F000136,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00047,F000137,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00048,F000139,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00049,F000140,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00050,F000143,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00051,F000166,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00052,F000172,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00053,F000173,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00054,F000177,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00055,F000179,,8,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00056,F000180,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00057,F000181,,8,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00058,F000183,,8,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00059,F000204,,9,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00060,F000205,,9,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00061,F000206,2023-09-05T16:30:00Z,9,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00062,F000209,2023-09-05T16:30:00Z,9,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00063,F000211,,9,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00064,F000212,2023-09-05T16:00:00Z,9,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00065,F000230,2023-09-05T16:15:00Z,9,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00066,F000231,,9,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00067,F000239,2023-09-05T16:15:00Z,9,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00068,F000240,,9,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00069,F000243,,9,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00070,F000244,,9,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00071,F000248,2023-09-05T16:00:00Z,9,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00072,F000249,,9,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00073,F000250,,9,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00074,F000251,2023-09-05T16:45:00Z,9,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00075,F000252,,9,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00076,F000253,,9,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00077,F000254,2023-09-05T16:15:00Z,9,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00078,F000255,,9,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00079,F000256,,9,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00080,F000257,2023-09-05T16:45:00Z,9,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00081,F000258,,9,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00082,F000259,,9,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00083,F000260,2023-09-05T16:45:00Z,9,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00084,F000264,,9,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00085,F000270,,9,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00086,F000273,,9,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00087,F000279,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00088,F000280,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00089,F000282,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00090,F000283,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00091,F000284,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00092,F000285,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00093,F000286,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00094,F000289,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00095,F000295,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00096,F000296,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00097,F000297,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00098,F000298,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00099,F000299,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00100,F000301,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00101,F000306,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00102,F000307,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00103,F000319,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00104,F000320,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00105,F000324,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00106,F000327,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00107,F000333,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00108,F000334,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00109,F000335,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00110,F000338,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00111,F000339,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00112,F000340,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00113,F000341,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00114,F000342,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00115,F000343,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00116,F000344,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00117,F000345,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00118,F000346,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00119,F000347,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00120,F000348,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00121,F000349,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00122,F000350,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00123,F000351,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00124,F000352,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00125,F000353,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00126,F000354,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00127,F000355,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00128,F000356,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00129,F000357,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00130,F000358,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00131,F000359,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00132,F000360,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00133,F000361,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00134,F000362,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00135,F000363,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00136,F000364,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00137,F000365,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00138,F000366,,10,0,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00139,F000367,,10,8,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00140,F000368,,10,16,1,AVAILABLE,0,0,NO_EXACT_STRATUM_SUPPORT,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00141,F000369,2023-11-19T00:45:00Z,11,0,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00142,F000370,2023-11-28T08:30:00Z,11,8,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00143,F000371,2023-11-18T16:15:00Z,11,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00144,F000372,2023-11-19T00:00:00Z,11,0,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00145,F000373,2023-11-20T08:45:00Z,11,8,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00146,F000374,2023-11-25T16:00:00Z,11,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00147,F000375,2023-11-18T00:15:00Z,11,0,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00148,F000376,2023-11-28T08:30:00Z,11,8,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00149,F000377,2023-11-25T16:00:00Z,11,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00150,F000378,2023-11-19T00:45:00Z,11,0,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00151,F000379,2023-11-25T08:00:00Z,11,8,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00152,F000380,2023-11-18T16:15:00Z,11,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00153,F000381,2023-11-18T00:00:00Z,11,0,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00154,F000382,2023-11-18T08:30:00Z,11,8,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00155,F000383,2023-11-18T16:45:00Z,11,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00156,F000384,2023-11-20T00:45:00Z,11,0,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00157,F000385,2023-11-19T08:45:00Z,11,8,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00158,F000386,2023-11-18T16:00:00Z,11,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00159,F000387,2023-11-18T00:15:00Z,11,0,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00160,F000388,2023-11-20T08:00:00Z,11,8,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00161,F000389,2023-11-19T16:30:00Z,11,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00162,F000390,2023-11-20T00:15:00Z,11,0,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00163,F000391,2023-11-20T08:30:00Z,11,8,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00164,F000392,2023-11-25T16:15:00Z,11,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00165,F000393,2023-11-20T00:15:00Z,11,0,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00166,F000394,2023-11-25T08:45:00Z,11,8,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00167,F000395,2023-11-19T16:30:00Z,11,16,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
FUNDING|FUNDING_HIGH|8H|00168,F000396,2023-11-18T00:30:00Z,11,0,1,AVAILABLE,1,1,MATCHED,SHA256(episode_id|timestamp)
