event_id,event_family,side,timestamp,funding_rate,delta_log_oi,z_mad,oi_shock_side,qualification_reason
O037128,OI,OI_CONTRACTION_SHOCK,2024-07-21T18:00:00Z,,-0.00889432,-4.73010053,OI_CONTRACTION_SHOCK,CAUSAL_30_DAY_MAD
O037307,OI,OI_CONTRACTION_SHOCK,2024-07-23T14:45:00Z,,-0.00784546,-4.01042417,OI_CONTRACTION_SHOCK,CAUSAL_30_DAY_MAD
O037354,OI,OI_EXPANSION_SHOCK,2024-07-24T02:30:00Z,,0.01008906,5.10032114,OI_EXPANSION_SHOCK,CAUSAL_30_DAY_MAD
O037376,OI,OI_EXPANSION_SHOCK,2024-07-24T08:00:00Z,,0.01059051,5.39107739,OI_EXPANSION_SHOCK,CAUSAL_30_DAY_MAD
O037421,OI,OI_EXPANSION_SHOCK,2024-07-24T19:15:00Z,,0.04126688,21.02538567,OI_EXPANSION_SHOCK,CAUSAL_30_DAY_MAD
O037434,OI,OI_CONTRACTION_SHOCK,2024-07-24T22:30:00Z,,-0.01072396,-5.41718599,OI_CONTRACTION_SHOCK,CAUSAL_30_DAY_MAD
O037441,OI,OI_EXPANSION_SHOCK,2024-07-25T00:15:00Z,,0.01117555,5.65495267,OI_EXPANSION_SHOCK,CAUSAL_30_DAY_MAD
O037445,OI,OI_CONTRACTION_SHOCK,2024-07-25T01:15:00Z,,-0.02050604,-10.33438771,OI_CONTRACTION_SHOCK,CAUSAL_30_DAY_MAD
O037491,OI,OI_CONTRACTION_SHOCK,2024-07-25T12:45:00Z,,-0.00866324,-4.39401428,OI_CONTRACTION_SHOCK,CAUSAL_30_DAY_MAD
O037502,OI,OI_EXPANSION_SHOCK,2024-07-25T15:30:00Z,,0.01002485,5.05555208,OI_EXPANSION_SHOCK,CAUSAL_30_DAY_MAD
O037593,OI,OI_CONTRACTION_SHOCK,2024-07-26T14:15:00Z,,-0.00875317,-4.29021752,OI_CONTRACTION_SHOCK,CAUSAL_30_DAY_MAD
O037709,OI,OI_CONTRACTION_SHOCK,2024-07-27T19:15:00Z,,-0.00824134,-4.02612478,OI_CONTRACTION_SHOCK,CAUSAL_30_DAY_MAD
O037787,OI,OI_CONTRACTION_SHOCK,2024-07-28T14:45:00Z,,-0.00899155,-4.39225537,OI_CONTRACTION_SHOCK,CAUSAL_30_DAY_MAD
O037825,OI,OI_EXPANSION_SHOCK,2024-07-29T00:15:00Z,,0.00990349,4.87292448,OI_EXPANSION_SHOCK,CAUSAL_30_DAY_MAD
O037826,OI,OI_EXPANSION_SHOCK,2024-07-29T00:30:00Z,,0.01113546,5.48014355,OI_EXPANSION_SHOCK,CAUSAL_30_DAY_MAD
O037836,OI,OI_CONTRACTION_SHOCK,2024-07-29T03:00:00Z,,-0.01080901,-5.36510550,OI_CONTRACTION_SHOCK,CAUSAL_30_DAY_MAD
O037868,OI,OI_CONTRACTION_SHOCK,2024-07-29T11:00:00Z,,-0.00987771,-4.85519297,OI_CONTRACTION_SHOCK,CAUSAL_30_DAY_MAD
O037869,OI,OI_EXPANSION_SHOCK,2024-07-29T11:15:00Z,,0.01259443,6.16863232,OI_EXPANSION_SHOCK,CAUSAL_30_DAY_MAD
O037904,OI,OI_CONTRACTION_SHOCK,2024-07-29T20:00:00Z,,-0.01221235,-5.95475126,OI_CONTRACTION_SHOCK,CAUSAL_30_DAY_MAD
O037953,OI,OI_CONTRACTION_SHOCK,2024-07-30T08:15:00Z,,-0.00823845,-4.00999436,OI_CONTRACTION_SHOCK,CAUSAL_30_DAY_MAD
O038041,OI,OI_EXPANSION_SHOCK,2024-07-31T06:15:00Z,,0.01126335,5.34769748,OI_EXPANSION_SHOCK,CAUSAL_30_DAY_MAD
O038096,OI,OI_CONTRACTION_SHOCK,2024-07-31T20:00:00Z,,-0.01381262,-6.59434670,OI_CONTRACTION_SHOCK,CAUSAL_30_DAY_MAD
