episode_view,episode_id,event_id,event_family,side,episode_start,episode_end,representative_event_id,is_representative,member_count
24H,FUNDING|FUNDING_HIGH|24H|00071,F001488,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001489,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001490,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001491,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001492,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001493,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001494,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001495,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001496,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001497,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001498,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001499,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001500,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001501,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001502,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001503,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001504,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001505,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001506,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001507,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001508,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001509,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001510,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001511,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001512,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001513,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001514,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001515,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001516,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001517,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001518,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001519,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001520,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001521,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001522,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00071,F001523,FUNDING,FUNDING_HIGH,2024-11-04T16:00:00Z,2024-11-20T00:00:00Z,F001478,0,45
24H,FUNDING|FUNDING_HIGH|24H|00072,F001530,FUNDING,FUNDING_HIGH,2024-11-22T00:00:00Z,2024-11-25T00:00:00Z,F001530,1,9
24H,FUNDING|FUNDING_HIGH|24H|00072,F001531,FUNDING,FUNDING_HIGH,2024-11-22T00:00:00Z,2024-11-25T00:00:00Z,F001530,0,9
24H,FUNDING|FUNDING_HIGH|24H|00072,F001532,FUNDING,FUNDING_HIGH,2024-11-22T00:00:00Z,2024-11-25T00:00:00Z,F001530,0,9
24H,FUNDING|FUNDING_HIGH|24H|00072,F001533,FUNDING,FUNDING_HIGH,2024-11-22T00:00:00Z,2024-11-25T00:00:00Z,F001530,0,9
24H,FUNDING|FUNDING_HIGH|24H|00072,F001534,FUNDING,FUNDING_HIGH,2024-11-22T00:00:00Z,2024-11-25T00:00:00Z,F001530,0,9
24H,FUNDING|FUNDING_HIGH|24H|00072,F001535,FUNDING,FUNDING_HIGH,2024-11-22T00:00:00Z,2024-11-25T00:00:00Z,F001530,0,9
24H,FUNDING|FUNDING_HIGH|24H|00072,F001536,FUNDING,FUNDING_HIGH,2024-11-22T00:00:00Z,2024-11-25T00:00:00Z,F001530,0,9
24H,FUNDING|FUNDING_HIGH|24H|00072,F001537,FUNDING,FUNDING_HIGH,2024-11-22T00:00:00Z,2024-11-25T00:00:00Z,F001530,0,9
24H,FUNDING|FUNDING_HIGH|24H|00072,F001538,FUNDING,FUNDING_HIGH,2024-11-22T00:00:00Z,2024-11-25T00:00:00Z,F001530,0,9
24H,FUNDING|FUNDING_HIGH|24H|00073,F001548,FUNDING,FUNDING_HIGH,2024-11-28T00:00:00Z,2024-11-30T16:00:00Z,F001548,1,7
24H,FUNDING|FUNDING_HIGH|24H|00073,F001549,FUNDING,FUNDING_HIGH,2024-11-28T00:00:00Z,2024-11-30T16:00:00Z,F001548,0,7
24H,FUNDING|FUNDING_HIGH|24H|00073,F001550,FUNDING,FUNDING_HIGH,2024-11-28T00:00:00Z,2024-11-30T16:00:00Z,F001548,0,7
24H,FUNDING|FUNDING_HIGH|24H|00073,F001551,FUNDING,FUNDING_HIGH,2024-11-28T00:00:00Z,2024-11-30T16:00:00Z,F001548,0,7
24H,FUNDING|FUNDING_HIGH|24H|00073,F001552,FUNDING,FUNDING_HIGH,2024-11-28T00:00:00Z,2024-11-30T16:00:00Z,F001548,0,7
24H,FUNDING|FUNDING_HIGH|24H|00073,F001553,FUNDING,FUNDING_HIGH,2024-11-28T00:00:00Z,2024-11-30T16:00:00Z,F001548,0,7
24H,FUNDING|FUNDING_HIGH|24H|00073,F001555,FUNDING,FUNDING_HIGH,2024-11-28T00:00:00Z,2024-11-30T16:00:00Z,F001548,0,7
24H,FUNDING|FUNDING_HIGH|24H|00074,F001559,FUNDING,FUNDING_HIGH,2024-12-01T16:00:00Z,2024-12-02T16:00:00Z,F001559,1,3
24H,FUNDING|FUNDING_HIGH|24H|00074,F001560,FUNDING,FUNDING_HIGH,2024-12-01T16:00:00Z,2024-12-02T16:00:00Z,F001559,0,3
24H,FUNDING|FUNDING_HIGH|24H|00074,F001561,FUNDING,FUNDING_HIGH,2024-12-01T16:00:00Z,2024-12-02T16:00:00Z,F001559,0,3
24H,FUNDING|FUNDING_HIGH|24H|00075,F001564,FUNDING,FUNDING_HIGH,2024-12-03T08:00:00Z,2024-12-03T16:00:00Z,F001564,1,1
24H,FUNDING|FUNDING_HIGH|24H|00076,F001567,FUNDING,FUNDING_HIGH,2024-12-04T08:00:00Z,2024-12-08T08:00:00Z,F001567,1,11
24H,FUNDING|FUNDING_HIGH|24H|00076,F001568,FUNDING,FUNDING_HIGH,2024-12-04T08:00:00Z,2024-12-08T08:00:00Z,F001567,0,11
24H,FUNDING|FUNDING_HIGH|24H|00076,F001569,FUNDING,FUNDING_HIGH,2024-12-04T08:00:00Z,2024-12-08T08:00:00Z,F001567,0,11
24H,FUNDING|FUNDING_HIGH|24H|00076,F001570,FUNDING,FUNDING_HIGH,2024-12-04T08:00:00Z,2024-12-08T08:00:00Z,F001567,0,11
24H,FUNDING|FUNDING_HIGH|24H|00076,F001571,FUNDING,FUNDING_HIGH,2024-12-04T08:00:00Z,2024-12-08T08:00:00Z,F001567,0,11
24H,FUNDING|FUNDING_HIGH|24H|00076,F001572,FUNDING,FUNDING_HIGH,2024-12-04T08:00:00Z,2024-12-08T08:00:00Z,F001567,0,11
24H,FUNDING|FUNDING_HIGH|24H|00076,F001573,FUNDING,FUNDING_HIGH,2024-12-04T08:00:00Z,2024-12-08T08:00:00Z,F001567,0,11
24H,FUNDING|FUNDING_HIGH|24H|00076,F001575,FUNDING,FUNDING_HIGH,2024-12-04T08:00:00Z,2024-12-08T08:00:00Z,F001567,0,11
24H,FUNDING|FUNDING_HIGH|24H|00076,F001576,FUNDING,FUNDING_HIGH,2024-12-04T08:00:00Z,2024-12-08T08:00:00Z,F001567,0,11
24H,FUNDING|FUNDING_HIGH|24H|00076,F001577,FUNDING,FUNDING_HIGH,2024-12-04T08:00:00Z,2024-12-08T08:00:00Z,F001567,0,11
24H,FUNDING|FUNDING_HIGH|24H|00076,F001578,FUNDING,FUNDING_HIGH,2024-12-04T08:00:00Z,2024-12-08T08:00:00Z,F001567,0,11
24H,FUNDING|FUNDING_LOW|24H|00001,F000138,FUNDING,FUNDING_LOW,2023-08-16T00:00:00Z,2023-08-16T08:00:00Z,F000138,1,1
24H,FUNDING|FUNDING_LOW|24H|00002,F000141,FUNDING,FUNDING_LOW,2023-08-17T00:00:00Z,2023-08-17T08:00:00Z,F000141,1,1
24H,FUNDING|FUNDING_LOW|24H|00003,F000144,FUNDING,FUNDING_LOW,2023-08-18T00:00:00Z,2023-08-18T16:00:00Z,F000144,1,2
24H,FUNDING|FUNDING_LOW|24H|00003,F000145,FUNDING,FUNDING_LOW,2023-08-18T00:00:00Z,2023-08-18T16:00:00Z,F000144,0,2
24H,FUNDING|FUNDING_LOW|24H|00004,F000149,FUNDING,FUNDING_LOW,2023-08-19T16:00:00Z,2023-08-20T00:00:00Z,F000149,1,1
24H,FUNDING|FUNDING_LOW|24H|00005,F000157,FUNDING,FUNDING_LOW,2023-08-22T08:00:00Z,2023-08-23T16:00:00Z,F000157,1,3
24H,FUNDING|FUNDING_LOW|24H|00005,F000158,FUNDING,FUNDING_LOW,2023-08-22T08:00:00Z,2023-08-23T16:00:00Z,F000157,0,3
24H,FUNDING|FUNDING_LOW|24H|00005,F000160,FUNDING,FUNDING_LOW,2023-08-22T08:00:00Z,2023-08-23T16:00:00Z,F000157,0,3
24H,FUNDING|FUNDING_LOW|24H|00006,F000186,FUNDING,FUNDING_LOW,2023-09-01T00:00:00Z,2023-09-01T16:00:00Z,F000186,1,2
24H,FUNDING|FUNDING_LOW|24H|00006,F000187,FUNDING,FUNDING_LOW,2023-09-01T00:00:00Z,2023-09-01T16:00:00Z,F000186,0,2
24H,FUNDING|FUNDING_LOW|24H|00007,F000190,FUNDING,FUNDING_LOW,2023-09-02T08:00:00Z,2023-09-02T16:00:00Z,F000190,1,1
24H,FUNDING|FUNDING_LOW|24H|00008,F000193,FUNDING,FUNDING_LOW,2023-09-03T08:00:00Z,2023-09-04T00:00:00Z,F000193,1,2
24H,FUNDING|FUNDING_LOW|24H|00008,F000194,FUNDING,FUNDING_LOW,2023-09-03T08:00:00Z,2023-09-04T00:00:00Z,F000193,0,2
24H,FUNDING|FUNDING_LOW|24H|00009,F000214,FUNDING,FUNDING_LOW,2023-09-10T08:00:00Z,2023-09-10T16:00:00Z,F000214,1,1
24H,FUNDING|FUNDING_LOW|24H|00010,F000315,FUNDING,FUNDING_LOW,2023-10-14T00:00:00Z,2023-10-14T08:00:00Z,F000315,1,1
24H,FUNDING|FUNDING_LOW|24H|00011,F000330,FUNDING,FUNDING_LOW,2023-10-19T00:00:00Z,2023-10-19T16:00:00Z,F000330,1,2
24H,FUNDING|FUNDING_LOW|24H|00011,F000331,FUNDING,FUNDING_LOW,2023-10-19T00:00:00Z,2023-10-19T16:00:00Z,F000330,0,2
24H,FUNDING|FUNDING_LOW|24H|00012,F000864,FUNDING,FUNDING_LOW,2024-04-14T00:00:00Z,2024-04-14T16:00:00Z,F000864,1,2
24H,FUNDING|FUNDING_LOW|24H|00012,F000865,FUNDING,FUNDING_LOW,2024-04-14T00:00:00Z,2024-04-14T16:00:00Z,F000864,0,2
24H,FUNDING|FUNDING_LOW|24H|00013,F000871,FUNDING,FUNDING_LOW,2024-04-16T08:00:00Z,2024-04-19T08:00:00Z,F000871,1,7
24H,FUNDING|FUNDING_LOW|24H|00013,F000873,FUNDING,FUNDING_LOW,2024-04-16T08:00:00Z,2024-04-19T08:00:00Z,F000871,0,7
24H,FUNDING|FUNDING_LOW|24H|00013,F000874,FUNDING,FUNDING_LOW,2024-04-16T08:00:00Z,2024-04-19T08:00:00Z,F000871,0,7
24H,FUNDING|FUNDING_LOW|24H|00013,F000875,FUNDING,FUNDING_LOW,2024-04-16T08:00:00Z,2024-04-19T08:00:00Z,F000871,0,7
24H,FUNDING|FUNDING_LOW|24H|00013,F000876,FUNDING,FUNDING_LOW,2024-04-16T08:00:00Z,2024-04-19T08:00:00Z,F000871,0,7
24H,FUNDING|FUNDING_LOW|24H|00013,F000878,FUNDING,FUNDING_LOW,2024-04-16T08:00:00Z,2024-04-19T08:00:00Z,F000871,0,7
24H,FUNDING|FUNDING_LOW|24H|00013,F000879,FUNDING,FUNDING_LOW,2024-04-16T08:00:00Z,2024-04-19T08:00:00Z,F000871,0,7
24H,FUNDING|FUNDING_LOW|24H|00014,F000883,FUNDING,FUNDING_LOW,2024-04-20T08:00:00Z,2024-04-21T00:00:00Z,F000883,1,2
24H,FUNDING|FUNDING_LOW|24H|00014,F000884,FUNDING,FUNDING_LOW,2024-04-20T08:00:00Z,2024-04-21T00:00:00Z,F000883,0,2
24H,FUNDING|FUNDING_LOW|24H|00015,F000889,FUNDING,FUNDING_LOW,2024-04-22T08:00:00Z,2024-04-23T00:00:00Z,F000889,1,2
24H,FUNDING|FUNDING_LOW|24H|00015,F000890,FUNDING,FUNDING_LOW,2024-04-22T08:00:00Z,2024-04-23T00:00:00Z,F000889,0,2
24H,FUNDING|FUNDING_LOW|24H|00016,F000894,FUNDING,FUNDING_LOW,2024-04-24T00:00:00Z,2024-04-24T16:00:00Z,F000894,1,2
24H,FUNDING|FUNDING_LOW|24H|00016,F000895,FUNDING,FUNDING_LOW,2024-04-24T00:00:00Z,2024-04-24T16:00:00Z,F000894,0,2
24H,FUNDING|FUNDING_LOW|24H|00017,F000898,FUNDING,FUNDING_LOW,2024-04-25T08:00:00Z,2024-04-27T08:00:00Z,F000898,1,4
24H,FUNDING|FUNDING_LOW|24H|00017,F000900,FUNDING,FUNDING_LOW,2024-04-25T08:00:00Z,2024-04-27T08:00:00Z,F000898,0,4
24H,FUNDING|FUNDING_LOW|24H|00017,F000902,FUNDING,FUNDING_LOW,2024-04-25T08:00:00Z,2024-04-27T08:00:00Z,F000898,0,4
24H,FUNDING|FUNDING_LOW|24H|00017,F000903,FUNDING,FUNDING_LOW,2024-04-25T08:00:00Z,2024-04-27T08:00:00Z,F000898,0,4
24H,FUNDING|FUNDING_LOW|24H|00018,F000906,FUNDING,FUNDING_LOW,2024-04-28T00:00:00Z,2024-04-28T16:00:00Z,F000906,1,2
24H,FUNDING|FUNDING_LOW|24H|00018,F000907,FUNDING,FUNDING_LOW,2024-04-28T00:00:00Z,2024-04-28T16:00:00Z,F000906,0,2
24H,FUNDING|FUNDING_LOW|24H|00019,F000910,FUNDING,FUNDING_LOW,2024-04-29T08:00:00Z,2024-04-29T16:00:00Z,F000910,1,1
24H,FUNDING|FUNDING_LOW|24H|00020,F000914,FUNDING,FUNDING_LOW,2024-04-30T16:00:00Z,2024-05-01T00:00:00Z,F000914,1,1
24H,FUNDING|FUNDING_LOW|24H|00021,F000921,FUNDING,FUNDING_LOW,2024-05-03T00:00:00Z,2024-05-03T08:00:00Z,F000921,1,1
24H,FUNDING|FUNDING_LOW|24H|00022,F000938,FUNDING,FUNDING_LOW,2024-05-08T16:00:00Z,2024-05-09T00:00:00Z,F000938,1,1
24H,FUNDING|FUNDING_LOW|24H|00023,F000945,FUNDING,FUNDING_LOW,2024-05-11T00:00:00Z,2024-05-11T08:00:00Z,F000945,1,1
24H,FUNDING|FUNDING_LOW|24H|00024,F000959,FUNDING,FUNDING_LOW,2024-05-15T16:00:00Z,2024-05-16T00:00:00Z,F000959,1,1
24H,FUNDING|FUNDING_LOW|24H|00025,F001053,FUNDING,FUNDING_LOW,2024-06-16T00:00:00Z,2024-06-16T08:00:00Z,F001053,1,1
24H,FUNDING|FUNDING_LOW|24H|00026,F001061,FUNDING,FUNDING_LOW,2024-06-18T16:00:00Z,2024-06-19T08:00:00Z,F001061,1,2
24H,FUNDING|FUNDING_LOW|24H|00026,F001062,FUNDING,FUNDING_LOW,2024-06-18T16:00:00Z,2024-06-19T08:00:00Z,F001061,0,2
24H,FUNDING|FUNDING_LOW|24H|00027,F001068,FUNDING,FUNDING_LOW,2024-06-21T00:00:00Z,2024-06-21T08:00:00Z,F001068,1,1
24H,FUNDING|FUNDING_LOW|24H|00028,F001073,FUNDING,FUNDING_LOW,2024-06-22T16:00:00Z,2024-06-23T00:00:00Z,F001073,1,1
24H,FUNDING|FUNDING_LOW|24H|00029,F001102,FUNDING,FUNDING_LOW,2024-07-02T08:00:00Z,2024-07-02T16:00:00Z,F001102,1,1
24H,FUNDING|FUNDING_LOW|24H|00030,F001110,FUNDING,FUNDING_LOW,2024-07-05T00:00:00Z,2024-07-06T00:00:00Z,F001110,1,3
24H,FUNDING|FUNDING_LOW|24H|00030,F001111,FUNDING,FUNDING_LOW,2024-07-05T00:00:00Z,2024-07-06T00:00:00Z,F001110,0,3
24H,FUNDING|FUNDING_LOW|24H|00030,F001112,FUNDING,FUNDING_LOW,2024-07-05T00:00:00Z,2024-07-06T00:00:00Z,F001110,0,3
24H,FUNDING|FUNDING_LOW|24H|00031,F001129,FUNDING,FUNDING_LOW,2024-07-11T08:00:00Z,2024-07-11T16:00:00Z,F001129,1,1
24H,FUNDING|FUNDING_LOW|24H|00032,F001132,FUNDING,FUNDING_LOW,2024-07-12T08:00:00Z,2024-07-14T00:00:00Z,F001132,1,4
24H,FUNDING|FUNDING_LOW|24H|00032,F001133,FUNDING,FUNDING_LOW,2024-07-12T08:00:00Z,2024-07-14T00:00:00Z,F001132,0,4
24H,FUNDING|FUNDING_LOW|24H|00032,F001135,FUNDING,FUNDING_LOW,2024-07-12T08:00:00Z,2024-07-14T00:00:00Z,F001132,0,4
24H,FUNDING|FUNDING_LOW|24H|00032,F001136,FUNDING,FUNDING_LOW,2024-07-12T08:00:00Z,2024-07-14T00:00:00Z,F001132,0,4
24H,FUNDING|FUNDING_LOW|24H|00033,F001165,FUNDING,FUNDING_LOW,2024-07-23T08:00:00Z,2024-07-23T16:00:00Z,F001165,1,1
24H,FUNDING|FUNDING_LOW|24H|00034,F001173,FUNDING,FUNDING_LOW,2024-07-26T00:00:00Z,2024-07-26T08:00:00Z,F001173,1,1
24H,FUNDING|FUNDING_LOW|24H|00035,F001188,FUNDING,FUNDING_LOW,2024-07-31T00:00:00Z,2024-07-31T08:00:00Z,F001188,1,1
24H,FUNDING|FUNDING_LOW|24H|00036,F001192,FUNDING,FUNDING_LOW,2024-08-01T08:00:00Z,2024-08-01T16:00:00Z,F001192,1,1
24H,FUNDING|FUNDING_LOW|24H|00037,F001198,FUNDING,FUNDING_LOW,2024-08-03T08:00:00Z,2024-08-04T08:00:00Z,F001198,1,2
24H,FUNDING|FUNDING_LOW|24H|00037,F001200,FUNDING,FUNDING_LOW,2024-08-03T08:00:00Z,2024-08-04T08:00:00Z,F001198,0,2
24H,FUNDING|FUNDING_LOW|24H|00038,F001204,FUNDING,FUNDING_LOW,2024-08-05T08:00:00Z,2024-08-05T16:00:00Z,F001204,1,1
24H,FUNDING|FUNDING_LOW|24H|00039,F001210,FUNDING,FUNDING_LOW,2024-08-07T08:00:00Z,2024-08-07T16:00:00Z,F001210,1,1
24H,FUNDING|FUNDING_LOW|24H|00040,F001215,FUNDING,FUNDING_LOW,2024-08-09T00:00:00Z,2024-08-09T08:00:00Z,F001215,1,1
24H,FUNDING|FUNDING_LOW|24H|00041,F001220,FUNDING,FUNDING_LOW,2024-08-10T16:00:00Z,2024-08-11T00:00:00Z,F001220,1,1
24H,FUNDING|FUNDING_LOW|24H|00042,F001223,FUNDING,FUNDING_LOW,2024-08-11T16:00:00Z,2024-08-12T00:00:00Z,F001223,1,1
24H,FUNDING|FUNDING_LOW|24H|00043,F001227,FUNDING,FUNDING_LOW,2024-08-13T00:00:00Z,2024-08-13T08:00:00Z,F001227,1,1
24H,FUNDING|FUNDING_LOW|24H|00044,F001238,FUNDING,FUNDING_LOW,2024-08-16T16:00:00Z,2024-08-17T00:00:00Z,F001238,1,1
24H,FUNDING|FUNDING_LOW|24H|00045,F001252,FUNDING,FUNDING_LOW,2024-08-21T08:00:00Z,2024-08-21T16:00:00Z,F001252,1,1
24H,FUNDING|FUNDING_LOW|24H|00046,F001270,FUNDING,FUNDING_LOW,2024-08-27T08:00:00Z,2024-08-27T16:00:00Z,F001270,1,1
24H,FUNDING|FUNDING_LOW|24H|00047,F001287,FUNDING,FUNDING_LOW,2024-09-02T00:00:00Z,2024-09-02T08:00:00Z,F001287,1,1
24H,FUNDING|FUNDING_LOW|24H|00048,F001292,FUNDING,FUNDING_LOW,2024-09-03T16:00:00Z,2024-09-04T00:00:00Z,F001292,1,1
24H,FUNDING|FUNDING_LOW|24H|00049,F001298,FUNDING,FUNDING_LOW,2024-09-05T16:00:00Z,2024-09-06T00:00:00Z,F001298,1,1
24H,FUNDING|FUNDING_LOW|24H|00050,F001302,FUNDING,FUNDING_LOW,2024-09-07T00:00:00Z,2024-09-07T08:00:00Z,F001302,1,1
24H,FUNDING|FUNDING_LOW|24H|00051,F001330,FUNDING,FUNDING_LOW,2024-09-16T08:00:00Z,2024-09-16T16:00:00Z,F001330,1,1
24H,FUNDING|FUNDING_LOW|24H|00052,F001381,FUNDING,FUNDING_LOW,2024-10-03T08:00:00Z,2024-10-03T16:00:00Z,F001381,1,1
24H,FUNDING|FUNDING_LOW|24H|00053,F001395,FUNDING,FUNDING_LOW,2024-10-08T00:00:00Z,2024-10-08T08:00:00Z,F001395,1,1
24H,FUNDING|FUNDING_LOW|24H|00054,F001456,FUNDING,FUNDING_LOW,2024-10-28T08:00:00Z,2024-10-28T16:00:00Z,F001456,1,1
24H,FUNDING|FUNDING_LOW|24H|00055,F001614,FUNDING,FUNDING_LOW,2024-12-20T00:00:00Z,2024-12-20T08:00:00Z,F001614,1,1
24H,FUNDING|FUNDING_LOW|24H|00056,F001634,FUNDING,FUNDING_LOW,2024-12-26T16:00:00Z,2024-12-27T00:00:00Z,F001634,1,1
24H,FUNDING|FUNDING_LOW|24H|00057,F001644,FUNDING,FUNDING_LOW,2024-12-30T00:00:00Z,2024-12-30T08:00:00Z,F001644,1,1
24H,OI|OI_EXPANSION_SHOCK|24H|00001,O001038,OI,OI_EXPANSION_SHOCK,2023-07-11T19:30:00Z,2023-07-12T03:30:00Z,O001038,1,1
24H,OI|OI_EXPANSION_SHOCK|24H|00002,O001177,OI,OI_EXPANSION_SHOCK,2023-07-13T06:15:00Z,2023-07-18T14:00:00Z,O001177,1,16
24H,OI|OI_EXPANSION_SHOCK|24H|00002,O001180,OI,OI_EXPANSION_SHOCK,2023-07-13T06:15:00Z,2023-07-18T14:00:00Z,O001177,0,16
24H,OI|OI_EXPANSION_SHOCK|24H|00002,O001215,OI,OI_EXPANSION_SHOCK,2023-07-13T06:15:00Z,2023-07-18T14:00:00Z,O001177,0,16
24H,OI|OI_EXPANSION_SHOCK|24H|00002,O001217,OI,OI_EXPANSION_SHOCK,2023-07-13T06:15:00Z,2023-07-18T14:00:00Z,O001177,0,16
24H,OI|OI_EXPANSION_SHOCK|24H|00002,O001249,OI,OI_EXPANSION_SHOCK,2023-07-13T06:15:00Z,2023-07-18T14:00:00Z,O001177,0,16
24H,OI|OI_EXPANSION_SHOCK|24H|00002,O001260,OI,OI_EXPANSION_SHOCK,2023-07-13T06:15:00Z,2023-07-18T14:00:00Z,O001177,0,16
24H,OI|OI_EXPANSION_SHOCK|24H|00002,O001265,OI,OI_EXPANSION_SHOCK,2023-07-13T06:15:00Z,2023-07-18T14:00:00Z,O001177,0,16
24H,OI|OI_EXPANSION_SHOCK|24H|00002,O001289,OI,OI_EXPANSION_SHOCK,2023-07-13T06:15:00Z,2023-07-18T14:00:00Z,O001177,0,16
24H,OI|OI_EXPANSION_SHOCK|24H|00002,O001352,OI,OI_EXPANSION_SHOCK,2023-07-13T06:15:00Z,2023-07-18T14:00:00Z,O001177,0,16
24H,OI|OI_EXPANSION_SHOCK|24H|00002,O001376,OI,OI_EXPANSION_SHOCK,2023-07-13T06:15:00Z,2023-07-18T14:00:00Z,O001177,0,16
24H,OI|OI_EXPANSION_SHOCK|24H|00002,O001466,OI,OI_EXPANSION_SHOCK,2023-07-13T06:15:00Z,2023-07-18T14:00:00Z,O001177,0,16
24H,OI|OI_EXPANSION_SHOCK|24H|00002,O001499,OI,OI_EXPANSION_SHOCK,2023-07-13T06:15:00Z,2023-07-18T14:00:00Z,O001177,0,16
24H,OI|OI_EXPANSION_SHOCK|24H|00002,O001510,OI,OI_EXPANSION_SHOCK,2023-07-13T06:15:00Z,2023-07-18T14:00:00Z,O001177,0,16
