,horizon,signed_close_return_pct,signed_close_return_atr,mfe_pct,mfe_atr,mae_pct,mae_atr,efficiency_ratio,signed_efficiency,total_path_pct,total_path_atr,net_to_path_ratio,return_sign_changes,swing_direction_changes,number_of_local_pivots,high_low_range_pct,high_low_range_atr,range_expansion_vs_pre_event,range_expansion_vs_pre10,range_expansion_vs_pre60,realized_volatility,realized_volatility_ratio,realized_volatility_ratio_pre10,realized_volatility_ratio_pre60,rolling_range_contraction,atr_decay,realized_volatility_decay,inside_bar_fraction,overlap_ratio,body_range_ratio,mean_body_to_range,median_body_to_range,upper_wick_fraction,lower_wick_fraction,directional_body_fraction,large_body_fraction,doji_fraction,outside_bar_fraction,fraction_bars_in_event_direction,longest_same_direction_run,close_above_or_below_event_price_fraction,time_to_mfe,time_to_mae,time_to_new_extreme,initial_move_in_expected_direction,initial_move_against_expected_direction,bars_until_first_favorable_break,bars_until_first_adverse_break,mfe_before_mae,mae_before_mfe,delayed_mfe_after_30,delayed_mae_after_30,delayed_major_move_flag
overlap_ratio,0.062375686655062386,0.03284970625618588,0.04612087143533058,0.018442347759566203,-0.031071651305213673,0.31072790304315434,0.3951336788775369,-0.25310003673658044,0.05338499904374636,-0.04078349117316541,-0.16757036790824315,0.05338499904374636,0.060455351111217165,0.050726228722280296,0.050726228722280296,-0.3049970186121635,-0.3992933313193559,-0.4362011889011918,-0.20605875644758584,-0.43023177599972107,-0.4092892545706811,-0.5397189571297347,-0.4062378585633584,-0.5795057500144538,-0.1135253924192822,-0.1135253924192822,-0.08878862316441559,0.2680612440333091,1.0,-0.3547153232935878,-0.3547153232935878,-0.3433809407043258,0.22383776266053051,0.15596783588024943,-0.06166589955422428,-0.049795712970587505,0.45904237650304314,0.2912185446930922,-0.06166589955422428,0.23087704765484485,0.18250536744525714,0.13914961506516843,0.0539294732115831,0.13914961506516843,0.12729055311549642,-0.1272905531154963,0.2140979126021516,-0.09921271188751106,-0.11129522880539693,0.1361262273017326,0.10297322519661227,0.09677579866655509,
body_range_ratio,-0.14468089129068437,0.08263472043128718,0.16438152357768762,0.06294720611746629,0.17858321863304719,0.018963984172510835,-0.00892987615301198,0.1739741101453717,0.04410562630112992,-0.011586447354700947,0.08389110084881161,0.04410562630112992,-0.1278398587444784,-0.11905482870016998,-0.11905482870016998,0.04930014950345502,0.16294234944627872,0.06975475617446339,0.14404962978855634,0.06730662271682956,0.2951006475355996,0.22292295803748427,0.37578959184036154,0.27808122914689465,0.16681475027708612,0.16681475027708612,0.13595386275265703,-0.1127076465749927,-0.3547153232935878,1.0,1.0,0.8367197838279468,-0.6498568900480115,-0.4171927529513884,-0.26975052196625054,0.7666304615900401,-0.2829947048879101,-0.2074116421854498,-0.26975052196625054,-0.3901921995644058,-0.011291994014125813,-0.09722907207756286,-0.07016632032444742,-0.09722907207756286,0.027993754328208737,-0.027993754328208643,0.018568407753202933,0.28533089384268634,0.018159586842799363,-0.03171111009451274,-0.03455750476618579,0.03325310326442316,
mean_body_to_range,-0.14468089129068437,0.08263472043128718,0.16438152357768762,0.06294720611746629,0.17858321863304719,0.018963984172510835,-0.00892987615301198,0.1739741101453717,0.04410562630112992,-0.011586447354700947,0.08389110084881161,0.04410562630112992,-0.1278398587444784,-0.11905482870016998,-0.11905482870016998,0.04930014950345502,0.16294234944627872,0.06975475617446339,0.14404962978855634,0.06730662271682956,0.2951006475355996,0.22292295803748427,0.37578959184036154,0.27808122914689465,0.16681475027708612,0.16681475027708612,0.13595386275265703,-0.1127076465749927,-0.3547153232935878,1.0,1.0,0.8367197838279468,-0.6498568900480115,-0.4171927529513884,-0.26975052196625054,0.7666304615900401,-0.2829947048879101,-0.2074116421854498,-0.26975052196625054,-0.3901921995644058,-0.011291994014125813,-0.09722907207756286,-0.07016632032444742,-0.09722907207756286,0.027993754328208737,-0.027993754328208643,0.018568407753202933,0.28533089384268634,0.018159586842799363,-0.03171111009451274,-0.03455750476618579,0.03325310326442316,
median_body_to_range,-0.0877072662124249,0.07102583007200905,0.1643436034993488,0.04757524032350296,0.20872241101044448,0.03343728199772582,-0.04936179596855958,0.15594930630601617,0.05708765878160582,-0.06931003745779132,0.11275706585761586,0.05708765878160582,-0.06950667579373604,-0.05994698682191209,-0.05994698682191209,0.01726318778296188,0.22712791706507915,0.11241467594652065,0.1560409374258648,0.11831218612791584,0.04421145382271842,0.2193987683125122,0.35174070158729526,0.2660382722387825,0.19954974157806538,0.19954974157806538,0.14869754876624117,-0.08760047147322109,-0.3433809407043258,0.8367197838279468,0.8367197838279468,1.0,-0.4609194779717144,-0.44811363412603133,-0.2486767294279197,0.6807893922663537,-0.09649509656798416,-0.12043165789085312,-0.2486767294279197,-0.3280194918549212,0.041221380647058325,-0.13982205107195053,0.02074567887978294,-0.13982205107195053,0.10531343396070443,-0.10531343396070436,0.08783405563175777,0.2655752160174887,0.06484351975907322,-0.07240184000422366,-0.054744128391376934,-0.00045932877122535696,
upper_wick_fraction,0.09249579467159381,-0.25592935464101674,-0.32042930360273053,-0.2087321015008497,-0.3138931208211746,-0.04165844733075756,0.0024082886016279256,-0.26438049888381154,-0.16107792451969424,-0.033673994643974754,-0.12467487014454891,-0.16107792451969424,0.09980994245662267,0.08947017157460006,0.08947017157460006,-0.18569699484406824,-0.273878012517249,-0.17713586379801538,-0.27970237257624464,-0.18347932288484847,-0.27190476632476207,-0.2311526539450404,-0.38168891012754963,-0.3235526193655127,-0.19152838833687297,-0.19152838833687297,-0.09708102712677161,-0.09953727117095855,0.22383776266053051,-0.6498568900480115,-0.6498568900480115,-0.4609194779717144,1.0,-0.4196375473024607,0.031360835052973136,-0.6229407747110663,0.10658759431725283,0.18882437293788357,0.031360835052973136,0.18595755291604477,-0.03160076409103091,-0.032739436960812614,0.16037643388559625,-0.032739436960812614,0.01991673515435153,-0.019916735154351585,0.03294887612927978,-0.26360068073219584,0.09600437674666763,-0.0850729785259966,-0.04284562077903375,-0.12631461943868663,
lower_wick_fraction,0.062184589331661926,0.2073350303773244,0.18683368441127274,0.17441179771323304,0.1620579472993007,0.027164419081595118,0.007784787290444536,0.10835890164899845,0.1399319593849239,0.05410183480662055,0.048890449850231825,0.1399319593849239,0.03332661210356837,0.035198671132693746,0.035198671132693746,0.16316605697910908,0.1328899037902012,0.12850154854157206,0.16241671745215056,0.13901024042841353,-0.027298588857402703,0.010170778361465174,0.007610810697214364,0.05478330664494507,0.02979788381702267,0.02979788381702267,-0.046279729179608854,0.2536193626979667,0.15596783588024943,-0.4171927529513884,-0.4171927529513884,-0.44811363412603133,-0.4196375473024607,1.0,0.284648585175221,-0.17067721979397815,0.2105148957988989,0.021917899705472935,0.284648585175221,0.24363010530690593,0.05127117430616152,0.15526240973804067,-0.10797038600413225,0.15526240973804067,-0.057246247891058165,0.05724624789105815,-0.06157294577139876,-0.025560531140123195,-0.1364816998606243,0.13959456570870327,0.09250157897824897,0.11132517817063303,
directional_body_fraction,-0.16215289091594304,0.44599608241233896,0.33117443087676673,0.2585233772707159,0.1068349382721475,0.25052533343734795,0.22779187755297495,0.207419481828367,0.581540985739139,-0.11791813394205514,-0.21265512529868358,0.581540985739139,-0.18434216410491128,-0.18565377566613822,-0.18565377566613822,0.02176227408274899,-0.12224723073042196,-0.04017748098318324,-0.1277027729559055,-0.05818655057818174,0.14557863426256465,-0.05601203582727559,-0.2126404772703494,-0.021588041764530736,-0.03886823577966883,-0.03886823577966883,-0.14502518936593345,0.130484268606685,-0.06166589955422428,-0.26975052196625054,-0.26975052196625054,-0.2486767294279197,0.031360835052973136,0.284648585175221,1.0,-0.19543774101308378,0.02492745185626711,-0.11866000092393215,1.0,0.46181342217996996,0.3171001495646748,0.17848107432670077,-0.34024436833998095,0.17848107432670077,0.10085798369685825,-0.10085798369685821,-0.11676917303705564,-0.03897544402851892,-0.42533007107967513,0.403518162355966,-0.010537945538012194,0.19228791825171432,
large_body_fraction,-0.1301604568112612,0.19138024868898618,0.29025259508988754,0.09413082297242291,0.24614128445663433,0.24976300338578275,0.19359132329910145,0.10280332965217759,0.17049388733198098,-0.1073161276515018,0.004602210273855137,0.17049388733198098,-0.12324091846865355,-0.11399192286908018,-0.11399192286908018,-0.15803370934162325,0.03052649932309614,-0.08702706630900937,0.10741515989717222,-0.14361640302957082,0.013784114244727367,0.05524957012438714,0.28618603698997797,0.08994274777372903,0.14412057174226595,0.14412057174226595,0.11288570210547479,-0.009388660446292042,-0.049795712970587505,0.7666304615900401,0.7666304615900401,0.6807893922663537,-0.6229407747110663,-0.17067721979397815,-0.19543774101308378,1.0,0.13596073557591518,-0.15403926830936318,-0.19543774101308375,-0.257693519973443,0.18440962877280886,-0.0077866331239350274,-0.04171319293888683,-0.0077866331239350274,0.108331463533539,-0.10833146353353879,0.07449111373504608,0.2741028250784452,-0.05939842782135649,0.05833395833094308,0.03276191322470503,0.11929196298989866,
doji_fraction,0.10369295723863543,-0.05828066990931514,-0.03346647336004542,-0.07136798198961053,-0.031309247319462045,0.11684285349978647,0.09793351178084038,-0.19038053497025578,-0.020513269340191178,-0.08584995562045933,-0.038068176997441056,-0.020513269340191178,0.028981994152541442,0.034081368236093916,0.034081368236093916,-0.2007077129485569,-0.11939236352369968,-0.1341847256554309,-0.02382004759705304,-0.12493472147136626,-0.45870152625726673,-0.2399721512601757,-0.28535610432584935,-0.27201919878873543,-0.07143197071978136,-0.07143197071978136,-0.022060958598365505,0.17231675761759108,0.45904237650304314,-0.2829947048879101,-0.2829947048879101,-0.09649509656798416,0.10658759431725283,0.2105148957988989,0.02492745185626711,0.13596073557591518,1.0,0.080779615325887,0.02492745185626701,0.3233612962599465,0.08516788114402712,0.05188459101867014,0.12753170865942207,0.05188459101867014,0.165414955594966,-0.1654149555949659,0.1986247241204749,-0.09121766471439866,0.022315598975407663,-0.0037027428192065014,0.049523366296114875,0.006432182825466567,
outside_bar_fraction,-0.031864073025006885,-0.1558663517508464,-0.17136461534055036,-0.16368937705361233,-0.1860496358190792,-0.17765415906640425,-0.15169119079177806,-0.14302135618224227,-0.10517903717922666,-0.03685922749112218,-0.03784589317583402,-0.10517903717922666,0.04484639367759934,0.03142306287369653,0.03142306287369653,0.0061394310355680735,-0.018020088199128655,0.016408649313532458,-0.05503252759886285,0.06588376696806143,-0.037821585246699964,0.05253114924097197,0.055184648891798485,0.04201883935366881,-0.012320831182486378,-0.012320831182486378,0.02405131979112211,0.2932763917197117,0.2912185446930922,-0.2074116421854498,-0.2074116421854498,-0.12043165789085312,0.18882437293788357,0.021917899705472935,-0.11866000092393215,-0.15403926830936318,0.080779615325887,1.0,-0.11866000092393215,-0.19153201606161968,-0.09725956159250496,-0.08050662584906887,-0.009212537510129954,-0.08050662584906887,0.09759546676276551,-0.09759546676276554,-0.06834598769648507,-0.05877846606262178,-0.0568384716575603,0.07454219724649448,-0.06535001347300219,-0.046112645297159936,
fraction_bars_in_event_direction,-0.16215289091594304,0.44599608241233896,0.33117443087676673,0.2585233772707159,0.1068349382721475,0.25052533343734795,0.22779187755297495,0.207419481828367,0.581540985739139,-0.11791813394205514,-0.21265512529868358,0.581540985739139,-0.18434216410491128,-0.18565377566613822,-0.18565377566613822,0.02176227408274899,-0.12224723073042196,-0.04017748098318324,-0.1277027729559055,-0.05818655057818174,0.14557863426256465,-0.05601203582727559,-0.2126404772703494,-0.021588041764530736,-0.03886823577966883,-0.03886823577966883,-0.14502518936593345,0.130484268606685,-0.06166589955422428,-0.26975052196625054,-0.26975052196625054,-0.2486767294279197,0.031360835052973136,0.284648585175221,1.0,-0.19543774101308375,0.02492745185626701,-0.11866000092393215,1.0,0.46181342217996996,0.3171001495646748,0.17848107432670077,-0.34024436833998095,0.17848107432670077,0.10085798369685825,-0.10085798369685821,-0.11676917303705564,-0.03897544402851892,-0.42533007107967513,0.403518162355966,-0.010537945538012194,0.19228791825171432,
longest_same_direction_run,0.38048530841383427,0.11272003773102879,0.04459825336347456,0.27757319956409227,0.04854281988736489,0.038776614940116666,0.18108273181744647,-0.27709271507895245,0.09556784667917359,0.39120730935839054,0.1154692465792548,0.09556784667917359,0.2427453147874114,0.24778892103206285,0.24778892103206285,0.26433918113562505,-0.12866410774863632,-0.03814745099551049,-0.004224771349331167,-0.014956348870035,-0.006204001124741823,-0.3005789670918492,-0.45960554501161943,-0.3240755845735698,-0.1383409716792494,-0.1383409716792494,-0.158032330147648,0.0036964885793335242,0.23087704765484485,-0.3901921995644058,-0.3901921995644058,-0.3280194918549212,0.18595755291604477,0.24363010530690593,0.46181342217996996,-0.257693519973443,0.3233612962599465,-0.19153201606161968,0.46181342217996996,1.0,0.09778927445130853,0.4513055038373858,0.1369281439388448,0.4513055038373858,-0.15343691457392045,0.15343691457392053,0.0550037971059851,-0.13912725150337418,-0.17945733240365974,0.17495988853462696,0.20187088818416074,-0.0750055932747946,
close_above_or_below_event_price_fraction,0.050778645163260056,0.765671140174258,0.7175410242999231,0.7461635371259631,0.6338332935482061,0.8145161095668393,0.681135814410492,0.2799535467499531,0.7723929384744161,0.026351636836358366,-0.0327609788647261,0.7723929384744161,0.07416871257273752,0.08017699593629185,0.08017699593629185,-0.032900947786435174,-0.09351103891471081,-0.20963893520030735,0.04256456311728247,-0.2683256125022037,-0.19335164252229464,-0.4061217621551175,-0.14920850714741524,-0.3095115795599554,0.19055371104190647,0.19055371104190647,0.1451002596981893,0.10510719100338592,0.18250536744525714,-0.011291994014125813,-0.011291994014125813,0.041221380647058325,-0.03160076409103091,0.05127117430616152,0.3171001495646748,0.18440962877280886,0.08516788114402712,-0.09725956159250496,0.3171001495646748,0.09778927445130853,1.0,0.4312224455490272,-0.2792425582285883,0.4312224455490272,0.5650467624813839,-0.5650467624813837,-0.07179698507598563,0.14473059788404474,-0.6125704376976863,0.5973761785869519,0.35635337910957515,0.3753908229236179,
time_to_mfe,0.5712633849356247,0.519984857805527,0.48809175411516126,0.6581197682601174,0.5156979928540951,0.24199041183379566,0.3035915297002513,-0.1725048106234191,0.3254531558696179,0.629633530328432,0.4467074767820112,0.3254531558696179,0.5193577788603568,0.5264105947078186,0.5264105947078186,0.46967414593354406,0.16009743914250635,0.1016538995897358,0.3129200708055395,0.10922044421722969,0.0189902734371707,-0.2620744747664329,-0.1359469623964898,-0.19055421397983668,0.07807100884179273,0.07807100884179273,0.05125438929919727,-0.019211439078354913,0.13914961506516843,-0.09722907207756286,-0.09722907207756286,-0.13982205107195053,-0.032739436960812614,0.15526240973804067,0.17848107432670077,-0.0077866331239350274,0.05188459101867014,-0.08050662584906887,0.17848107432670077,0.4513055038373858,0.4312224455490272,1.0,0.020851255448161955,1.0,0.043186146331288804,-0.04318614633128876,-0.04640968798484771,0.04891311513755736,-0.5397988755427986,0.551008106386503,0.6309330439084415,0.13074378654750568,
time_to_mae,0.523185139233716,-0.4215910793468606,-0.3855567125844426,-0.2177316026611291,-0.18207282919565354,-0.36793804426915144,-0.2806527285599549,-0.2963415028685537,-0.3523200288098677,0.36865887603565456,0.35278385639276527,-0.3523200288098677,0.47883353099897735,0.4748485332665469,0.4748485332665469,0.14595235262721423,0.10696525157986744,0.11234619575443505,0.09345182264498912,0.10719484222330047,-0.23125353931512277,-0.08234672644984883,-0.10395707968873161,-0.14275538484972128,-0.0001061311896921038,-0.0001061311896921038,-0.04389886251101307,-0.043512409031018,0.0539294732115831,-0.07016632032444742,-0.07016632032444742,0.02074567887978294,0.16037643388559625,-0.10797038600413225,-0.34024436833998095,-0.04171319293888683,0.12753170865942207,-0.009212537510129954,-0.34024436833998095,0.1369281439388448,-0.2792425582285883,0.020851255448161955,1.0,0.02085125544816198,-0.03249112798301599,0.03249112798301601,0.08826508559451926,-0.07800170354864495,0.5757050060544789,-0.5662787821066663,-0.05924754837097639,-0.6644618073109443,
time_to_new_extreme,0.5712633849356247,0.519984857805527,0.48809175411516126,0.6581197682601174,0.5156979928540951,0.24199041183379566,0.3035915297002513,-0.1725048106234191,0.3254531558696179,0.629633530328432,0.4467074767820112,0.3254531558696179,0.5193577788603568,0.5264105947078186,0.5264105947078186,0.46967414593354406,0.16009743914250635,0.1016538995897358,0.3129200708055395,0.10922044421722969,0.0189902734371707,-0.2620744747664329,-0.1359469623964898,-0.19055421397983668,0.07807100884179273,0.07807100884179273,0.05125438929919727,-0.019211439078354913,0.13914961506516843,-0.09722907207756286,-0.09722907207756286,-0.13982205107195053,-0.032739436960812614,0.15526240973804067,0.17848107432670077,-0.0077866331239350274,0.05188459101867014,-0.08050662584906887,0.17848107432670077,0.4513055038373858,0.4312224455490272,1.0,0.02085125544816198,1.0,0.043186146331288804,-0.04318614633128876,-0.04640968798484771,0.04891311513755736,-0.5397988755427986,0.551008106386503,0.6309330439084415,0.13074378654750568,
initial_move_in_expected_direction,-1.6494742080145188e-16,0.31048867407177144,0.29181837010514616,0.30311412999913223,0.3233214332810885,0.41204015682715917,0.2649218199447891,0.26857703991275833,0.3813110064675895,-0.13333453475661033,-0.024902184389887224,0.3813110064675895,0.055501888109082624,0.057230131507791826,0.057230131507791826,-0.09831934725989215,0.03008173758998167,-0.09366268630530955,0.06183582745706527,-0.10365728660498816,-0.2877301682473424,-0.18973909318764667,-0.03937227469462323,-0.12995644344455065,0.09362114691584207,0.09362114691584207,0.03227207410557967,0.20145862854584365,0.12729055311549642,0.027993754328208737,0.027993754328208737,0.10531343396070443,0.01991673515435153,-0.057246247891058165,0.10085798369685825,0.108331463533539,0.165414955594966,0.09759546676276551,0.10085798369685825,-0.15343691457392045,0.5650467624813839,0.043186146331288804,-0.03249112798301599,0.043186146331288804,1.0,-1.0000000000000002,-0.14101901870444172,0.16116459280507628,-0.16027232343756811,0.1478642789082357,0.08296246852781275,0.1555668200098536,
initial_move_against_expected_direction,1.7552097341692958e-16,-0.3104886740717714,-0.2918183701051461,-0.30311412999913206,-0.32332143328108837,-0.41204015682715883,-0.26492181994478886,-0.26857703991275833,-0.3813110064675894,0.13333453475661022,0.02490218438988711,-0.3813110064675894,-0.05550188810908263,-0.05723013150779184,-0.05723013150779184,0.09831934725989208,-0.030081737589981852,0.09366268630530933,-0.06183582745706536,0.10365728660498802,0.2877301682473424,0.1897390931876464,0.03937227469462307,0.12995644344455046,-0.09362114691584207,-0.09362114691584207,-0.03227207410557976,-0.20145862854584348,-0.1272905531154963,-0.027993754328208643,-0.027993754328208643,-0.10531343396070436,-0.019916735154351585,0.05724624789105815,-0.10085798369685821,-0.10833146353353879,-0.1654149555949659,-0.09759546676276554,-0.10085798369685821,0.15343691457392053,-0.5650467624813837,-0.04318614633128876,0.03249112798301601,-0.04318614633128876,-1.0000000000000002,1.0,0.14101901870444183,-0.16116459280507622,0.16027232343756806,-0.1478642789082356,-0.08296246852781278,-0.1555668200098536,
bars_until_first_favorable_break,4.473216042163333e-18,-0.04779013782495806,-0.03928276742643831,-0.09011331480404584,-0.07103364224814986,0.054321097180077896,0.04304423949469096,-0.07306371835296635,-0.07663778481694294,-0.07141478237495517,-0.05947362809997551,-0.07663778481694294,-0.008324992916032158,-0.0026901789951849922,-0.0026901789951849922,-0.15585530887093277,-0.10203315261748382,-0.13680006240854997,-0.07732079242038196,-0.1281085762367423,-0.17722760364220688,-0.12934061558727128,-0.03377069036102744,-0.10674605096349075,0.1177164241445999,0.1177164241445999,0.010619679360426482,-0.0630561322105488,0.2140979126021516,0.018568407753202933,0.018568407753202933,0.08783405563175777,0.03294887612927978,-0.06157294577139876,-0.11676917303705564,0.07449111373504608,0.1986247241204749,-0.06834598769648507,-0.11676917303705564,0.0550037971059851,-0.07179698507598563,-0.04640968798484771,0.08826508559451926,-0.04640968798484771,-0.14101901870444172,0.14101901870444183,1.0,-0.022727272727272974,0.10575770853978105,-0.10383283316717025,-0.022739756120771674,-0.025840880793002407,
bars_until_first_adverse_break,-3.7798675556280167e-17,0.24436251369979017,0.3184914888791291,0.22281776189890534,0.33198816740022435,0.14296285172531578,0.09761961455876077,0.18209972102426303,0.1998446091600163,0.027771944551056776,0.1424451333172057,0.1998446091600163,0.007616482880625065,0.001345089497592463,0.001345089497592463,0.09512964587790838,0.1952607053781983,0.10472120989620508,0.31648581462909187,0.10800016798452108,0.030363560239029988,0.041348842743849035,0.260648010582252,0.09809876155446416,0.11232147101033116,0.11232147101033116,0.03737270096406724,0.05748230365777049,-0.09921271188751106,0.28533089384268634,0.28533089384268634,0.2655752160174887,-0.26360068073219584,-0.025560531140123195,-0.03897544402851892,0.2741028250784452,-0.09121766471439866,-0.05877846606262178,-0.03897544402851892,-0.13912725150337418,0.14473059788404474,0.04891311513755736,-0.07800170354864495,0.04891311513755736,0.16116459280507628,-0.16116459280507622,-0.022727272727272974,1.0,-0.12452117295812921,0.1259611418749277,0.07607687952441756,0.11001809629015155,
mfe_before_mae,0.054432109846721304,-0.6563893423500208,-0.6226182107093696,-0.5811526343339541,-0.46875573011209837,-0.5098526098986419,-0.5240401088736305,-0.16897997160608275,-0.6741208939907137,-0.058550029577527835,0.058006548003216925,-0.6741208939907137,0.04801165240449902,0.04401601188968317,0.04401601188968317,-0.1047347601383755,0.08829055387812496,0.1661012360065286,-0.07071139911489605,0.15466943637226474,-0.06377550939218099,0.3167743714215417,0.1426932389851965,0.2205805897072429,-0.16746024031112383,-0.16746024031112383,-0.12679001837011875,-0.1425675286126082,-0.11129522880539693,0.018159586842799363,0.018159586842799363,0.06484351975907322,0.09600437674666763,-0.1364816998606243,-0.42533007107967513,-0.05939842782135649,0.022315598975407663,-0.0568384716575603,-0.42533007107967513,-0.17945733240365974,-0.6125704376976863,-0.5397988755427986,0.5757050060544789,-0.5397988755427986,-0.16027232343756811,0.16027232343756806,0.10575770853978105,-0.12452117295812921,1.0,-0.9885681497058161,-0.24749797727688994,-0.3596116466118279,
mae_before_mfe,-0.04224693683092453,0.6434544493194477,0.6159152924140802,0.5738880257465363,0.46902597468132046,0.49581212695554155,0.5131850969823696,0.14854367690479353,0.6535200858327946,0.0668284240326134,-0.04688779043556365,0.6535200858327946,-0.03683998461745081,-0.03223730334180247,-0.03223730334180247,0.11145118930768526,-0.07782603357029107,-0.15447491338741265,0.08513606471999188,-0.1448799838777978,0.03299241836317912,-0.3151036121905898,-0.1329464354590029,-0.22462368096790913,0.18230865579461214,0.18230865579461214,0.1417132573371654,0.11797474357699743,0.1361262273017326,-0.03171111009451274,-0.03171111009451274,-0.07240184000422366,-0.0850729785259966,0.13959456570870327,0.403518162355966,0.05833395833094308,-0.0037027428192065014,0.07454219724649448,0.403518162355966,0.17495988853462696,0.5973761785869519,0.551008106386503,-0.5662787821066663,0.551008106386503,0.1478642789082357,-0.1478642789082356,-0.10383283316717025,0.1259611418749277,-0.9885681497058161,1.0,0.25093968133062844,0.3563255757407936,
delayed_mfe_after_30,0.5628151536294748,0.45888266908472963,0.4497767664135213,0.5675877455516163,0.49457391856993727,0.24327980292925905,0.2324908598817914,-0.12470788236814673,0.14252025005704833,0.578031694991816,0.48673664917946885,0.14252025005704833,0.5511694428289768,0.5599287098367176,0.5599287098367176,0.3688702266905331,0.20883029253951851,0.13663406754499044,0.2840118388661991,0.12330148090775071,0.0328266947065268,-0.11068848214597764,-0.0030880807037806106,-0.04977641467428316,-0.18949905880872883,-0.18949905880872883,-0.11179536878724049,-0.0002421393285522198,0.10297322519661227,-0.03455750476618579,-0.03455750476618579,-0.054744128391376934,-0.04284562077903375,0.09250157897824897,-0.010537945538012194,0.03276191322470503,0.049523366296114875,-0.06535001347300219,-0.010537945538012194,0.20187088818416074,0.35635337910957515,0.6309330439084415,-0.05924754837097639,0.6309330439084415,0.08296246852781275,-0.08296246852781278,-0.022739756120771674,0.07607687952441756,-0.24749797727688994,0.25093968133062844,1.0,0.4472784467050679,
delayed_mae_after_30,-0.3591489448786428,0.5393678729126548,0.5330561259527704,0.35870174052240666,0.36529918845635045,0.513527999900534,0.4176188965920622,0.18089452525943728,0.26147075526334623,-0.2904025248778162,-0.2520047217905781,0.26147075526334623,-0.32724657082668923,-0.3203335614319342,-0.3203335614319342,-0.14348661405318391,-0.07751000727361117,-0.1784646831886639,0.005307082644477012,-0.1871658457151677,0.09968875979168175,-0.04202632209596171,0.07894302060873115,0.029802481742061362,-0.013600095808921358,-0.013600095808921358,-0.0015289762788933865,0.12370096069896565,0.09677579866655509,0.03325310326442316,0.03325310326442316,-0.00045932877122535696,-0.12631461943868663,0.11132517817063303,0.19228791825171432,0.11929196298989866,0.006432182825466567,-0.046112645297159936,0.19228791825171432,-0.0750055932747946,0.3753908229236179,0.13074378654750568,-0.6644618073109443,0.13074378654750568,0.1555668200098536,-0.1555668200098536,-0.025840880793002407,0.11001809629015155,-0.3596116466118279,0.3563255757407936,0.4472784467050679,1.0,
delayed_major_move_flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
