event_id,symbol,timeframe,timestamp,direction,matched_group_id,event_type,horizon,signed_close_return_pct,signed_close_return_atr,mfe_pct,mfe_atr,mae_pct,mae_atr,final_direction,efficiency_ratio,signed_efficiency,total_path_pct,total_path_atr,net_to_path_ratio,return_sign_changes,swing_direction_changes,number_of_local_pivots,high_low_range_pct,high_low_range_atr,range_expansion_vs_pre_event,range_expansion_vs_pre10,range_expansion_vs_pre60,realized_volatility,realized_volatility_ratio,realized_volatility_ratio_pre10,realized_volatility_ratio_pre60,rolling_range_contraction,atr_decay,realized_volatility_decay,inside_bar_fraction,overlap_ratio,body_range_ratio,mean_body_to_range,median_body_to_range,upper_wick_fraction,lower_wick_fraction,directional_body_fraction,large_body_fraction,doji_fraction,outside_bar_fraction,fraction_bars_in_event_direction,longest_same_direction_run,close_above_or_below_event_price_fraction,time_to_mfe,time_to_mae,time_to_new_extreme,initial_move_in_expected_direction,initial_move_against_expected_direction,bars_until_first_favorable_break,bars_until_first_adverse_break,mfe_before_mae,mae_before_mfe,delayed_mfe_after_30,delayed_mae_after_30,delayed_major_move_flag
F006,ADAUSDT,4H,2025-05-11 12:00,SHORT,M02,MATCHED_NON_MAJOR,10,-0.0022793465873116674,-0.06314206965672849,0.023553248068886857,0.6524680531195174,-0.0952260352032418,-2.637935354547735,AGAINST_EVENT_DIRECTION,0.01371951219512218,-0.01371951219512218,0.16613904014182543,4.602355299423689,-0.01371951219512218,6,5,5,0.11877928327212865,3.290403407667252,0.45622568093385213,1.2166018158236065,0.45622568093385213,0.021826721526759536,1.048196659799159,0.9831235721531744,1.2030879762887032,1.5061818181818203,1.5061818181818203,2.4469344617351396,0.3333333333333333,0.5913458438124716,0.3876185294287913,0.3876185294287913,0.3318584720143203,0.32166944228297617,0.2907120282882325,0.5,0.2,0.2,0.2222222222222222,0.5,3,0.1,10,6,10,0,1,1,1,0,1,0.0,-0.0,0
F006,ADAUSDT,4H,2025-05-11 12:00,SHORT,M02,MATCHED_NON_MAJOR,20,-0.010890211472711223,-0.30167877724881176,0.023553248068886857,0.6524680531195174,-0.0952260352032418,-2.637935354547735,AGAINST_EVENT_DIRECTION,0.03815439219165955,-0.03815439219165955,0.28542484487780134,7.906790278125775,-0.03815439219165955,9,8,8,0.11877928327212865,3.290403407667252,0.45622568093385213,1.2166018158236065,0.45622568093385213,0.0186377568908977,0.8950512561053465,0.8394855869232374,1.0273123791376797,0.650319210679048,0.650319210679048,0.676773381006572,0.3157894736842105,0.6045181531285572,0.3925724203939622,0.3925724203939622,0.3857754692910531,0.26867213694953007,0.33875544265650775,0.55,0.15,0.1,0.15789473684210525,0.55,4,0.05,10,6,10,0,1,1,1,0,1,0.0,-0.0,0
F006,ADAUSDT,4H,2025-05-11 12:00,SHORT,M02,MATCHED_NON_MAJOR,30,0.014182600987716839,0.3928839889751939,0.05774344687856145,1.599599097970433,-0.0952260352032418,-2.637935354547735,EVENT_DIRECTION,0.0372093023255814,0.0372093023255814,0.38115740154489,10.558757203708332,0.0372093023255814,15,14,14,0.15296948208180325,4.237534452518168,0.5875486381322957,1.56679636835279,0.5875486381322957,0.017178495231682155,0.8249723303680371,0.7737572303601459,0.9468779376065072,0.8255865427180175,0.8255865427180175,0.583613834678572,0.2413793103448276,0.6108063814843305,0.35587542234424246,0.35587542234424246,0.27322447553610835,0.2807001956323145,0.3634243820234429,0.5666666666666667,0.16666666666666666,0.13333333333333333,0.13793103448275862,0.5666666666666667,6,0.3333333333333333,24,6,24,0,1,1,1,0,1,0.0,-0.0,0
F006,ADAUSDT,4H,2025-05-11 12:00,SHORT,M02,MATCHED_NON_MAJOR,60,0.03140433075851581,0.8699574041593565,0.10168418386729129,2.8168378852417923,-0.0952260352032418,-2.637935354547735,EVENT_DIRECTION,0.03987138263665588,0.03987138263665588,0.7876408762821318,21.81909295915809,0.03987138263665588,28,27,27,0.19691021907053308,5.454773239789527,0.7563229571984434,2.0168612191958504,0.7563229571984434,0.01830718439900689,0.8791759914030128,0.8245958743896886,1.0090912372315057,0.7492725509214355,0.7492725509214355,1.127581451875063,0.1864406779661017,0.593408297425439,0.4042483463542765,0.4042483463542765,0.3654916512059404,0.25909492113003935,0.3366567325156842,0.5,0.25,0.11666666666666667,0.0847457627118644,0.5,6,0.6666666666666666,46,6,46,0,1,1,1,0,1,0.10168418386729129,0.008990755983284787,0
F007,ADAUSDT,4H,2024-10-06 04:00,LONG,M03,MATCHED_NON_MAJOR,10,0.0057323015190599074,0.38834951456310746,0.055316709658928175,3.7475728155339914,-0.004299226139294931,-0.2912621359223306,EVENT_DIRECTION,0.0625,0.0625,0.09171682430495852,6.213592233009719,0.0625,3,3,3,0.05961593579822311,4.038834951456322,0.3823529411764713,1.9259259259259338,0.24644549763033213,0.011084957876007934,0.6726876480594045,1.3101032222620346,0.7853697474083073,1.3547400611620777,1.3547400611620777,0.8599240673281727,0.1111111111111111,0.6031746031746028,0.4290294623538249,0.4290294623538249,0.45405604719764264,0.29474606210245374,0.2762244755437214,0.6,0.4,0.2,0.0,0.6,5,1.0,5,1,5,1,0,1,1,0,1,0.0,-0.0,0
F007,ADAUSDT,4H,2024-10-06 04:00,LONG,M03,MATCHED_NON_MAJOR,20,-0.01605044425336771,-1.0873786407766988,0.055316709658928175,3.7475728155339914,-0.033533963886500394,-2.271844660194174,AGAINST_EVENT_DIRECTION,0.10810810810810796,-0.10810810810810796,0.14846660934365152,10.058252427184478,-0.10810810810810796,8,8,8,0.08885067354542857,6.019417475728166,0.569852941176471,2.870370370370379,0.3672985781990523,0.009800300311656466,0.5947285538353559,1.1582727838078768,0.6943517031264617,0.7675324675324677,0.7675324675324677,0.7291614455214626,0.21052631578947367,0.6318883174136662,0.3595007154141503,0.3595007154141503,0.30634278002698756,0.3057328844609575,0.33476640012489234,0.5,0.3,0.25,0.05263157894736842,0.5,5,0.65,5,20,5,1,0,1,1,1,0,0.0,-0.0,0
F007,ADAUSDT,4H,2024-10-06 04:00,LONG,M03,MATCHED_NON_MAJOR,30,-0.012611063341931829,-0.8543689320388386,0.055316709658928175,3.7475728155339914,-0.051304098595586045,-3.4757281553398034,AGAINST_EVENT_DIRECTION,0.061971830985915695,-0.061971830985915695,0.20349670392662658,13.786407766990305,-0.061971830985915695,14,14,14,0.10662080825451423,7.223300970873795,0.6838235294117648,3.444444444444453,0.4407582938388625,0.008901380157314684,0.5401778292244709,1.0520316772621858,0.6306631711128524,0.7081468218442253,0.7081468218442253,0.5031691892547404,0.20689655172413793,0.6392322706571243,0.3669391777309195,0.3669391777309195,0.31944444444444775,0.26089369248924493,0.3721671297798356,0.5,0.3333333333333333,0.23333333333333334,0.034482758620689655,0.5,5,0.43333333333333335,5,27,5,1,0,1,1,1,0,0.0,-0.0,0
F007,ADAUSDT,4H,2024-10-06 04:00,LONG,M03,MATCHED_NON_MAJOR,60,0.009458297506448912,0.6407766990291316,0.06334193178561195,4.291262135922335,-0.051304098595586045,-3.4757281553398034,EVENT_DIRECTION,0.022711631108052455,0.022711631108052455,0.4164517053597024,28.213592233009763,0.022711631108052455,25,24,24,0.114646030381198,7.766990291262139,0.7352941176470584,3.70370370370371,0.4739336492890991,0.009158992776643332,0.5558109808291046,1.0824782632080199,0.6489150363914055,1.0382599580712781,1.0382599580712781,1.053035011182316,0.23728813559322035,0.6066654754174092,0.37346665917857685,0.37346665917857685,0.3680555555555586,0.2942883521355074,0.3322449886859157,0.55,0.3,0.21666666666666667,0.1016949152542373,0.55,6,0.65,56,27,56,1,0,1,1,0,1,0.06334193178561195,-0.02006305531670968,0
F008,ADAUSDT,4H,2024-08-28 08:00,LONG,M03,MATCHED_NON_MAJOR,10,-0.005592841163310812,-0.22082018927444227,0.0274049217002238,1.0820189274447995,-0.048378076062639774,-1.9100946372239749,AGAINST_EVENT_DIRECTION,0.05076142131979568,-0.05076142131979568,0.11017897091722578,4.350157728706622,-0.05076142131979568,6,5,5,0.07578299776286358,2.9921135646687747,0.4531772575250841,0.8287461773700322,0.36720867208672114,0.013295625596658247,1.1265783421293831,0.9935326063608589,0.9118482771465942,0.9099999999999989,0.9099999999999989,1.3007785509450098,0.2222222222222222,0.5642815590459567,0.4451577787603469,0.4451577787603469,0.5577898550724649,0.2943878886671589,0.2604543325724943,0.6,0.3,0.1,0.0,0.6,4,0.4,7,2,7,0,1,1,1,0,1,0.0,-0.0,0
F008,ADAUSDT,4H,2024-08-28 08:00,LONG,M03,MATCHED_NON_MAJOR,20,-0.03104026845637584,-1.2255520504731874,0.0274049217002238,1.0820189274447995,-0.05900447427293052,-2.3296529968454234,AGAINST_EVENT_DIRECTION,0.16542473919523112,-0.16542473919523112,0.1876398210290826,7.40851735015773,-0.16542473919523112,8,7,7,0.08640939597315432,3.4116719242902227,0.5167224080267558,0.9449541284403679,0.4186991869918698,0.012862861033438974,1.0899088991897101,0.9611937215667555,0.8821681678119287,0.6450261780104691,0.6450261780104691,0.9274396279258699,0.2631578947368421,0.5661831217126194,0.3975139903278163,0.3975139903278163,0.45422222222222997,0.33395673783129914,0.2685292718408846,0.6,0.2,0.15,0.10526315789473684,0.6,6,0.2,7,14,7,0,1,1,1,1,0,0.0,-0.0,0
F008,ADAUSDT,4H,2024-08-28 08:00,LONG,M03,MATCHED_NON_MAJOR,30,-0.06711409395973145,-2.6498422712933745,0.0274049217002238,1.0820189274447995,-0.09200223713646528,-3.632492113564671,AGAINST_EVENT_DIRECTION,0.24640657084188908,-0.24640657084188908,0.2723713646532435,10.753943217665613,-0.24640657084188908,11,10,10,0.11940715883668909,4.71451104100947,0.7140468227424756,1.3058103975535194,0.5785907859078595,0.012787149061483266,1.0834935961093763,0.9555360477489262,0.876975645603381,0.6507142857142855,0.6507142857142855,0.7181508511011957,0.20689655172413793,0.5743147465644065,0.38790072773459666,0.38790072773459666,0.4305555555555626,0.28716758471657616,0.32493168754882695,0.4666666666666667,0.2,0.2,0.10344827586206896,0.4666666666666667,6,0.13333333333333333,7,29,7,0,1,1,1,1,0,0.0,-0.0,0
F008,ADAUSDT,4H,2024-08-28 08:00,LONG,M03,MATCHED_NON_MAJOR,60,-0.095917225950783,-3.7870662460567863,0.0274049217002238,1.0820189274447995,-0.15296420581655473,-6.039432176656155,AGAINST_EVENT_DIRECTION,0.16789035731766996,-0.16789035731766996,0.5713087248322152,22.5567823343849,-0.16789035731766996,29,28,28,0.18036912751677855,7.121451104100955,1.0785953177257532,1.9724770642201865,0.8739837398373986,0.012911314198850738,1.0940144816133177,0.9648144462455615,0.8854912107993999,1.027693639117266,1.027693639117266,1.0169034877099579,0.1864406779661017,0.5603420213112258,0.4264790121593368,0.4264790121593368,0.4723846153846161,0.26677923099534256,0.3067417568453206,0.45,0.25,0.15,0.11864406779661017,0.45,6,0.06666666666666667,7,57,7,0,1,1,1,1,0,-0.049776286353467515,-0.15296420581655473,0
F009,ADAUSDT,4H,2023-08-04 08:00,LONG,M03,MATCHED_NON_MAJOR,10,0.007169682485489897,0.4966216216216196,0.013997951519289835,0.9695945945945932,-0.009900990099009948,-0.6858108108108143,EVENT_DIRECTION,0.16030534351144968,0.16030534351144968,0.044725162171389554,3.097972972972974,0.16030534351144968,6,5,5,0.023898941618299783,1.6554054054054075,0.23026315789473717,0.46357615894039766,0.23026315789473717,0.0053472399272445235,0.6052408821534652,0.8864377456824009,0.7286984245964184,0.6551724137931001,0.6551724137931001,0.32933343979431295,0.3333333333333333,0.74404761904762,0.4004310448555296,0.4004310448555296,0.442307692307697,0.25049148555898804,0.34907746958548236,0.6,0.2,0.1,0.2222222222222222,0.6,3,0.5,2,3,2,1,0,1,1,1,0,0.0,-0.0,0
F009,ADAUSDT,4H,2023-08-04 08:00,LONG,M03,MATCHED_NON_MAJOR,20,-0.013656538067599876,-0.9459459459459472,0.013997951519289835,0.9695945945945932,-0.03994537384772956,-2.7668918918918903,AGAINST_EVENT_DIRECTION,0.1449275362318838,-0.1449275362318838,0.0942301126664393,6.527027027027046,-0.1449275362318838,13,12,12,0.053943325367019394,3.7364864864864833,0.5197368421052628,1.0463576158940382,0.5197368421052628,0.006007078420316054,0.6799263716881045,0.9958223542414201,0.8186183228862771,1.2291666666666685,1.2291666666666685,1.1778403038560208,0.2631578947368421,0.6225844986297508,0.37569926395043096,0.37569926395043096,0.39230769230770934,0.2792315885101339,0.3450691475394351,0.55,0.15,0.1,0.21052631578947367,0.55,3,0.45,2,20,2,1,0,1,1,1,0,0.0,-0.0,0
F009,ADAUSDT,4H,2023-08-04 08:00,LONG,M03,MATCHED_NON_MAJOR,30,0.019119153294639788,1.3243243243243235,0.033117104813929626,2.2939189189189166,-0.03994537384772956,-2.7668918918918903,EVENT_DIRECTION,0.1302325581395348,0.1302325581395348,0.14680778422669846,10.16891891891892,0.1302325581395348,19,17,17,0.07306247866165919,5.060810810810807,0.7039473684210522,1.4172185430463557,0.7039473684210522,0.006170781847960039,0.6984555583913179,1.0229602607755661,0.8409271086240206,1.3459119496855365,1.3459119496855365,1.2137874763940857,0.20689655172413793,0.615697513173708,0.38648462869272315,0.38648462869272315,0.39230769230770934,0.2996130236035979,0.31390234770367886,0.5666666666666667,0.2,0.1,0.1724137931034483,0.5666666666666667,3,0.5333333333333333,27,20,27,1,0,1,1,0,1,0.0,-0.0,0
F009,ADAUSDT,4H,2023-08-04 08:00,LONG,M03,MATCHED_NON_MAJOR,60,-0.008876749743939882,-0.614864864864863,0.033117104813929626,2.2939189189189166,-0.03994537384772956,-2.7668918918918903,AGAINST_EVENT_DIRECTION,0.037356321839080366,-0.037356321839080366,0.23762376237623742,16.459459459459453,-0.037356321839080366,33,31,31,0.07306247866165919,5.060810810810807,0.7039473684210522,1.4172185430463557,0.7039473684210522,0.005448192678818659,0.6166674747975015,0.9031731700776788,0.7424558231855358,0.6648793565683659,0.6648793565683659,0.725757346262369,0.22033898305084745,0.6037282676928958,0.3506936699818752,0.3506936699818752,0.30952380952380437,0.3226998166738107,0.32660651334431406,0.5,0.18333333333333332,0.11666666666666667,0.1864406779661017,0.5,3,0.6,27,20,27,1,0,1,1,0,1,0.03209286445885975,-0.022874701263229717,0
F010,ADAUSDT,4H,2024-10-07 16:00,SHORT,M04,MATCHED_NON_MAJOR,10,0.039248668348752486,2.116630669546439,0.045416316232127815,2.449244060475162,-0.0014017381553125888,-0.0755939524838014,EVENT_DIRECTION,0.56,0.56,0.07008690776562944,3.77969762419007,0.56,4,3,3,0.046818054387440404,2.524838012958963,0.4538043478260861,0.8028846153846134,0.2211920529801323,0.00896986567709771,0.9075333747442451,0.9119774952647024,0.6364018220192404,0.690340909090906,0.690340909090906,0.1860238464138125,0.3333333333333333,0.6816059757236224,0.35885459758245736,0.35885459758245736,0.279807692307689,0.3093018664438743,0.3318435359736684,0.7,0.3,0.2,0.1111111111111111,0.7,4,1.0,6,1,6,1,0,1,1,0,1,0.0,-0.0,0
F010,ADAUSDT,4H,2024-10-07 16:00,SHORT,M04,MATCHED_NON_MAJOR,20,0.04485562097000284,2.4190064794816446,0.072049341183067,3.8855291576673885,-0.0014017381553125888,-0.0755939524838014,EVENT_DIRECTION,0.3902439024390244,0.3902439024390244,0.11494252873563228,6.198704103671714,0.3902439024390244,11,10,10,0.07345107933837959,3.9611231101511897,0.7119565217391294,1.2596153846153821,0.34701986754966885,0.007701670163935071,0.7792226736336801,0.7830384666064476,0.5464247850928114,0.9394957983193278,0.9394957983193278,0.6349548924725434,0.2631578947368421,0.6786463559244734,0.34235731225562527,0.34235731225562527,0.254273504273504,0.2354364342363126,0.42220625350806207,0.6,0.3,0.25,0.05263157894736842,0.6,4,1.0,18,1,18,1,0,1,1,0,1,0.0,-0.0,0
F010,ADAUSDT,4H,2024-10-07 16:00,SHORT,M04,MATCHED_NON_MAJOR,30,0.012615643397813299,0.6803455723542126,0.072049341183067,3.8855291576673885,-0.0014017381553125888,-0.0755939524838014,EVENT_DIRECTION,0.07462686567164176,0.07462686567164176,0.16904962153069827,9.116630669546451,0.07462686567164176,14,12,12,0.07345107933837959,3.9611231101511897,0.7119565217391294,1.2596153846153821,0.34701986754966885,0.007612933481251739,0.770244668388314,0.7740164967659997,0.5401290178458388,0.8061573546180145,0.8061573546180145,0.7155316610937649,0.27586206896551724,0.6472048066875653,0.3657123970268192,0.3657123970268192,0.3680555555555586,0.29035684651299803,0.34393075646018284,0.5,0.3,0.23333333333333334,0.06896551724137931,0.5,4,1.0,18,1,18,1,0,1,1,0,1,0.0,-0.0,0
F010,ADAUSDT,4H,2024-10-07 16:00,SHORT,M04,MATCHED_NON_MAJOR,60,0.03840762545556487,2.0712742980561547,0.072049341183067,3.8855291576673885,-0.04008971124193995,-2.161987041036715,EVENT_DIRECTION,0.08855850032320607,0.08855850032320607,0.4336977852537149,23.38876889848815,0.08855850032320607,28,26,26,0.11213905242500695,6.047516198704103,1.0869565217391284,1.9230769230769185,0.529801324503311,0.009631253189637205,0.9744497883089663,0.9792215933145945,0.6833265177942943,1.4128787878787883,1.4128787878787883,1.4830680913871641,0.23728813559322035,0.619961152648804,0.3927795439061106,0.3927795439061106,0.3798076923076912,0.2842469831046724,0.32297347298921714,0.48333333333333334,0.3333333333333333,0.2,0.11864406779661017,0.48333333333333334,4,0.85,18,47,18,1,0,1,1,1,0,0.04962153069806558,-0.04008971124193995,0
F011,ADAUSDT,4H,2024-08-26 04:00,SHORT,M04,MATCHED_NON_MAJOR,10,0.07110639426903685,3.285464098073553,0.09392411780313077,4.339754816112081,-0.011674184133722365,-0.5394045534150562,EVENT_DIRECTION,0.7790697674418617,0.7790697674418617,0.09127089413637551,4.217162872154106,0.7790697674418617,4,4,4,0.10559830193685313,4.879159369527137,0.755218216318785,1.6446280991735516,0.49135802469135725,0.011982872315804315,0.7622099494088296,1.0479224234135058,0.8543581648398915,1.5630498533724413,1.5630498533724413,2.5850632576425,0.1111111111111111,0.5275870836511567,0.341559638506791,0.341559638506791,0.3591234347048331,0.392346002777954,0.2660943587152551,0.7,0.1,0.1,0.1111111111111111,0.7,4,1.0,10,1,10,1,0,1,1,0,1,0.0,-0.0,0
F011,ADAUSDT,4H,2024-08-26 04:00,SHORT,M04,MATCHED_NON_MAJOR,20,0.03316529583443887,1.532399299474607,0.09710798620323699,4.486865148861647,-0.011674184133722365,-0.5394045534150562,EVENT_DIRECTION,0.16425755584756938,0.16425755584756938,0.20191032104006337,9.329246935201384,0.16425755584756938,11,11,11,0.10878217033695935,5.0262697022767036,0.7779886148007591,1.694214876033057,0.5061728395061725,0.014128036756463935,0.8986601790947695,1.2355206769901248,1.0073046960638392,1.0858123569794065,1.0858123569794065,1.1528465843844753,0.15789473684210525,0.6109074111499262,0.40303772643935976,0.40303772643935976,0.38753904894134317,0.33618006756006796,0.26078220600057234,0.5,0.25,0.1,0.10526315789473684,0.5,4,1.0,15,1,15,1,0,1,1,0,1,0.0,-0.0,0
F011,ADAUSDT,4H,2024-08-26 04:00,SHORT,M04,MATCHED_NON_MAJOR,30,0.07800477580260025,3.604203152364277,0.10719023613690631,4.952714535901924,-0.011674184133722365,-0.5394045534150562,EVENT_DIRECTION,0.2534482758620697,0.2534482758620697,0.307773945343592,14.220665499124317,0.2534482758620697,15,15,15,0.11886442027062868,5.49211908931698,0.8500948766603411,1.8512396694214857,0.5530864197530857,0.014509522561238435,0.9229258366344777,1.2688822549575283,1.034503977128509,0.8131868131868133,0.8131868131868133,0.9514070820945066,0.20689655172413793,0.5909090909090904,0.39853722439832834,0.39853722439832834,0.42371475953566623,0.3513493151994252,0.25011346040224647,0.5,0.23333333333333334,0.1,0.13793103448275862,0.5,4,1.0,27,1,27,1,0,1,1,0,1,0.0,-0.0,0
F011,ADAUSDT,4H,2024-08-26 04:00,SHORT,M04,MATCHED_NON_MAJOR,60,0.1408861767046963,6.509632224168128,0.19182807110639435,8.863397548161123,-0.011674184133722365,-0.5394045534150562,EVENT_DIRECTION,0.24709167054443945,0.24709167054443945,0.5701777659856725,26.345008756567417,0.24709167054443945,31,31,31,0.2035022552401167,9.402802101576178,1.4554079696394693,3.1694214876033056,0.9469135802469133,0.013696985684988646,0.8712417599776374,1.1978245327326573,0.9765714968214356,0.8174242424242429,0.8174242424242429,0.8843164410231885,0.1864406779661017,0.6044891586183504,0.4170529997006863,0.4170529997006863,0.4305555555555626,0.2853587511267127,0.2975882491726009,0.5833333333333334,0.25,0.13333333333333333,0.11864406779661017,0.5833333333333334,8,1.0,53,1,53,1,0,1,1,0,1,0.19182807110639435,0.073228973202441,0
F012,ADAUSDT,4H,2024-09-29 04:00,SHORT,M04,MATCHED_NON_MAJOR,10,0.05328596802841923,3.052959501557633,0.0601370210606445,3.4454828660436116,-0.025628013194620648,-1.4683281412253364,EVENT_DIRECTION,0.483870967741936,0.483870967741936,0.11012433392539962,6.3094496365524355,0.483870967741936,5,5,5,0.08576503425526515,4.913811007268948,0.6079136690647483,1.942528735632187,0.4611186903137791,0.01133594275421514,0.8925773441314959,1.544307573418158,1.0580619914458305,1.032171581769435,1.032171581769435,0.7126458940746244,0.1111111111111111,0.4939900322486081,0.5512384832647624,0.5512384832647624,0.5784825371336833,0.1861709291521377,0.2625905875830999,0.5,0.5,0.0,0.1111111111111111,0.5,2,0.6,10,3,10,0,1,1,1,0,1,0.0,-0.0,0
F012,ADAUSDT,4H,2024-09-29 04:00,SHORT,M04,MATCHED_NON_MAJOR,20,0.10733316417153008,6.149532710280371,0.1324536919563563,7.588785046728971,-0.025628013194620648,-1.4683281412253364,EVENT_DIRECTION,0.38914443422263106,0.38914443422263106,0.2758183202232936,15.802699896157833,0.38914443422263106,10,10,10,0.15808170515097697,9.057113187954307,1.120503597122303,3.58045977011495,0.8499317871759896,0.017877768080012964,1.407672136128534,2.4355074156943335,1.6686558239994287,1.6490765171503952,1.6490765171503952,1.9935498018293385,0.15789473684210525,0.5001048437827641,0.5008223038309627,0.5008223038309627,0.5352164343360238,0.15657669689857256,0.34260099927046483,0.5,0.4,0.05,0.05263157894736842,0.5,3,0.8,15,3,15,0,1,1,1,0,1,0.0,-0.0,0
F012,ADAUSDT,4H,2024-09-29 04:00,SHORT,M04,MATCHED_NON_MAJOR,30,0.11266176097437197,6.4548286604361325,0.15909667597056593,9.115264797507788,-0.025628013194620648,-1.4683281412253364,EVENT_DIRECTION,0.290956749672346,0.290956749672346,0.38721136767317926,22.184839044652108,0.290956749672346,14,14,14,0.18472468916518658,10.583592938733124,1.3093525179856125,4.18390804597702,0.9931787175989093,0.01743224025504311,1.3725918564049613,2.3748126848556805,1.6270716286702092,0.9395929087327642,0.9395929087327642,0.901688631104933,0.20689655172413793,0.5470081479233305,0.4908670955314781,0.4908670955314781,0.5144346431435451,0.16852206585453985,0.340610838613982,0.4666666666666667,0.4,0.1,0.06896551724137931,0.4666666666666667,3,0.8666666666666667,25,3,25,0,1,1,1,0,1,0.0,-0.0,0
F012,ADAUSDT,4H,2024-09-29 04:00,SHORT,M04,MATCHED_NON_MAJOR,60,0.12661760974371986,7.254413291796465,0.15909667597056593,9.115264797507788,-0.025628013194620648,-1.4683281412253364,EVENT_DIRECTION,0.21857205431449847,0.21857205431449847,0.5792945952803857,33.190031152647954,0.21857205431449847,29,29,29,0.18472468916518658,10.583592938733124,1.3093525179856125,4.18390804597702,0.9931787175989093,0.014108110708482436,1.1108542324111477,1.921962970890083,1.3168076123359607,0.6299932295192952,0.6299932295192952,0.5400260560963369,0.2033898305084746,0.5850361687523102,0.4444237387736994,0.4444237387736994,0.48192640692640537,0.2324684786807697,0.32310778254553096,0.5,0.36666666666666664,0.18333333333333332,0.0847457627118644,0.5,4,0.9333333333333333,25,3,25,0,1,1,1,0,1,0.1360060898249175,0.06571936056838361,0
F013,ADAUSDT,4H,2025-05-30 08:00,LONG,M05,MATCHED_NON_MAJOR,10,-0.04360711261642681,-1.6336858006042307,0.008890770533446193,0.3330815709969772,-0.07705334462320065,-2.886706948640481,AGAINST_EVENT_DIRECTION,0.28426862925483043,-0.28426862925483043,0.15340107253739754,5.746978851963738,-0.28426862925483043,6,5,5,0.08594411515664685,3.2197885196374583,0.6444444444444445,0.7363966142684396,0.3818181818181816,0.019049308560579084,1.5410667787569572,1.3119911833098925,1.364627274578467,0.570312500000001,0.570312500000001,0.6376491641543931,0.1111111111111111,0.5638474295190719,0.4951619039988836,0.4951619039988836,0.5025302283922974,0.258278303937511,0.24655979206360543,0.4,0.4,0.0,0.1111111111111111,0.4,2,0.1,2,5,2,0,1,1,1,1,0,0.0,-0.0,0
F013,ADAUSDT,4H,2025-05-30 08:00,LONG,M05,MATCHED_NON_MAJOR,20,-0.0502399096810612,-1.8821752265861,0.008890770533446193,0.3330815709969772,-0.07747671464860297,-2.9025679758308174,AGAINST_EVENT_DIRECTION,0.20181405895691615,-0.20181405895691615,0.2489415749364942,9.326283987915392,-0.20181405895691615,12,11,11,0.08636748518204916,3.2356495468277946,0.6476190476190485,0.7400241837968565,0.38369905956112876,0.015820684168398037,1.2798748422595343,1.0896247534056238,1.1333396721477336,0.7144278606965184,0.7144278606965184,0.6010746865801246,0.15789473684210525,0.5950453615175494,0.4707286458192185,0.4707286458192185,0.5047770700636938,0.2724588050241923,0.2568125491565892,0.45,0.35,0.0,0.10526315789473684,0.45,3,0.05,2,12,2,0,1,1,1,1,0,0.0,-0.0,0
F013,ADAUSDT,4H,2025-05-30 08:00,LONG,M05,MATCHED_NON_MAJOR,30,-0.022579734688117435,-0.8459214501510577,0.008890770533446193,0.3330815709969772,-0.07747671464860297,-2.9025679758308174,AGAINST_EVENT_DIRECTION,0.0709849157054128,-0.0709849157054128,0.3180920124188535,11.916918429002994,-0.0709849157054128,18,17,17,0.08636748518204916,3.2356495468277946,0.6476190476190485,0.7400241837968565,0.38369905956112876,0.014362088264951606,1.161876139929524,0.9891662533373426,1.0288508532438043,0.703136136849608,0.703136136849608,0.6221782913511104,0.20689655172413793,0.5777431434941664,0.41716324457307175,0.41716324457307175,0.37857719287354696,0.2924945775217433,0.29034217790518485,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.10344827586206896,0.4666666666666667,3,0.03333333333333333,2,12,2,0,1,1,1,1,0,0.0,-0.0,0
F013,ADAUSDT,4H,2025-05-30 08:00,LONG,M05,MATCHED_NON_MAJOR,60,-0.046711826136042925,-1.75,0.008890770533446193,0.3330815709969772,-0.12743437764606272,-4.77416918429003,AGAINST_EVENT_DIRECTION,0.07470097043556771,-0.07470097043556771,0.6253175275190509,23.42673716012081,-0.07470097043556771,29,28,28,0.13632514817950891,5.107250755287008,1.0222222222222233,1.1680773881499398,0.6056426332288404,0.01449460050075994,1.1725962247942119,0.9982928252813235,1.0383435763326432,0.8424356559949783,0.8424356559949783,1.0183640097004811,0.13559322033898305,0.5182340542257385,0.4498075132486126,0.4498075132486126,0.4439095387371278,0.26941418530790423,0.2807783014434832,0.48333333333333334,0.3,0.06666666666666667,0.0847457627118644,0.48333333333333334,4,0.016666666666666666,2,39,2,0,1,1,1,1,0,-0.021450747953711533,-0.12743437764606272,0
F014,ADAUSDT,4H,2025-05-27 04:00,LONG,M05,MATCHED_NON_MAJOR,10,-0.02237048665620095,-1.084730403262348,0.013997906855049768,0.6787494336203022,-0.042778649921507005,-2.074309016764837,AGAINST_EVENT_DIRECTION,0.2352132049518574,-0.2352132049518574,0.09510727367870209,4.6116900770276334,-0.2352132049518574,4,3,3,0.05677655677655677,2.753058450385139,0.37937062937062915,0.9414316702819971,0.3280423280423281,0.011496044684641304,0.7463679434493544,0.9963890230651835,0.6604805449218828,1.290880503144655,1.290880503144655,3.3670718563985265,0.1111111111111111,0.6832913902234423,0.49288989715634457,0.49288989715634457,0.46541702993315587,0.2848077817004541,0.22230232114320128,0.3,0.3,0.1,0.2222222222222222,0.3,1,0.2,2,10,2,1,0,1,1,1,0,0.0,-0.0,0
