event_id,symbol,timeframe,timestamp,direction,matched_group_id,event_type,horizon,signed_close_return_pct,signed_close_return_atr,mfe_pct,mfe_atr,mae_pct,mae_atr,final_direction,efficiency_ratio,signed_efficiency,total_path_pct,total_path_atr,net_to_path_ratio,return_sign_changes,swing_direction_changes,number_of_local_pivots,high_low_range_pct,high_low_range_atr,range_expansion_vs_pre_event,range_expansion_vs_pre10,range_expansion_vs_pre60,realized_volatility,realized_volatility_ratio,realized_volatility_ratio_pre10,realized_volatility_ratio_pre60,rolling_range_contraction,atr_decay,realized_volatility_decay,inside_bar_fraction,overlap_ratio,body_range_ratio,mean_body_to_range,median_body_to_range,upper_wick_fraction,lower_wick_fraction,directional_body_fraction,large_body_fraction,doji_fraction,outside_bar_fraction,fraction_bars_in_event_direction,longest_same_direction_run,close_above_or_below_event_price_fraction,time_to_mfe,time_to_mae,time_to_new_extreme,initial_move_in_expected_direction,initial_move_against_expected_direction,bars_until_first_favorable_break,bars_until_first_adverse_break,mfe_before_mae,mae_before_mfe,delayed_mfe_after_30,delayed_mae_after_30,delayed_major_move_flag
F003,ADAUSDT,4H,2023-08-17 00:00,LONG,M01,MATCHED_NON_MAJOR,30,-0.053545586107091106,-2.9060308555399734,0.006512301013024689,0.35343618513324515,-0.1642547033285093,-8.91444600280506,AGAINST_EVENT_DIRECTION,0.17535545023696664,-0.17535545023696664,0.30535455861070904,16.572230014025273,-0.17535545023696664,17,16,16,0.170767004341534,9.267882187938305,1.5892255892255887,1.8294573643410819,1.2486772486772484,0.016654035308099488,2.564797635432982,1.925201059570698,2.699146217251805,0.5158798283261801,0.5158798283261801,0.4025787951507553,0.20689655172413793,0.4932245089233419,0.441511915453549,0.441511915453549,0.4823736780258442,0.2651184338862386,0.2933696506602123,0.5333333333333333,0.23333333333333334,0.1,0.1724137931034483,0.5333333333333333,3,0.03333333333333333,1,5,1,1,0,1,1,1,0,0.0,-0.0,0
F003,ADAUSDT,4H,2023-08-17 00:00,LONG,M01,MATCHED_NON_MAJOR,60,-0.056801736613603444,-3.082748948106596,0.006512301013024689,0.35343618513324515,-0.1642547033285093,-8.91444600280506,AGAINST_EVENT_DIRECTION,0.1192103264996205,-0.1192103264996205,0.4764833574529659,25.85974754558205,-0.1192103264996205,32,30,30,0.170767004341534,9.267882187938305,1.5892255892255887,1.8294573643410819,1.2486772486772484,0.01320824812430031,2.0341306434568525,1.526869182966652,2.1406819609593355,0.6534541336353338,0.6534541336353338,0.5033159681835788,0.1864406779661017,0.5244950081263062,0.3975480136775229,0.3975480136775229,0.4330357142857107,0.29679999285265246,0.3056519934698246,0.4666666666666667,0.2,0.18333333333333332,0.1694915254237288,0.4666666666666667,3,0.016666666666666666,1,5,1,1,0,1,1,1,0,-0.018451519536903018,-0.09696092619392183,0
F004,ADAUSDT,4H,2025-05-13 00:00,SHORT,M02,MATCHED_NON_MAJOR,10,-0.035284994183792155,-0.8019303399076794,0.003360475636551695,0.07637431808644705,-0.08814786092800818,-2.0033571128829193,AGAINST_EVENT_DIRECTION,0.2497712717291855,-0.2497712717291855,0.14126922579811305,3.210658833403276,-0.2497712717291855,3,3,3,0.09150833656455987,2.079731430969366,0.3625192012288785,0.8271028037383173,0.3164953062136789,0.016061005476337577,0.825977570495214,1.1632027937099025,0.8745188784885988,1.1247771836007143,1.1247771836007143,0.6364620390193315,0.2222222222222222,0.6110178970917225,0.44263650419659817,0.44263650419659817,0.4047917974471651,0.22022028616153863,0.33714320964186323,0.5,0.2,0.0,0.1111111111111111,0.5,3,0.0,1,4,1,0,1,1,1,1,0,0.0,-0.0,0
F004,ADAUSDT,4H,2025-05-13 00:00,SHORT,M02,MATCHED_NON_MAJOR,20,-0.006333204084270265,-0.14393621485522173,0.03825772263151101,0.8694922366764606,-0.08814786092800818,-2.0033571128829193,AGAINST_EVENT_DIRECTION,0.026133333333332825,-0.026133333333332825,0.2423419930205506,5.507763323541756,-0.026133333333332825,8,8,8,0.12640558355951917,2.8728493495593797,0.5007680491551458,1.1425233644859811,0.4371926687527939,0.015191336887159644,0.7812526776805339,1.1002178869415251,0.827165579195778,1.05536912751678,1.05536912751678,0.8433978824629695,0.15789473684210525,0.6165413533834586,0.37341478519481214,0.37341478519481214,0.3242264647794626,0.2532057146947164,0.37337950011047144,0.55,0.2,0.05,0.10526315789473684,0.55,6,0.2,15,4,15,0,1,1,1,0,1,0.0,-0.0,0
F004,ADAUSDT,4H,2025-05-13 00:00,SHORT,M02,MATCHED_NON_MAJOR,30,0.04665891172289003,1.0604280318925734,0.061651803024428166,1.4011749895090249,-0.08814786092800818,-2.0033571128829193,EVENT_DIRECTION,0.12635631781589093,0.12635631781589093,0.3692645728318467,8.392362568191354,0.12635631781589093,13,13,13,0.14979966395243635,3.404532102391944,0.5934459805427547,1.3539719626168223,0.5181046043808673,0.015175628691534788,0.7804448442433186,1.0990802360602094,0.8263102707506643,0.891008174386921,0.891008174386921,0.8848197747725537,0.20689655172413793,0.6029514061413098,0.4047341218978234,0.4047341218978234,0.37458114528631914,0.2335478172785529,0.36171806082362373,0.6333333333333333,0.26666666666666666,0.06666666666666667,0.06896551724137931,0.6333333333333333,6,0.4,28,4,28,0,1,1,1,0,1,0.0,-0.0,0
F004,ADAUSDT,4H,2025-05-13 00:00,SHORT,M02,MATCHED_NON_MAJOR,60,-0.0831071474731807,-1.8887956357532503,0.08310714747318085,1.8887956357532536,-0.08814786092800818,-2.0033571128829193,AGAINST_EVENT_DIRECTION,0.10855985142664176,-0.10855985142664176,0.7655421998190511,17.398657154846834,-0.10855985142664176,26,26,26,0.171255008401189,3.892152748636173,0.6784434203789039,1.5478971962616814,0.5923111309789895,0.01735061574072024,0.8922990193378664,1.2566015703018738,0.9447379269632951,0.8920749279538897,0.8920749279538897,1.240286124142846,0.1864406779661017,0.5878184500644741,0.41440185224426457,0.41440185224426457,0.36865243708187007,0.25314162446724237,0.3324565232884931,0.45,0.26666666666666666,0.11666666666666667,0.0847457627118644,0.45,6,0.5833333333333334,37,4,37,0,1,1,1,0,1,0.08310714747318085,-0.08517513248028946,0
F005,ADAUSDT,4H,2025-05-11 20:00,SHORT,M02,MATCHED_NON_MAJOR,10,-0.0003725782414306594,-0.011188066062865052,0.0423497267759563,1.2717101758124683,-0.07414307004470935,-2.2264251465103895,AGAINST_EVENT_DIRECTION,0.0024489795918364726,-0.0024489795918364726,0.15213611525086887,4.568460309003718,-0.0024489795918364726,4,4,4,0.11649279682066566,3.4981353223228577,0.4830072090628217,1.3027777777777785,0.45622568093385213,0.02077471889790212,0.9773696809010939,0.9008956207082952,1.1206995170118055,0.6548628428927682,0.6548628428927682,2.2986640025323095,0.2222222222222222,0.6061214921974416,0.3845790180400507,0.3845790180400507,0.3857754692910531,0.31120657461468276,0.3042144073452665,0.4,0.2,0.2,0.1111111111111111,0.4,3,0.3,8,4,8,0,1,1,1,0,1,0.0,-0.0,0
F005,ADAUSDT,4H,2025-05-11 20:00,SHORT,M02,MATCHED_NON_MAJOR,20,0.047317436661698985,1.420884389984019,0.05042225534028823,1.51411827384124,-0.07414307004470935,-2.2264251465103895,EVENT_DIRECTION,0.16289012398460906,0.16289012398460906,0.2904868355688025,8.722962173681404,0.16289012398460906,7,7,7,0.12456532538499758,3.7405434203516297,0.516477857878476,1.3930555555555573,0.4878404669260703,0.019109545555734724,0.8990297550480658,0.8286853838790359,1.030871155459516,0.7383966244725745,0.7383966244725745,0.8144986653528639,0.2631578947368421,0.5890940944594496,0.40425573663281733,0.40425573663281733,0.3857754692910531,0.2690357815697246,0.3267084817974581,0.6,0.2,0.1,0.15789473684210525,0.6,6,0.35,20,4,20,0,1,1,1,0,1,0.0,-0.0,0
F005,ADAUSDT,4H,2025-05-11 20:00,SHORT,M02,MATCHED_NON_MAJOR,30,0.0582463984103329,1.7490676611614309,0.07588176850471938,2.2786361214704347,-0.07414307004470935,-2.2264251465103895,EVENT_DIRECTION,0.15711892797319968,0.15711892797319968,0.3707153502235465,11.13212573255194,0.15711892797319968,13,13,13,0.15002483854942872,4.505061267980824,0.6220391349124613,1.6777777777777791,0.5875486381322957,0.016877521202822314,0.794021694997262,0.7318936547232631,0.9104638167821139,0.7973092192324662,0.7973092192324662,0.6116335826564623,0.20689655172413793,0.6097215228439284,0.362116788076236,0.362116788076236,0.32237117720988706,0.26958203036092837,0.3683011815628357,0.6,0.2,0.13333333333333333,0.10344827586206896,0.6,6,0.5666666666666667,22,4,22,0,1,1,1,0,1,0.0,-0.0,0
F005,ADAUSDT,4H,2025-05-11 20:00,SHORT,M02,MATCHED_NON_MAJOR,60,0.04508196721311475,1.3537559936068202,0.118976651763537,3.572722429408633,-0.07414307004470935,-2.2264251465103895,EVENT_DIRECTION,0.0593622240392478,0.0593622240392478,0.7594386487829105,22.805007991475755,0.0593622240392478,28,28,28,0.19311972180824635,5.799147575919022,0.800720906282183,2.159722222222223,0.7563229571984434,0.018088905516376777,0.8510126129396884,0.784425331731232,0.9758123695971056,0.7901583016321023,0.7901583016321023,1.134199550932242,0.1864406779661017,0.5971474116176285,0.3986287524982186,0.3986287524982186,0.3654916512059404,0.263839820091136,0.3375314274106455,0.5,0.25,0.13333333333333333,0.0847457627118644,0.5,6,0.7833333333333333,44,4,44,0,1,1,1,0,1,0.118976651763537,0.026577247888723267,0
