event_type,count,median_signed_return_atr,median_mfe_atr,median_mae_atr,median_signed_efficiency,median_range_atr,delayed_major_move_count
MAJOR_START,15,3.2173913043478297,4.301953818827705,-0.49170353982301035,0.2551159618008186,4.5257548845470685,0
MATCHED_NON_MAJOR,45,0.4458598726114635,2.0912863070539425,-1.8116298116298089,0.04132231404958669,4.3891336270190955,0
