primary_cluster_count,stable_clusters,delayed_count,bootstrap_mean_ari,spectrum_verdict,main_verdict
3,1,0,0.6593532027343745,WEAK_CLUSTER_STRUCTURE,WEAK_OUTCOME_TAXONOMY
