event_id,direction,pc1,pc2,cluster_id,signed_return_atr,signed_efficiency,mfe_atr,explained_pc1,explained_pc2
F001,LONG,-3.7871754515582117,-4.739796564245115,0,-2.4194630872483214,-0.123058542413381,0.8221476510067138,0.3954080294385023,0.27196710366893045
F002,LONG,-4.824588784704578,-5.516079515350905,0,-3.0221402214022124,-0.14426633785450066,0.2324723247232504,0.3954080294385023,0.27196710366893045
F003,LONG,-3.9524450985624475,-3.9803082054494605,0,-2.9060308555399734,-0.17535545023696664,0.35343618513324515,0.3954080294385023,0.27196710366893045
F004,SHORT,0.6080025277865365,0.9921228038311449,1,1.0604280318925734,0.12635631781589093,1.4011749895090249,0.3954080294385023,0.27196710366893045
F005,SHORT,0.7089802870493414,0.6571514342723422,1,1.7490676611614309,0.15711892797319968,2.2786361214704347,0.3954080294385023,0.27196710366893045
F006,SHORT,-0.13402782756124512,0.7425797941407011,1,0.3928839889751939,0.0372093023255814,1.599599097970433,0.3954080294385023,0.27196710366893045
F007,LONG,-0.8942716892885569,0.8077702137839775,1,-0.8543689320388386,-0.061971830985915695,3.7475728155339914,0.3954080294385023,0.27196710366893045
F008,LONG,-2.8113859357238944,1.075341748523323,1,-2.6498422712933745,-0.24640657084188908,1.0820189274447995,0.3954080294385023,0.27196710366893045
F009,LONG,0.6634166925372817,0.17570754628902294,1,1.3243243243243235,0.1302325581395348,2.2939189189189166,0.3954080294385023,0.27196710366893045
F010,SHORT,0.6079535640049037,1.1822725859665069,1,0.6803455723542126,0.07462686567164176,3.8855291576673885,0.3954080294385023,0.27196710366893045
F011,SHORT,1.745532884037706,-0.23499711543178708,1,3.604203152364277,0.2534482758620697,4.952714535901924,0.3954080294385023,0.27196710366893045
F012,SHORT,2.4682101501645684,-2.5489063504021545,1,6.4548286604361325,0.290956749672346,9.115264797507788,0.3954080294385023,0.27196710366893045
F013,LONG,-1.7255200701001794,0.10473423794649539,1,-0.8459214501510577,-0.0709849157054128,0.3330815709969772,0.3954080294385023,0.27196710366893045
F014,LONG,-4.236063650253481,0.18396677103756437,2,-5.804259175351153,-0.33212341197822126,0.6787494336203022,0.3954080294385023,0.27196710366893045
F015,LONG,-2.397293598242088,-0.10020155625668695,1,-1.6557624559637614,-0.11017346460384433,0.6552591847005593,0.3954080294385023,0.27196710366893045
F016,SHORT,3.1746253011889736,-2.2381962877145836,1,6.775800711743773,0.3621837549933422,7.635231316725974,0.3954080294385023,0.27196710366893045
F017,SHORT,3.906058474192685,-2.5178993630254136,1,7.899516908212551,0.383705650459921,9.400966183574877,0.3954080294385023,0.27196710366893045
F018,SHORT,3.4713107244950816,-1.8956476106870541,1,6.212341197822143,0.37242955064737204,8.37205081669692,0.3954080294385023,0.27196710366893045
F019,LONG,0.31322349540304584,2.031036896894965,1,0.11660188784008457,0.018450184501844342,1.997779011660188,0.3954080294385023,0.27196710366893045
F020,LONG,-0.45506047293838886,1.0263450234627154,1,0.34146341463414864,0.038539553752535746,0.6020539152759984,0.3954080294385023,0.27196710366893045
F021,LONG,-0.12097138521399692,0.9269248941772821,1,0.4956549726424208,0.05681818181818197,1.8744769874476974,0.3954080294385023,0.27196710366893045
F022,LONG,-2.361897635238751,0.28889435518544004,1,-1.8320027768136034,-0.16542343132953055,0.05831308573411904,0.3954080294385023,0.27196710366893045
F023,LONG,1.2826487724352271,-0.5312000993648036,1,2.4180041870202373,0.15719275960622411,4.044661549197488,0.3954080294385023,0.27196710366893045
F024,LONG,0.10434711793180909,-0.20176684962375327,1,0.18562456385205997,0.011735639283508414,3.3265875785066337,0.3954080294385023,0.27196710366893045
F025,LONG,-2.4202483070605636,1.5376705376053725,1,-2.1277533039647594,-0.22234156820623005,1.6343612334801803,0.3954080294385023,0.27196710366893045
