request_kind,window_start,window_end_inclusive,attempt,status,returned_rows,minimum_returned_timestamp,maximum_returned_timestamp,out_of_window_returned,url
acquire,2025-09-16T14:00:00Z,2025-09-26T23:59:59Z,1,HTTP_200_API_0,1000,2025-09-16T14:00:00Z,2025-09-26T23:45:00Z,False,https://api.bybit.com/v5/market/kline?category=linear&symbol=ADAUSDT&interval=15&start=1758031200000&end=1758931199999&limit=1000
acquire,2025-09-27T00:00:00Z,2025-10-07T09:59:59Z,1,HTTP_200_API_0,1000,2025-09-27T00:00:00Z,2025-10-07T09:45:00Z,False,https://api.bybit.com/v5/market/kline?category=linear&symbol=ADAUSDT&interval=15&start=1758931200000&end=1759831199999&limit=1000
acquire,2025-10-07T10:00:00Z,2025-10-17T19:59:59Z,1,HTTP_200_API_0,1000,2025-10-07T10:00:00Z,2025-10-17T19:45:00Z,False,https://api.bybit.com/v5/market/kline?category=linear&symbol=ADAUSDT&interval=15&start=1759831200000&end=1760731199999&limit=1000
acquire,2025-10-17T20:00:00Z,2025-10-28T05:59:59Z,1,HTTP_200_API_0,1000,2025-10-17T20:00:00Z,2025-10-28T05:45:00Z,False,https://api.bybit.com/v5/market/kline?category=linear&symbol=ADAUSDT&interval=15&start=1760731200000&end=1761631199999&limit=1000
acquire,2025-10-28T06:00:00Z,2025-11-07T15:59:59Z,1,HTTP_200_API_0,1000,2025-10-28T06:00:00Z,2025-11-07T15:45:00Z,False,https://api.bybit.com/v5/market/kline?category=linear&symbol=ADAUSDT&interval=15&start=1761631200000&end=1762531199999&limit=1000
acquire,2025-11-07T16:00:00Z,2025-11-18T01:59:59Z,1,HTTP_200_API_0,1000,2025-11-07T16:00:00Z,2025-11-18T01:45:00Z,False,https://api.bybit.com/v5/market/kline?category=linear&symbol=ADAUSDT&interval=15&start=1762531200000&end=1763431199999&limit=1000
acquire,2025-11-18T02:00:00Z,2025-11-28T11:59:59Z,1,HTTP_200_API_0,1000,2025-11-18T02:00:00Z,2025-11-28T11:45:00Z,False,https://api.bybit.com/v5/market/kline?category=linear&symbol=ADAUSDT&interval=15&start=1763431200000&end=1764331199999&limit=1000
acquire,2025-11-28T12:00:00Z,2025-12-08T21:59:59Z,1,HTTP_200_API_0,1000,2025-11-28T12:00:00Z,2025-12-08T21:45:00Z,False,https://api.bybit.com/v5/market/kline?category=linear&symbol=ADAUSDT&interval=15&start=1764331200000&end=1765231199999&limit=1000
acquire,2025-12-08T22:00:00Z,2025-12-19T07:59:59Z,1,HTTP_200_API_0,1000,2025-12-08T22:00:00Z,2025-12-19T07:45:00Z,False,https://api.bybit.com/v5/market/kline?category=linear&symbol=ADAUSDT&interval=15&start=1765231200000&end=1766131199999&limit=1000
acquire,2025-12-19T08:00:00Z,2025-12-29T17:59:59Z,1,HTTP_200_API_0,1000,2025-12-19T08:00:00Z,2025-12-29T17:45:00Z,False,https://api.bybit.com/v5/market/kline?category=linear&symbol=ADAUSDT&interval=15&start=1766131200000&end=1767031199999&limit=1000
acquire,2025-12-29T18:00:00Z,2025-12-31T23:59:59Z,1,HTTP_200_API_0,216,2025-12-29T18:00:00Z,2025-12-31T23:45:00Z,False,https://api.bybit.com/v5/market/kline?category=linear&symbol=ADAUSDT&interval=15&start=1767031200000&end=1767225599999&limit=1000
