instrument,child_scale,parent_direction,parent_start,counter_start,balance_start,reassertion_time,end_time,parent_invalidation_boundary,parent_intact,child_counter_motion,counter_progress_decay,balance_or_overlap,failed_counter_extension,parent_reassertion,reassertion_atr,counter_displacement_atr,counter_efficiency,overlap_ratio,alternation_rate,parent_elapsed_bars,child_elapsed_bars,child_parent_amplitude_ratio,child_parent_duration_ratio,parameter_factor,diagnostic_flag,diagnostic_reason,interval_id,parent_state_time,parent_origin_time,parent_age_bars,parent_full_executable_duration_bars,parent_state_causal_assertion,parent_displacement_atr,parent_efficiency,parent_extension_from_origin_atr,parent_close_location,parent_recent_slope_atr,parent_slope_change_atr,parent_range_expansion_ratio,parent_body_efficiency,distance_to_parent_boundary_atr,distance_from_parent_extreme_atr,parent_maturity_fraction,invalid_measurement_flags,mechanical_redundancy
ADAUSDT,1H_FALLBACK,DOWN,2023-10-16 12:00:00,2023-10-17 20:00:00,2023-10-18 08:00:00,2023-10-18 12:00:00,2023-10-18 12:00:00,0.26,1,1,1,1,1,1,0.581907,0.13289,0.333333,0.564732,0.666667,8,4,0.24026,0.5,1.0,0,,ADA_0657,2023-10-17 16:00:00,2023-10-16 12:00:00,8,8,1,1.2357071213640922,0.11340206185566995,2.059511868940147,0.8571428571428584,0.47431182436197494,0.38693859355844895,1.9615384615384392,0.8636363636363539,4.9428284854563795,0.8238047475760546,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-03 00:00:00,2024-01-04 08:00:00,2024-01-04 20:00:00,2024-01-05 00:00:00,2024-01-05 00:00:00,0.6188,1,1,1,1,0,1,0.776808,0.555923,0.560748,0.634884,0.333333,8,4,0.367003,0.5,1.0,0,,ADA_1128,2024-01-04 04:00:00,2024-01-03 00:00:00,8,8,1,3.0662906946936705,0.2578464509898602,6.264650089720587,0.5311447811447815,-0.021054430487908903,-1.0718619157481004,0.23875661375661317,-0.13131313131312633,3.6232760830556314,3.1983593950269165,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-04 04:00:00,2024-01-05 12:00:00,2024-01-06 00:00:00,2024-01-06 04:00:00,2024-01-06 04:00:00,0.5791,1,1,1,1,0,1,0.937994,0.175439,0.147826,0.608995,0.666667,8,4,0.892202,0.5,1.0,0,,ADA_1135,2024-01-05 08:00:00,2024-01-04 04:00:00,8,8,1,0.6257497329718165,0.10022107590272633,0.9294223975022603,0.848623853211008,0.42636869060334626,0.6104127297127049,1.5882352941176554,0.9589041095890453,1.7024073617615627,0.3036726645304439,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-05 20:00:00,2024-01-07 04:00:00,2024-01-07 16:00:00,2024-01-07 20:00:00,2024-01-07 20:00:00,0.5429,1,1,1,1,1,1,1.577268,-0.664557,0.631579,0.565831,0.666667,8,4,1.171745,0.5,1.0,0,,ADA_1145,2024-01-07 00:00:00,2024-01-05 20:00:00,8,8,1,1.230434546146735,0.181818181818182,2.1075760047859897,0.6011080332409984,0.0873080618552958,-0.08527764181215183,0.7080867850098626,0.7543859649122705,1.3218034480883276,0.8771414586392549,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-06 00:00:00,2024-01-07 08:00:00,2024-01-07 20:00:00,2024-01-08 00:00:00,2024-01-08 00:00:00,0.5429,1,1,1,1,0,1,1.278966,-1.784976,0.822222,0.497573,0.666667,8,4,1.819945,0.5,1.0,0,,ADA_1146,2024-01-07 04:00:00,2024-01-06 00:00:00,8,8,1,0.44923076923077476,0.06939163498098949,1.6738461538461553,0.4487534626038807,-0.09641025641025498,-0.012307692307690965,1.0557275541795677,-0.6153846153846022,0.9969230769230841,1.2246153846153807,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,UP,2024-01-06 04:00:00,2024-01-07 12:00:00,2024-01-08 00:00:00,2024-01-08 04:00:00,2024-01-08 04:00:00,0.5068,0,1,1,1,1,1,0.930133,2.679521,0.877996,0.583393,0.666667,8,4,2.14386,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_1147,2024-01-07 08:00:00,2024-01-06 04:00:00,8,8,1,0.15600624024960674,0.023084025854108497,1.0858034321372843,0.47719298245613895,-0.04784191367654875,-0.09152366094644168,0.9500000000000022,-0.1641791044776191,0.8486739469578755,0.9297971918876776,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-07 00:00:00,2024-01-08 08:00:00,2024-01-08 20:00:00,2024-01-09 00:00:00,2024-01-09 00:00:00,0.53,0,1,1,1,0,1,0.764307,2.325283,0.953917,0.463249,0.333333,8,4,0.975647,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_1152,2024-01-08 04:00:00,2024-01-07 00:00:00,8,8,1,2.098717266654846,0.2128945601074549,3.7670981852574363,0.6164383561643838,0.6090914464739619,0.3972335520482374,2.3186528497409338,0.47098976109215007,2.681326476325594,1.6683809186025904,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-12 16:00:00,2024-01-14 00:00:00,2024-01-14 12:00:00,2024-01-14 16:00:00,2024-01-14 16:00:00,0.571,1,1,1,1,1,1,0.693,0.100661,0.230769,0.723834,1.0,8,4,0.359909,0.5,1.0,0,,ADA_1186,2024-01-13 20:00:00,2024-01-12 16:00:00,8,8,1,0.4019347792167261,0.07001522070015218,1.3630831643002037,0.4988610478359897,-0.005825141727779622,0.01019399802361151,0.71270718232044,-0.06024096385542781,0.9567795287876394,0.9611483850834777,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-12 20:00:00,2024-01-14 04:00:00,2024-01-14 16:00:00,2024-01-14 20:00:00,2024-01-14 20:00:00,0.5658,1,1,1,1,0,1,0.770109,-0.765216,0.810219,0.622778,0.666667,8,4,0.69509,0.5,1.0,0,,ADA_1187,2024-01-14 00:00:00,2024-01-12 20:00:00,8,8,1,0.16327890703098732,0.03237742830712259,0.9563478840386526,0.5607235142118854,0.10263245584804978,0.18193935354881613,0.8973384030418237,0.5892857142857036,1.0123292235921337,0.7930689770076653,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,UP,2024-01-13 00:00:00,2024-01-14 08:00:00,2024-01-14 20:00:00,2024-01-15 00:00:00,2024-01-15 00:00:00,0.531,0,1,1,1,1,1,1.003953,1.375358,0.880734,0.622778,0.666667,8,4,1.134783,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_1188,2024-01-14 04:00:00,2024-01-13 00:00:00,8,8,1,0.060475161987040005,0.015151515151514897,0.42332613390929125,0.6869565217391266,0.0,0.03023758099352094,0.8455882352941217,0.009900990099008813,0.796256299496037,0.36285097192225124,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-13 12:00:00,2024-01-14 20:00:00,2024-01-15 08:00:00,2024-01-15 12:00:00,2024-01-15 12:00:00,0.5526,1,1,1,1,0,1,1.179487,1.000383,0.788732,0.727737,0.333333,8,4,1.005495,0.5,1.0,0,,ADA_1191,2024-01-14 16:00:00,2024-01-13 12:00:00,8,8,1,0.9185347184253706,0.21428571428571497,0.9981410606889007,0.9285714285714303,0.2265718972115912,0.2265718972115912,1.173913043478256,0.8102189781021936,1.0348824494259183,0.07960634226353008,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-13 20:00:00,2024-01-15 04:00:00,2024-01-15 16:00:00,2024-01-15 20:00:00,2024-01-15 20:00:00,0.5516,1,1,0,1,0,1,0.615697,-0.278686,0.130841,0.740539,0.666667,8,4,0.70318,0.5,1.0,0,,ADA_1193,2024-01-15 00:00:00,2024-01-13 20:00:00,8,8,1,0.768194233687412,0.13746958637469703,1.753930197268594,0.4876325088339236,0.17675265553869587,0.21074355083459756,2.0803571428571437,0.23262839879154265,0.938148710166923,0.9857359635811819,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-16 00:00:00,2024-01-17 08:00:00,2024-01-17 20:00:00,2024-01-18 00:00:00,2024-01-18 00:00:00,0.5482,1,1,1,1,1,1,0.693069,-0.395917,0.518987,0.740163,0.666667,8,4,0.75,0.5,1.0,0,,ADA_1206,2024-01-17 04:00:00,2024-01-16 00:00:00,8,8,1,0.6822612085770036,0.09375000000000057,0.9824561403508799,0.8577586206896565,0.34264674030755826,0.5579380550140774,0.649874055415619,1.0,1.8102664067576373,0.30019493177387635,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-16 08:00:00,2024-01-17 16:00:00,2024-01-18 04:00:00,2024-01-18 08:00:00,2024-01-18 08:00:00,0.5482,1,1,0,1,0,1,0.822917,-0.259852,0.22807,0.760702,1.0,8,4,0.663793,0.5,1.0,0,,ADA_1208,2024-01-17 12:00:00,2024-01-16 08:00:00,8,8,1,1.0198373983739821,0.13333333333333325,1.1382113821138167,0.9439655172413807,0.2549593495934947,0.02731707317072868,0.961805555555552,0.5272727272727276,1.9941463414634164,0.11837398373983442,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-16 16:00:00,2024-01-18 00:00:00,2024-01-18 12:00:00,2024-01-18 16:00:00,2024-01-18 16:00:00,0.5482,1,1,1,1,1,1,1.822691,-0.088832,0.060403,0.656749,1.0,8,4,1.219331,0.5,1.0,0,,ADA_1210,2024-01-17 20:00:00,2024-01-16 16:00:00,8,8,1,1.0458715596330237,0.15595075239398026,1.6788990825688046,0.7434944237918213,0.12538226299694158,0.024464831804282022,1.0530612244897992,0.5443037974683494,1.8348623853211015,0.633027522935781,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-17 00:00:00,2024-01-18 08:00:00,2024-01-18 20:00:00,2024-01-19 00:00:00,2024-01-19 00:00:00,0.5395,1,1,0,1,0,1,0.726923,-1.385672,0.538462,0.638363,1.0,8,4,1.788018,0.5,1.0,0,,ADA_1212,2024-01-18 04:00:00,2024-01-17 00:00:00,8,8,1,0.9133047210300377,0.1422155688622748,1.624721030042909,0.6589861751152082,0.08331902718168956,0.06729613733905901,0.9111111111111087,0.22807017543860128,1.3747639484978509,0.7114163090128713,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-17 12:00:00,2024-01-18 20:00:00,2024-01-19 08:00:00,2024-01-19 12:00:00,2024-01-19 12:00:00,0.5346,1,1,1,1,1,1,1.098392,-0.173607,0.132867,0.631095,0.666667,8,4,0.483376,0.5,1.0,0,,ADA_1215,2024-01-18 16:00:00,2024-01-17 12:00:00,8,8,1,2.6336875108866007,0.2884615384615379,3.0043546420484213,0.9028132992327358,0.8421297102711479,0.7575915926377492,2.085365853658543,0.8124999999999997,3.4433025605295167,0.37066713116182076,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-20 08:00:00,2024-01-21 16:00:00,2024-01-22 04:00:00,2024-01-22 08:00:00,2024-01-22 08:00:00,0.5205,1,1,0,1,0,1,0.507655,-1.458107,0.817073,0.48752,0.666667,8,4,2.122302,0.5,1.0,0,,ADA_1232,2024-01-21 12:00:00,2024-01-20 08:00:00,8,8,1,0.16386878176497882,0.03281519861830767,0.8193439088248845,0.4532374100719433,0.1034960726936715,0.30186354535653975,0.9573459715639753,0.5151515151515305,0.5433543816417659,0.6554751270599057,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-20 16:00:00,2024-01-22 00:00:00,2024-01-22 12:00:00,2024-01-22 16:00:00,2024-01-22 16:00:00,0.5205,1,1,1,1,1,1,1.38259,-0.1115,0.125,0.689821,1.0,8,4,1.635359,0.5,1.0,0,,ADA_1234,2024-01-21 20:00:00,2024-01-20 16:00:00,8,8,1,0.685071912712852,0.1300527240773298,0.7591337411142427,0.9558011049723745,0.4381991513748827,0.4814018846090248,1.1379310344827656,1.0,1.6015870391800282,0.07406182840139079,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-21 04:00:00,2024-01-22 12:00:00,2024-01-23 00:00:00,2024-01-23 04:00:00,2024-01-23 04:00:00,0.5205,1,1,0,1,0,1,0.691589,-1.280426,0.601896,0.783093,0.666667,8,4,0.779037,0.5,1.0,0,,ADA_1237,2024-01-22 08:00:00,2024-01-21 04:00:00,8,8,1,2.3418276859889886,0.3060109289617491,3.209558480350976,0.7648725212464593,0.33803167491210007,-0.1568188182581911,1.6190476190476077,0.7759999999999982,2.822738728647434,0.8677307943619874,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-21 08:00:00,2024-01-22 16:00:00,2024-01-23 04:00:00,2024-01-23 08:00:00,2024-01-23 08:00:00,0.5204,1,1,1,1,0,1,1.427714,-0.626696,0.44,0.696843,0.666667,8,4,1.303977,0.5,1.0,0,,ADA_1238,2024-01-22 12:00:00,2024-01-21 08:00:00,8,8,1,2.3480758184951145,0.2758186397984881,3.4524219797051443,0.707386363636364,0.035739357967962244,-0.5968472780649687,1.3620071684587733,0.13924050632911233,2.6697300402067747,1.1043461612100298,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-22 00:00:00,2024-01-23 08:00:00,2024-01-23 20:00:00,2024-01-24 00:00:00,2024-01-24 00:00:00,0.5063,1,1,1,1,1,1,0.837255,1.414217,0.687273,0.80298,1.0,8,4,0.926254,0.5,1.0,0,,ADA_1242,2024-01-23 04:00:00,2024-01-22 00:00:00,8,8,1,2.2260738507912583,0.19830827067669182,2.54257724189902,0.9115044247787609,0.2321024868123584,-0.33057020849032953,0.7250000000000013,0.4533333333333328,3.259984928409944,0.316503391107762,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,UP,2024-01-26 00:00:00,2024-01-27 08:00:00,2024-01-27 20:00:00,2024-01-28 00:00:00,2024-01-28 00:00:00,0.463,1,1,1,1,1,1,1.264432,-0.52808,0.555556,0.487687,0.666667,8,4,0.766423,0.5,1.0,0,,ADA_1266,2024-01-27 04:00:00,2024-01-26 00:00:00,8,8,1,1.0170261066969377,0.15294117647058864,2.0633895049332067,0.6094890510948907,-0.10105067085770808,-0.5900055298466199,0.5755813953488386,-0.27731092436974486,1.6331092290229632,1.046363398236269,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,UP,2024-01-26 20:00:00,2024-01-28 04:00:00,2024-01-28 16:00:00,2024-01-28 20:00:00,2024-01-28 20:00:00,0.4754,1,1,0,1,0,1,0.534949,0.84107,0.55,0.763109,0.666667,8,4,0.819048,0.5,1.0,0,,ADA_1271,2024-01-28 00:00:00,2024-01-26 20:00:00,8,8,1,1.226358749751146,0.20408163265306098,1.2821023292852889,0.9761904761904762,0.39020505673900097,0.4608135908155825,1.032407407407409,0.74647887323944,2.285486760899863,0.055743579534142995,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,UP,2024-01-27 12:00:00,2024-01-28 20:00:00,2024-01-29 08:00:00,2024-01-29 12:00:00,2024-01-29 12:00:00,0.4814,1,1,1,1,0,1,1.176672,0.301724,0.226415,0.667418,0.666667,8,4,0.760417,0.5,1.0,0,,ADA_1275,2024-01-28 16:00:00,2024-01-27 12:00:00,8,8,1,0.09892900518935906,0.012678288431062138,1.8796510985977741,0.2500000000000007,-0.2720547642707294,-0.4699127746494429,1.1133603238866405,-0.54621848739496,0.5935740311361406,1.780722093408415,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,UP,2024-01-27 16:00:00,2024-01-29 00:00:00,2024-01-29 12:00:00,2024-01-29 16:00:00,2024-01-29 16:00:00,0.483,1,1,1,1,0,1,2.32656,-0.45292,0.22619,0.555364,0.333333,8,4,2.329545,0.5,1.0,0,,ADA_1276,2024-01-28 20:00:00,2024-01-27 16:00:00,8,8,1,0.2913038561574154,0.034328358208955495,1.5958385163406137,0.4147727272727275,-0.21953334087225201,-0.6121602774322414,0.9892857142857134,-0.3834586466165415,0.9245731086735297,1.3045346601831982,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,UP,2024-01-29 12:00:00,2024-01-30 20:00:00,2024-01-31 08:00:00,2024-01-31 12:00:00,2024-01-31 12:00:00,0.4836,1,1,0,1,0,1,0.536206,1.004994,0.982906,0.622365,1.0,8,4,0.647834,0.5,1.0,0,,ADA_1287,2024-01-30 16:00:00,2024-01-29 12:00:00,8,8,1,2.2451204501494617,0.22960725075528726,3.8403376120977635,0.6949152542372882,-0.27243420667018614,-0.5415860735009729,1.0539568345323804,-0.7592592592592479,3.633550202215577,1.5952171619483018,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-29 20:00:00,2024-01-31 04:00:00,2024-01-31 16:00:00,2024-01-31 20:00:00,2024-01-31 20:00:00,0.5367,1,1,1,1,1,1,1.125821,-0.024944,0.014493,0.454009,0.666667,8,4,0.871383,0.5,1.0,0,,ADA_1289,2024-01-31 00:00:00,2024-01-29 20:00:00,8,8,1,1.2579034941763791,0.15938606847697878,1.9008319467554053,0.7781350482315136,0.29506378258458327,0.03105934553522255,1.3235294117647123,1.0,2.2549084858569053,0.6429284525790262,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-01-31 16:00:00,2024-02-02 00:00:00,2024-02-02 12:00:00,2024-02-02 16:00:00,2024-02-02 16:00:00,0.5203,1,1,1,1,0,1,0.601885,0.933109,0.948718,0.74135,0.333333,8,4,0.588406,0.5,1.0,0,,ADA_1300,2024-02-01 20:00:00,2024-01-31 16:00:00,8,8,1,0.36860966869011497,0.04596527068437129,2.170701382286255,0.36231884057970914,-0.5187839781564645,-0.7590628733026156,1.2580645161290294,-1.0,1.0239157463614386,1.8020917135961398,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-02-02 20:00:00,2024-02-04 04:00:00,2024-02-04 16:00:00,2024-02-04 20:00:00,2024-02-04 20:00:00,0.5257,1,1,1,1,0,1,0.847706,-0.46334,0.393939,0.677377,0.333333,8,4,0.965909,0.5,1.0,0,,ADA_1313,2024-02-04 00:00:00,2024-02-02 20:00:00,8,8,1,0.42465391058989194,0.07465277777777729,0.6419187020544873,0.8750000000000008,0.19092966522646523,0.20080533756576402,0.6045627376425825,0.6521739130434719,1.5208535402521786,0.21726479146459535,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-02-03 12:00:00,2024-02-04 20:00:00,2024-02-05 08:00:00,2024-02-05 12:00:00,2024-02-05 12:00:00,0.5241,1,1,1,1,1,1,1.092559,1.371269,1.0,0.425575,0.333333,8,4,0.665428,0.5,1.0,0,,ADA_1317,2024-02-04 16:00:00,2024-02-03 12:00:00,8,8,1,1.7668038408779145,0.28495575221238945,2.074074074074076,0.8959107806691442,0.1426611796982172,-0.3657978966620943,1.015625000000004,0.39393939393939464,2.644718792866941,0.3072702331961617,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-02-05 00:00:00,2024-02-06 08:00:00,2024-02-06 20:00:00,2024-02-07 00:00:00,2024-02-07 00:00:00,0.5062,1,1,1,1,0,1,1.157233,0.788436,0.405405,0.501993,0.333333,8,4,0.826316,0.5,1.0,0,,ADA_1326,2024-02-06 04:00:00,2024-02-05 00:00:00,8,8,1,0.5469271081467355,0.07056798623063666,1.347308242020009,0.6842105263157886,0.0222328092742576,-0.35572494838811913,0.8949771689497731,0.2173913043478345,1.7341591233920854,0.8003811338732736,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-02-05 04:00:00,2024-02-06 12:00:00,2024-02-07 00:00:00,2024-02-07 04:00:00,2024-02-07 04:00:00,0.5062,1,1,1,1,0,1,0.739481,-1.011861,0.402062,0.387435,0.333333,8,4,1.273684,0.5,1.0,0,,ADA_1327,2024-02-06 08:00:00,2024-02-05 04:00:00,8,8,1,1.3234662210551396,0.17710196779964157,2.005251850083546,0.7315789473684209,0.09357841967056535,-0.32975252645818487,0.8208333333333344,0.7692307692307889,1.8582000477440872,0.6817856290284068,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,UP,2024-02-05 12:00:00,2024-02-06 20:00:00,2024-02-07 08:00:00,2024-02-07 12:00:00,2024-02-07 12:00:00,0.4872,0,1,1,1,1,1,0.822828,2.821473,1.0,0.452249,0.333333,8,4,1.657895,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_1329,2024-02-06 16:00:00,2024-02-05 12:00:00,8,8,1,0.9892575793745546,0.12374581939799369,1.4571496777273765,0.815789473684213,0.4233309461287502,0.4456115222407897,1.1938775510204065,0.8421052631578929,2.0720935784196723,0.4678920983528218,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,UP,2024-02-05 16:00:00,2024-02-07 00:00:00,2024-02-07 12:00:00,2024-02-07 16:00:00,2024-02-07 16:00:00,0.4872,0,1,1,1,0,1,1.013677,0.786381,0.320197,0.459392,0.333333,8,4,1.670588,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_1330,2024-02-06 20:00:00,2024-02-05 16:00:00,8,8,1,0.617745803357313,0.08566108007448782,1.4100719424460366,0.6529411764705897,0.2685851318944846,0.3625899280575537,1.1269035532994927,0.4093959731543614,1.490647482014388,0.7923261390887235,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,UP,2024-02-08 20:00:00,2024-02-10 04:00:00,2024-02-10 16:00:00,2024-02-10 20:00:00,2024-02-10 20:00:00,0.5257,1,1,1,1,0,1,0.994374,-0.688337,0.75,0.420387,0.333333,8,4,1.248963,0.5,1.0,0,,ADA_1349,2024-02-10 00:00:00,2024-02-08 20:00:00,8,8,1,0.9798925556408248,0.1437578814627988,1.667536454336143,0.6680497925311202,-0.008595548733693706,-0.23494499872090296,0.8170731707317075,-0.13333333333335554,1.3838833461243272,0.6876438986953183,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-02-09 08:00:00,2024-02-10 16:00:00,2024-02-11 04:00:00,2024-02-11 08:00:00,2024-02-11 08:00:00,0.5498,0,1,1,1,0,1,0.594114,1.809087,0.801724,0.52396,0.333333,8,4,1.394495,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_1352,2024-02-10 12:00:00,2024-02-09 08:00:00,8,8,1,0.4686562450655266,0.07114093959731493,1.361755881888516,0.5366972477064207,0.10905837149323416,0.1002158008316181,0.9029850746268682,0.2898550724637676,1.0345807674088037,0.8930996368229893,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-02-09 12:00:00,2024-02-10 20:00:00,2024-02-11 08:00:00,2024-02-11 12:00:00,2024-02-11 12:00:00,0.5498,0,1,1,1,0,1,1.041555,0.220096,0.119171,0.559892,0.333333,8,4,1.16055,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_1353,2024-02-10 16:00:00,2024-02-09 12:00:00,8,8,1,0.06320032245062772,0.009408602150538074,1.2730350665054397,0.3853211009174307,-0.21668681983071264,-0.4604594921402648,0.9545454545454595,-0.7473684210526348,0.7584038694074926,1.209834744054812,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,UP,2024-02-10 12:00:00,2024-02-11 20:00:00,2024-02-12 08:00:00,2024-02-12 12:00:00,2024-02-12 12:00:00,0.5306,1,1,1,1,1,1,1.815291,0.609511,1.0,0.583493,0.333333,8,4,0.778736,0.5,1.0,0,,ADA_1359,2024-02-11 16:00:00,2024-02-10 12:00:00,8,8,1,0.21226740179186543,0.024149286498353247,2.634045485871808,0.27873563218390884,-0.6335860326211815,-1.231794164943719,0.7576470588235272,-1.0,0.9359062715368739,2.4217780840799428,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
ADAUSDT,1H_FALLBACK,DOWN,2024-02-11 00:00:00,2024-02-12 08:00:00,2024-02-12 20:00:00,2024-02-13 00:00:00,2024-02-13 00:00:00,0.5654,1,1,1,1,1,1,0.746352,2.051375,0.858657,0.58379,1.0,8,4,1.026239,0.5,1.0,0,,ADA_1362,2024-02-12 04:00:00,2024-02-11 00:00:00,8,8,1,2.4320872008856296,0.2965116279069769,2.975730222260069,0.8338192419825061,0.1112719634392103,-0.5150302307757844,0.9099378881987606,0.627118644067794,2.727752703738392,0.5436430213744392,1.0,NONE,parent_age_bars and parent_maturity_fraction are fixed at 8/1.0 by the committed EXP-014 executable parent window
