move_id,direction,start_time,window_bars,net_return,abs_path_pct,efficiency_ratio,up_candle_share,down_candle_share,direction_changes,max_directional_run,range_pct,close_position_in_range,avg_body_change_first_to_last_third,avg_true_range_change_first_to_last_third,new_high_count,new_low_count,max_pullback_pct,failed_previous_direction_attempt,last5_directions,last5_bodies,last5_extremes,last5_acceleration,window_start_time,window_end_time,window_bars_available,assigned_state
M11,LONG,2024-12-20 08:00,5,-0.05740053050397882,0.11809018567639253,0.48607367475292057,0.4,0.6,2,2,0.14822281167108758,0.298496778811739,-0.6214953271028034,-0.4141104294478529,0,2,0.07055702917771883,False,DDUUD,0.042800;0.066500;0.004100;0.024500;0.016200,H=0.986400;L=0.846700,false,2024-12-19 12:00,2024-12-20 04:00,5,UNKNOWN
M12,SHORT,2025-01-17 16:00,50,0.21810202962150313,1.0606692265496442,0.2056268100951592,0.58,0.42,25,9,0.2965441579813494,0.8701442841287461,0.39153818572965204,0.2639038392536772,13,2,0.2721880246222721,True,DUDUD,0.047700;0.028300;0.002200;0.009600;0.014400,H=1.139600;L=1.080100,false,2025-01-09 08:00,2025-01-17 12:00,50,CHOP
M12,SHORT,2025-01-17 16:00,30,0.12663622526636226,0.6201927955352619,0.2041884816753925,0.6,0.4,14,9,0.27427701674277016,0.8701442841287461,0.1240721102863207,0.11114261411964788,9,5,0.2721880246222721,True,DUDUD,0.047700;0.028300;0.002200;0.009600;0.014400,H=1.139600;L=1.080100,false,2025-01-12 16:00,2025-01-17 12:00,30,CHOP
M12,SHORT,2025-01-17 16:00,20,0.1505699481865286,0.435129533678757,0.3460347701833768,0.7,0.3,11,5,0.19751295336787564,0.8158447009443867,0.43894736842105164,0.039497307001792326,10,1,0.17792746113989646,True,DUDUD,0.047700;0.028300;0.002200;0.009600;0.014400,H=1.139600;L=1.080100,false,2025-01-14 08:00,2025-01-17 12:00,20,OPPOSITE_TREND
M12,SHORT,2025-01-17 16:00,10,0.056221461187214765,0.1785578386605786,0.31486414491209425,0.6,0.4,5,4,0.11320395738203957,0.7050420168067234,-0.33670886075949513,-0.1372745490981988,2,1,0.0813356164383563,True,DUDUD,0.047700;0.028300;0.002200;0.009600;0.014400,H=1.139600;L=1.080100,false,2025-01-16 00:00,2025-01-17 12:00,10,OPPOSITE_TREND
M12,SHORT,2025-01-17 16:00,5,0.01955922865013783,0.050045913682277315,0.3908256880733963,0.4,0.6,3,1,0.05463728191000908,0.5075630252100851,-0.698113207547171,-0.44369747899159717,0,0,0.03278236914600557,False,DUDUD,0.047700;0.028300;0.002200;0.009600;0.014400,H=1.139600;L=1.080100,false,2025-01-16 20:00,2025-01-17 12:00,5,UNKNOWN
M13,LONG,2025-02-28 04:00,50,-0.22128815312985,0.6905069839627522,0.3204719985015921,0.46,0.52,23,5,0.2851784790481118,0.018594104308389987,0.36376021798364944,0.3419015174976783,6,12,0.2569418733802296,False,UDDDD,0.007100;0.009700;0.019200;0.001800;0.042600,H=0.679500;L=0.598000,true,2025-02-19 20:00,2025-02-28 00:00,50,OPPOSITE_TREND
M13,LONG,2025-02-28 04:00,30,-0.23542857142857146,0.457142857142857,0.5150000000000002,0.4,0.5666666666666667,10,5,0.2425396825396826,0.02146596858638739,0.23583333333333334,0.24152910512597692,0,11,0.23542857142857146,False,UDDDD,0.007100;0.009700;0.019200;0.001800;0.042600,H=0.679500;L=0.598000,true,2025-02-23 04:00,2025-02-28 00:00,30,OPPOSITE_TREND
M13,LONG,2025-02-28 04:00,20,-0.11572918196504624,0.3272139814950799,0.35368043087971285,0.4,0.55,6,4,0.19033631957703048,0.031635802469135735,0.06432748538011901,-0.37023519870235244,0,6,0.126885150812065,False,UDDDD,0.007100;0.009700;0.019200;0.001800;0.042600,H=0.679500;L=0.598000,true,2025-02-24 20:00,2025-02-28 00:00,20,OPPOSITE_TREND
M13,LONG,2025-02-28 04:00,10,-0.11063515509601192,0.21491875923190557,0.5147766323024058,0.4,0.6,2,4,0.1324963072378139,0.04570791527313258,0.35897435897436014,-0.11970534069981587,0,4,0.11063515509601192,False,UDDDD,0.007100;0.009700;0.019200;0.001800;0.042600,H=0.679500;L=0.598000,true,2025-02-26 12:00,2025-02-28 00:00,10,OPPOSITE_TREND
M13,LONG,2025-02-28 04:00,5,-0.10852827953805157,0.10852827953805157,1.0,0.2,0.8,0,4,0.12066923304708324,0.050306748466257566,5.000000000000016,1.7758620689655222,1,4,0.10852827953805157,False,UDDDD,0.007100;0.009700;0.019200;0.001800;0.042600,H=0.679500;L=0.598000,true,2025-02-27 08:00,2025-02-28 00:00,5,UNKNOWN
M14,SHORT,2025-03-02 20:00,50,0.3444530643910009,1.1585208171709334,0.29732142857142874,0.46,0.52,20,5,0.7469614688388932,0.7962610351393459,1.8174647887323938,1.2855172413793112,4,14,0.7549367088607595,False,UDDUU,0.012900;0.009400;0.000200;0.202800;0.174700,H=1.157500;L=0.644500,true,2025-02-22 12:00,2025-03-02 16:00,50,OPPOSITE_TREND
M14,SHORT,2025-03-02 20:00,30,0.5224011713030746,0.9733528550512442,0.5367027677496993,0.5,0.5,10,5,0.845827232796486,0.7962610351393459,3.3854692230070658,1.7728186570164852,2,7,0.7549367088607595,False,UDDUU,0.012900;0.009400;0.000200;0.202800;0.174700,H=1.157500;L=0.644500,true,2025-02-25 20:00,2025-03-02 16:00,30,OPPOSITE_TREND
M14,SHORT,2025-03-02 20:00,20,0.5619648490310952,0.8467778278503829,0.6636508781266635,0.45,0.55,7,4,0.8678083220669972,0.7962610351393459,3.6420581655481046,2.745965331739389,2,5,0.7549367088607595,False,UDDUU,0.012900;0.009400;0.000200;0.202800;0.174700,H=1.157500;L=0.644500,true,2025-02-27 12:00,2025-03-02 16:00,20,OPPOSITE_TREND
