instrument,child_scale,parent_direction,parent_start,counter_start,balance_start,reassertion_time,end_time,parent_invalidation_boundary,parent_intact,child_counter_motion,counter_progress_decay,balance_or_overlap,failed_counter_extension,parent_reassertion,reassertion_atr,counter_displacement_atr,counter_efficiency,overlap_ratio,alternation_rate,parent_elapsed_bars,child_elapsed_bars,child_parent_amplitude_ratio,child_parent_duration_ratio,parameter_factor,diagnostic_flag,diagnostic_reason,interval_id,source_end_time,representation,origin_time,age_bars,duration_hours,validity,invalid_reason,minimum_history_flag,cap_hit_flag,zero_denominator_flag,origin_reason,causal_end_assertion,displacement_atr,extension_atr,efficiency,close_location,distance_to_boundary_atr,distance_from_extreme_atr,recent_slope_atr,whole_slope_atr,origin_disagreement_bars,origin_disagreement_hours,symbol,factor,chronological_third
ADAUSDT,1H_FALLBACK,UP,2023-07-01 00:00:00,2023-07-02 08:00:00,2023-07-02 20:00:00,2023-07-03 00:00:00,2023-07-02 04:00:00,0.2812,1,1,1,1,0,1,0.721078,-0.23371,0.282051,0.678721,0.333333,8,4,0.88189,0.5,0.8,0,,ADA_0012,2023-07-03 00:00:00,FIXED_8,2023-07-01 00:00:00,8,28,VALID,,0,0,0,FIXED_8,1,0.7115902964959618,1.7035040431266875,0.08894878706199523,0.6377952755905514,1.7466307277628013,0.9919137466307256,0.08625336927223563,0.10165575664228027,0,0,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-01 00:00:00,2023-07-02 08:00:00,2023-07-02 20:00:00,2023-07-03 00:00:00,2023-07-02 04:00:00,0.2812,1,1,1,1,0,1,0.721078,-0.23371,0.282051,0.678721,0.333333,8,4,0.88189,0.5,0.8,0,,ADA_0012,2023-07-03 00:00:00,DIRECTION_RUN,2023-07-02 00:00:00,2,4,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.08625336927223962,1.0781671159029653,0.04494382022472029,0.2333333333333352,0.3018867924528327,0.9919137466307256,0.08625336927223962,0.08625336927223962,-6,-24,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-01 00:00:00,2023-07-02 08:00:00,2023-07-02 20:00:00,2023-07-03 00:00:00,2023-07-02 04:00:00,0.2812,1,1,1,1,0,1,0.721078,-0.23371,0.282051,0.678721,0.333333,8,4,0.88189,0.5,0.8,0,,ADA_0012,2023-07-03 00:00:00,ATR_ORIGIN,,,,INVALID,ATR_1_NOT_REACHED,0,0,0,ATR_1_NOT_REACHED,1,,,,,,,,,,,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-01 00:00:00,2023-07-02 08:00:00,2023-07-02 20:00:00,2023-07-03 00:00:00,2023-07-02 04:00:00,0.2812,1,1,1,1,0,1,0.721078,-0.23371,0.282051,0.678721,0.333333,8,4,0.88189,0.5,0.8,0,,ADA_0012,2023-07-03 00:00:00,CONFIRMED_DIRECTION_CHANGE,2023-07-01 04:00:00,7,24,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,0.6253369272237222,1.6172506738544479,0.09062500000000034,0.6377952755905514,1.7466307277628013,0.9919137466307256,0.08625336927223563,0.10422282120395371,-1,-4,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-01 00:00:00,2023-07-02 08:00:00,2023-07-02 20:00:00,2023-07-03 00:00:00,2023-07-02 04:00:00,0.2812,1,1,1,1,0,1,0.721078,-0.23371,0.282051,0.678721,0.333333,8,4,0.88189,0.5,0.8,0,,ADA_0012,2023-07-03 00:00:00,HYBRID_ORIGIN,,,,INVALID,HYBRID_INVALID:OPPOSITE_CLOSE_STEP;ATR_1_NOT_REACHED,0,0,0,HYBRID_INVALID:OPPOSITE_CLOSE_STEP;ATR_1_NOT_REACHED,1,,,,,,,,,,,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-01 16:00:00,2023-07-03 00:00:00,2023-07-03 12:00:00,2023-07-03 16:00:00,2023-07-02 20:00:00,0.2853,1,1,1,1,0,1,0.594059,-0.06161,0.142857,0.815203,0.333333,8,4,1.05814,0.5,0.8,0,,ADA_0016,2023-07-03 16:00:00,FIXED_8,2023-07-01 16:00:00,8,28,VALID,,0,0,0,FIXED_8,1,0.7394366197183095,1.225352112676049,0.09668508287292808,0.7325581395348872,1.330985915492962,0.4859154929577392,0.07746478873239747,0.10563380281690136,0,0,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-01 16:00:00,2023-07-03 00:00:00,2023-07-03 12:00:00,2023-07-03 16:00:00,2023-07-02 20:00:00,0.2853,1,1,1,1,0,1,0.594059,-0.06161,0.142857,0.815203,0.333333,8,4,1.05814,0.5,0.8,0,,ADA_0016,2023-07-03 16:00:00,DIRECTION_RUN,2023-07-02 12:00:00,3,8,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.5281690140845068,0.9084507042253447,0.1572327044025156,0.7777777777777816,1.330985915492962,0.3802816901408379,0.2640845070422534,0.2640845070422534,-5,-20,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-01 16:00:00,2023-07-03 00:00:00,2023-07-03 12:00:00,2023-07-03 16:00:00,2023-07-02 20:00:00,0.2853,1,1,1,1,0,1,0.594059,-0.06161,0.142857,0.815203,0.333333,8,4,1.05814,0.5,0.8,0,,ADA_0016,2023-07-03 16:00:00,ATR_ORIGIN,2023-07-01 04:00:00,11,40,VALID,,0,0,0,ATR_1_REACHED,1,1.0985915492957812,1.5845070422535206,0.10058027079303733,0.8188976377952779,2.197183098591551,0.4859154929577392,0.07746478873239747,0.10985915492957812,3,12,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-01 16:00:00,2023-07-03 00:00:00,2023-07-03 12:00:00,2023-07-03 16:00:00,2023-07-02 20:00:00,0.2853,1,1,1,1,0,1,0.594059,-0.06161,0.142857,0.815203,0.333333,8,4,1.05814,0.5,0.8,0,,ADA_0016,2023-07-03 16:00:00,CONFIRMED_DIRECTION_CHANGE,2023-07-02 04:00:00,5,16,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,0.485915492957751,0.8661971830985888,0.10176991150442556,0.7777777777777816,1.330985915492962,0.3802816901408379,0.07746478873239747,0.12147887323943775,-3,-12,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-01 16:00:00,2023-07-03 00:00:00,2023-07-03 12:00:00,2023-07-03 16:00:00,2023-07-02 20:00:00,0.2853,1,1,1,1,0,1,0.594059,-0.06161,0.142857,0.815203,0.333333,8,4,1.05814,0.5,0.8,0,,ADA_0016,2023-07-03 16:00:00,HYBRID_ORIGIN,2023-07-02 12:00:00,3,8,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,0.5281690140845068,0.9084507042253447,0.1572327044025156,0.7777777777777816,1.330985915492962,0.3802816901408379,0.2640845070422534,0.2640845070422534,-5,-20,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-02 00:00:00,2023-07-03 08:00:00,2023-07-03 20:00:00,2023-07-04 00:00:00,2023-07-03 04:00:00,0.2853,1,1,0,1,0,1,0.608696,-0.386179,0.358491,0.765203,0.666667,8,4,0.839286,0.5,0.8,0,,ADA_0018,2023-07-04 00:00:00,FIXED_8,2023-07-02 00:00:00,8,28,VALID,,0,0,0,FIXED_8,1,1.0832116788321213,1.5532846715328443,0.1315136476426804,0.7946428571428598,1.818978102189783,0.47007299270072306,0.33381995133820025,0.15474452554744592,0,0,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-02 00:00:00,2023-07-03 08:00:00,2023-07-03 20:00:00,2023-07-04 00:00:00,2023-07-03 04:00:00,0.2853,1,1,0,1,0,1,0.608696,-0.386179,0.358491,0.765203,0.666667,8,4,0.839286,0.5,0.8,0,,ADA_0018,2023-07-04 00:00:00,DIRECTION_RUN,2023-07-03 04:00:00,1,0,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.0,0.4087591240875912,0.0,0.6296296296296304,0.6948905109489073,0.4087591240875912,0,0.0,-7,-28,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-02 00:00:00,2023-07-03 08:00:00,2023-07-03 20:00:00,2023-07-04 00:00:00,2023-07-03 04:00:00,0.2853,1,1,0,1,0,1,0.608696,-0.386179,0.358491,0.765203,0.666667,8,4,0.839286,0.5,0.8,0,,ADA_0018,2023-07-04 00:00:00,ATR_ORIGIN,2023-07-02 16:00:00,4,12,VALID,,0,0,0,ATR_1_REACHED,1,1.0014598540146007,1.471532846715324,0.2300469483568084,0.7578947368421087,1.4715328467153352,0.47007299270072306,0.33381995133820025,0.33381995133820025,-4,-16,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-02 00:00:00,2023-07-03 08:00:00,2023-07-03 20:00:00,2023-07-04 00:00:00,2023-07-03 04:00:00,0.2853,1,1,0,1,0,1,0.608696,-0.386179,0.358491,0.765203,0.666667,8,4,0.839286,0.5,0.8,0,,ADA_0018,2023-07-04 00:00:00,CONFIRMED_DIRECTION_CHANGE,2023-07-02 16:00:00,4,12,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,1.0014598540146007,1.471532846715324,0.2300469483568084,0.7578947368421087,1.4715328467153352,0.47007299270072306,0.33381995133820025,0.33381995133820025,-4,-16,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-02 00:00:00,2023-07-03 08:00:00,2023-07-03 20:00:00,2023-07-04 00:00:00,2023-07-03 04:00:00,0.2853,1,1,0,1,0,1,0.608696,-0.386179,0.358491,0.765203,0.666667,8,4,0.839286,0.5,0.8,0,,ADA_0018,2023-07-04 00:00:00,HYBRID_ORIGIN,2023-07-03 04:00:00,1,0,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,0.0,0.4087591240875912,0.0,0.6296296296296304,0.6948905109489073,0.4087591240875912,0,0.0,-7,-28,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-03 08:00:00,2023-07-04 16:00:00,2023-07-05 04:00:00,2023-07-05 08:00:00,2023-07-04 12:00:00,0.3016,1,1,1,1,1,1,1.580645,0.561304,1.0,0.53265,0.333333,8,4,1.268519,0.5,0.8,0,,ADA_0026,2023-07-05 08:00:00,FIXED_8,2023-07-03 08:00:00,8,28,VALID,,0,0,0,FIXED_8,1,0.2210526315789436,0.736842105263159,0.02690582959641213,0.7407407407407379,1.4736842105263077,0.5157894736842153,0.38070175438596404,0.03157894736842051,0,0,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-03 08:00:00,2023-07-04 16:00:00,2023-07-05 04:00:00,2023-07-05 08:00:00,2023-07-04 12:00:00,0.3016,1,1,1,1,1,1,1.580645,0.561304,1.0,0.53265,0.333333,8,4,1.268519,0.5,0.8,0,,ADA_0026,2023-07-05 08:00:00,DIRECTION_RUN,2023-07-04 08:00:00,2,4,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.589473684210523,0.8473684210526307,0.2857142857142843,0.7878787878787858,0.9578947368421025,0.2578947368421077,0.589473684210523,0.589473684210523,-6,-24,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-03 08:00:00,2023-07-04 16:00:00,2023-07-05 04:00:00,2023-07-05 08:00:00,2023-07-04 12:00:00,0.3016,1,1,1,1,1,1,1.580645,0.561304,1.0,0.53265,0.333333,8,4,1.268519,0.5,0.8,0,,ADA_0026,2023-07-05 08:00:00,ATR_ORIGIN,2023-07-04 00:00:00,4,12,VALID,,0,0,0,ATR_1_REACHED,1,1.1421052631578923,1.4,0.2605042016806717,0.8510638297872322,1.4736842105263077,0.2578947368421077,0.38070175438596404,0.38070175438596404,-4,-16,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-03 08:00:00,2023-07-04 16:00:00,2023-07-05 04:00:00,2023-07-05 08:00:00,2023-07-04 12:00:00,0.3016,1,1,1,1,1,1,1.580645,0.561304,1.0,0.53265,0.333333,8,4,1.268519,0.5,0.8,0,,ADA_0026,2023-07-05 08:00:00,CONFIRMED_DIRECTION_CHANGE,,,,INVALID,NO_CONFIRMED_CHANGE_32,0,0,0,NO_CONFIRMED_CHANGE_32,1,,,,,,,,,,,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-03 08:00:00,2023-07-04 16:00:00,2023-07-05 04:00:00,2023-07-05 08:00:00,2023-07-04 12:00:00,0.3016,1,1,1,1,1,1,1.580645,0.561304,1.0,0.53265,0.333333,8,4,1.268519,0.5,0.8,0,,ADA_0026,2023-07-05 08:00:00,HYBRID_ORIGIN,2023-07-04 08:00:00,2,4,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,0.589473684210523,0.8473684210526307,0.2857142857142843,0.7878787878787858,0.9578947368421025,0.2578947368421077,0.589473684210523,0.589473684210523,-6,-24,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-03 12:00:00,2023-07-04 20:00:00,2023-07-05 08:00:00,2023-07-05 12:00:00,2023-07-04 16:00:00,0.3016,1,1,1,1,0,1,0.57767,-1.146953,0.542373,0.491597,0.333333,8,4,1.349206,0.5,0.8,0,,ADA_0027,2023-07-05 12:00:00,FIXED_8,2023-07-03 12:00:00,8,28,VALID,,0,0,0,FIXED_8,1,0.6071428571428599,1.1428571428571461,0.07218683651804704,0.7619047619047616,1.7142857142857144,0.5357142857142864,0.17857142857142877,0.08673469387755141,0,0,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-03 12:00:00,2023-07-04 20:00:00,2023-07-05 08:00:00,2023-07-05 12:00:00,2023-07-04 16:00:00,0.3016,1,1,1,1,0,1,0.57767,-1.146953,0.542373,0.491597,0.333333,8,4,1.349206,0.5,0.8,0,,ADA_0027,2023-07-05 12:00:00,DIRECTION_RUN,2023-07-04 08:00:00,3,8,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.8571428571428621,1.3928571428571486,0.27586206896551835,0.6938775510204088,1.2142857142857197,0.5357142857142864,0.42857142857143105,0.42857142857143105,-5,-20,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-03 12:00:00,2023-07-04 20:00:00,2023-07-05 08:00:00,2023-07-05 12:00:00,2023-07-04 16:00:00,0.3016,1,1,1,1,0,1,0.57767,-1.146953,0.542373,0.491597,0.333333,8,4,1.349206,0.5,0.8,0,,ADA_0027,2023-07-05 12:00:00,ATR_ORIGIN,2023-07-04 00:00:00,5,16,VALID,,0,0,0,ATR_1_REACHED,1,1.3928571428571486,1.9285714285714348,0.26000000000000073,0.7619047619047616,1.7142857142857144,0.5357142857142864,0.17857142857142877,0.34821428571428714,-3,-12,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-03 12:00:00,2023-07-04 20:00:00,2023-07-05 08:00:00,2023-07-05 12:00:00,2023-07-04 16:00:00,0.3016,1,1,1,1,0,1,0.57767,-1.146953,0.542373,0.491597,0.333333,8,4,1.349206,0.5,0.8,0,,ADA_0027,2023-07-05 12:00:00,CONFIRMED_DIRECTION_CHANGE,,,,INVALID,NO_CONFIRMED_CHANGE_32,0,0,0,NO_CONFIRMED_CHANGE_32,1,,,,,,,,,,,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-03 12:00:00,2023-07-04 20:00:00,2023-07-05 08:00:00,2023-07-05 12:00:00,2023-07-04 16:00:00,0.3016,1,1,1,1,0,1,0.57767,-1.146953,0.542373,0.491597,0.333333,8,4,1.349206,0.5,0.8,0,,ADA_0027,2023-07-05 12:00:00,HYBRID_ORIGIN,2023-07-04 08:00:00,3,8,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,0.8571428571428621,1.3928571428571486,0.27586206896551835,0.6938775510204088,1.2142857142857197,0.5357142857142864,0.42857142857143105,0.42857142857143105,-5,-20,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-04 12:00:00,2023-07-05 20:00:00,2023-07-06 08:00:00,2023-07-06 12:00:00,2023-07-05 16:00:00,0.297,1,1,1,1,0,1,0.815534,0.633852,0.906977,0.523841,0.333333,8,4,1.017341,0.5,0.8,0,,ADA_0033,2023-07-06 12:00:00,FIXED_8,2023-07-04 12:00:00,8,28,VALID,,0,0,0,FIXED_8,1,1.7927823050058218,2.2654249126891766,0.2217741935483869,0.8323699421965308,2.3469150174621594,0.4726426076833548,0.6790842064415961,0.2561117578579745,0,0,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-04 12:00:00,2023-07-05 20:00:00,2023-07-06 08:00:00,2023-07-06 12:00:00,2023-07-05 16:00:00,0.297,1,1,1,1,0,1,0.815534,0.633852,0.906977,0.523841,0.333333,8,4,1.017341,0.5,0.8,0,,ADA_0033,2023-07-06 12:00:00,DIRECTION_RUN,2023-07-05 04:00:00,4,12,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,2.0372526193247884,2.509895227008143,0.4111842105263138,0.8253012048192763,2.2328288707799744,0.4726426076833548,0.6790842064415961,0.6790842064415961,-4,-16,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-04 12:00:00,2023-07-05 20:00:00,2023-07-06 08:00:00,2023-07-06 12:00:00,2023-07-05 16:00:00,0.297,1,1,1,1,0,1,0.815534,0.633852,0.906977,0.523841,0.333333,8,4,1.017341,0.5,0.8,0,,ADA_0033,2023-07-06 12:00:00,ATR_ORIGIN,2023-07-05 04:00:00,4,12,VALID,,0,0,0,ATR_1_REACHED,1,2.0372526193247884,2.509895227008143,0.4111842105263138,0.8253012048192763,2.2328288707799744,0.4726426076833548,0.6790842064415961,0.6790842064415961,-4,-16,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-04 12:00:00,2023-07-05 20:00:00,2023-07-06 08:00:00,2023-07-06 12:00:00,2023-07-05 16:00:00,0.297,1,1,1,1,0,1,0.815534,0.633852,0.906977,0.523841,0.333333,8,4,1.017341,0.5,0.8,0,,ADA_0033,2023-07-06 12:00:00,CONFIRMED_DIRECTION_CHANGE,2023-07-05 08:00:00,3,8,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,0.5541327124563377,1.0267753201396925,0.12546125461254454,0.8187499999999993,2.135040745052386,0.4726426076833548,0.27706635622816883,0.27706635622816883,-5,-20,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-04 12:00:00,2023-07-05 20:00:00,2023-07-06 08:00:00,2023-07-06 12:00:00,2023-07-05 16:00:00,0.297,1,1,1,1,0,1,0.815534,0.633852,0.906977,0.523841,0.333333,8,4,1.017341,0.5,0.8,0,,ADA_0033,2023-07-06 12:00:00,HYBRID_ORIGIN,2023-07-05 04:00:00,4,12,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,2.0372526193247884,2.509895227008143,0.4111842105263138,0.8253012048192763,2.2328288707799744,0.4726426076833548,0.6790842064415961,0.6790842064415961,-4,-16,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-04 20:00:00,2023-07-06 04:00:00,2023-07-06 16:00:00,2023-07-06 20:00:00,2023-07-06 00:00:00,0.2967,1,1,0,1,0,1,0.790795,-0.647149,0.6,0.666872,0.666667,8,4,1.035294,0.5,0.8,0,,ADA_0035,2023-07-06 20:00:00,FIXED_8,2023-07-04 20:00:00,8,28,VALID,,0,0,0,FIXED_8,1,1.2962962962962963,2.195061728395058,0.16094420600858353,0.6941176470588248,2.03950617283951,0.8987654320987616,-0.1325102880658417,0.18518518518518517,0,0,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-04 20:00:00,2023-07-06 04:00:00,2023-07-06 16:00:00,2023-07-06 20:00:00,2023-07-06 00:00:00,0.2967,1,1,0,1,0,1,0.790795,-0.647149,0.6,0.666872,0.666667,8,4,1.035294,0.5,0.8,0,,ADA_0035,2023-07-06 20:00:00,DIRECTION_RUN,2023-07-06 00:00:00,1,0,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,-0.0,0.6222222222222203,0.0,0.12195121951219545,0.08641975308641975,0.6222222222222203,0,-0.0,-7,-28,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-04 20:00:00,2023-07-06 04:00:00,2023-07-06 16:00:00,2023-07-06 20:00:00,2023-07-06 00:00:00,0.2967,1,1,0,1,0,1,0.790795,-0.647149,0.6,0.666872,0.666667,8,4,1.035294,0.5,0.8,0,,ADA_0035,2023-07-06 20:00:00,ATR_ORIGIN,2023-07-05 04:00:00,6,20,VALID,,0,0,0,ATR_1_REACHED,1,1.762962962962959,2.6617283950617208,0.2670157068062819,0.6867469879518083,1.9703703703703723,0.8987654320987616,-0.1325102880658417,0.35259259259259185,-2,-8,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-04 20:00:00,2023-07-06 04:00:00,2023-07-06 16:00:00,2023-07-06 20:00:00,2023-07-06 00:00:00,0.2967,1,1,0,1,0,1,0.790795,-0.647149,0.6,0.666872,0.666667,8,4,1.035294,0.5,0.8,0,,ADA_0035,2023-07-06 20:00:00,CONFIRMED_DIRECTION_CHANGE,2023-07-05 08:00:00,5,16,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,0.19012345679012155,1.0888888888888832,0.031518624641833484,0.6750000000000014,1.8666666666666705,0.8987654320987616,-0.1325102880658417,0.04753086419753039,-3,-12,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,DOWN,2023-07-04 20:00:00,2023-07-06 04:00:00,2023-07-06 16:00:00,2023-07-06 20:00:00,2023-07-06 00:00:00,0.2967,1,1,0,1,0,1,0.790795,-0.647149,0.6,0.666872,0.666667,8,4,1.035294,0.5,0.8,0,,ADA_0035,2023-07-06 20:00:00,HYBRID_ORIGIN,2023-07-06 00:00:00,1,0,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,-0.0,0.6222222222222203,0.0,0.12195121951219545,0.08641975308641975,0.6222222222222203,0,-0.0,-7,-28,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-06 12:00:00,2023-07-07 20:00:00,2023-07-08 08:00:00,2023-07-08 12:00:00,2023-07-07 16:00:00,0.2761,1,1,1,1,0,1,0.526976,-0.272109,0.421053,0.652778,0.333333,8,4,0.6875,0.5,0.8,0,,ADA_0045,2023-07-08 12:00:00,FIXED_8,2023-07-06 12:00:00,8,28,VALID,,0,0,0,FIXED_8,1,0.0941704035874424,1.0201793721973116,0.011741682974559511,0.5390624999999979,1.0829596412556006,0.9260089686098691,0.17787742899850328,0.013452914798206058,0,0,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-06 12:00:00,2023-07-07 20:00:00,2023-07-08 08:00:00,2023-07-08 12:00:00,2023-07-07 16:00:00,0.2761,1,1,1,1,0,1,0.526976,-0.272109,0.421053,0.652778,0.333333,8,4,0.6875,0.5,0.8,0,,ADA_0045,2023-07-08 12:00:00,DIRECTION_RUN,2023-07-07 16:00:00,1,0,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.0,0.39237668161435063,0.0,0.4318181818181761,0.2982062780268995,0.39237668161435063,0,0.0,-7,-28,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-06 12:00:00,2023-07-07 20:00:00,2023-07-08 08:00:00,2023-07-08 12:00:00,2023-07-07 16:00:00,0.2761,1,1,1,1,0,1,0.526976,-0.272109,0.421053,0.652778,0.333333,8,4,0.6875,0.5,0.8,0,,ADA_0045,2023-07-08 12:00:00,ATR_ORIGIN,,,,INVALID,ATR_1_NOT_REACHED,0,0,0,ATR_1_NOT_REACHED,1,,,,,,,,,,,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-06 12:00:00,2023-07-07 20:00:00,2023-07-08 08:00:00,2023-07-08 12:00:00,2023-07-07 16:00:00,0.2761,1,1,1,1,0,1,0.526976,-0.272109,0.421053,0.652778,0.333333,8,4,0.6875,0.5,0.8,0,,ADA_0045,2023-07-08 12:00:00,CONFIRMED_DIRECTION_CHANGE,2023-07-07 08:00:00,3,8,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,0.12556053811658696,0.5179372197309375,0.05755395683453039,0.64285714285714,0.7062780269058224,0.39237668161435063,0.06278026905829348,0.06278026905829348,-5,-20,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-06 12:00:00,2023-07-07 20:00:00,2023-07-08 08:00:00,2023-07-08 12:00:00,2023-07-07 16:00:00,0.2761,1,1,1,1,0,1,0.526976,-0.272109,0.421053,0.652778,0.333333,8,4,0.6875,0.5,0.8,0,,ADA_0045,2023-07-08 12:00:00,HYBRID_ORIGIN,,,,INVALID,HYBRID_INVALID:OPPOSITE_CLOSE_STEP;ATR_1_NOT_REACHED,0,0,0,HYBRID_INVALID:OPPOSITE_CLOSE_STEP;ATR_1_NOT_REACHED,1,,,,,,,,,,,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-08 08:00:00,2023-07-09 16:00:00,2023-07-10 04:00:00,2023-07-10 08:00:00,2023-07-09 12:00:00,0.2841,0,1,1,1,1,1,0.422222,0.506198,1.0,0.687336,0.333333,8,4,0.944444,0.5,0.8,1,PARENT_BOUNDARY_FAILURE,ADA_0056,2023-07-10 08:00:00,FIXED_8,2023-07-08 08:00:00,8,28,VALID,,0,0,0,FIXED_8,1,0.07253886010363238,1.7167530224525165,0.009523809523810212,0.24444444444444197,0.531951640759926,1.6442141623488842,-0.2982153137593537,0.01036269430051891,0,0,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-08 08:00:00,2023-07-09 16:00:00,2023-07-10 04:00:00,2023-07-10 08:00:00,2023-07-09 12:00:00,0.2841,0,1,1,1,1,1,0.422222,0.506198,1.0,0.687336,0.333333,8,4,0.944444,0.5,0.8,1,PARENT_BOUNDARY_FAILURE,ADA_0056,2023-07-10 08:00:00,DIRECTION_RUN,2023-07-09 12:00:00,1,0,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.0,0.6044905008635584,0.0,0.39024390243902274,0.38687392055267467,0.6044905008635584,0,0.0,-7,-28,ADAUSDT,0.8,1
ADAUSDT,1H_FALLBACK,UP,2023-07-08 08:00:00,2023-07-09 16:00:00,2023-07-10 04:00:00,2023-07-10 08:00:00,2023-07-09 12:00:00,0.2841,0,1,1,1,1,1,0.422222,0.506198,1.0,0.687336,0.333333,8,4,0.944444,0.5,0.8,1,PARENT_BOUNDARY_FAILURE,ADA_0056,2023-07-10 08:00:00,ATR_ORIGIN,2023-07-07 04:00:00,15,56,VALID,,0,0,0,ATR_1_REACHED,1,1.620034542314331,3.264248704663215,0.10894308943089405,0.5342465753424639,1.8860103626942941,1.6442141623488842,-0.2982153137593537,0.11571675302245221,7,28,ADAUSDT,0.8,1
