instrument,child_scale,parent_direction,parent_start,counter_start,balance_start,reassertion_time,end_time,parent_invalidation_boundary,parent_intact,child_counter_motion,counter_progress_decay,balance_or_overlap,failed_counter_extension,parent_reassertion,reassertion_atr,counter_displacement_atr,counter_efficiency,overlap_ratio,alternation_rate,parent_elapsed_bars,child_elapsed_bars,child_parent_amplitude_ratio,child_parent_duration_ratio,parameter_factor,diagnostic_flag,diagnostic_reason,interval_id,source_end_time,representation,origin_time,age_bars,duration_hours,validity,invalid_reason,minimum_history_flag,cap_hit_flag,zero_denominator_flag,origin_reason,causal_end_assertion,displacement_atr,extension_atr,efficiency,close_location,distance_to_boundary_atr,distance_from_extreme_atr,recent_slope_atr,whole_slope_atr,origin_disagreement_bars,origin_disagreement_hours,symbol,factor,chronological_third
ADAUSDT,1H_FALLBACK,UP,2024-03-24 00:00:00,2024-03-25 08:00:00,2024-03-25 20:00:00,2024-03-26 00:00:00,2024-03-25 04:00:00,0.6224,1,1,0,1,0,1,0.724541,-1.186161,0.447205,0.652613,0.666667,8,4,0.915916,0.5,1.0,0,,ADA_1614,2024-03-26 00:00:00,DIRECTION_RUN,2024-03-25 04:00:00,1,0,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.0,1.1724137931034428,0.0,0.0215827338129474,0.025862068965514375,1.1724137931034428,0,0.0,-7,-28,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,UP,2024-03-24 00:00:00,2024-03-25 08:00:00,2024-03-25 20:00:00,2024-03-26 00:00:00,2024-03-25 04:00:00,0.6224,1,1,0,1,0,1,0.724541,-1.186161,0.447205,0.652613,0.666667,8,4,0.915916,0.5,1.0,0,,ADA_1614,2024-03-26 00:00:00,ATR_ORIGIN,2024-03-24 00:00:00,8,28,VALID,,0,0,0,ATR_1_REACHED,1,1.3017241379310338,2.4741379310344764,0.15778474399164039,0.5915915915915931,1.6982758620689686,1.1724137931034428,0.255747126436782,0.18596059113300484,0,0,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,UP,2024-03-24 00:00:00,2024-03-25 08:00:00,2024-03-25 20:00:00,2024-03-26 00:00:00,2024-03-25 04:00:00,0.6224,1,1,0,1,0,1,0.724541,-1.186161,0.447205,0.652613,0.666667,8,4,0.915916,0.5,1.0,0,,ADA_1614,2024-03-26 00:00:00,CONFIRMED_DIRECTION_CHANGE,2024-03-24 20:00:00,3,8,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,-0.4051724137931064,0.7672413793103364,0.11779448621553998,0.44262295081967384,0.9310344827586228,1.1724137931034428,-0.2025862068965532,-0.2025862068965532,-5,-20,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,UP,2024-03-24 00:00:00,2024-03-25 08:00:00,2024-03-25 20:00:00,2024-03-26 00:00:00,2024-03-25 04:00:00,0.6224,1,1,0,1,0,1,0.724541,-1.186161,0.447205,0.652613,0.666667,8,4,0.915916,0.5,1.0,0,,ADA_1614,2024-03-26 00:00:00,HYBRID_ORIGIN,2024-03-25 04:00:00,1,0,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,0.0,1.1724137931034428,0.0,0.0215827338129474,0.025862068965514375,1.1724137931034428,0,0.0,-7,-28,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,UP,2024-03-24 20:00:00,2024-03-26 04:00:00,2024-03-26 16:00:00,2024-03-26 20:00:00,2024-03-26 00:00:00,0.6313,1,1,1,1,1,1,0.535294,1.057989,0.630901,0.704,0.666667,8,4,0.862534,0.5,1.0,0,,ADA_1619,2024-03-26 20:00:00,FIXED_8,2024-03-24 20:00:00,8,28,VALID,,0,0,0,FIXED_8,1,1.4958263772954905,1.6828046744574237,0.17006200177147915,0.9353099730458233,2.7033945464663347,0.18697829716193307,0.11426451493229627,0.21368948247078434,0,0,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,UP,2024-03-24 20:00:00,2024-03-26 04:00:00,2024-03-26 16:00:00,2024-03-26 20:00:00,2024-03-26 00:00:00,0.6313,1,1,1,1,1,1,0.535294,1.057989,0.630901,0.704,0.666667,8,4,0.862534,0.5,1.0,0,,ADA_1619,2024-03-26 20:00:00,DIRECTION_RUN,2024-03-25 20:00:00,2,4,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.7245409015025102,0.7946577629382372,0.35496183206107046,0.9328358208955219,0.9738452977184238,0.07011686143572707,0.7245409015025102,0.7245409015025102,-6,-24,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,UP,2024-03-24 20:00:00,2024-03-26 04:00:00,2024-03-26 16:00:00,2024-03-26 20:00:00,2024-03-26 00:00:00,0.6313,1,1,1,1,1,1,0.535294,1.057989,0.630901,0.704,0.666667,8,4,0.862534,0.5,1.0,0,,ADA_1619,2024-03-26 20:00:00,ATR_ORIGIN,2024-03-25 08:00:00,5,16,VALID,,0,0,0,ATR_1_REACHED,1,1.846410684474126,2.033388981636059,0.3246575342465758,0.9213114754098374,2.189204229271006,0.18697829716193307,0.11426451493229627,0.4616026711185315,-3,-12,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,UP,2024-03-24 20:00:00,2024-03-26 04:00:00,2024-03-26 16:00:00,2024-03-26 20:00:00,2024-03-26 00:00:00,0.6313,1,1,1,1,1,1,0.535294,1.057989,0.630901,0.704,0.666667,8,4,0.862534,0.5,1.0,0,,ADA_1619,2024-03-26 20:00:00,CONFIRMED_DIRECTION_CHANGE,2024-03-25 08:00:00,5,16,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,1.846410684474126,2.033388981636059,0.3246575342465758,0.9213114754098374,2.189204229271006,0.18697829716193307,0.11426451493229627,0.4616026711185315,-3,-12,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,UP,2024-03-24 20:00:00,2024-03-26 04:00:00,2024-03-26 16:00:00,2024-03-26 20:00:00,2024-03-26 00:00:00,0.6313,1,1,1,1,1,1,0.535294,1.057989,0.630901,0.704,0.666667,8,4,0.862534,0.5,1.0,0,,ADA_1619,2024-03-26 20:00:00,HYBRID_ORIGIN,2024-03-25 20:00:00,2,4,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,0.7245409015025102,0.7946577629382372,0.35496183206107046,0.9328358208955219,0.9738452977184238,0.07011686143572707,0.7245409015025102,0.7245409015025102,-6,-24,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,UP,2024-03-25 08:00:00,2024-03-26 16:00:00,2024-03-27 04:00:00,2024-03-27 08:00:00,2024-03-26 12:00:00,0.6379,1,1,0,1,0,1,0.568998,0.594204,0.358025,0.550586,0.666667,8,4,0.69214,0.5,1.0,0,,ADA_1622,2024-03-27 08:00:00,FIXED_8,2024-03-25 08:00:00,8,28,VALID,,0,0,0,FIXED_8,1,1.4770642201834896,2.954128440366971,0.16171875000000027,0.5480349344978174,1.791029561671764,1.4770642201834818,-0.07135575942915397,0.2110091743119271,0,0,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,UP,2024-03-25 08:00:00,2024-03-26 16:00:00,2024-03-27 04:00:00,2024-03-27 08:00:00,2024-03-26 12:00:00,0.6379,1,1,0,1,0,1,0.568998,0.594204,0.358025,0.550586,0.666667,8,4,0.69214,0.5,1.0,0,,ADA_1622,2024-03-27 08:00:00,DIRECTION_RUN,2024-03-26 12:00:00,1,0,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.0,1.0774719673802242,0.0,0.4124513618677055,0.7563710499490353,1.0774719673802242,0,0.0,-7,-28,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,UP,2024-03-25 08:00:00,2024-03-26 16:00:00,2024-03-27 04:00:00,2024-03-27 08:00:00,2024-03-26 12:00:00,0.6379,1,1,0,1,0,1,0.568998,0.594204,0.358025,0.550586,0.666667,8,4,0.69214,0.5,1.0,0,,ADA_1622,2024-03-27 08:00:00,ATR_ORIGIN,2024-03-25 08:00:00,8,28,VALID,,0,0,0,ATR_1_REACHED,1,1.4770642201834896,2.954128440366971,0.16171875000000027,0.5480349344978174,1.791029561671764,1.4770642201834818,-0.07135575942915397,0.2110091743119271,0,0,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,UP,2024-03-25 08:00:00,2024-03-26 16:00:00,2024-03-27 04:00:00,2024-03-27 08:00:00,2024-03-26 12:00:00,0.6379,1,1,0,1,0,1,0.568998,0.594204,0.358025,0.550586,0.666667,8,4,0.69214,0.5,1.0,0,,ADA_1622,2024-03-27 08:00:00,CONFIRMED_DIRECTION_CHANGE,2024-03-26 00:00:00,4,12,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,-0.21406727828746192,1.2629969418960199,0.044247787610619455,0.338658146964858,0.7563710499490353,1.4770642201834818,-0.07135575942915397,-0.07135575942915397,-4,-16,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,UP,2024-03-25 08:00:00,2024-03-26 16:00:00,2024-03-27 04:00:00,2024-03-27 08:00:00,2024-03-26 12:00:00,0.6379,1,1,0,1,0,1,0.568998,0.594204,0.358025,0.550586,0.666667,8,4,0.69214,0.5,1.0,0,,ADA_1622,2024-03-27 08:00:00,HYBRID_ORIGIN,2024-03-26 12:00:00,1,0,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,0.0,1.0774719673802242,0.0,0.4124513618677055,0.7563710499490353,1.0774719673802242,0,0.0,-7,-28,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-25 12:00:00,2024-03-26 20:00:00,2024-03-27 08:00:00,2024-03-27 12:00:00,2024-03-26 16:00:00,0.6837,1,1,0,1,0,1,1.417029,-0.526015,0.314741,0.501668,0.666667,8,4,0.827511,0.5,1.0,0,,ADA_1623,2024-03-27 12:00:00,FIXED_8,2024-03-25 12:00:00,8,28,VALID,,0,0,0,FIXED_8,1,0.3022571148184465,1.62806673209028,0.033511043412033155,0.5786026200873362,1.820412168792931,1.3258096172718334,0.33660451422963783,0.04317958783120665,0,0,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-25 12:00:00,2024-03-26 20:00:00,2024-03-27 08:00:00,2024-03-27 12:00:00,2024-03-26 16:00:00,0.6837,1,1,0,1,0,1,1.417029,-0.526015,0.314741,0.501668,0.666667,8,4,0.827511,0.5,1.0,0,,ADA_1623,2024-03-27 12:00:00,DIRECTION_RUN,2024-03-26 08:00:00,3,8,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,1.305201177625123,1.683022571148189,0.3538175046554933,0.8281249999999982,1.820412168792931,0.3778213935230658,0.6526005888125616,0.6526005888125616,-5,-20,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-25 12:00:00,2024-03-26 20:00:00,2024-03-27 08:00:00,2024-03-27 12:00:00,2024-03-26 16:00:00,0.6837,1,1,0,1,0,1,1.417029,-0.526015,0.314741,0.501668,0.666667,8,4,0.827511,0.5,1.0,0,,ADA_1623,2024-03-27 12:00:00,ATR_ORIGIN,2024-03-26 08:00:00,3,8,VALID,,0,0,0,ATR_1_REACHED,1,1.305201177625123,1.683022571148189,0.3538175046554933,0.8281249999999982,1.820412168792931,0.3778213935230658,0.6526005888125616,0.6526005888125616,-5,-20,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-25 12:00:00,2024-03-26 20:00:00,2024-03-27 08:00:00,2024-03-27 12:00:00,2024-03-26 16:00:00,0.6837,1,1,0,1,0,1,1.417029,-0.526015,0.314741,0.501668,0.666667,8,4,0.827511,0.5,1.0,0,,ADA_1623,2024-03-27 12:00:00,CONFIRMED_DIRECTION_CHANGE,2024-03-24 08:00:00,15,56,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,-1.4563297350343465,0.7625122669283607,0.1009523809523809,0.45068027210884326,1.820412168792931,2.2188420019627073,0.33660451422963783,-0.10402355250245332,7,28,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-25 12:00:00,2024-03-26 20:00:00,2024-03-27 08:00:00,2024-03-27 12:00:00,2024-03-26 16:00:00,0.6837,1,1,0,1,0,1,1.417029,-0.526015,0.314741,0.501668,0.666667,8,4,0.827511,0.5,1.0,0,,ADA_1623,2024-03-27 12:00:00,HYBRID_ORIGIN,2024-03-26 08:00:00,3,8,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,1.305201177625123,1.683022571148189,0.3538175046554933,0.8281249999999982,1.820412168792931,0.3778213935230658,0.6526005888125616,0.6526005888125616,-5,-20,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-28 12:00:00,2024-03-29 20:00:00,2024-03-30 08:00:00,2024-03-30 12:00:00,2024-03-29 16:00:00,0.6678,1,1,0,1,0,1,0.580194,-0.435403,0.283721,0.724306,0.666667,8,4,0.820122,0.5,1.0,0,,ADA_1641,2024-03-30 12:00:00,FIXED_8,2024-03-28 12:00:00,8,28,VALID,,0,0,0,FIXED_8,1,0.4456928838951329,1.2977528089887667,0.06115107913669092,0.6036585365853648,1.2977528089887593,0.8520599250936337,-0.22284644194756525,0.063670411985019,0,0,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-28 12:00:00,2024-03-29 20:00:00,2024-03-30 08:00:00,2024-03-30 12:00:00,2024-03-29 16:00:00,0.6678,1,1,0,1,0,1,0.580194,-0.435403,0.283721,0.724306,0.666667,8,4,0.820122,0.5,1.0,0,,ADA_1641,2024-03-30 12:00:00,DIRECTION_RUN,2024-03-29 08:00:00,3,8,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.26217228464419495,0.976591760299627,0.07207207207207214,0.6449511400651453,1.2977528089887593,0.7144194756554321,0.13108614232209748,0.13108614232209748,-5,-20,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-28 12:00:00,2024-03-29 20:00:00,2024-03-30 08:00:00,2024-03-30 12:00:00,2024-03-29 16:00:00,0.6678,1,1,0,1,0,1,0.580194,-0.435403,0.283721,0.724306,0.666667,8,4,0.820122,0.5,1.0,0,,ADA_1641,2024-03-30 12:00:00,ATR_ORIGIN,2024-03-26 20:00:00,18,68,VALID,,0,0,0,ATR_1_REACHED,1,1.1142322097378285,2.287453183520602,0.0630797773654917,0.5623471882640585,1.5074906367041212,1.1732209737827732,-0.22284644194756525,0.06554307116104874,10,40,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-28 12:00:00,2024-03-29 20:00:00,2024-03-30 08:00:00,2024-03-30 12:00:00,2024-03-29 16:00:00,0.6678,1,1,0,1,0,1,0.580194,-0.435403,0.283721,0.724306,0.666667,8,4,0.820122,0.5,1.0,0,,ADA_1641,2024-03-30 12:00:00,CONFIRMED_DIRECTION_CHANGE,2024-03-29 00:00:00,5,16,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,-0.039325842696632154,0.8127340823970015,0.007290400972054015,0.6036585365853648,1.2977528089887593,0.8520599250936337,-0.22284644194756525,-0.009831460674158039,-3,-12,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-28 12:00:00,2024-03-29 20:00:00,2024-03-30 08:00:00,2024-03-30 12:00:00,2024-03-29 16:00:00,0.6678,1,1,0,1,0,1,0.580194,-0.435403,0.283721,0.724306,0.666667,8,4,0.820122,0.5,1.0,0,,ADA_1641,2024-03-30 12:00:00,HYBRID_ORIGIN,2024-03-29 08:00:00,3,8,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,0.26217228464419495,0.976591760299627,0.07207207207207214,0.6449511400651453,1.2977528089887593,0.7144194756554321,0.13108614232209748,0.13108614232209748,-5,-20,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-30 00:00:00,2024-03-31 08:00:00,2024-03-31 20:00:00,2024-04-01 00:00:00,2024-03-31 04:00:00,0.6691,1,1,1,1,1,1,0.538056,0.272727,0.681818,0.632894,0.666667,8,4,0.327273,0.5,1.0,0,,ADA_1650,2024-04-01 00:00:00,FIXED_8,2024-03-30 00:00:00,8,28,VALID,,0,0,0,FIXED_8,1,0.5805061927840638,1.2364028002154082,0.0973451327433634,0.683636363636363,1.4173397953688784,0.6558966074313445,0.0050260276431514875,0.08292945611200911,0,0,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-30 00:00:00,2024-03-31 08:00:00,2024-03-31 20:00:00,2024-04-01 00:00:00,2024-03-31 04:00:00,0.6691,1,1,1,1,1,1,0.538056,0.272727,0.681818,0.632894,0.666667,8,4,0.327273,0.5,1.0,0,,ADA_1650,2024-04-01 00:00:00,DIRECTION_RUN,2024-03-31 04:00:00,1,0,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,-0.0,0.45988152934841137,0.0,0.3440860215053752,0.24124932687129652,0.45988152934841137,0,-0.0,-7,-28,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-30 00:00:00,2024-03-31 08:00:00,2024-03-31 20:00:00,2024-04-01 00:00:00,2024-03-31 04:00:00,0.6691,1,1,1,1,1,1,0.538056,0.272727,0.681818,0.632894,0.666667,8,4,0.327273,0.5,1.0,0,,ADA_1650,2024-04-01 00:00:00,ATR_ORIGIN,2024-03-29 20:00:00,9,32,VALID,,0,0,0,ATR_1_REACHED,1,1.0554658050619297,1.711362412493274,0.13539651837524197,0.683636363636363,1.4173397953688784,0.6558966074313445,0.0050260276431514875,0.1319332256327412,1,4,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-30 00:00:00,2024-03-31 08:00:00,2024-03-31 20:00:00,2024-04-01 00:00:00,2024-03-31 04:00:00,0.6691,1,1,1,1,1,1,0.538056,0.272727,0.681818,0.632894,0.666667,8,4,0.327273,0.5,1.0,0,,ADA_1650,2024-04-01 00:00:00,CONFIRMED_DIRECTION_CHANGE,2024-03-30 00:00:00,8,28,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,0.5805061927840638,1.2364028002154082,0.0973451327433634,0.683636363636363,1.4173397953688784,0.6558966074313445,0.0050260276431514875,0.08292945611200911,0,0,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-30 00:00:00,2024-03-31 08:00:00,2024-03-31 20:00:00,2024-04-01 00:00:00,2024-03-31 04:00:00,0.6691,1,1,1,1,1,1,0.538056,0.272727,0.681818,0.632894,0.666667,8,4,0.327273,0.5,1.0,0,,ADA_1650,2024-04-01 00:00:00,HYBRID_ORIGIN,2024-03-31 04:00:00,1,0,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,-0.0,0.45988152934841137,0.0,0.3440860215053752,0.24124932687129652,0.45988152934841137,0,-0.0,-7,-28,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-30 04:00:00,2024-03-31 12:00:00,2024-04-01 00:00:00,2024-04-01 04:00:00,2024-03-31 08:00:00,0.6613,1,1,1,1,0,1,1.415054,-0.134412,0.159091,0.525461,0.333333,8,4,1.817259,0.5,1.0,0,,ADA_1651,2024-04-01 04:00:00,FIXED_8,2024-03-30 04:00:00,8,28,VALID,,0,0,0,FIXED_8,1,0.26385809312638275,0.6906873614190706,0.04696132596685031,0.7208121827411144,1.1019955654101994,0.42682926829268786,-0.09053954175905553,0.03769401330376897,0,0,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-30 04:00:00,2024-03-31 12:00:00,2024-04-01 00:00:00,2024-04-01 04:00:00,2024-03-31 08:00:00,0.6613,1,1,1,1,0,1,1.415054,-0.134412,0.159091,0.525461,0.333333,8,4,1.817259,0.5,1.0,0,,ADA_1651,2024-04-01 04:00:00,DIRECTION_RUN,2024-03-31 04:00:00,2,4,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,0.24833702882483236,0.4733924611973391,0.22377622377622275,0.6881720430107504,0.4966740576496647,0.22505543237250675,0.24833702882483236,0.24833702882483236,-6,-24,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-30 04:00:00,2024-03-31 12:00:00,2024-04-01 00:00:00,2024-04-01 04:00:00,2024-03-31 08:00:00,0.6613,1,1,1,1,0,1,1.415054,-0.134412,0.159091,0.525461,0.333333,8,4,1.817259,0.5,1.0,0,,ADA_1651,2024-04-01 04:00:00,ATR_ORIGIN,2024-03-29 20:00:00,10,36,VALID,,0,0,0,ATR_1_REACHED,1,1.3348115299334815,1.7616407982261693,0.15867158671586717,0.7999999999999984,1.7073170731707343,0.42682926829268786,-0.09053954175905553,0.14831239221483128,2,8,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-30 04:00:00,2024-03-31 12:00:00,2024-04-01 00:00:00,2024-04-01 04:00:00,2024-03-31 08:00:00,0.6613,1,1,1,1,0,1,1.415054,-0.134412,0.159091,0.525461,0.333333,8,4,1.817259,0.5,1.0,0,,ADA_1651,2024-04-01 04:00:00,CONFIRMED_DIRECTION_CHANGE,2024-03-30 00:00:00,9,32,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,0.845898004434592,1.2727272727272798,0.12960760998810972,0.7999999999999984,1.7073170731707343,0.42682926829268786,-0.09053954175905553,0.105737250554324,1,4,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-30 04:00:00,2024-03-31 12:00:00,2024-04-01 00:00:00,2024-04-01 04:00:00,2024-03-31 08:00:00,0.6613,1,1,1,1,0,1,1.415054,-0.134412,0.159091,0.525461,0.333333,8,4,1.817259,0.5,1.0,0,,ADA_1651,2024-04-01 04:00:00,HYBRID_ORIGIN,2024-03-31 04:00:00,2,4,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,0.24833702882483236,0.4733924611973391,0.22377622377622275,0.6881720430107504,0.4966740576496647,0.22505543237250675,0.24833702882483236,0.24833702882483236,-6,-24,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-31 00:00:00,2024-04-01 08:00:00,2024-04-01 20:00:00,2024-04-02 00:00:00,2024-04-01 04:00:00,0.6535,1,1,1,1,1,1,1.959385,-0.530303,0.196078,0.531705,0.666667,8,4,1.275132,0.5,1.0,0,,ADA_1656,2024-04-02 00:00:00,FIXED_8,2024-03-31 00:00:00,8,28,VALID,,0,0,0,FIXED_8,1,1.4351254480286733,2.960573476702509,0.18791064388961906,0.5978835978835976,2.268100358422937,1.5254480286738359,0.5486260454002385,0.20501792114695333,0,0,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-31 00:00:00,2024-04-01 08:00:00,2024-04-01 20:00:00,2024-04-02 00:00:00,2024-04-01 04:00:00,0.6535,1,1,1,1,1,1,1.959385,-0.530303,0.196078,0.531705,0.666667,8,4,1.275132,0.5,1.0,0,,ADA_1656,2024-04-02 00:00:00,DIRECTION_RUN,2024-03-31 20:00:00,3,8,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,1.9268817204301092,3.452329749103945,0.4210526315789485,0.5754189944134074,2.0673835125448004,1.5254480286738359,0.9634408602150546,0.9634408602150546,-5,-20,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-31 00:00:00,2024-04-01 08:00:00,2024-04-01 20:00:00,2024-04-02 00:00:00,2024-04-01 04:00:00,0.6535,1,1,1,1,1,1,1.959385,-0.530303,0.196078,0.531705,0.666667,8,4,1.275132,0.5,1.0,0,,ADA_1656,2024-04-02 00:00:00,ATR_ORIGIN,2024-04-01 00:00:00,2,4,VALID,,0,0,0,ATR_1_REACHED,1,1.415053763440862,2.9405017921146976,0.3624678663239081,0.5754189944134074,2.0673835125448004,1.5254480286738359,1.415053763440862,1.415053763440862,-6,-24,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-31 00:00:00,2024-04-01 08:00:00,2024-04-01 20:00:00,2024-04-02 00:00:00,2024-04-01 04:00:00,0.6535,1,1,1,1,1,1,1.959385,-0.530303,0.196078,0.531705,0.666667,8,4,1.275132,0.5,1.0,0,,ADA_1656,2024-04-02 00:00:00,CONFIRMED_DIRECTION_CHANGE,2024-03-31 08:00:00,6,20,VALID,,0,0,0,TWO_BAR_CHANGE_CONFIRMED,1,1.6258064516129043,3.1512544802867404,0.26821192052980164,0.5754189944134074,2.0673835125448004,1.5254480286738359,0.5486260454002385,0.32516129032258084,-2,-8,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-31 00:00:00,2024-04-01 08:00:00,2024-04-01 20:00:00,2024-04-02 00:00:00,2024-04-01 04:00:00,0.6535,1,1,1,1,1,1,1.959385,-0.530303,0.196078,0.531705,0.666667,8,4,1.275132,0.5,1.0,0,,ADA_1656,2024-04-02 00:00:00,HYBRID_ORIGIN,2024-04-01 00:00:00,2,4,VALID,,0,0,0,LATER_OF_DIRECTION_RUN_AND_ATR_ORIGIN,1,1.415053763440862,2.9405017921146976,0.3624678663239081,0.5754189944134074,2.0673835125448004,1.5254480286738359,1.415053763440862,1.415053763440862,-6,-24,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-31 08:00:00,2024-04-01 16:00:00,2024-04-02 04:00:00,2024-04-02 08:00:00,2024-04-01 12:00:00,0.6515,1,1,0,1,0,1,0.750246,-1.884615,0.875,0.526784,1.0,8,4,1.090323,0.5,1.0,0,,ADA_1658,2024-04-02 08:00:00,FIXED_8,2024-03-31 08:00:00,8,28,VALID,,0,0,0,FIXED_8,1,3.4458762886598,3.797680412371142,0.38742393509127837,0.9161290322580642,3.842783505154642,0.351804123711342,1.0854810996563595,0.49226804123711426,0,0,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-31 08:00:00,2024-04-01 16:00:00,2024-04-02 04:00:00,2024-04-02 08:00:00,2024-04-01 12:00:00,0.6515,1,1,0,1,0,1,0.750246,-1.884615,0.875,0.526784,1.0,8,4,1.090323,0.5,1.0,0,,ADA_1658,2024-04-02 08:00:00,DIRECTION_RUN,2024-03-31 20:00:00,5,16,VALID,,0,0,0,OPPOSITE_CLOSE_STEP,1,3.7164948453608315,4.068298969072173,0.4916467780429603,0.9161290322580642,3.842783505154642,0.351804123711342,1.0854810996563595,0.9291237113402079,-3,-12,ADAUSDT,1.0,2
ADAUSDT,1H_FALLBACK,DOWN,2024-03-31 08:00:00,2024-04-01 16:00:00,2024-04-02 04:00:00,2024-04-02 08:00:00,2024-04-01 12:00:00,0.6515,1,1,0,1,0,1,0.750246,-1.884615,0.875,0.526784,1.0,8,4,1.090323,0.5,1.0,0,,ADA_1658,2024-04-02 08:00:00,ATR_ORIGIN,2024-04-01 08:00:00,2,4,VALID,,0,0,0,ATR_1_REACHED,1,1.6507731958762895,2.0025773195876315,0.47905759162303607,0.864583333333333,2.246134020618563,0.351804123711342,1.6507731958762895,1.6507731958762895,-6,-24,ADAUSDT,1.0,2
