joint_id,model,parent_id,direction,price_regime_id,ema_regime_id,joint_overlap_open_time,joint_decision_open_time,frozen_upper_bound,frozen_lower_bound,frozen_ema_band_low,frozen_ema_band_high,frozen_ema_edge,price_regime_age_bars_at_overlap,ema_regime_age_bars_at_overlap,bars_observed,price_outside_count,price_outside_fraction,longest_price_deep_reclaim_run,ema_beyond_count,ema_beyond_fraction,longest_ema_inside_return_run,ema_gap_at_candidate,ema_gap_at_decision,joint_status,failure_reason,effective_parent_resolution_open_time,local_price_confirmation_open_time,parent_resolution_confirmation_open_time,last_timestamp_used
JC001,R4_PRICE_PLUS_ACTIVE_PARENT_EMA,P001,UP,PR001,AR001,2023-11-02 20:00:00,2023-11-04 16:00:00,0.3031,0.2875,0.2920492065511633,0.2948604981023709,0.2948604981023709,1,0,12,12,1.0,0,12,1.0,0,0.029002846914706837,0.03632030340489667,CONFIRMED,,2023-11-02 04:00:00,2023-11-02 16:00:00,2023-11-04 16:00:00,2023-11-04 16:00:00
JC002,R4_PRICE_PLUS_ACTIVE_PARENT_EMA,P002,UP,PR002,AR003,2023-11-24 16:00:00,2023-11-26 12:00:00,0.3905,0.3568,0.3680960969287322,0.37425834676447944,0.37425834676447944,1,21,12,8,0.6666666666666666,2,12,1.0,0,0.037579112186678754,0.038071948043854276,FAILED,JOINT_12_BAR_CRITERIA_NOT_MET,,2023-11-24 12:00:00,,2023-11-26 12:00:00
JC003,R4_PRICE_PLUS_ACTIVE_PARENT_EMA,P002,UP,PR002,AR003,2023-11-26 16:00:00,2023-11-27 00:00:00,0.3905,0.3568,0.3680960969287322,0.37425834676447944,0.37425834676447944,13,33,3,0,0.0,3,3,1.0,0,0.03755440956043271,0.03666744912387482,FAILED,PRICE_DEEP_RECLAIM,,2023-11-24 12:00:00,,2023-11-27 00:00:00
JC004,R4_PRICE_PLUS_ACTIVE_PARENT_EMA,P002,UP,PR003,AR004,2023-12-04 20:00:00,2023-12-06 16:00:00,0.3976,0.3568,0.3805017801570335,0.38361137570822545,0.38361137570822545,1,6,12,12,1.0,0,12,1.0,0,0.029505787748299706,0.041663517278796414,CONFIRMED,,2023-12-04 00:00:00,2023-12-04 16:00:00,2023-12-06 16:00:00,2023-12-06 16:00:00
JC005,R4_PRICE_PLUS_ACTIVE_PARENT_EMA,P003,DOWN,PR005,AR006,2024-01-06 12:00:00,2024-01-08 08:00:00,0.6675,0.5328,0.6063660731459147,0.6130863077961769,0.6063660731459147,1,16,12,12,1.0,0,12,1.0,0,0.0017963800646974004,-0.02251229530212684,CONFIRMED,,2024-01-05 16:00:00,2024-01-06 08:00:00,2024-01-08 08:00:00,2024-01-08 08:00:00
