open_time,close_time,open,high,low,close,ema27,ema200,ema27_change_1,ema27_slope_3,ema200_slope_6,ema_gap,ema_gap_change_1,ema_gap_change_3,atr14,base_long_context,fully_aligned_long_bar,discordance_score,core_trigger,zone_id,active_upper_bound_before_bar,active_lower_bound_before_bar,boundary_version,inside_active_zone,outside_status,distance_to_upper_atr,distance_to_lower_atr,ema27_cross_event,active_exit_candidate_id,zone_phase,event_id
2023-10-18 00:00:00,2023-10-18 03:59:59,0.2464,0.2464,0.2448,0.2459,0.24838626190250696,0.252859224676985,-0.00019125091557742335,-0.0006919061504061889,-0.0001991123761667657,-0.004472962774478062,-0.00012130895902484617,-0.0003178163643407783,0.00254899956271288,False,False,3,False,,,,0,False,NO_ZONE,,,False,,OUTSIDE_ZONE,
2023-10-18 04:00:00,2023-10-18 07:59:59,0.2459,0.2483,0.2455,0.2463,0.24823724319518503,0.2527939587598011,-0.00014901870732192402,-0.0006907300623381815,-0.0002253216617361664,-0.004556715564616065,-8.375279013800307e-05,-0.0003136302525748591,0.0025669281653762453,False,False,3,False,,,,0,False,NO_ZONE,,,False,,OUTSIDE_ZONE,
2023-10-18 08:00:00,2023-10-18 11:59:59,0.2464,0.247,0.2446,0.2467,0.24812744010981466,0.2527333223542309,-0.00010980308537036909,-0.0006035310048326803,-0.00025127140744931237,-0.004605882244416243,-4.916667980017775e-05,-0.000254228428963027,0.0025550047249922265,False,False,3,False,,,,0,False,NO_ZONE,,,False,,OUTSIDE_ZONE,
2023-10-18 12:00:00,2023-10-18 15:59:59,0.2468,0.247,0.2446,0.245,0.24790405153054218,0.25265637387309425,-0.00022338857927248212,-0.000647124319291111,-0.0002645551052491979,-0.004752322342552073,-0.00014644009813583048,-0.0002793595680740113,0.002543932958921352,False,False,3,False,,,,0,False,NO_ZONE,,,False,,OUTSIDE_ZONE,
2023-10-18 16:00:00,2023-10-18 19:59:59,0.2451,0.246,0.2439,0.2441,0.24763233356407488,0.2525712358246057,-0.00027171796646729973,-0.0008122735376369095,-0.0002796855478829167,-0.004938902260530842,-0.0001865799179787686,-0.00038218669591477683,0.002512223461855541,False,False,3,False,,,,0,False,NO_ZONE,,,False,,OUTSIDE_ZONE,
2023-10-18 20:00:00,2023-10-18 23:59:59,0.2441,0.2442,0.2422,0.243,0.24730145259521238,0.2524759996472465,-0.00033088096886249585,-0.0011096280661753537,-0.0002986125801693329,-0.005174547052034101,-0.0002356447915032589,-0.000568664807617858,0.0024756360717230023,False,False,3,False,,,,0,False,NO_ZONE,,,False,,OUTSIDE_ZONE,
2023-10-19 00:00:00,2023-10-19 03:59:59,0.243,0.2444,0.2394,0.2409,0.24684420598126866,0.2523608155711545,-0.0004572466139437237,-0.001425074933534572,-0.00032851553828501984,-0.0055166095898858125,-0.0003420625378517117,-0.0007642872473337392,0.0026559477808856453,False,False,3,False,,,,0,False,NO_ZONE,,,False,,OUTSIDE_ZONE,
2023-10-19 04:00:00,2023-10-19 07:59:59,0.241,0.243,0.2406,0.242,0.24649819126832093,0.2522577228789042,-0.0003460147129477342,-0.0015266481015499729,-0.0003535394882639246,-0.005759531610583263,-0.00024292202069745028,-0.0008206293500524209,0.0026376657965366695,False,False,3,False,,,,0,False,NO_ZONE,,,False,,OUTSIDE_ZONE,
2023-10-19 08:00:00,2023-10-19 11:59:59,0.2421,0.2426,0.2409,0.2426,0.24621974903486943,0.25216162613384047,-0.000278442233451498,-0.0014580094441977904,-0.0003770088665429605,-0.005941877098971038,-0.0001823454883877751,-0.0007673300469369371,0.002570689668212622,False,False,3,False,,,,0,False,NO_ZONE,,,False,,OUTSIDE_ZONE,
2023-10-19 12:00:00,2023-10-19 15:59:59,0.2426,0.2459,0.2421,0.2452,0.24614690981809303,0.25209235622206094,-7.28392167763936e-05,-0.0009416143817024084,-0.0003720584618462919,-0.005945446403967908,-3.5693049968699153e-06,-0.0004288368140820953,0.0026584975490545775,False,False,3,False,,,,0,False,NO_ZONE,,,False,,OUTSIDE_ZONE,
