parent_ema_event_id,candidate_open_time,confirmation_open_time,direction,frozen_band_low,frozen_band_high,frozen_band_mid,frozen_edge,band_width_atr,ema27_at_candidate,atr_at_candidate,ema_gap_atr_at_candidate,ema_gap_change_6_atr_at_confirmation,classification,directionally_qualified,causal_last_timestamp_used,suppressed_duplicates_before_event
PE001,2023-10-19 00:00:00,2023-10-19 04:00:00,DOWN,0.24730145259521238,0.24901852306455327,0.24809576484696183,0.24730145259521238,0.646500086220941,0.24684420598126866,0.0026559477808856453,-2.077077580209901,-0.45601533277890227,PARENT_EMA_DOWN_TOWARD_EMA200,True,2023-10-19 04:00:00,0
PE002,2023-11-20 08:00:00,2023-11-20 12:00:00,UP,0.3680960969287322,0.37425834676447944,0.3711600430050327,0.37425834676447944,0.6387532759750274,0.37554703628130237,0.009647308385762669,4.396902226945056,0.26906699587510174,PARENT_EMA_UP_AWAY_FROM_EMA200,True,2023-11-20 12:00:00,0
PE003,2023-12-02 20:00:00,2023-12-03 00:00:00,UP,0.3805017801570335,0.38361137570822545,0.3822346972978844,0.38361137570822545,0.5808445215483881,0.3846105631576379,0.005353576449171857,4.6941997826309745,0.35385045927742864,PARENT_EMA_UP_AWAY_FROM_EMA200,True,2023-12-03 00:00:00,1
PE004,2023-12-28 00:00:00,2023-12-28 04:00:00,UP,0.6065826058411644,0.6116490552225505,0.6081411983968952,0.6116490552225505,0.2550790367868431,0.6151098369923684,0.01986227267127364,4.031471863897087,0.2647956631473661,PARENT_EMA_UP_AWAY_FROM_EMA200,True,2023-12-28 04:00:00,1
PE005,2024-01-03 16:00:00,2024-01-03 20:00:00,DOWN,0.6063660731459147,0.6130863077961769,0.610563618402391,0.6063660731459147,0.3281740744046674,0.6034382592060489,0.020477652485051366,2.164537363567497,-0.6714118492243106,PARENT_EMA_DOWN_TOWARD_EMA200,True,2024-01-03 20:00:00,1
