joint_candidate_id,direction,frozen_upper_bound,frozen_lower_bound,frozen_parent_ema_band_low,frozen_parent_ema_band_high,frozen_parent_ema_edge,price_candidate_open_time,price_effective_open_time,local_price_confirmation_open_time,parent_ema_event_id,parent_ema_candidate_open_time,parent_ema_confirmation_open_time,parent_ema_classification,joint_probation_start_open_time,joint_probation_end_open_time,joint_decision_open_time,bars_observed,price_outside_count,price_outside_fraction,longest_price_deep_reclaim_run,ema_beyond_count,ema_beyond_fraction,longest_ema_inside_return_run,ema_gap_at_candidate,ema_gap_at_decision,joint_status,failure_reason,effective_parent_resolution_open_time,parent_resolution_confirmation_open_time,accepted_extension_after_failure,last_timestamp_used,parent_zone_id,phase_id,ema_association_age_bars
JC001,DOWN,0.6615,0.5328,0.6063660731459147,0.6130863077961769,0.6063660731459147,2024-01-03 16:00:00,2024-01-03 16:00:00,2024-01-04 04:00:00,PE005,2024-01-03 16:00:00,2024-01-03 20:00:00,PARENT_EMA_DOWN_TOWARD_EMA200,2024-01-04 08:00:00,2024-01-06 04:00:00,2024-01-04 16:00:00,3,0,0.0,3,3,1.0,0,0.035214242258780115,0.02980636655273039,FAILED,PRICE_DEEP_RECLAIM,,,False,2024-01-04 16:00:00,P003,PH013,-1
