price_regime_id,model,parent_id,phase_id,local_candidate_id,direction,candidate_idx,first_outside_idx,confirmation_idx,candidate_open_time,first_outside_open_time,local_acceptance_confirmation_open_time,frozen_parent_boundary,frozen_atr,outside_close_count,deep_reclaim_run,active,termination_reason,termination_open_time,last_timestamp_used
PR001,R4_PRICE_PLUS_ACTIVE_PARENT_EMA,P001,PH002,LC002,UP,91,91,94,2023-11-02 04:00:00,2023-11-02 04:00:00,2023-11-02 16:00:00,0.3031,0.006683822000311275,4,0,True,PARENT_RESOLUTION,2023-11-04 16:00:00,2023-11-02 16:00:00
PR002,R4_PRICE_PLUS_ACTIVE_PARENT_EMA,P002,PH006,LC006,UP,222,222,225,2023-11-24 00:00:00,2023-11-24 00:00:00,2023-11-24 12:00:00,0.3905,0.009413451029180888,3,2,False,FAILED_JOINT_PRICE_DEEP_RECLAIM,2023-11-27 00:00:00,2023-11-24 12:00:00
PR003,R4_PRICE_PLUS_ACTIVE_PARENT_EMA,P002,PH008,LC008,UP,282,282,286,2023-12-04 00:00:00,2023-12-04 00:00:00,2023-12-04 16:00:00,0.3976,0.006077653904111378,5,0,True,PARENT_RESOLUTION,2023-12-06 16:00:00,2023-12-04 16:00:00
PR004,R4_PRICE_PLUS_ACTIVE_PARENT_EMA,P003,PH009,LC009,UP,340,340,343,2023-12-13 16:00:00,2023-12-13 16:00:00,2023-12-14 04:00:00,0.6243,0.030987156329740865,11,3,False,PRICE_RETURN_TERMINATION,2023-12-16 00:00:00,2023-12-16 00:00:00
PR005,R4_PRICE_PLUS_ACTIVE_PARENT_EMA,P003,PH010,LC010,DOWN,478,478,482,2024-01-05 16:00:00,2024-01-05 16:00:00,2024-01-06 08:00:00,0.5328,0.018324303114663574,4,0,True,PARENT_RESOLUTION,2024-01-08 08:00:00,2024-01-06 08:00:00
