window_id,move_id,sample_type,control_id,direction,event_time,window_bars_requested,window_bars_available,window_start_time,window_end_time,price_slope_pct,price_acceleration_pct,direction_changes,range_pct,range_compression_ratio,range_state,directional_candle_share,avg_body,avg_body_change_ratio,max_pullback_pct,local_extreme_update_last5,failed_continuation_attempt,ema27_slope_state,ema27_slope_change,price_vs_ema27,distance_to_ema27_pct,ema27_crosses,ema27_aligned_to_move,ema200_slope_state,price_vs_ema200,distance_to_ema200_pct,ema200_crosses,ema200_aligned_to_move,last5_directions,last5_body_sequence,last5_acceleration,last5_tempo_change_candle,last5_false_attempt,uses_post_start_data
M13_control_C2_10,M13,control,C2,LONG,2025-08-21 00:00,10,10,2025-08-19 08:00,2025-08-20 20:00,-5.3932,12.7169,4,12.5698,0.5462,compressed,0.5000,0.014260,-0.3960,9.9976,false,false,falling,0.00000000,below,-1.4248,1,false,rising,above,7.8020,0,true,DUUUD,0.000700;0.001600;0.022000;0.019500;0.009900,true,false,false,false
M13_control_C2_5,M13,control,C2,LONG,2025-08-21 00:00,5,5,2025-08-20 04:00,2025-08-20 20:00,3.9179,3.5332,1,6.5258,1.9494,expanded,0.6000,0.010740,13.8986,1.1242,false,false,falling,0.00000000,below,-1.4248,0,false,rising,above,7.8020,0,true,DUUUD,0.000700;0.001600;0.022000;0.019500;0.009900,true,false,false,false
M13_control_C3_50,M13,control,C3,LONG,2026-06-15 00:00,50,50,2026-06-06 16:00,2026-06-14 20:00,16.7198,11.3966,24,18.1238,1.3206,expanded,0.5000,0.002524,-0.2641,5.6497,true,false,falling,0.00118518,above,7.2641,7,true,falling,below,-11.7854,0,false,DDDDU,0.001900;0.001400;0.002700;0.000900;0.016900,true,true,false,false
M13_control_C3_30,M13,control,C3,LONG,2026-06-15 00:00,30,30,2026-06-10 00:00,2026-06-14 20:00,12.8316,1.2203,15,15.8544,1.1477,neutral,0.5000,0.002307,0.0534,4.1566,true,false,rising,0.00045135,above,7.2641,5,true,falling,below,-11.7854,0,false,DDDDU,0.001900;0.001400;0.002700;0.000900;0.016900,true,true,false,false
M13_control_C3_20,M13,control,C3,LONG,2026-06-15 00:00,20,20,2026-06-11 16:00,2026-06-14 20:00,8.0969,3.4767,10,11.7021,1.7545,expanded,0.5500,0.002315,0.8232,4.1566,true,false,rising,-0.00003858,above,7.2641,2,true,falling,below,-11.7854,0,false,DDDDU,0.001900;0.001400;0.002700;0.000900;0.016900,true,true,false,false
M13_control_C3_10,M13,control,C3,LONG,2026-06-15 00:00,10,10,2026-06-13 08:00,2026-06-14 20:00,5.4787,6.0720,4,10.7843,4.0346,expanded,0.4000,0.002990,2.9016,4.1566,true,false,rising,0.00000000,above,7.2641,2,true,falling,below,-11.7854,0,false,DDDDU,0.001900;0.001400;0.002700;0.000900;0.016900,true,true,false,false
M13_control_C3_5,M13,control,C3,LONG,2026-06-15 00:00,5,5,2026-06-14 04:00,2026-06-14 20:00,6.9591,8.6607,1,10.9357,5.0419,expanded,0.2000,0.004760,3.1414,3.0120,false,false,rising,0.00000000,above,7.2641,2,true,falling,below,-11.7854,0,false,DDDDU,0.001900;0.001400;0.002700;0.000900;0.016900,true,true,false,false
M14_control_C1_50,M14,control,C1,SHORT,2025-02-07 12:00,50,50,2025-01-30 04:00,2025-02-07 08:00,-23.7991,27.5466,24,50.5926,0.4218,compressed,0.5800,0.019104,-0.0773,12.2967,false,true,falling,-0.00435976,below,-3.5645,3,true,falling,below,-19.9339,0,true,DUUDU,0.008800;0.003200;0.017800;0.009300;0.019600,true,true,true,false
M14_control_C1_30,M14,control,C1,SHORT,2025-02-07 12:00,30,30,2025-02-02 12:00,2025-02-07 08:00,-15.7296,13.1098,15,43.7392,0.2399,compressed,0.5333,0.024283,-0.6197,12.2967,false,true,falling,0.00483662,below,-3.5645,0,true,falling,below,-19.9339,0,true,DUUDU,0.008800;0.003200;0.017800;0.009300;0.019600,true,true,true,false
M14_control_C1_20,M14,control,C1,SHORT,2025-02-07 12:00,20,20,2025-02-04 04:00,2025-02-07 08:00,2.3746,-6.5026,10,13.5773,0.8285,neutral,0.5500,0.016655,-0.1597,5.5416,true,true,falling,0.00084049,below,-3.5645,0,true,falling,below,-19.9339,0,true,DUUDU,0.008800;0.003200;0.017800;0.009300;0.019600,true,true,true,false
M14_control_C1_10,M14,control,C1,SHORT,2025-02-07 12:00,10,10,2025-02-05 20:00,2025-02-07 08:00,0.1640,6.0783,4,9.2934,0.6735,compressed,0.5000,0.015210,-0.3715,3.6730,true,true,falling,0.00000000,below,-3.5645,0,true,falling,below,-19.9339,0,true,DUUDU,0.008800;0.003200;0.017800;0.009300;0.019600,true,true,true,false
M14_control_C1_5,M14,control,C1,SHORT,2025-02-07 12:00,5,5,2025-02-06 16:00,2025-02-07 08:00,4.4612,3.5308,2,5.7440,1.2622,expanded,0.4000,0.011740,1.5944,2.9062,false,false,falling,0.00000000,below,-3.5645,0,true,falling,below,-19.9339,0,true,DUUDU,0.008800;0.003200;0.017800;0.009300;0.019600,true,true,false,false
M14_control_C2_50,M14,control,C2,SHORT,2024-11-14 20:00,50,50,2024-11-06 12:00,2024-11-14 16:00,60.0057,-75.5227,26,87.5743,0.2540,compressed,0.3600,0.014286,0.2953,28.5598,false,true,rising,-0.00111264,above,1.9895,4,false,rising,above,35.9147,0,false,DUDDU,0.005300;0.008100;0.013400;0.019600;0.016900,true,false,true,false
M14_control_C2_30,M14,control,C2,SHORT,2024-11-14 20:00,30,30,2024-11-09 20:00,2024-11-14 16:00,13.6967,-30.6848,18,44.5093,0.5230,compressed,0.4333,0.018773,-0.2143,18.9039,false,true,rising,-0.00836520,above,1.9895,4,false,rising,above,35.9147,0,false,DUDDU,0.005300;0.008100;0.013400;0.019600;0.016900,true,false,true,false
M14_control_C2_20,M14,control,C2,SHORT,2024-11-14 20:00,20,20,2024-11-11 12:00,2024-11-14 16:00,-6.0963,16.5388,13,22.6578,0.8573,neutral,0.5500,0.015590,0.0540,10.3506,false,true,rising,-0.00284072,above,1.9895,4,false,rising,above,35.9147,0,false,DUDDU,0.005300;0.008100;0.013400;0.019600;0.016900,true,false,true,false
M14_control_C2_10,M14,control,C2,SHORT,2024-11-14 20:00,10,10,2024-11-13 04:00,2024-11-14 16:00,5.7822,-10.5696,6,17.1033,0.5721,compressed,0.5000,0.016000,-0.3454,10.3506,false,true,rising,0.00000000,above,1.9895,3,false,rising,above,35.9147,0,false,DUDDU,0.005300;0.008100;0.013400;0.019600;0.016900,true,false,true,false
M14_control_C2_5,M14,control,C2,SHORT,2024-11-14 20:00,5,5,2024-11-14 00:00,2024-11-14 16:00,-1.3954,-4.1821,2,9.7855,1.2395,neutral,0.6000,0.012660,1.4826,2.9896,false,false,rising,0.00000000,above,1.9895,2,false,rising,above,35.9147,0,false,DUDDU,0.005300;0.008100;0.013400;0.019600;0.016900,true,false,false,false
M14_control_C3_50,M14,control,C3,SHORT,2024-03-06 08:00,50,50,2024-02-27 00:00,2024-03-06 04:00,18.7018,-24.0012,27,39.5405,1.1791,neutral,0.4600,0.016298,0.3982,10.8918,true,true,rising,-0.00109712,above,2.0430,2,false,rising,above,19.4636,0,false,DDUDU,0.014500;0.121300;0.059000;0.015400;0.061800,false,false,true,false
M14_control_C3_30,M14,control,C3,SHORT,2024-03-06 08:00,30,30,2024-03-01 08:00,2024-03-06 04:00,7.6654,-4.2370,13,35.8642,2.2644,expanded,0.4667,0.019310,0.9556,10.1202,true,true,rising,-0.00428184,above,2.0430,2,false,rising,above,19.4636,0,false,DDUDU,0.014500;0.121300;0.059000;0.015400;0.061800,false,false,true,false
M14_control_C3_20,M14,control,C3,SHORT,2024-03-06 08:00,20,20,2024-03-03 00:00,2024-03-06 04:00,-0.2430,-12.9992,9,33.2298,1.8729,expanded,0.5000,0.021870,1.7449,8.5211,true,true,rising,-0.00309281,above,2.0430,2,false,rising,above,19.4636,0,false,DDUDU,0.014500;0.121300;0.059000;0.015400;0.061800,false,false,true,false
M14_control_C3_10,M14,control,C3,SHORT,2024-03-06 08:00,10,10,2024-03-04 16:00,2024-03-06 04:00,-5.0386,-2.8211,5,30.3728,4.8592,expanded,0.7000,0.032060,4.5967,8.5211,true,true,falling,0.00000000,above,2.0430,2,false,rising,above,19.4636,0,false,DDUDU,0.014500;0.121300;0.059000;0.015400;0.061800,false,false,true,false
M14_control_C3_5,M14,control,C3,SHORT,2024-03-06 08:00,5,5,2024-03-05 12:00,2024-03-06 04:00,-2.1068,32.7130,3,30.1047,0.5445,compressed,0.6000,0.054400,-0.3314,8.5211,false,false,falling,0.00000000,above,2.0430,2,false,rising,above,19.4636,0,false,DDUDU,0.014500;0.121300;0.059000;0.015400;0.061800,false,false,false,false
M15_control_C1_50,M15,control,C1,LONG,2023-12-08 16:00,50,50,2023-11-30 08:00,2023-12-08 12:00,45.6885,28.5452,21,47.2804,3.3004,expanded,0.6600,0.005422,2.5717,2.7387,true,false,rising,0.00330613,above,23.0097,1,true,rising,above,44.3424,0,true,UUUUU,0.003600;0.008100;0.011400;0.045400;0.028200,true,true,false,false
M15_control_C1_30,M15,control,C1,LONG,2023-12-08 16:00,30,30,2023-12-03 16:00,2023-12-08 12:00,40.6506,19.8896,10,41.4447,2.9033,expanded,0.7000,0.007843,1.1797,2.7387,true,false,rising,0.00238230,above,23.0097,0,true,rising,above,44.3424,0,true,UUUUU,0.003600;0.008100;0.011400;0.045400;0.028200,true,true,false,false
M15_control_C1_20,M15,control,C1,LONG,2023-12-08 16:00,20,20,2023-12-05 08:00,2023-12-08 12:00,37.3437,13.0390,6,38.1191,1.8388,expanded,0.8000,0.009425,1.1209,2.5476,true,false,rising,0.00109304,above,23.0097,0,true,rising,above,44.3424,0,true,UUUUU,0.003600;0.008100;0.011400;0.045400;0.028200,true,true,false,false
M15_control_C1_10,M15,control,C1,LONG,2023-12-08 16:00,10,10,2023-12-07 00:00,2023-12-08 12:00,23.5043,19.6205,2,26.6757,3.3341,expanded,0.9000,0.012810,2.0796,2.5476,true,false,rising,0.00000000,above,23.0097,0,true,rising,above,44.3424,0,true,UUUUU,0.003600;0.008100;0.011400;0.045400;0.028200,true,true,false,false
M15_control_C1_5,M15,control,C1,LONG,2023-12-08 16:00,5,5,2023-12-07 20:00,2023-12-08 12:00,20.4167,16.5387,0,21.4474,6.2015,expanded,1.0000,0.019340,3.8433,0.0000,false,false,rising,0.00000000,above,23.0097,0,true,rising,above,44.3424,0,true,UUUUU,0.003600;0.008100;0.011400;0.045400;0.028200,true,true,false,false
M15_control_C2_50,M15,control,C2,LONG,2025-11-07 16:00,50,50,2025-10-30 08:00,2025-11-07 12:00,-13.4744,2.9888,27,24.8489,1.3128,expanded,0.5000,0.008378,0.2329,6.9957,false,false,falling,0.00099939,below,-0.9011,0,false,falling,below,-17.0131,0,false,UUUDU,0.003500;0.008700;0.007300;0.017000;0.013300,true,false,false,false
M15_control_C2_30,M15,control,C2,LONG,2025-11-07 16:00,30,30,2025-11-02 16:00,2025-11-07 12:00,-8.8181,12.9060,18,20.6203,0.3068,compressed,0.5667,0.009520,-0.4537,6.1217,false,false,falling,0.00165401,below,-0.9011,0,false,falling,below,-17.0131,0,false,UUUDU,0.003500;0.008700;0.007300;0.017000;0.013300,true,false,false,false
M15_control_C2_20,M15,control,C2,LONG,2025-11-07 16:00,20,20,2025-11-04 08:00,2025-11-07 12:00,-0.3299,-0.0736,9,11.8380,0.5183,compressed,0.6500,0.008105,-0.0794,6.0848,false,false,falling,0.00139178,below,-0.9011,0,false,falling,below,-17.0131,0,false,UUUDU,0.003500;0.008700;0.007300;0.017000;0.013300,true,false,false,false
M15_control_C2_10,M15,control,C2,LONG,2025-11-07 16:00,10,10,2025-11-06 00:00,2025-11-07 12:00,0.2211,5.6821,5,6.1360,1.0772,neutral,0.6000,0.007770,0.7849,3.2039,true,false,falling,0.00000000,below,-0.9011,0,false,falling,below,-17.0131,0,false,UUUDU,0.003500;0.008700;0.007300;0.017000;0.013300,true,false,false,false
M15_control_C2_5,M15,control,C2,LONG,2025-11-07 16:00,5,5,2025-11-06 20:00,2025-11-07 12:00,2.3138,-0.9703,2,5.7562,1.6412,expanded,0.8000,0.009960,1.0546,3.2039,false,false,falling,0.00000000,below,-0.9011,0,false,falling,below,-17.0131,0,false,UUUDU,0.003500;0.008700;0.007300;0.017000;0.013300,true,false,false,false
M15_control_C3_50,M15,control,C3,LONG,2025-08-21 00:00,50,50,2025-08-12 16:00,2025-08-20 20:00,3.7954,-11.9439,20,24.4578,0.6689,compressed,0.6400,0.017474,-0.2603,10.9333,false,false,rising,-0.00885802,below,-1.4248,5,false,rising,above,7.8020,0,true,DUUUD,0.000700;0.001600;0.022000;0.019500;0.009900,true,false,false,false
M15_control_C3_30,M15,control,C3,LONG,2025-08-21 00:00,30,30,2025-08-16 00:00,2025-08-20 20:00,-8.0121,4.4493,13,15.7317,1.2582,expanded,0.6333,0.015460,-0.1321,9.9976,false,false,falling,-0.00516996,below,-1.4248,5,false,rising,above,7.8020,0,true,DUUUD,0.000700;0.001600;0.022000;0.019500;0.009900,true,false,false,false
M15_control_C3_20,M15,control,C3,LONG,2025-08-21 00:00,20,20,2025-08-17 16:00,2025-08-20 20:00,-7.4027,-2.7722,9,14.6898,1.3868,expanded,0.5000,0.015640,-0.1622,9.9976,false,false,falling,-0.00259683,below,-1.4248,5,false,rising,above,7.8020,0,true,DUUUD,0.000700;0.001600;0.022000;0.019500;0.009900,true,false,false,false
M15_control_C3_10,M15,control,C3,LONG,2025-08-21 00:00,10,10,2025-08-19 08:00,2025-08-20 20:00,-5.3932,12.7169,4,12.5698,0.5462,compressed,0.5000,0.014260,-0.3960,9.9976,false,false,falling,0.00000000,below,-1.4248,1,false,rising,above,7.8020,0,true,DUUUD,0.000700;0.001600;0.022000;0.019500;0.009900,true,false,false,false
M15_control_C3_5,M15,control,C3,LONG,2025-08-21 00:00,5,5,2025-08-20 04:00,2025-08-20 20:00,3.9179,3.5332,1,6.5258,1.9494,expanded,0.6000,0.010740,13.8986,1.1242,false,false,falling,0.00000000,below,-1.4248,0,false,rising,above,7.8020,0,true,DUUUD,0.000700;0.001600;0.022000;0.019500;0.009900,true,false,false,false
M16_control_C1_50,M16,control,C1,SHORT,2023-11-20 12:00,50,50,2023-11-12 04:00,2023-11-20 08:00,1.1586,-3.1456,27,18.2544,1.0232,neutral,0.4400,0.005622,-0.0851,6.2752,false,false,rising,0.00046265,above,4.5384,6,false,rising,above,17.8750,0,false,UUDUU,0.006400;0.000600;0.002300;0.005700;0.005200,true,false,false,false
M16_control_C1_30,M16,control,C1,SHORT,2023-11-20 12:00,30,30,2023-11-15 12:00,2023-11-20 08:00,5.6467,8.2067,12,16.5636,0.9252,neutral,0.4000,0.005330,-0.4728,6.2752,false,false,rising,0.00004692,above,4.5384,4,false,rising,above,17.8750,0,false,UUDUU,0.006400;0.000600;0.002300;0.005700;0.005200,true,false,false,false
M16_control_C1_20,M16,control,C1,SHORT,2023-11-20 12:00,20,20,2023-11-17 04:00,2023-11-20 08:00,6.8244,3.4231,8,13.9206,1.0883,neutral,0.4000,0.004845,-0.5813,5.3008,false,false,rising,0.00118341,above,4.5384,1,false,rising,above,17.8750,0,false,UUDUU,0.006400;0.000600;0.002300;0.005700;0.005200,true,false,false,false
M16_control_C1_10,M16,control,C1,SHORT,2023-11-20 12:00,10,10,2023-11-18 20:00,2023-11-20 08:00,4.1346,4.1346,3,8.1368,2.3008,expanded,0.4000,0.002860,1.4048,2.7742,false,false,rising,0.00000000,above,4.5384,0,false,rising,above,17.8750,0,false,UUDUU,0.006400;0.000600;0.002300;0.005700;0.005200,true,false,false,false
M16_control_C1_5,M16,control,C1,SHORT,2023-11-20 12:00,5,5,2023-11-19 16:00,2023-11-20 08:00,2.3977,2.0815,2,6.2809,1.8447,expanded,0.2000,0.004040,0.2571,2.7742,false,false,rising,0.00000000,above,4.5384,0,false,rising,above,17.8750,0,false,UUDUU,0.006400;0.000600;0.002300;0.005700;0.005200,true,false,false,false
M16_control_C2_50,M16,control,C2,SHORT,2025-07-03 20:00,50,50,2025-06-25 12:00,2025-07-03 16:00,4.9735,9.1380,26,13.2099,1.8588,expanded,0.5000,0.006764,1.1549,9.4590,false,false,rising,0.00207780,above,3.5584,11,false,falling,below,-3.3293,0,true,UUDDU,0.002800;0.021600;0.004500;0.016000;0.007700,false,false,false,false
M16_control_C2_30,M16,control,C2,SHORT,2025-07-03 20:00,30,30,2025-06-28 20:00,2025-07-03 16:00,5.3265,4.7098,11,13.2543,2.1235,expanded,0.5000,0.008337,0.4592,9.4590,false,false,rising,0.00137243,above,3.5584,8,false,falling,below,-3.3293,0,true,UUDDU,0.002800;0.021600;0.004500;0.016000;0.007700,false,false,false,false
M16_control_C2_20,M16,control,C2,SHORT,2025-07-03 20:00,20,20,2025-06-30 12:00,2025-07-03 16:00,4.9735,11.9267,6,13.2099,1.1890,neutral,0.4500,0.009820,0.3079,9.4590,false,false,rising,0.00185712,above,3.5584,2,false,falling,below,-3.3293,0,true,UUDDU,0.002800;0.021600;0.004500;0.016000;0.007700,false,false,false,false
M16_control_C2_10,M16,control,C2,SHORT,2025-07-03 20:00,10,10,2025-07-02 04:00,2025-07-03 16:00,7.0119,-2.9386,4,11.3448,0.5286,compressed,0.3000,0.011130,-0.1039,6.5524,false,false,rising,0.00000000,above,3.5584,1,false,falling,below,-3.3293,0,true,UUDDU,0.002800;0.021600;0.004500;0.016000;0.007700,false,false,false,false
M16_control_C2_5,M16,control,C2,SHORT,2025-07-03 20:00,5,5,2025-07-03 00:00,2025-07-03 16:00,1.5007,-5.7888,2,4.8943,0.9059,neutral,0.4000,0.010520,-0.2295,3.5526,false,false,rising,0.00000000,above,3.5584,0,false,falling,below,-3.3293,0,true,UUDDU,0.002800;0.021600;0.004500;0.016000;0.007700,false,false,false,false
M16_control_C3_50,M16,control,C3,SHORT,2025-01-02 16:00,50,50,2024-12-25 08:00,2025-01-02 12:00,4.7520,8.4030,23,16.7910,1.7676,expanded,0.5000,0.011528,0.5192,9.6093,false,false,falling,0.00436695,above,6.8576,5,false,falling,above,2.7357,1,false,UUDUD,0.004500;0.019900;0.008700;0.037400;0.016000,true,false,false,false
M16_control_C3_30,M16,control,C3,SHORT,2025-01-02 16:00,30,30,2024-12-28 16:00,2025-01-02 12:00,7.9751,16.5576,15,17.3077,1.8133,expanded,0.4333,0.012247,0.3521,9.6093,false,false,rising,0.00302975,above,6.8576,3,false,falling,above,2.7357,1,false,UUDUD,0.004500;0.019900;0.008700;0.037400;0.016000,true,false,false,false
M16_control_C3_20,M16,control,C3,SHORT,2025-01-02 16:00,20,20,2024-12-30 08:00,2025-01-02 12:00,9.5867,16.0431,10,17.5660,2.8528,expanded,0.4500,0.014715,0.1930,9.6093,false,false,rising,0.00404534,above,6.8576,1,false,falling,above,2.7357,1,false,UUDUD,0.004500;0.019900;0.008700;0.037400;0.016000,true,false,false,false
M16_control_C3_10,M16,control,C3,SHORT,2025-01-02 16:00,10,10,2025-01-01 00:00,2025-01-02 12:00,12.0700,-3.6699,4,16.9661,0.6719,compressed,0.3000,0.016010,0.1753,9.6093,false,false,rising,0.00000000,above,6.8576,1,false,falling,above,2.7357,1,false,UUDUD,0.004500;0.019900;0.008700;0.037400;0.016000,true,false,false,false
M16_control_C3_5,M16,control,C3,SHORT,2025-01-02 16:00,5,5,2025-01-01 20:00,2025-01-02 12:00,3.5362,-0.8101,3,7.7232,1.2913,expanded,0.4000,0.017300,0.6967,3.8537,false,false,rising,0.00000000,above,6.8576,0,false,rising,above,2.7357,1,false,UUDUD,0.004500;0.019900;0.008700;0.037400;0.016000,true,false,false,false
M17_control_C1_50,M17,control,C1,LONG,2024-05-19 08:00,50,50,2024-05-11 00:00,2024-05-19 04:00,7.6457,15.1419,22,14.7309,2.3323,expanded,0.4800,0.003480,0.0690,3.1516,false,false,rising,0.00216267,above,2.3323,3,true,falling,above,0.5662,1,true,DUDDD,0.002800;0.002600;0.001700;0.000100;0.001700,false,false,false,false
M17_control_C1_30,M17,control,C1,LONG,2024-05-19 08:00,30,30,2024-05-14 08:00,2024-05-19 04:00,10.9032,-0.9268,12,14.9919,0.9368,neutral,0.5667,0.003527,0.1504,1.6811,false,false,rising,0.00164359,above,2.3323,1,true,falling,above,0.5662,1,true,DUDDD,0.002800;0.002600;0.001700;0.000100;0.001700,false,false,false,false
M17_control_C1_20,M17,control,C1,LONG,2024-05-19 08:00,20,20,2024-05-16 00:00,2024-05-19 04:00,4.8482,-6.0820,9,9.3252,0.2395,compressed,0.5000,0.003385,-0.5022,1.0196,false,false,rising,0.00001173,above,2.3323,0,true,falling,above,0.5662,1,true,DUDDD,0.002800;0.002600;0.001700;0.000100;0.001700,false,false,false,false
M17_control_C1_10,M17,control,C1,LONG,2024-05-19 08:00,10,10,2024-05-17 16:00,2024-05-19 04:00,-0.7237,-0.8061,6,2.2333,1.2886,expanded,0.4000,0.002250,-0.3456,1.0196,false,false,rising,0.00000000,above,2.3323,0,true,rising,above,0.5662,0,true,DUDDD,0.002800;0.002600;0.001700;0.000100;0.001700,false,false,false,false
M17_control_C1_5,M17,control,C1,LONG,2024-05-19 08:00,5,5,2024-05-18 12:00,2024-05-19 04:00,-0.1871,-1.2643,1,1.8919,0.8226,neutral,0.2000,0.001780,-0.5679,0.7290,false,false,rising,0.00000000,above,2.3323,0,true,rising,above,0.5662,0,true,DUDDD,0.002800;0.002600;0.001700;0.000100;0.001700,false,false,false,false
M17_control_C2_50,M17,control,C2,LONG,2025-09-03 08:00,50,50,2025-08-26 00:00,2025-09-03 04:00,-0.6701,-0.1207,27,11.8105,0.9077,neutral,0.4400,0.008256,-0.1313,4.1302,false,true,falling,0.00069939,above,0.5073,5,true,falling,below,-0.5345,3,false,DUUDD,0.006500;0.010500;0.014500;0.001100;0.003400,false,false,true,false
M17_control_C2_30,M17,control,C2,LONG,2025-09-03 08:00,30,30,2025-08-29 08:00,2025-09-03 04:00,0.8382,1.3267,15,8.1511,1.4657,expanded,0.4333,0.007190,0.6564,3.4581,false,true,falling,0.00127177,above,0.5073,3,true,falling,below,-0.5345,2,false,DUUDD,0.006500;0.010500;0.014500;0.001100;0.003400,false,false,true,false
M17_control_C2_20,M17,control,C2,LONG,2025-09-03 08:00,20,20,2025-08-31 00:00,2025-09-03 04:00,-0.7532,5.7117,10,7.6279,1.1857,neutral,0.4000,0.008450,-0.3750,3.4581,false,true,falling,0.00066166,above,0.5073,3,true,falling,below,-0.5345,2,false,DUUDD,0.006500;0.010500;0.014500;0.001100;0.003400,false,false,true,false
M17_control_C2_10,M17,control,C2,LONG,2025-09-03 08:00,10,10,2025-09-01 16:00,2025-09-03 04:00,2.3425,1.0990,4,7.2864,0.8988,neutral,0.5000,0.006500,0.2414,1.2862,true,true,falling,0.00000000,above,0.5073,1,true,falling,below,-0.5345,0,false,DUUDD,0.006500;0.010500;0.014500;0.001100;0.003400,false,false,true,false
M17_control_C2_5,M17,control,C2,LONG,2025-09-03 08:00,5,5,2025-09-02 12:00,2025-09-03 04:00,2.5321,-0.0776,1,4.9531,0.7614,neutral,0.4000,0.007200,-0.2549,0.5421,false,false,rising,0.00000000,above,0.5073,1,true,falling,below,-0.5345,0,false,DUUDD,0.006500;0.010500;0.014500;0.001100;0.003400,false,false,false,false
M17_control_C3_50,M17,control,C3,LONG,2023-12-06 00:00,50,50,2023-11-27 16:00,2023-12-05 20:00,13.9230,7.8966,24,15.3394,2.1325,expanded,0.5600,0.003094,0.5913,2.7387,true,false,rising,0.00106084,above,6.6169,5,true,rising,above,16.2254,0,true,DUUUU,0.006000;0.000200;0.003900;0.018500;0.004100,true,false,false,false
M17_control_C3_30,M17,control,C3,LONG,2023-12-06 00:00,30,30,2023-12-01 00:00,2023-12-05 20:00,12.3912,4.1072,13,13.9995,1.2414,neutral,0.6333,0.003523,1.6958,2.7387,true,false,rising,0.00066568,above,6.6169,1,true,rising,above,16.2254,0,true,DUUUU,0.006000;0.000200;0.003900;0.018500;0.004100,true,false,false,false
M17_control_C3_20,M17,control,C3,LONG,2023-12-06 00:00,20,20,2023-12-02 16:00,2023-12-05 20:00,8.2529,0.4209,8,10.0559,1.3407,expanded,0.6000,0.004480,0.5600,2.7387,true,false,rising,0.00016378,above,6.6169,0,true,rising,above,16.2254,0,true,DUUUU,0.006000;0.000200;0.003900;0.018500;0.004100,true,false,false,false
M17_control_C3_10,M17,control,C3,LONG,2023-12-06 00:00,10,10,2023-12-04 08:00,2023-12-05 20:00,5.4415,4.7820,3,8.9537,1.1924,neutral,0.6000,0.005460,0.4932,1.9269,true,false,rising,0.00000000,above,6.6169,0,true,rising,above,16.2254,0,true,DUUUU,0.006000;0.000200;0.003900;0.018500;0.004100,true,false,false,false
M17_control_C3_5,M17,control,C3,LONG,2023-12-06 00:00,5,5,2023-12-05 04:00,2023-12-05 20:00,6.6817,6.5783,0,7.4324,3.0866,expanded,0.8000,0.006540,1.8495,0.0000,false,false,rising,0.00000000,above,6.6169,0,true,rising,above,16.2254,0,true,DUUUU,0.006000;0.000200;0.003900;0.018500;0.004100,true,false,false,false
M18_control_C1_50,M18,control,C1,LONG,2026-05-14 16:00,50,50,2026-05-06 08:00,2026-05-14 12:00,-0.5157,-1.3223,23,10.7919,1.3752,expanded,0.4800,0.002690,0.2952,4.9442,false,true,rising,-0.00088907,above,0.1035,4,true,rising,above,4.2059,0,true,UDUDU,0.000900;0.001900;0.001700;0.000600;0.006300,true,true,true,false
M18_control_C1_30,M18,control,C1,LONG,2026-05-14 16:00,30,30,2026-05-09 16:00,2026-05-14 12:00,-0.9534,-3.9959,13,10.0843,0.8229,neutral,0.4667,0.002803,-0.0930,4.9442,false,true,rising,-0.00096480,above,0.1035,4,true,rising,above,4.2059,0,true,UDUDU,0.000900;0.001900;0.001700;0.000600;0.006300,true,true,true,false
M18_control_C1_20,M18,control,C1,LONG,2026-05-14 16:00,20,20,2026-05-11 08:00,2026-05-14 12:00,-3.2593,2.6049,10,7.9871,1.0319,neutral,0.4000,0.002510,0.2922,4.9442,false,true,falling,-0.00053965,above,0.1035,4,true,rising,above,4.2059,0,true,UDUDU,0.000900;0.001900;0.001700;0.000600;0.006300,true,true,true,false
M18_control_C1_10,M18,control,C1,LONG,2026-05-14 16:00,10,10,2026-05-13 00:00,2026-05-14 12:00,-1.3874,6.1510,5,6.0241,0.5395,compressed,0.5000,0.002830,-0.3254,4.6218,false,true,falling,0.00000000,above,0.1035,2,true,rising,above,4.2059,0,true,UDUDU,0.000900;0.001900;0.001700;0.000600;0.006300,true,true,true,false
M18_control_C1_5,M18,control,C1,LONG,2026-05-14 16:00,5,5,2026-05-13 20:00,2026-05-14 12:00,2.0786,3.5350,3,3.2502,1.9550,expanded,0.6000,0.002280,1.0476,0.7233,false,false,falling,0.00000000,above,0.1035,1,true,rising,above,4.2059,0,true,UDUDU,0.000900;0.001900;0.001700;0.000600;0.006300,true,true,false,false
M18_control_C2_50,M18,control,C2,LONG,2026-04-16 16:00,50,50,2026-04-08 08:00,2026-04-16 12:00,-1.7081,12.0015,17,10.1708,0.9075,neutral,0.3800,0.002310,-0.1158,7.7999,false,true,falling,0.00000922,above,3.2016,10,true,falling,below,-0.2486,2,false,DUUDU,0.003100;0.003300;0.000800;0.001500;0.004800,true,true,true,false
M18_control_C2_30,M18,control,C2,LONG,2026-04-16 16:00,30,30,2026-04-11 16:00,2026-04-16 12:00,-0.4326,7.4937,11,7.9041,0.8684,neutral,0.4333,0.002483,-0.2134,7.7999,false,true,falling,0.00078890,above,3.2016,4,true,falling,below,-0.2486,0,false,DUUDU,0.003100;0.003300;0.000800;0.001500;0.004800,true,true,true,false
